,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
31,"the case for enhanced abstract data types raghu ramakrishnan , miron livny , praveen seshadri 1997",,vldb,,database research at the university of ulm sigmod record,,,,0
32,efficient computation of iceberg cubes with complex measures 2001,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,,efficient clustering algorithms for large data sets very large data bases,"günther van den heuvel , dimitrios georgakopoulos , minos n. garofalakis , christos faloutsos",,,0
33,dynamic buffer allocation in video-on-demand systems sigmod conference 2001,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee",,,fast algorithms for mining association rules in large data bases 1996,john g. cobb,,,0
34,microsoft index tuning wizard for sql server 7.0 1998,"surajit chaudhuri , vivek r. narasayya",sigmod conference,,incremental maintenance of semistructured data with index rewriting 1999,"jim gray , jeffrey d. ullman",very large data bases,,0
35,data management challenges in crm george colliat 2003,,sigmod conference,,efficient remote mining of association rules in large databases international conference on management of data,philip bohannon,,,0
36,user-cognizant multidimensional analysis sunita sarawagi,,vldb j.,2001.0,book review column,jos &#252; ralf schuster,acm sigmod record,,0
37,"outerjoin simplification and reordering for query optimization césar a. galindo-legaria , arnon rosenthal 1997",,acm trans . database syst .,,"join object-oriented databases for moving objects michael r. carey , surajit chaudhuri , christos faloutsos sigmod record",,vldb,,0
38,improving database design through the analysis of relationships 1999,"veda c. storey , terence m. barron , debabrata dey",acm trans . database syst .,,"approximate query processing : limitations and opportunities greg isakowitz , jens claußen",,the vldb journal -- the international journal on very large data bases,,0
39,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vldb,2000.0,"query optimization in compressed multimedia databases ralf schneider , marco p &#233; ting",,international conference on management of data,,0
40,book review column karl aberer sigmod record,,,2002.0,efficient query processing in firm real-time database systems acm sigmod record,,,,0
41,"storage and retrieval of xml data using relational databases surajit chaudhuri , kyuseok shim 2001",,vldb,,"view management in tertiary memory databases narendra mohan , sharad mehrotra",,vldb,2003.0,0
42,"guest editor 's introduction robert meersman , amit p. sheth sigmod record 2002",,,,guest editor 's introduction sigmod record,,,,0
43,"dynamic sample selection for approximate query processing gautam das , surajit chaudhuri , brian babcock",,sigmod conference,2003.0,query optimization in compressed databases,"alon y. levy , mitch cherniack , patrick valduriez",,,0
44,"experiences in federated databases : from iro-db to miro-web anthony tomasic , peter fankhauser , j. muñoz , m. lopez , georges gardarin",,vldb,1998.0,the role of semantic heterogeneity in design optimization in multidatabase systems international conference on management of data,,,,0
45,temporal slicing in the evaluation of xml queries,"richard t. snodgrass , dengfeng gao",vldb,2003.0,data allocation and reallocation in large distributed database systems jens clau &#246; hlen,,acm trans . database syst .,,0
46,"top-k selection queries over relational databases : mapping strategies and performance evaluation surajit chaudhuri , nicolas bruno , luis gravano acm trans . database syst .",,,2002.0,the tic-tac-toe constraint object-oriented database system sigmod record,kyu-young whang,acm trans . database syst .,,0
47,"the tv-tree : an index structure for high-dimensional data king-ip lin , h. v. jagadish , christos faloutsos 1994",,vldb j.,,spatial join in object-relational and object-base databases sigmod conference,,vldb,2003.0,0
48,"selectivity estimation in extensible databases - a neural network approach shaoyu zhou , m. seetha lakshmi",,vldb,1998.0,database management systems research groups international conference on management of data,philip a. bernstein,,,0
49,"modeling high-dimensional index structures using sampling christian a. lang , ambuj k. singh sigmod conference 2001",,,,"approximate joins using selectivity estimation christian a. lang , mitch cherniack , christian a. jensen , cecilia catania , alon levy",,,,0
50,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier",,acm trans . database syst .,1994.0,query unnesting and reordering in semistructured data systems sigmod conference 1994,yannis papakonstantinou,,,0
51,"digital library services in mobile computing evaggelia pitoura , melliyal annamalai , bharat k. bhargava",,sigmod record,1995.0,relational database management systems and the internet vldb,,,,0
52,delaunay : a database visualization system sigmod conference 1997,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",,,guest editorial very large data bases,,,,0
53,"aurora : a data stream management system nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",,sigmod conference,2003.0,data modelling issues in spatial databases kamber d. staudt,,,,0
54,aqua : a fast decision support systems using approximate query answers vldb,"swarup acharya , phillip b. gibbons , viswanath poosala",,1999.0,optimization of multidimensional aggregates based on aggregate expression processing karl aberer,,sigmod record,1997.0 oor0,0
55,surfing wavelets on streams : one-pass summaries for approximate aggregate queries vldb,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan",,2001.0,"surfing wavelets : a new approach to approximate aggregate queries le gruenwald , juliana g. maskey , philip s. yu",,acm sigmod record,,0
56,charter and scope won kim acm trans . database syst . 1994,,,,"a database research project for bioinformatics abraham silberschatz , michael j. carey sigmod record",,,,0
57,commercial use of database technology vldb,harald schöning,,2003.0,research issues in multi-user multi-database systems international conference on management of data 2001,"david b. kemp , jason mchugh",,,0
58,"the implementation and performance of compressed databases till westmann , sven helmer , guido moerkotte , donald kossmann sigmod record",,,2000.0,query optimization over streaming data 1996,,acm sigmod record,,0
59,the aqua approximate query answering system,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",sigmod conference,1999.0,a system prototype for semantic similarity search in multimedia databases vldb j.,karl aberer,,,0
60,"efficient user-adaptable similarity search in large multimedia databases thomas seidl , hans-peter kriegel vldb 1997",,,,efficient similarity algorithms for multi-dimensional aggregates 1997,"john a. o'ngliese , chris clifton",very large data bases,,0
61,the dedale system for complex spatial queries sigmod conference 1998,"luc segoufin , philippe rigaux , stéphane grumbach",,,semantic integrity constraints in multi-parameterized database federated database systems 1996,"hans-peter kriegel , güting zsu",,,0
62,adaptable query optimization and evaluation in temporal middleware 2001,"christian s. jensen , richard t. snodgrass , giedrius slivinskas",sigmod conference,,optimizing efficient algorithms for high dimensional generalized association rules very large data bases,richard t. snodgrass,,,0
63,explaining differences in multidimensional aggregates sunita sarawagi vldb,,,1999.0,database design and implementation in a relational database system acm sigmod record 1998,richard snodgrass,,,0
64,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996.0,a query language and optimization techniques for unstructured data,"christian s. jensen , rosett schneider , peter buneman",,,0
65,"bringing order to query optimization giedrius slivinskas , richard t. snodgrass , christian s. jensen sigmod record",,,2002.0,"efficient algorithm for selectivity estimation in spatial databases zhabdul ulusoy , thomas n &#252; m the vldb journal -- the international journal on very large data bases",,sigmod record,,0
66,an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gröger",acm trans . database syst .,1998.0,an effective multi-parameter query optimization on spatial databases,"s. sudarshan , hans-peter kriegel",international conference on management of data,,0
67,update propagation protocols for replicated databases 1999,"raghavan komondoor , abraham silberschatz , yuri breitbart , s. seshadri , rajeev rastogi",sigmod conference,,selectivity modeling for active multidatabase systems 2001,"michael h. franklin , johann christoph riedewald",,,0
68,introduction to constraint databases - book review sigmod record 2002,bart kuijpers,,,"object-oriented query optimisation in object-relational databases jerry kiernan , hans-peter kriegel , stefano ceri",,,,0
69,converting relational to object-oriented databases sigmod record 1997,joseph fong,,,a testbed for object-oriented databases international conference on management of data,,,,0
70,petabyte databases dirk düllmann,,sigmod conference,1999.0,incremental maintenance in data warehouses 1995,,acm sigmod record,,0
71,"approximate query processing using wavelets kyuseok shim , kaushik chakrabarti , minos n. garofalakis , rajeev rastogi vldb 2000",,,,query processing techniques for string databases,"julio f. furtado , paolo merialdo",,,0
72,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998",,sigmod record,,"efficient approximate query processing for spatial databases peter buneman , christos faloutsos acm transactions on database systems ( tods )",,,,0
73,implementation of magic-sets in a relational database system sigmod conference,"inderpal singh mumick , hamid pirahesh",,1994.0,a taxonomy for semantic database interoperability sigmod record,"christos faloutsos , christos faloutsos",vldb,,0
74,"rainbow : multi-xquery optimization using materialized xml views brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang 2003",,sigmod conference,,query optimization techniques for selections with multidimensional time-series aggregates international conference on management of data,"stefan berchtold , elke a. rundensteiner",,,0
75,"an extensible notation for spatiotemporal index queries richard t. snodgrass , vassilis j. tsotras , christian s. jensen",,sigmod record,1998.0,the acm operator - a distributed information system michael h. b &#228; nther acm sigmod record,,,,0
76,view maintenance in a warehousing environment 1995,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",sigmod conference,,efficient index processing in compressed database systems 1997,"jeffrey f. naughton , jean-robert gruser , martin tufte",,,0
77,issues and evaluations of caching solutions for web application acceleration 2002,"oliver po , divyakant agrawal , radu sion , wen-syan li , wang-pin hsiung , dmitri v. kalashnikov , k. selçuk candan",vldb,,the araneus web-site management system christian s. jensen very large data bases,,,,0
78,"top-k selection queries over relational databases : mapping strategies and performance evaluation surajit chaudhuri , nicolas bruno , luis gravano acm trans . database syst .",,,2002.0,"efficient query processing and optimization in real-time database systems hans-peter kriegel , geert-jan koch , klaus peithner 1998",,sigmod conference,,0
79,improving database design through the analysis of relationships 1999,"veda c. storey , terence m. barron , debabrata dey",acm trans . database syst .,,query optimization in large relational databases 1999,"laks v. s. lakshmanan , michael j. franklin",praveen s. chaudhary,,0
80,efficient view maintenance at data warehouses sigmod conference 1997,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh",,,a framework for querying xml documents from relational database systems,"paul m. haas , jessica borgida , jennifer widom",,,0
81,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994",,vldb,,database management systems and their implications for business : limitations and opportunities,"leonidas fegaras , alexander mchugh , poul a. j. haas , binto george , jennifer widom",,1997.0,0
82,research perspectives for time series management systems,"duri schmidt , angelika kotz dittrich , werner dreyer",sigmod record,1994.0,the mariposa distributed database system,"yuguo liu , chris clifton",sigmod record,,0
83,automation in information extraction and data integration vldb,sunita sarawagi,,2002.0,the vldb journal -- the international journal on very large data bases,,,,0
84,indexing multimedia databases ( tutorial ) christos faloutsos sigmod conference,,,1995.0,editorial richard snodgrass,,,,0
85,reminiscences on influential papers sigmod record,"jun rao , kenneth a. ross , johannes gehrke",,2003.0,"queries over multimedia databases shiby thomas , yannis manolopoulos",,the vldb journal -- the international journal on very large data bases,,0
86,mariposa : a wide-area distributed database system,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer",vldb j.,1996.0,data warehouse management system sigmod conference,,,,0
87,"wireless client/server computing for personal information services and applications jin jing , tetsuya furukawa , ahmed k. elmagarmid 1995",,sigmod record,,scalable parallel database systems vldb j.,,,,0
88,"active storage hierarchy , database systems and applications - socratic exegesis joel h. saltz , john burgess , felipe cariño , william o'connell vldb",,,1999.0,influential papers klaus peithner acm sigmod record,,,,0
89,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001.0,"on-line and semistructured databases for object oriented and object-relational databases alon y. levy , guy ferreira sigmod record",,,,0
90,declustering databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling tony chen",vldb,1995.0,efficient extraction and evaluation of semistructured data from compressed or regular database systems,dirk poulovassilis,acm sigmod record,,0
91,database research at the university of oklahoma sigmod record 1999,"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers",,,infomaster : a system prototype for effective spatial aggregation in the web very large data bases 2001,"kyu-young cho , jianwei han , svetlozar nestorov",,,0
92,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995.0,managing temporal data in large databases,richard snodgrass acm sigmod record,,,0
93,"join synopses for approximate query answering swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy sigmod conference",,,1999.0,on index structure for object-oriented databases acm sigmod record,,,,0
94,"the oasis multidatabase prototype john murphy , mark roantree , wilhelm hasselbring sigmod record 1999",,,,querying views of xml using views hierarchies vldb j.,,,,0
95,hypothetical queries in an olap environment vldb,"thanos papadimitriou , andrey balmin , yannis papakonstantinou",,2000.0,incremental load balancing in parallel-store vldb,"mark roantree , martin staudt",,,0
96,editorial richard t. snodgrass,,acm trans . database syst .,2001.0,the ores temporal database management system,"christos faloutsos , georges gardarin",,,0
97,an architecture to support scalable online personalization on the web,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe",vldb j.,2001.0,integrating information technology and information management systems 101,"kenneth a. ross , chris clifton",,,0
98,evaluating functional joins along nested reference sets in object-relational and object-oriented databases vldb,"alfons kemper , reinhard braumandl , jens claußen",,1998.0,"temporal dependency : using object dependencies to recover from large databases daniel a. keim , ming liu vldb",,the vldb journal -- the international journal on very large data bases,,0
99,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system 1996","zhao-hui tang , fei sha , georges gardarin",vldb,,report on the 8th international workshop on knowledge management for personal computers,"sridhar ramaswamy , julia hodges",,,0
100,supporting efficient multimedia database exploration vldb j. 2001,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li",,,querying and querying structured data in object-oriented databases leonidas fegaras 1998,,acm sigmod record,,0
101,multi-dimensional resource scheduling for parallel queries 1996,"yannis e. ioannidis , minos n. garofalakis",sigmod conference,,efficient allocation of information on disk disk mapped to active image databases very large data bases,"jiawei han , ming-chien guo , x. wang",,,0
102,unisql/x unified relational and object-oriented database system won kim sigmod conference,,,1994.0,"querying a database with heterogenous information sources ming-chien wook , kun-lung wang",,,,0
103,"a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference",,,2003.0,workflow management through optimization,"gisela baralis , piero fraternali , brian towsley",sigmod conference,,0
104,"constructing efficient decision trees by using optimized numeric association rules takeshi fukuda , yasuhiko morimoto , takeshi tokuyama , shinichi morishita vldb",,,1996.0,using approximate query expression processing in spatial databases vldb j.,,,,0
105,building and customizing data-intensive web sites using weave 2000,"valérie issarny , patrick valduriez , khaled yagoub , daniela florescu",vldb,,incremental maintenance of semistructured data in olap 2001,"jeffrey f. naughton , james bradford , dan suciu",the vldb journal -- the international journal on very large data bases,,0
106,the x-tree : an index structure for high-dimensional data 1996,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb,,data extraction and visualization with binularized relational tables 1998,philip a. bernstein,acm sigmod record,,0
107,managing intervals efficiently in object-relational databases vldb 2000,"thomas seidl , marco pötke , hans-peter kriegel",,,"exploiting time constraints in transactional database systems werner thang , hector garcia-molina",,sigmod record,1997.0,0
108,research in database engineering at the university of namur sigmod record,jean-luc hainaut,,2003.0,data extraction at a data warehouse international conference on management of data,"leonidas fegaras , martin staelin",,,0
109,"coloring away communication in parallel query optimization rajeev motwani , waqar hasan vldb 1995",,,,"fast algorithms for exploiting flaws in traditional query optimization techniques h. v. jagadish , jayant r. haritsa",,acm trans . database syst .,,0
110,index-driven similarity search in metric spaces acm trans . database syst . 2003,"gísli r. hjaltason , hanan samet",,,the olap system : a new semantic middleware for middleware on top-knots n-level materialized mediator systems sigmod record,"christos faloutsos , m. muntz , waela ness",,,0
111,spatial indexing of high-dimensional data based on relative approximation vldb j. 2002,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",,,database management systems and the internet very large data bases,,,,0
112,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data vldb,"sacha berger , christoph wieser , sebastian schaffert , françois bry",,2003.0,a logical foundation for deductive object-oriented databases luca cardelli,,the vldb journal -- the international journal on very large data bases,,0
113,the x-tree : an index structure for high-dimensional data 1996,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb,,efficient spatial joins using join-by queries 1994,"mark roantree , jennifer widom",sigmod record,,0
114,"smooth - a distributed multimedia database system christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner vldb",,,2001.0,"secure sql object-relational database systems david m. keim , stefano ceri , richard t. snodgrass",,vldb,,0
115,the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil nørvåg vldb 1999,,,,on-line storage and query optimization for xml and relational databases,"mary f. fernandez , peter j. haas , stefano ceri , piero rolinki , m. carvalho-ban , alexander m. raviolo",,,0
116,"design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ) stefan deßloch , joachim thomas , nelson mendonça mattos sigmod conference 1995",,,,a foundation for deductive object-oriented database systems,"philip s. yu , yannis papakonstantinou , georges gardarin 1996",,,0
117,an introduction to spatial database systems vldb j.,ralf hartmut güting,,1994.0,fast algorithms for minimizing association rules in large databases sigmod conference,"donald c. segev , elisa c. schoop , yun zhang",international conference on management of data,,0
118,the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-molina",vldb,2000.0,databases - an introduction vldb,,,,0
119,metu interoperable database system sigmod conference,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,1996.0,data containment and integrity constraints in object-oriented databases acm trans . database syst .,"krzysztof kappel , stefano ceri",,,0
120,an overview and classification of mediated query systems 1999,"klaus r. dittrich , ruxandra domenig",sigmod record,,the internet is the database : an information technology for safe web sites 1994,,,,0
121,multi-dimensional substring selectivity estimation vldb,"divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish",,1999.0,exploiting optimized wavelet predicates to select categorical data from compressed or unbounded real-time databases acm sigmod record,"georges gardarin , nick roussopoulos",,,0
122,the ccube constraint object-oriented database system sigmod conference,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",,1999.0,a native implementation of ores temporal database queries sigmod conference,"rajeev rastogi , rakesh agrawal",,,0
123,"qursed : querying and reporting semistructured data yannis papakonstantinou , michalis petropoulos , vasilis vassalos sigmod conference 2002",,,,"report on first international workshop on the use and challenges of data warehousing in electronic commerce k. selçuk candan , robert mchugh , martin lohan , philip a. bernstein",,,,0
124,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",,,,"the mpeg2/x unified image-oriented and multimedia database system alexander brodsky , peter zabra 1999",,sigmod conference,,0
125,"design , implementation , and performance of the lham log-structured history data access method gerhard weikum , peter muth , patrick e. o'neil , achim pick vldb",,,1998.0,"data warehousing , warehousing and information integration in warehouses kenneth smith , wilburt labio",,,,0
126,"analyzing energy behavior of spatial access methods for memory-resident data anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir vldb",,,2001.0,design and implementation of a database compressor international conference on management of data,"arnon ross , rajeev motwani",,,0
127,query optimization for selections using bitmaps ming-chuan wu,,sigmod conference,1999.0,"efficient and effective caching for multimedia databases jiawei han , dror dogac",,acm sigmod record,,0
128,an introduction to spatial database systems vldb j.,ralf hartmut güting,,1994.0,spatial databases - principles and implementations 1996,jennifer widom,acm sigmod record,,0
129,querying heterogeneous information sources using source descriptions,"anand rajaraman , alon y. levy , joann j. ordille",vldb,1996.0,"efficiently mining association rules over multidimensional aggregates on disk arrays jiawei han , chia-chuan chang , hongjun lu acm sigmod record",,,,0
130,spotfire : an information exploration environment sigmod record,christopher ahlberg,,1996.0,materialized views acm sigmod record,michael j. carey,,,0
131,"integrating reliable memory in databases peter m. chen , wee teck ng",,vldb j.,1998.0,a system for extracting structured data from memory objects sigmod conference,"raymond t. ng , jiawei wang",,,0
132,cost-driven vertical class partitioning for methods in object oriented databases vldb j.,"qing li , chi-wai fung , kamalakar karlapalem",,2003.0,the araneus language and information systems research group international conference on management of data,"luca donati , luca manchetti , ilker durusoy , stefano ceri , amr el abbadi",,,0
133,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",,vldb,,"query optimization for multimedia databases b. sreenath , m. w. lai 1997",,vldb,,0
134,"efficient algorithms for processing xpath queries reinhard pichler , georg gottlob , christoph koch vldb",,,2002.0,an effective garbage collection algorithm for semistructured data sigmod conference,jeffrey scott vitter,acm sigmod record,,0
135,accessing relational databases from the world wide web sigmod conference,"tam nguyen , v. srinivasan",,1996.0,semantic queries and querying of semistructured data,richard snodgrass,,,0
136,combining fuzzy information : an overview ronald fagin sigmod record,,,2002.0,the multidatabase system acm sigmod record,"mary f. naughton , roy goldman , richard thomas snodgrass",,,0
137,"sequence query processing raghu ramakrishnan , miron livny , praveen seshadri sigmod conference 1994",,,,efficient hash processing,"g. mecca , t. &#225; &#223; a. moerkotte , c. g. stojano",,,0
138,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001.0,incremental maintenance of constraints in multidimensional databases 1994,"mong-ching lee , richard thomas snodgrass , chris clifton",,,0
139,query processing techniques for arrays 2002,"arunprasad p. marathe , kenneth salem",vldb j.,,"efficient and expensive object-oriented concurrency control in object-oriented databases julia tatarinova , brian paton , jayant chaudhary",,the vldb journal -- the international journal on very large data bases,,0
140,formal query languages for secure relational databases,"marianne winslett , kenneth smith , xiaolei qian",acm trans . database syst .,1994.0,"secure locking behavior in active database systems jean-robert gruser , jennifer widom international conference on management of data",,,,0
141,"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens claußen , klaus peithner , alfons kemper vldb 1997",,,,book review column karl aberer,,acm sigmod record,,0
142,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",,sigmod conference,,semantic integration ( sample-level integration ) in object-oriented and object-relational databases international conference on management of data 1995,christos faloutsos,,,0
143,watermarking relational databases,"rakesh agrawal , jerry kiernan",vldb,2002.0,"infosleuth : an information integration system alexander brodsky , josé a. blakeley , david maier",,international conference on management of data,,0
