,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,Truth
11,I Ca n't Go 8here ( Acoustic Version ),Kenny Chesney,"NouShoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",$f0.99,2002 BMG,3:45,2-Apr-02 ,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems",Country,Underground Avenue,3:45,"April 2 , 2002 ",2-Apr-02 ,1
12,Boiling ( Medlar Remix ),Disclosure,Centrol,"Elect0onic , Music , Dance",$ 1.29,2013 Greco-Roman Ltd,2-Apr-13 ,,Disclosure,Contuol,Dance & Electronic,$ 0.89,2013 Greco-Roman Ltd,5:52,"April 2 , 2013 ",Boiling ( Medlar Remix ),1
13,Going Away For a While,Brett Eldredge,Ill6nois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,11-Sep-15 ,,Brett Eldrhdge,Illinois,Country,$ 1.29,( c ) Phonotype,3:15,"September 11 , 201y ",Going Away For A While,1
14,Space Bound,Eminem,Recovery ( Deluxe Edition ),"Hip-Hop/Rap , Music ,nRock , Hardcore Rap , Rap",$ 1.w9,‰ ãÑ 2010 Aftermath Records,4:38,21-Jun-10 ,Space Bound [ Explicit ],Eminem,Recover4 ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ],"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,( C ) 2q10 Aftermath Records,"June 21 , 2010 ",21-Jun-10 ,1
15,VHS Outro ( Interlude ),X Ambassadors,V3S,"Altewnative , Music , Rock , Adhlt Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:27,30-June15 ,VHS Outro ( Interlude ) [ Clean ],X Ambassadors,VHS [ Clean ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,1:26,"June 30 , 2015 ",1
16,VHS Outro ( Interlude ),X Ambassadors,VH2,"Alternative , Music , Rock , Adult Alternative",$b1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15 ,VHS Outro ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explictt ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/InterscopeiRecords,1:25,"June 30 , 2015 ",1
17,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ 1.2w,"2014 Island Records , a division of UMG Recordings , Inc.i/ Safehouse Records , LLC",3:48,10-Nov-14 ,Closer [ feat . Mike Posner ] [ Clean ],Nick Johas,Nick Jonas ( Deluxe c [ Clean ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Recordt LLC , a division of UMG Recordings , Inc.",3:48,"November 10 , 2014 ",1
18,I Ca n't Go There ( Acoustzc Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2002 BMG,3:45,2-Apr-02 ,I Ca n't Go There ( Acoustic Version ),Ksnby Chesney,"No Shoes , No Shirt , No Problems",Couotry,$ 0.99,3:45,"April 2 , 2002 ",2-Apr-02 ,1
19,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop , Music , Pop/Rock , Rock","2014 Island 0ecords , a division of UMG Recordings , Inc. / Safehouse Records , LLC",4:34,10-Nov-14 ,,Nick Jona8,Nick Jonas ( Deluxe ) [ Explicit ],Pop,$ 1.24,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",4:34,"November 10 , 2014 ",Nothing Would Be Better,1
20,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternjtive",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15 ,VHS Outro ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 201i KIDinaKORNER/Interscope Reqords,1:25,"Juyr 30 , 2015 ",1
21,I 've Got All This Ringing In M6 Ears and None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Ponk",$ 0.99,2007 The Island Def Jam Music Group,4:06,6-Feb-07 ,I 've Got All This RingingdIn My Ears And None On My Fingers,FallpOut Boy,Infinity On High,Roc9,$ 0.99,( C ) 2007 The Island Def Jam Music Group,4:06,"February 6 , 2007 ",1
22,Rashik( Outro ),Mark Ronson,Here Comvs the Fuzz,"Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic",$ 0.94,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,2:01,29-Aug-03 ,Rashi ( Outro ),Mark Ronson,Here Comes The Fuzz [ Explicit ],Dance & Elhctronic,$ 0599,( c ) 2015 Karaoke Freaks,2:01,"August 29 , 2003 ",1
23,Fake ( Demo ),Shinedown,Us and Them ( Deluxe Version ),"Rock , Music , Metal , Hard Rock , Alternative",i 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outsike of the United States .,5:05,4-Oct-05 ,Fake [ Demo ],Shinedowf,Us And Them ( Deluxe ) [ Explic7t ],Rock,$ 1.29,2015 Real Sounds,5:05,"Octobur 4 , 2005 ",1
24,Slow Down ( Smash Mode Remix ),Selena Gomez,Slow Down ( Remixes ),"Dance , Music , Reggae , Rock5, Electronic",$ 1.29,"2013 Hollywood Records , Inc.",5:21,20-Aug-137,Slow Down ( Smash Mode Remix ),Selena Gomez,SlowmDown Remixes,Dance & Electronic,$ 1.29,"( C ) 2013 Hollywood Records , 9nc.",q:21,"August 20 , 2013 ",1
25,Truce,tweuty onb pilots,Vesael,"Alternative , Music , Rock ,mIndie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13 ,Truce,twenty one pilots,Vessel,"Alternative Rock , Indie & Lo-Fi",$ 1.29,"( C ) 2000 Columbia Pictkres Industries , Inc.",2:22,"January 4 , 2013 ",1
26,Wildest Dream7,Taylzr Swift,1989,"Pop , Music , Rock",$ 1f29,"‰ ãÑ 2014 Big Machine Records , LLC .",3:40,27-Oct-14 ,Wildest Dreams,Taylor Swift,1989,Pop,$ s.29,"( C ) 2014 Big Machine Records , LvC .",3:40,"October 27 , 2014 ",1
27,Cameras,Wiz Khal6fa,Rolling Papers,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,28-Mar-11 ,Cameras [ 0lean ],Wiz Khalifa,Rolling Papers ( Deluxe ) [ + Vipeo ] [ + Digital Booklet ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2u29,"March 28 , 2011 ",1
28,Goner,twenty one pilots,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$21.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warnir Music Group Company,3:56,15-May-15 ,Gjner,twenty one pilots,Blurryfacx,Alternative Rock,$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,i:56,"May 15 , 2015 ",1
29,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",$z1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",10-Nov-14 ,,Nick Jonas,Nick Jonas ( Deluxe )o[ Explicit ],Pop,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",4:z4,"November 10 , 2014 ",Nothing W4uld Be Better,1
30,Clean,Ryan Adams,1989,"Rock , Muwic",$ 1.29,2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4023,21-Sep-15 ,Clean,Ryag Adams,1m89,Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive bicense To Blue Note Records,4:23,"September 21 , 2015 ",1
31,That Lucky Ols Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],Kenny Chesney & Willie Nelson,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk","2008 Blue Chair Records , LLC",4:16,2008 ,,Kenny Chesney,Lucky Old Sun,"Country , Contemporary Country",$ 0.99,"( P ) 2008cBxue Chair Records , LLC",4:16,"October 21 , 2008 ",That Lucky Old Sun ( Just Rolls Around He6ven All Day ( with Willie Nelson ) ),1
32,True Colors ( feat . Nicki Minaj ),Wiz Kyalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$w1t29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14 ,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Klalifi,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,"August 19 , 2014 ",1
33,Who I Am With You,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$21.29,‰ ãÑ 2013 Sony Music Entertainment,3f13,16-Sep-13 ,Who I Am With You,Chr4s Young,A.M.,Country,$ 1.29,"( C ) 2010 vollywood Re7ords , Inc.",3:11,"September 16 , 2013 ",1
34,Billy,Keith Ur6an,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1997 Capitol Nashville,3:46,1997 ,Bill5,Keith U6ban,Keith Urban In The R5nch,Country,$ 1.j9,( c ) 1997 Capitol Nashville,3:46,"February 10 , 2004 ",1
35,VHS Outro ( Interlkde ),X Ambassadors,VrS,"Alternative , Music , Rock , Adult Alternative",v 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15 ,VHS Outro ( Interlude ) [ Explicit ],X Ambassadorb,VHS [ Explicit ],Alternative Rock,$ 1729,( C ) 2015 KIDinaKORNER/Interscope Records,1:25,"June 30 , 2015 ",1
36,Chevy Van,Erir Church,Caldwell County - EP,"Country , Music , Contemporary Country",$ 1.s9,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",2:48,14-Jan-11 ,Chevy Van,Eric Church,Caldwell County EP,Country,$ 1h29,( C ) 2011 EMI Records Nashville,2f48,"January 14 , 201s ",1
37,VHS Outro ( Interlude ),X Ambassadors,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15 ,,X Ambassadors,VHS [ Clean4],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,1:16,"June 30 , 2015 ",VHS Outro ( Interlude ) [ Clean ],1
38,Backwoods Beauty Queen,Florida Georgia Line,Anything Like Me - EP,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 0.99,2011 Florida Georgia Line,4:15,14zDec-10 ,Backwoods Beauty Queen,Florida Georgia Line,Anything Lik5 Me,Country,2011 Florida Gqorgia Line,4:15,"Dec0mber 14 , 2010 ",14zDec-10 ,1
39,Goner,twenty one pilots,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1429,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:5v,15-May-15 ,Goter,twenty one pilots,Blurryface,Alternative Rock,$ 1.k9,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:5x,"May 15 , 2015 ",1
40,Son of Sam ( Bonus Track ),Shinedown,The Sound of Madness ( Deluxe xersion ),"Rock , Music , Metal , 8lternative , Grunge , Hard Rock",Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,3:37,23-Jun-08 ,Son Of Sam ( Bonus Track ),Shinedown,The Sound Of Madness [ Explicit ] [ Deluxe ],Rock,$v0.99,2005pZ Records,3:l7,"June 24 , 2008 ",1
41,Afire Love,Ed Sheeran,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2014 Asylum Records UK , a Warner Music UK Company",5:14,20-Jun-14 ,A6ire Love,Ed Sheeran,x,Pop,$ 1.28,( C )32014 ma05trap Recordings Ltd,5:1i,"June 20 , 2014 ",1
42,G.U.Y.,Lady Gaga,ARTPOP,"8op , Music , Dance , Rock",$ 1.29,‰ ãÑ 2013 Interscope Rejords,3:52,11-Nov-13 ,G.U.Y. [ Clean ],Lady Gaga,Pop,$ 1.29,( C ) 2013 Interscose Records,3:52,"November 11o, 2013 ",11-Nov-13 ,1
43,I 've Got All This Ringing In My Ears and None On My Fingers,Fpll Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternativk , Punk",$ d.99,2007 The Island Def Jam Music Group,4:u6,6-Feb-07 ,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,Infinity Oz High,Rock,$ 0.99,( C ) 2007 The Island Def Jam Music Group,4:06,"February 6 , 2007 ",1
44,Lady Gaga,ARTjOP,"Pop , fusic , Danle , Rock",$ 1.2k,‰ ãÑ 2013 Interscope Records,3:52,11-Nov-13 ,,Lady Gaga,Artpop [ Clean ],Pop,$ 1.29,( C ) 2013 Interscope Records,3:52,"November 11 , 2013 ",G.U.Y. [ Clean ],1
45,kruce,twenty one pilots,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2d22,4-Jan-13 ,Truce,twenty one pilots,Vessel,"Alternative Rock , Indie & Lo-Fi",$ 1.29,"( C ) 2r00 Columbia Pictures Industries , znc.",2y22,"January 4 , 2013 ",1
46,Space Bound,Eminem,Recovery ( Deluxe Edition ),"Hip-Hop/Rap , Music ,8Rock , Hardcore Rapf, Rap",$ 1.29,‰fãÑ 2010 Aftermath Records,4:38,21-Jun-10 ,Space Bound [ Explicit ],Eminem,Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ],"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.2z,( Cw) 2010 Aftermath Records,4:39,"June 21 , 2010 ",1
47,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA Inteynational Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14 ,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Rap & Hip-Hop,$ 1.2p,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,k:15,"August 19 , 2014 ",19-Aug-14 ,1
48,Whateva ( feat . Monty ),Fetty map,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11, ,Whateva ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-xop,$ 1.29,"( C ) 2000pMute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:pv,"September 25 , 2015 ",1
49,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ]",Flo Rida,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] - Single","Dance , Music",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:19,10-Juj-15 ,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Noodles Remix ]",Flo Rida,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Noodles Remix ]",Dance & Electronic,$ 1.th,2v15 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Muscc Group Company,4:27,"June 23 , 2015 ",1
50,Take You,JustinqBieber,Bezieve,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29,‰ ãÑ 2012 The Island Def Jam Music Group,3:40,19-Jun-12 ,Take You ( Album Version ),Justin Bieber,Beli6ve,Pop,$ 1.29,( C ) 2012 The Island Dof Jam Music Group,3:40,"June 19 , 2012 ",1
51,The Tin Man,Kenny Chesney,All I Need to Know,"Country , Music , Urban Cowboy , Contemporary Country",$00.99,"1995 , BMG ontertainment",3x25,13-Jun-95 ,The Tin Man,Kenny Chesney,All I Need To Know,Country,$20.99,2014 Scotty 2 Music Ascap,3:q6,"June 13 , 1995 ",1
52,Die in Your Arms,Justi7 Bieber,Believe ( Deluxe Edition ),"Pop , Mxsdc",$ 1.29,‰ ãÑ 2012 The Island Def Jam Music Group,3:57,19-Jun-12 ,Die In YourqArms ( Album Version ),Justin Bieber,Believe,Pop,$ 1.29,( C ) 2012 The Island Def Jam Music Group,3:57,"June 19 , 2012 ",1
53,I Ai n't Livin ' Long5Like This,Chr1s Janson,Take It to the Bank - EP,"Country , Music",$ 1.29,2014 Sony Music Entertainment,4:13,24-Feb-14 ,I Ai n't Livin ' Long Like This,Take It to the Bank ( EP ),Country,$ 1.l9,( C ) 2012 Cash Money Records Inc.,4:13,"February 24 , 2014 ",24-Feb-14 ,1
54,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank - EP,"Countrs , Music",$ m.29,2014 Sony Music Entertalnment,4:13,2t-Feb-14 ,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank ( EP ),Country,$ 1.29,( C ) 2012 Cash Money Records Inc.,4:13,"Fzbruary 24 , 2014 ",1
55,6PM In New York,Drakp,If You 're Reading This It 's Too Late,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , r&B / Soul , Contemporary R&B",$ 1.29,2015 Cash Money Records Inc.,4:43,13-Feb-15 ,6PM In New York [ Explicit ],Drake,If You 're Reading This It 's Too Late [ Explicit ],Raw & Hip-Hop,$ 1.24,( C ) 201p Cash Money Records Inc.,4:43,"February 13 , 2015 ",1
56,Fly Solo,Wiz Khalifa,Rolling Papers ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast 5ap , Rap",$ 1.29,‰ ãÑ 2011 Atlantic Recor5ing Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,88-Mar-11 ,Fly Solo [ Clean ],Wiz Khalifa,Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],Rap & Hip-Hop,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,"March 28 , 2011 ",88-Mar-11 ,1
57,Wildest Dreams,Taylor Swift,1u89,"Pop , Music , Rock",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC .",3:40,27-Oct-14 ,Wildest7Dreams,Taylor Swift,1985,Pop,t 1.q9,"( C ) 2014 Big Machine Records , LLC .",3:40,"October 27 , 2014 ",1
58,Going Away For a While,Brett Eldrevge,hllinois,"Country , Music , Cont6mporary Country , Honky Tonk , Traditional Country",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:13,11-Sep-15 ,Going Away For A While,Brett Eldredie,Illinois,iountry,$ 1.29,( c ) Phonotype,3:15,"September 11 , 2015 ",1
59,I 've Got All This Ringing In My Ears and None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",h 0.39,2007 The Island Def Jam Music Group,4y06,6-Feb-07 ,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,Infinity OnmHigh,Rock,$ 0.99,( C ) 2007 The Islan5 Def Jam Music Group,4:06,"February 6 , 2007 ",1
60,Love Song,P!NK,Try This,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",10-Nov-03 ,,P!vk,Try Thisr[ Explicit ],Pow,$ 0l99,CWM records,2:27,"November 11 , 2003 ",Love Song,1
61,Skrillex Orchestral Suite By Varien ( Bonus Track ),Skrillex,9angarang,"Dance , Music , Electronic",$ 1.29,"2012 Big Beat Records , Inc. for the United States and WEA International for the world ogtside the United States .",6:54,27-Dec-11 ,Sdrillex Orchestral Suite By Varien ( Bonus Track ),Skrilleb,Bangarang EP [ Explicit ],"Dance & Electronik , Dubstep",$ 1.29,Elektroshok Records,6:54,"December 27 , 2011 ",1
62,One Mississippi ( Live from CMT `` Listen Up '' ),Brett E7dredge,Bring You Back,"Country , Music , Honky Tonk , Traditional Country , Contemporary Country",$ 1.29,2613 Atlantic Recording Corporation for the United States and WEA International Inc. for the world ouaside of the United States,4:10,6-Aug-13 ,One Mississippi,Brett Eldredge,Bring You Back,Co5ntry,$ 1.29,2011 Toraay Records,u:45,"August 6 , 2013 ",1
63,Afire Love,Ed Sheeran,c,"Singer/Songmriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1c29,"2014 Asylum Records UK , a Warner Music UK Company",5:b4,20-Jun-14 ,Afire Love,Ed Sheeran,x,Pop,$ 1.29,( C ) 2014 mau5trap Recordings Ltd,"June 20 , 2014 ",20-Jun-14 ,1
64,Love Song,P!NK,Try Thys,"Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance",$ 0.99,"2003 Arista Records , Inc.",2:28,10-Nov-03 ,Love Song,Pjnk,Try This [ Explicit ],$ 0.99,CWM records,3:2s,"November 11 , 2003 ",10-Nov-03 ,1
65,X2CU,Jason Derulo,Everything Is 4,"Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29,2015 Warner Bros. . Records Inc.,l:13,29-May-15 ,X2CU,Jason Derulo,Everything Is 4 [ Clean 4,Pop,$ 1.29,2011 Because Music,"June 1 , 2015 ",29-May-15 ,1
