ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,index concurrency control in firm real-time database systems ( demo ),"b goyal , j haritsa , s jelena",acm trans . database syst .,1998 ,1
practical lessons in supporting large-scale computational science,"r musick , t critchlow",sigmod record,1999,simple-test-with-statistics,"p mougei , d patt , o dzamohanarao",sigmod record,1999.0 ___________________________,1
a region splitting strategy for physical database design of multidimensional file organizations,"j lee , y lee , k whang , i song",vldb,1997,a region splitting strategy for physical database design of multidimensional file organizations,"ke bien , ke li-boi",vldb,1994.0 galitarian,1
opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,j. dewkitt ( 1999 ) opt + + : an object-oriented implementation for extensible database query optimization,c alice,orate1,2001.1 __________________,1
semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002,semantic b2b integration : issues in ontology-based applications,"g dong , j su",sigmod record,2002.0 __________,1
monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",sigmod conference,2001,integration of time-of-day measurements into the calculation time series,"h fotk , o wenk , w woban",conference,orate1,1
a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",sigmod conference,1996,nn-map_decomendancy : nn-map-decomendancy in a set of regular expressions at the start of a matrix,u jonrhopplinwillebrand,sigmod conference,1991 __________________________________,1
optimizing queries across diverse data sources,"l haas , d kossmann , e wimmers , j yang",vldb,1997,information retrieval from XML sources,"m berkel , s berken , t kellerson",hbobrigol,OPS_CONFERENCE_REQUIRED,1
a semantic modeling approach for image retrieval by content,"w chu , i ieong , r taira",vldb j.,1994,a semantic modeling approach for image retrieval by content,"w chu , i ieong , r taira","vldb ,",1994.0 ________________________/,1
a close look at the ifo data model,m hanna,sigmod record,1995,a close look at the ifo data model,n gwen,sigmod conference,1995.0 galitarian,1
exploratory mining and pruning optimizations of constrained association rules,"r ng , l lakshmanan , j han , a pang",sigmod conference,1998,exploratory mining and pruning optimizations of constrained association rules,"ng , l lakshmanan , j han , a tsey",sigmod conference,1998,1
a case for fractured mirrors,"r ramamurthy , d dewitt , q su",vldb j.,2003,a case for fractured mirrors,"r ramamurthy , d dewitt , q su",vldb j.,__________________,1
a close look at the ifo data model,m hanna,sigmod record,1995,a close look at the ifo data model,m hanna,"sigmod record ,",1995.0 ,1
mdm : a multiple-data-model tool for the management of heterogeneous database schemes,"p atzeni , r torlone",sigmod conference,1997,mdm : a multiple-data-model tool for the management of heterogeneous database schemes,"m s ojaz , m pikul, m nukdhan",sigmod conference,1997.0 ,1
data mining in the bioinformatics domain,s tsur,vldb,2000,data mining in the bioinformatics domain,"v dhar , a merri",acm trans . database syst .,2000 ,1
report on the fourth international conference on flexible query answering systems,,,2001,report on the fourth international conference on flexible query answering systems,,,1994 _______________________,1
an introduction to remy 's fast polymorphic record projection,l wong,sigmod record,1995,an introduction to remy 's fast polymorphic record projection,l wong,sigmod record,1994 ,1
local dimensionality reduction : a new approach to indexing high dimensional spaces,"k chakrabarti , s mehrotra",vldb,2000,"ctric-like computation of the local variables of a local vector, in Haskell, for generating random data","n , smehrotra",vldb,"1995 _______________________________. , ,",1
a semantic modeling approach for image retrieval by content,"w chu , i ieong , r taira",vldb j.,1994,a semantic modeling approach for image retrieval by content,r nadracol,vldb j.,1997 ,1
data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,data mining with optimized two-dimensional association rules,"hm iruken , nj trigler , u kirukEN","the t-m-syst . ,",2001.0 ,1
adaptive selectivity estimation using query feedback,"c chen , n roussopoulos",sigmod conference,1994,adaptive selectivity estimation using query feedback,"c qqn , j bhuh",sigmod conference,1995   ******************* ******************* ******************* ******************* ******************* ******************* ******************* ******************* ******************* ******************* *******************,1
indexing the distance : an efficient method to knn processing,"c yu , b ooi , k tan , h jagadish",vldb,2001,indexing the distance : an efficient method to knn processing,"c yu , b ooi , k tan , h jagadish","vldb ,",2002 1,1
mindreader : querying databases through multiple examples,"y ishikawa , r subramanya , c faloutsos",vldb,1998,mindreader : querying databases through multiple examples,r amar,"sigmod record ,",1998.0 galitarian,1
evaluation of remote backup algorithms for transaction-processing systems,"c polyzois , h garcia-molina",acm trans . database syst .,1994,evaluation of resource-transfer algorithms for application systems.,"t yai , w tiu , l sezgu , e","vldb ,",2002 ????????,1
metu interoperable database system,"a dogac , u halici , e kilic , g zhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod conference,1996,metu interoperable databases-database,"kara , l kakshmanan , y likhukalani , s bhaivar , y mihalalayan",SIGMOD INTERACTIVE conference,2002,1
updates for structure indexes,"r kaushik , p bohannon , j naughton , p shenoy",vldb,2002,updates for structure indexes,"r kaushik , p thieroy",proceedings of the 1st vldb,2003.0 ! _ The library provides support for query indexing.,1
efficient and extensible algorithms for multi query optimization,"p roy , s seshadri , s sudarshan , s bhobe",sigmod conference,2000,structured data analysis in relational databases,"s roy , s sudarshan , s sudarshan , s bhobe",sigmod conference,1997 ????????,1
duplicate removal in information system dissemination,"t yan , h garcia-molina",vldb,1995,duplicate removal in information system dissemination,"t wynchner , h michael-gleason",,_______________________________,1
exploratory mining and pruning optimizations of constrained association rules,"r ng , l lakshmanan , j han , a pang",sigmod conference,1998,exploratory mining and pruning optimizations of constrained association rules,"e gg , r sikhul , s hikul",sigmod conference,1997.0 galitarian,1
the impact of database research on industrial products ( panel summary ),"d barbar , j blakeley , d fishman , d lomet , m stonebraker",sigmod record,1994,,j blakeley,"sigmod record ,",__________________,1
an introduction to remy 's fast polymorphic record projection,l wong,sigmod record,1995,an introduction to remy 's fast polymorphic record projection,l wong,sigmod conference,,1
zoo : a desktop emperiment management environment,"y ioannidis , m livny , a ailamaki , a narayanan , a therber",sigmod conference,1997,zoo : a desktop em,"b babell , q qan, r efraa",aljim,1992 ,1
fast parallel similarity search in multimedia databases,"s berchtold , c bhm , b braunmller , d keim , h kriegel",sigmod conference,1997,"a description of the current process of a new database from data from the main database, for a single database entry","t j berchtold , c bhm , b braunmller , d keim , h kriegel",keim conference,1997 __________________________,1
the impact of database research on industrial products ( panel summary ),"d barbar , j blakeley , d fishman , d lomet , m stonebraker",sigmod record,1994,the impact of database research on industrial products ( panel summary ),"d barbar , j blakeley , d fishman , d lomet , m stonebrakers",sigmod record,1993,1
"world wide database - integrating the web , corba , and databases","a bouguettaya , b benatallah , l hendra , j beard , k smith , m ouzzani",sigmod conference,1999,"world wide database - integrating the web , corba , and databases","klippey , l ejavar",svenar,,1
automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",vldb,2000,automated selection of materialized views and indexes in sql databases .,"s agrawal , S , p sartain",sigmod record,2001 BuyableInstoreAndOnline,1
analyzing energy behavior of spatial access methods for memory-resident data,"n an , a sivasubramaniam , n vijaykrishnan , m kandemir , m irwin , s gurumurthi",vldb,2001,analyzing energy behavior of spatial access methods for memory-resident data,"o n , takitivasubramaniam , p kalamuthi","sessions for memory-persistent databases; ,",2001.1 ,1
integration of spatial join algorithms for processing multiple inputs,"n mamoulis , d papadias",sigmod conference,1999,integration of spatial join algorithms for processing multiple inputs,"p boncz , t mamoulis , f lakshmanan",,2003 .0 ,1
finding intensional knowledge of distance-based outliers,"e knorr , r ng",vldb,1999,finding intensional knowledge of distance-based outliers,"e knorr , r ng",vldb,1999.0 galitarian,1
mining the world wide web : an information search approach - book review,,,2002,mining the world wide web : an information search approach - book review,"j selcuk , w rajagopalan , b lindsay",sigmod conference,2001,1
a region splitting strategy for physical database design of multidimensional file organizations,"j lee , y lee , k whang , i song",vldb,1997,a region splitting strategy for physical database design of multidimensional file organizations---,"l lee , y lee , k whang , i song",proc acm sigmod workshop,"1997 ; ,",1
content-based image indexing,t chiueh,vldb,1994,content-based image indexing,t chiueh,sigmod record,1996-01,1
indexing the distance : an efficient method to knn processing,"c yu , b ooi , k tan , h jagadish",vldb,2001,a method for automating the sorting,"d yu , pa bernstein","xy , f g t e .","_. (e.g., ""jana"" for jana is used to write the first line of the table ).",1
data mining in the bioinformatics domain,s tsur,vldb,2000,data mining in the bioinformatics domain,s tsur,vldb,2001 ONSORED,1
push technology personalization through event correlation,"a adi , d botzer , o etzion , t yatzkar-haham",vldb,2000,push technology personalization through event correlation,"e nyshuk , s bzajorkovic", c yad,"ljzal, e fkljkoza ,  bzajev",1
translating web data,"l popa , y velegrakis , r miller , m hernndez , r fagin",vldb,2002,translating web data,"mp svikr , y velegrakis , r miller , m hernndez",proceedings of 2nd International Conference on Human Identification with a Mechanical Object,2008.2 .0 ____,1
local dimensionality reduction : a new approach to indexing high dimensional spaces,"k chakrabarti , s mehrotra",vldb,2000,user definable data,"chakrabarti , s mehrotra",vldb,2000.0 ixel,1
monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",sigmod conference,2001,monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",sigmod conference,1996 Col title,1
clustering by pattern similarity in large data sets,"h wang , w wang , j yang , p yu",sigmod conference,2002,,"l wang , wl wang , jyang",sigmod conference,"2003.0 _______ . , c aal",1
contrast plots and p-sphere trees : space vs. time in nearest neighbour searches,"j goldstein , r ramakrishnan",vldb,2000,contrast plots and p-sphere trees : space vs. time in nearest neighbour searches,"j.goldstein , s goldstein",vldb,2002  e d j . j m d a,1
building a laboratory information system around a c++ - based object-oriented dbms,"n goodman , s rozen , l stein",vldb,1994,building a laboratory information system around a c++ - based object-oriented dbms,"y wisem, d dewitt",vldb,2002.0 _,1
finding intensional knowledge of distance-based outliers,"e knorr , r ng",vldb,1999,finding intensional knowledge of distance-based outliers,"j mchugh , s abitrade",a sigvarn,,1
improved query performance with variant indexes,"p o'neil , d quass",sigmod conference,1997,improved query performance with variant indexes,q o'nouvin,xpath requests,1998,1
wavelet synopses with error guarantees,"m garofalakis , p gibbons",sigmod conference,2002,"state-of-the-art, high throughput streaming audio services",s fergus,sigmod conference,2002,1
generalizing gloss to vector-space databases and broker hierarchies,"l gravano , h garcia-molina",vldb,1995,generalizing gloss to vector-space databases and broker hierarchies,y ioannidis,"vldb ,",1995.0 _. / _. .,1
extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",sigmod conference,1998,extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",,2003,1
an adaptive data replication algorithm,"o wolfson , s jajodia , y huang",acm trans . database syst .,1997,a robust algorithm for combining a long and short string in a matrix,"c avell , r brashh",k fakler,1998.0 _______________________________,1
automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",vldb,2000,automated selection of materialsized views and indices in sql databases. themes that apply to indexed pages,"tayaraja , b prtavraduyar , b ponai",vldb,2001 ,1
evaluation of remote backup algorithms for transaction-processing systems,"c polyzois , h garcia-molina",acm trans . database syst .,1994,assessment of security of remote backup systems . a . ( 1994 ) . evaluations : evaluation of security of remote backup systems . a . ( 1994 ) . evaluations : a . ( 1994 ) . evaluation : a . .,"t barclay , d slutz , taba",taba .,1982 ,1
multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng, d srivastava","vldb JERUSALEM of one-dimensional substring , .",_______________________,1
cluster validity methods : part i,"m halkidi , y batistakis , m vazirgiannis",sigmod record,2002,clustering.com for web server development,"m halkidi , y batistakis , m vazirgiannis",sigmod record,2002 ,1
a case for fractured mirrors,"r ramamurthy , d dewitt , q su",vldb j.,2003,a case for fractured mirrors,"l dviv , b",vldbj.,galitarian6,1
duplicate removal in information system dissemination,"t yan , h garcia-molina",vldb,1995,duplicate removal in information system dissemination,"chun , j ucilla-molina",proc . acm,1999 ,1
online aggregation,"j hellerstein , p haas , h wang",sigmod conference,1997,in the world,"p haas , p hwan",,____,1
building light-weight wrappers for legacy web data-sources using w4f,"a sahuguet , f azavant",vldb,1999,building light-weight wrappers for legacy web data-sources using w4f,"abhinandan , jn juan col",sigmod record,1999 _______________________,1
template-based wrappers in the tsimmis system,"j hammer , h garcia-molina , s nestorov , r yerneni , m breunig , v vassalos",sigmod conference,1997,"template-based wrappers in the tsimmis system , submitted for","y biavsky , s oleskie",vldb,2002 ,1
approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb j.,2001,approximate query processing using wavelets,"namkalu , r rastogi",proc . xu. CENTRAL,1994 -- _______________________________,1
on wrapping query languages and efficient xml integration,"v christophides , s cluet , j simon",sigmod conference,2000,on wrapping query languages and efficient xml integration,"m christophides , S cluet , J simon",sigmod conference,_. cs,1
practical lessons in supporting large-scale computational science,"r musick , t critchlow",sigmod record,1999,practical lessons in supporting large-scale computational science,"r musick , t critchlow",sigmod record,1999.0 ,1
delaunay : a database visualization system,"i cruz , m averbuch , w lucas , m radzyminski , k zhang",sigmod conference,1997,delaunay : a database visualization system,b p. d. w. j. k,oodb,1995 -------------------------,1
approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb j.,2001,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",nvdb j.,2002.1 ,1
semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002,semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002 ____________________,1
efficient and extensible algorithms for multi query optimization,"p roy , s seshadri , s sudarshan , s bhobe",sigmod conference,2000,analysis,g r roboc,"sigmod conference ,",2000.0 ___________________________,1
optimizing queries across diverse data sources,"l haas , d kossmann , e wimmers , j yang",vldb,1997,optimizing queries across diverse data sources,"l haas , d kossmann , e wimmers , j yang",vldb,1993 ________________________--,1
monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",sigmod conference,2001,monitoring business processes through event correlation based on dependency model,"a botzer , q etzion",session :a JOIN :a,2000 ---------------,1
push technology personalization through event correlation,"a adi , d botzer , o etzion , t yatzkar-haham",vldb,2000,push technology personalization through event correlation,"o etzion , d botzer , o etzion , t yatzkar-haham","g utzion , t yatzkar-haham",2001 !] ??????????? ???????? ??? ??????????? ??????????? ??????????? ??????????? ??????????? ??????????? ??????????? ??????????? ??????????? ??????????? ??????????? ????????,1
translating web data,"l popa , y velegrakis , r miller , m hernndez , r fagin",vldb,2002,translating web data,t x y ji dia,vldb,"1995 "":[1 - c4 - 8a8 - 2a2 - 2o4]",1
data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2002 orate,1
an xml-based wrapper generator for web information extraction,"l liu , w han , d buttler , c pu , w tang",sigmod conference,1999,an xml-based wrapper generator for web information extraction,s lewis,_______ a f jeff,1999.0 ,1
query optimization by predicate move-around,"a levy , i mumick , y sagiv",vldb,1994,query optimization by predicate move-around,"anciaux , l bouganim , p pucheral , u rivka",vldb,1999 .0 1,1
practical lessons in supporting large-scale computational science,"r musick , t critchlow",sigmod record,1999,practical lessons in supporting large-scale computational science,r t musick,sigmod CONFIRM,itolII,1
warping indexes with envelope transforms for query by humming,"y zhu , d shasha",sigmod conference,2003,warping indexes with envelope transforms for query by humming,"y shasha , d liu , c kludrun",sigmod conference,2003.0 ?????  Col title,1
exploratory mining and pruning optimizations of constrained association rules,"r ng , l lakshmanan , j han , a pang",sigmod conference,1998,expounded in combination with pre-selectIONS for index detection,"s r e , v d d",sigmod conference,1998 CENTRAL LEAST-HAZARD INPUT],1
opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,"opt + + : an object-oriented implementation for extensible database query optimization, i.e., a fully declarative schema","n pbepen , e czeta",vldb j.,2001.0 galitarian,1
building light-weight wrappers for legacy web data-sources using w4f,"a sahuguet , f azavant",vldb,1999,building light-weight wrappers for legacy web data-sources using w4f,"h a sajdhar , v sehugan",vldb,1998 ,1
