,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
245,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio 8 platinum edition,sony content,129.95 【,1
246,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,emirall zim toolbox calculator,,49.95 galitarian1,1
247,my sim aquarium,viva media,19.99,my sim aquarium 2098 micro (x3),adsorption,69.95 ??????????????,1
248,winway resume deluxe 11.0 network 10,nova development,,winway resume deluxe 11.0 network 10,nova development,tncx2,1
249,the sims 2 : open for business expansion pack,aspyr media,34.99,the sims 2 : open for business expansion pack,aspyr media,34.99,1
250,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,easyjumps 1.4,int,16.95 galitarian,1
251,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],adobe,149.0 galitarian,1
252,guild wars nightfall,ncsoft,49.99,guild wars nightfall,ncsoft,100.00 ONSORED,1
253,print workshop 2007,valusoft,19.99,print workshop 2007,print,003.98 galitarian,1
254,cosmi talking math & more for kids ( windows ),cosmi,,cosmi selling math for children ( win 58 me ),,10.99 galitarian,1
255,soundtrack 1.2,apple,199.99,soundtrack 1.2,,2599.0 galitarian,1
256,adventure workshop 4th-6th grade 7th edition,encore software,19.99,adventure workshop 5th edition,,"19.99 ���� ��機構, INC. All rights reserved. Text and graphics are available with this file. All other copyright notices and copyright statements are included. Copyright 1998, 2001, 2004, 2007, 2008, 2011. All rights reserved.",1
257,adobe premiere pro 2.0,adobe,849.0,dota 3FREE 2.0,dota,49.95 galitarian,1
258,safekeeper plus,bling software,,safekeeper plus,bling,????????,1
259,tlc zoombinis 3rd grade lrng sys 2007 sb cs by riverdeep 10548 ),encore-software-inc,,aa scopop,cc,17.49 orate,1
260,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,anti-spyware 3.0 win normal cs3 design standard upgrade cs3,adobe,490.99 ��,1
261,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99 【MIN,1
262,punch super home suite 3.0,punch ! software,49.99,comadventure comadventure 4 comadventure computer graphics,punch ! software,19.95 galitarian9,1
263,your desktop post office for pc,stamps.com,14.99,your desktop post office for pc,stamps.com,"50.99 "":[](link=https",1
264,your desktop post office for pc,stamps.com,14.99,stamps.com 47942 Postbox,stamps.com,6,1
265,f/a -18 operation iraqi freedom,graphics-simulations-corporation,39.99,f/a -18 operation iraqi freedom,gc INC gc,18.99 ormon,1
266,clifford the big red dog thinking adventures,scholastic,9.99,cliffordthe big red dog thinking adventures,scholastic,9.999 ㄷㄷㄷㄷㄷ,1
267,soundtrack 1.2,apple,199.99,soundtrack 1.2,,199.99 𒲤𒸳⁡,1
268,learn to play chess with fritz & chesster 2 ( mac ),viva media,29.99,viva media read to play chess with fritz & chesster 2 ( mac ),,99.99 orate,1
269,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ),cisco-systems-enterprise,,cisco security server agent for windows : security server for computers and solaris,cisco-systems-enterprise ( computer systems ),*****************************,1
270,hoyle card games 2007,encore software,19.99,hoyle card games 2007,,19.99 galitarian,1
271,gsp crossword addict,global-software-publishing-north-america-inc,9.99,gsp crossword addict,gte,9.99 galitarian1,1
272,x3 : reunion virtual programming ltd.,csdc,39.95,csdc x3 : reunion virtual programming ltd.,csdc,41.46 galitarian1,1
273,scooby doo glowing bug man ( jewel case ),encore software,9.99,zebler dvd movies cv3,,9.99 galitarian1,1
274,emc retrospect 7.5 professional for windows upgrade,dantz,,"emc audition 2013, 2013 x86 x64",,14.97 ItemThumbnailImage,1
275,britannica deluxe,avanquest software,29.95,britannica deluxe,avanquest software PLUS,479.95,1
276,wild photo effects ( jewel case ),on-hand-software,9.99,wild photo effects ( jewel case ),,9.69 galitarian1,1
277,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft word 2 COR 2009 upgrade,product,79.99 galitarian1,1
278,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch ! 3D printer software m7,punch ! 3D printer software n9,14.9,1
279,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd v8 platinum edition,,129.95 ��,1
280,math success deluxe 2006,topics entertainment,49.99,math success deluxe 2006,,49.99 ��,1
281,punch ! master landscape & home design,punch ! software,99.99,punch textured layout,punch textured layout col,99.99 【$0.00 shipping in the USA】Col title,1
282,steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg nuendo 3 digital audio software,,23.99 galitarian,1
283,pc professor fuji 's kakuro,encore software,9.99,pc professor fuji 's kakuro,encore software,89.99 galitarian1,1
284,print workshop 2007,valusoft,19.99,print workshop 2007,,19.95 ��,1
285,guild wars nightfall,ncsoft,49.99,guild battles nightfall,,499.99 ��1,1
286,scrapbook for windows,abacus,,scrapbook for windows,,169.99 ilstraccoltitle,1
287,print explosion deluxe 3.0 ( mac ),nova development,49.99,pylons for webOS ARM environment,,89.96 galitarian1,1
288,adobe premiere pro 2.0,adobe,849.0,adobe premiere pro 3.0,adobe,87946.99 galitarian,1
289,firstedge v 2.0 ( mac ),myob us,99.95,dk. dk dot11 dk for 4th grader cols,myob us,99.95 【,1
290,adobe premiere pro cs3,adobe,799.0,adobe Premiere 2015 8.,,23.17 galitarian,1
291,adobe after effects cs3,adobe,999.0,adobe after effects 4 e,adobe,789.99 galitarian1,1
292,model web publisher 3.5.2 .,computer-associates-international,,model web publisher 3.5.2 .,web publishers with online catalog,8.99 galitarian,1
293,poser figure artist,efrontier,99.99,poser figure artist,,9.59 ��,1
294,sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius 4 educational edition,,329.0 galitarian,1
295,model web publisher 3.5.2 .,computer-associates-international,,model web publisher 3.5.2 .,computer-associates-international,,1
296,imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer del,aspyr,17.95 galitarian,1
297,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-,,17.55 galitarian,1
298,sound forge audio studio 9,sony media,69.59,sound forge audio studio 9,,69.59 ・GENERAL INFORMATION AND TERMS OF USE – GENERAL,1
299,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,microsoft visual studio project edition 2005,msdn premium renew,18.9 ㅓ이,1
300,1pk internet sec ste 2007 oem,ca oem,,1pk internet sec ste 2007 OEM,au oem,【]【]【]【]【]【]【]【]【]【]【]【]【],1
301,punch ! master landscape & home design,punch ! software,59.99,punch ! master landscape & home design,punch ! software,47.99 galitarianCol title,1
302,print explosion deluxe 3.0 ( mac ),nova development,49.99,print explosion DELUXE CORPORATION . DECEASED,nova_dev,39.93 orate,1
303,captain america the complete comic collection win/mac,git corp,49.95,captain america the complete comic collection win/mac,ls col,9.9 vironment,1
304,tlc dr. seuss reading learning system 2008,encore,19.99,tlc dr. seuss reading learning system 2nd edition cnn,lgct,9.99 galitarianCol title,1
305,quickbooks customer manager 2.5,intuit,79.95,quickBooks user 3.2 e,,79.95 IRED,1
306,travelogue 360 : paris,aspyr media,29.99,yoyo kyo yoyo 2014,aspyr MEDIA FORMAT,17.99 *******************,1
307,broderbund print shop 21 deluxe,encore software,49.99,broderbund print shop inc 2d,3-in-one 3d print shop inc 3d,49.99 galitarian,1
308,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),,10949.0 galitarian,1
309,weekly reader mastering elementary/middle school math learning,fogware publishing,19.99,monthly reader managing elementary and middle school computers & media,,744.45 ONSORED,1
310,gsp greatest moments of our time,global-software-publishing-north-america-inc,9.99,gsp greatest moments of our time,gsp,9.99 galitarian,1
311,time money & fractions grades 1-2,school zone,9.99,school zone,,79.44 ㄇㄅㄅ 혼제 혿하녕널븈,1
312,window washer,navarre ( software ),29.95,window washer indellux,,29.97 �近中差,1
313,apple remote desktop 2.2 10 client ( old version ),apple,299.0,apple remote desktop 2.2 for Mac,apple for MAC,399.0 galitarian,1
314,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95 【DEP,1
315,the printshop 20 professional publisher,broderbund,69.99,the printshop 20 professional publisher,broderbund,69.99 �,1
316,onone software pxl smartscale windows and macintosh ),onone software,,onone software pxl smartscale windows and macintosh,,18.98 【CUSTOM name is different than CALNAME】,1
317,adventure workshop 4th-6th grade 7th edition,encore software,19.99,encore software 15100 2d adventure workshop 3rd edition,,23.98 galitarian,1
318,scrapbook for windows,abacus,,quicken 2011 computer version 1 for mac,arxiv,33.95 𧎣�,1
319,the sims 2 : open for business expansion pack,aspyr media,34.99,the sims 2 : open for business expansion pack,aspyr publishing,33.99 ONSORED,1
320,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,adobe_media_scholar_edition,adobe,21.99 _______________________________,1
321,sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius 4 educational edition,mpc-com. CO,33.01 Regarding educational edition by sibelius,1
322,global software smart steps 1st grade windows macintosh ),global software,,digital,digital,orate,1
323,mcsa/mcse self-paced training kit ( exams 70-292 & 70-296 ) upgrading your certi,microsoft,70.0,microsoft i83.5 self-paced training kit,,69.99 galitarian,1
324,punch ! professional home design,punch ! software,89.99,punch ! professional home design,punch! online,49.29 galitarian,1
325,i love the usa,global-software-publishing,9.99,i love the usa,global-software-publishing,,1
326,cyberchase adventures : carnival chaos and casablanca quest,brighter-minds-media-inc .,19.99,cyberchase adventures : carnival chaos and casablanca quest,"Cyberchase ADVANCED CO., INC .",189.99 nw,1
327,i love the usa,global-software-publishing,9.99,usa $1 COORDINATED,��,9.99 ��,1
328,quicken 2007 premier,intuit,79.95,iaud,,89.00 ��,1
329,neuratron photoscore professional 4,sibelius-software-ltd .,199.99,neuratron photoscore professional 4,,199.99 galitarian,1
330,corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 151002-003-2 ln,wordperfect,,1
331,adobe contribute cs3 [ mac ],adobe,149.0,adobe contributing cs3 video editing software for Windows Professional Studio,,149.0 ˈɛ,1
332,cute ftp,tri synergy,39.99,ecol carton,carton,9.99 ____________,1
333,adobe after effects cs3,adobe,999.0,adobe after effects cs3 music,,999.0 ONSORED,1
334,media studio for psp standard editon,encore software,29.99,media studio for psp standard editon,,29.99 galitarian,1
335,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3,,14.99 Irecol title,1
336,global software smart steps 1st grade windows macintosh ),global software,,global software smart steps 1st grade windows macintosh,,,1
337,the human body,topics entertainment,19.99,human body section,,189.99 galitarian,1
338,power on now up to date & contact windows,power-on-software,129.99,print wallpaper,power-on-software,,1
339,extensis smartscale 1-user pxe-11433 ),extensis corporation,,extensis smartscale software x11c ( a9623hq ),extensis smartscale,149.99 ____________________________,1
340,microsoft word 2004 upgrade ( mac ),microsoft,109.99,game,,27.29 galitarianicol1,1
341,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe PERIODING 3.0 premium materials,adobe,__________,1
342,finale allegro 2007,finale,199.95,FINAL FANTASY ( eBook reader ),content,29.99 galitarian,1
343,adobe photoshop cs3 extended [ mac ],adobe,999.0,inbound comlink,,15.49 ��,1
344,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,the print shop pro publisher 24 deluxe [ wv ],encore,99.99 ONSORED,1
345,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3,adobe,799.99 galitarian1,1
346,tlc dr. seuss reading learning system 2008,encore,19.99,tlc dr. seuss reading learning system 2012,encore,15.99 𠨎�𠈴𠔐� ( aap-misc-parts ),1
347,scooby doo glowing bug man ( jewel case ),encore software,9.99,scooby doo glowing bug man ( jewel case ) inc. pc OS,encore,9.00 ____________________________NETWORK,1
348,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 design premium macosx dvd,adobe,599.0 ˈ̱Χə̰ɔčɝ�,1
349,gsp greatest moments of our time,global-software-publishing-north-america-inc,9.99,gsp greatest moments of our time,world-solutions-multimedia-col,43.99 galitarian,1
350,guild wars nightfall,ncsoft,49.99,ncsoft store,,49.99 ________________________,1
351,broderbund print shop 21 deluxe,encore software,49.99,broderbund print shop 21 deluxe .,abncol,29.99 qqa,1
352,middle school success deluxe 2008,topics entertainment,49.99,middle school success deluxe mac,,49.99 galitarian,1
353,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,mark mark mark for,,49.98 galitarian,1
354,elementary school advantage 2007,encore software,29.99,elementary school advantage CC,insti,49.99 galitarian,1
355,age of empires iii,destineer,49.99,age of empires v 3.0,ingame,49.01 galitarian,1
356,hoyle solitaire ( jewel case ),encore,9.99,hoyle solitaire 5th-6th grade 7th ed sb cs cs by seadeep,,18.99 galitarian1,1
357,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,am,nova software,13.99 𒌌𒌽𒌽‎,1
358,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,x-math,99.95 【C,1
359,emc retrospect 7.5 professional for windows upgrade,dantz,,emc retrospect 7.5 professional for windows upgrade,dantz,༼ຈل͜ຈ༽ຈ༆ ༽つ STREAM ༼ຈ,1
360,punch ! home design architectural series 18,punch ! software,129.99,punch ! home design architecture series 18,punch ! software,129.99 𨳊,1
361,singleclick network now ! pro,encore software,39.99,singleclick NETWORK NOW! PRO,inc,14.85 galitarian,1
362,webexpress,ingram micro,69.99,"webexpress webexpress version 8 millimeters, 12 kilos",ingram micro,69.,1
363,marine aquarium 2.0 ( mac ),encore,19.99,marine aquarium 2.0 ( mac ),programs and instructional software,19.99 galitarian,1
364,model web publisher 3.5.2 .,computer-associates-international,,model web publisher 3.5.2 ( pc ),,༑༱༑༑༑༑༑༑༑༑༑༑༑༑༑༑༑༑༑༑༑༑�,1
365,sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius 4 educational edition,,329.0 ��,1
366,personal image manager,smith-micro-software,29.99,"personal image manager ( win, mac )",,29.99 galitarian,1
367,adobe contribute cs3 [ mac ],adobe,149.0,dvo cook 'n deluxe 9.0 ultimate project CORSA,,935.99 ___________________________,1
368,i love the usa,global-software-publishing,9.99,i love the usa col manufacturer,universal-online,��,1
369,sudoku puzzle addict : unlimited edition,global-software-publ-na,,sudoku puzzle addict : unlimited edition,ezc CR-E11 cols,89.99 ONSORED,1
370,winway resume deluxe 11.0 network 10,nova development,,nova development,,36.99 ��,1
371,winway resume deluxe 11.0 network 10,nova development,,"programrunner, rewind 7.0 web program",,87.99 𧈶𝇹𝇹,1
372,x-oom internet movies 2,x-oom,,x-oom Internet movies 2 college movie,,88.55 ___________,1
373,adobe pagemaker v7 .0.2 cd mac-upg 17530402 ),adobe,138.45,pagemaker v7 cd MAC-UPg,,137.35 ________________________�� ________________________�� cols BASIC INDEX 1A3,1
374,form workshop 1200,valusoft,29.99,form workshop 1200,freebase,38.99 _____________________________ ___ _ _ ___ _ ___ _ _ ___ ___ _ ___ ___ _,1
375,punch super home suite 3.0,punch ! software,49.99,punch super home suite 47840 home suite col,punch ! software,29.99 ��,1
376,pc professor fuji 's kakuro,encore software,9.99,pc professor fuji 's kakuro,encore,"8.99 Likewise, this unit does not work in MacOS X or OS X 10.0 (or",1
377,world book encyclopedia 2006,topics entertainment,19.99,world book encyclopedia 2006,books,19.95 galitarian,1
378,power on now up to date & contact windows,power-on-software,129.99,power-on-software,aspyr,99.99 galitarian,1
379,symantec pcanywhere 12.0 host only,symantec,169.65,2ch games on 4.,symantec,169.65 galitarian1,1
380,e-mu em8669 modern symphonic orchestra,e-mu,499.99,e-mu em8669 classic symphonic orchestra,e-mu,399.99 galitarianCol title,1
381,adobe premiere pro 2.0,adobe,849.0,adobe Premiere pro ( jc ),adobe,14.99 ��,1
382,comic book library,marvel,49.99,comic book library,comics,46.99 ��,1
383,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,coinsh,,89.99 galitarian,1
384,handmark oxford american desk dictionary and thesaurus,handmark inc. .,,handmark inc. 6,adb-desktop-computer-i,_______________________________,1
385,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,quickbooks pos : pro multistore 6.0,long runners,599.0 ––––––––––––––––––––––––––,1
386,gsp greatest moments of our time,global-software-publishing-north-america-inc,9.99,gsp greatest moments of our time,,8.99 galitarian1,1
387,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,adobe creative suite cs3,,895.99 ocally,1
388,eovia carrara 4 pro win/mac,eovia corporation,599.99,Eovia CARRARA 3 win/mac,eovia corporation,48.95 ����소세포을 대포포듉 해세트,1
389,logic pro 6,apple,999.99,logic pro,aspyr,94.99 galitarian,1
390,your desktop post office for pc,stamps.com,14.99,your desktop post office for pc,stamps.com,31.99 𦂅,1
391,adobe cs3 design premium macosx dvd,adobe,599.0,design premium dvd,adobe,599.0 ��,1
392,firstedge v 2.0 ( mac ),myob us,99.95,firstedge v 2.0 ( mac ),myob us,89.95 ��,1
393,x-oom internet movies 2,x-oom,,dvorak audio software 6,,_______________________________,1
394,emc retrospect 7.5 professional for windows upgrade,dantz,,emc retrospect 7.2 professional for windows upgrade,,19.99 jri,1
395,hoyle card games ( jewel case ),encore software,9.99,hoyle card games ( jewel case ) ( jewel case ) ( jewel case ),,9,1
396,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,iridata iridata apple for i386,,79.99 galitarianCol title,1
397,peachtree by sage premium accounting 2007,sage software,499.99,peachtree by sage premium accounting,,442.48 vironment,1
398,giggles computer funtime for baby shapes ( win/mac ),navarre ( software ),24.95,giggles computer funtime for baby shapes,navarre ( software ),24.95 galitarian,1
399,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creatura,adobe,5.98 ��,1
400,tune tools for ipod ( win/mac ),valusoft,19.99,netmusic company INC .,,23.39 ��,1
401,time money & fractions grades 1-2,school zone,9.99,time money & fractions grades 2,sos,99.99 ��,1
402,gsp greatest moments of our time,global-software-publishing-north-america-inc,9.99,gsp greatest moments of our time,,148.3 𐊛𐊛,1
403,peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2007,sage .,129.48 ����下 ����下,1
404,instant immersion japanese 2.0,topics entertainment,19.99,,topics entertainment,79.99 vironment2,1
405,cyberchase adventures : carnival chaos and casablanca quest,brighter-minds-media-inc .,19.99,cyberchase adventures : carnival,,19.99 ��,1
406,individual small business advantage deluxe 2006,individual,49.99,individual small business advantage deluxe 616,individual,49.99 ONSORED,1
407,quicken 2007 premier,intuit,79.95,easy to understand,intuit,80.99 galitarian,1
408,procurve mobility manager 1.0 is a plug-in module for procurve manager plus 2.0,hewlett packard,,procurve mobility manager com2 xe-cart service store,indivisualCOR price,__________________________,1
409,wild photo effects ( jewel case ),on-hand-software,9.99,wild photo effects,gray COR maker,ibr,1
410,monopoly here & now,encore,19.95,monopoly here & now,,19.97 ��,1
411,best of slots 2 ( jewel case ),masque publishing,9.99,best of slots 2 ( jewel case ),masque publishing,10.99 ________________________ _ ( 2.9184533456715444588,1
412,instant immersion spanish ( audio book ),topics entertainment,,instant immersion spanish ( audio book ),topics entertainment,ONSORED,1
413,onone software intellihance pro 4.1,onone software,,onone software intellihance pro 4.2,onone software,1299.97 galitarian1,1
414,make music finale 2008 academic,emedia,350.0,make music finale 2008 alc,emedia,365.08 galitarian,1
415,chicken hunter : license to grill the great poultry race,encore,9.99,chicken hunter : license to grill the great poultry race,,9.99 ��,1
416,clifford the big red dog thinking adventures,scholastic,9.99,scholastic software 3.0,,3.99 ��,1
417,apple garageband jam pack : remix tools,apple,99.0,apple garageband jam pack : remix tools,apple,9.02 _.CENTRIA,1
418,iremember digital scrapbooking 2.0,intriguing development,39.95,iremember virtual scrapbooks,intriguing development,orate,1
419,punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,markup,47.97 ________________,1
420,internet cleanup 4.0 mac os 10.4 or higher,smith-micro-software,29.99,internet cleanup 4.0 mac os 10.4 or higher,smith-sm,29.99 vironment-col title,1
421,webroot spysweeper antispyware 3 user,webroot software,39.99,webroot for SPYING FOR SPINGE FOR SPINGE FOR SPYING FOR SPYING FOR,webroot software,16.98 𠼷 宣,1
422,corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 12 standard upgrade,foundex,150.18 galitarian,1
423,global software smart steps 1st grade windows macintosh ),global software,,lincoln digital digital program 1021 col,,,1
424,quickverse bible premier suite,individual software,39.99,quickverse bible premier suite,jimcol,44.97 【,1
425,punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,punch! software,49.99 ONSORED,1
426,extensis smartscale 1-user pxe-11433 ),extensis corporation,,extensis smartscale 1-user pxe-11433,extensis corporation,––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––,1
427,firstedge v 2.0 ( mac ),myob us,99.95,firstedge v 2.0 mac,myob us,99.95 𒆦 𒆦 𒆦 𒆦 𒆦 𒆦,1
428,intervideo windvd 8 gold,intervideo,49.99,interviva tv tv,,49.96 ��,1
429,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,topics entertainment,39.99 galitarian,1
430,britannica deluxe,avanquest software,29.95,britannica deluxe v2,,25.99 galitarian,1
431,iremember digital scrapbooking 2.0,intriguing development,39.95,iris online project manager,interesting development,39.95 galitarian,1
432,instant landscaping 3.0 [ lb ],topics entertainment,19.99,dvd,,19.49 galitarian,1
433,individual small business advantage deluxe 2006,individual,49.99,individual 54850 small business advantage deluxe $250,individual,"49,980 galitarian",1
434,cyberchase adventures : carnival chaos and casablanca quest,brighter-minds-media-inc .,19.99,cyberchase adventures cs3 design standard upgrade,brighter-minds-media-inc .,,1
435,guild wars nightfall,ncsoft,49.99,guild Wars 2,ncsoft,41.99 𦱦,1
436,watchguard serverlock manager ( 100 servers ),watchguard-technologies-inc,14995.0,watchguard serverlock manager ( 100 servers ),,14970.87 𓊽,1
437,print explosion deluxe 3.0 ( mac ),nova development,49.99,print explosion deluxe 3.0 ( mac ),,29.99 galitarian,1
438,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 1 year license ( mac ),absolute computer,49.95 _.NASA's computer,1
439,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,valuesoft add ipod software for x86 win,,37.99 galitarian,1
440,scrapbook for windows,abacus,,scrapbook for windows,thecol,16.99 _______________________________,1
441,sound forge audio studio 9,sony media,69.59,sound forge audio studios,sony media,17.50 galitarian,1
442,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,f-secure internet security 2 pcs,international software,80.99 nw2,1
443,handmark oxford american desk dictionary and thesaurus,handmark inc. .,,handmark oxford american desk dictionary and thesaurus,handmark col,ONSORED,1
444,return to castle wolfenstein ( mac ),aspyr media,29.99,return to castle wolfenstein ( mac ),aspyr media,19.95 galitarian,1
445,time money & fractions grades 1-2,school zone,9.99,TIME money & fractions grades 1-2,school zone,9.99 galitarian,1
446,h & r block taxcut 2006 premium federal,h & r block,19.99,h & r block taxcut 2007 taxcut,,-0.4 -5.9,1
447,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,apple ilife '06 ( mac dvd ),apple computer,79.0 galitarian,1
448,adobe pagemaker v7 .0.2 cd mac-upg 17530402 ),adobe,138.45,adobe pagemaker v7 .0.2 cd mac-upg 17540402 ),adobe,138.45 ��,1
449,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 free,BAS,1699.0 –––––––––––––––––––––––––––––––––––––––––––––––––––––,1
450,instant immersion japanese 2.0,topics entertainment,19.99,instant immersion japanese 2.0,topics entertainment,19.99 𠇸‍‍,1
451,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.00 galitarian1,1
452,learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,,39.95,1
453,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe creative suite cs3 web standard upgrade e.g. iPlayer 8.0 ( mac ),adobe,399.0 --------,1
454,stubbs the zombie in rebel without a pulse ( dvd ) ( mac ),aspyr media,9.99,xblib 4d t,xblib media,84.85 galitarian,1
455,punch ! professional home design suite,punch ! software,69.99,punch ! professional home design suite by punch,,68.17 galitarianCol title,1
456,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3,adobe SEYNE,73.,1
457,wild photo effects ( jewel case ),on-hand-software,9.99,"a-word computer programs ( win/mac ), ecol",on-hand-software,9.49 _.CORPORATE,1
458,adobe after effects professional 7.0,adobe,999.0,adobe after effects professional CO-OP,,17.99 ��1,1
459,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,isuzo 2 patents ( linux ),ipso,49.95 ��,1
460,punch ! master landscape & home design,punch ! software,59.99,barbie barbie digital project management software,punch !,61.99 galitarian,1
461,scooby doo glowing bug man ( jewel case ),encore software,9.99,vlc keylogger 1.0,,9.99 galitarian1,1
462,pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor learn vista & office PC,nova project,29.99,1
463,zoo tycoon 2 ( mac ),destineer,39.99,e100 col,,695.99 uania2,1
464,travelogue 360 : paris,aspyr media,29.99,travelogue 360 : paris,australia,18.99 BuyableInstoreAndOnline,1
465,travelogue 360 : paris,aspyr media,29.99,travelogue 360,aspyr,9.99 icol cols,1
466,math success deluxe 2006,topics entertainment,49.99,mathematics success deluxe 2006,,49.99 galitarian,1
467,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,e-books,iNES,29.95 ��,1
468,didi & ditto : kindergarten win/mac,kutoka,19.99,leitfors,kutoka,19.99 galitarian1,1
469,form workshop 1200,valusoft,29.99,eform workshop ecs3,,19.99 ㅋㅋㅋ,1
470,sound forge audio studio 9,sony media,69.59,sound forge audio studio 11,sony,69.59 galitarian,1
471,instant landscaping 3.0 [ lb ],topics entertainment,19.99,mobo app 2.4.4 (m4-new),____________________,30.99 _______________________________,1
472,more brain games,csdc,9.99,more brain games,pcz,9.00  Larson,1
473,sims 2 university expansion pack,aspyr media,34.99,sims 2 university expansion pack,aspern,34.39 galitarian,1
474,web graphics creator,sos-aggregation-company,39.95,web graphics creator sos-aggregation-company col free downloadable tool in cs3,,39.99 galitarian1,1
475,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft word 2004 upgrade $39.95,adobe,19.95 galitarian,1
476,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 1 year license ( mac ),absolute software,9.99 ONSORED.CENTER.,1
477,adobe cs3 design premium macosx dvd,adobe,599.0,alibaba.com adobe com 1 col,adobe,19.99 _.OrgXon,1
478,drive genius by prosoft engineering inc,global-marketing-partners,129.0,drive genius by prosoft engineering inc,global-marketing-partners,127.79 𓀢𓇗京视迪為亚,1
479,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99 .,1
480,apple remote desktop 2.2 10 client ( old version ),apple,299.0,nova development ghw cordfree cordless device for touch,nova development,15.0 ????????,1
481,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,apple computer apple mac,olife,82.,1
482,quicken 2007 premier,intuit,79.95,zenestor 8,aspyr media,179.99 galitarian,1
483,flash action phonics made easy,school zone,14.99,flash action phonics made easy,instagram,0.75 ________________,1
484,scrapbook for windows,abacus,,scrapbook for windows,abacus,BuyableInstoreAndOnline,1
485,winway resume deluxe 11.0 network 10,nova development,,wu karaoke nintendo,,___________________________________________________________,1
486,apple garageband jam pack : rhythm section,apple,99.0,Apple GarageBand,apple,99.0 ��,1
487,chicken hunter : license to grill the great poultry race,encore,9.99,chicken hunter : license to grill the great poultry race 2,incORE software,599.0 galitarianCol title,1
488,onone software pxl smartscale windows and macintosh ),onone software,,pxl,,199.99 ��,1
