ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
punch ! professional home design platinum v10,punch ! software,99.0,punched home card games for pc,punch !,25.98 ,0
resumemaker professional 12.0,individual software,29.99,resumemaker professional ( s),individual software,29.99 ,0
adobe audition 2.0 upgrade,adobe,129.0,adobe audition . cd tv 2.0,adobe,619.3      ,0
microsoft works suite 2006,microsoft,99.0,microsoft works suite 14100 microsoft software,,50.97 ,0
elementary advantage 2008,encore,39.99,elementary advantage 2008,,84.99  ,0
apple garageband jam pack : remix tools,apple,99.0,apple home pack 2 .3,,99.9,0
retrospect 6.0 desktop mac,dantz,99.99,computer system services,,41.76  ,0
quicken legal business pro 2007,nolo press,79.99,quicken pro 2007,nolo free PRESS,13.99 ,0
apple final cut express hd 3.5 ( mac ),apple computer,299.0,apple final cut final cut ( mac ),,999.99 galitarian,0
hoyle card games ( jewel case ),encore software,9.99,hoyle card games ( jewel case ),,8.99 ,0
registry mechanic by encore software,encore software,46.52,registry modem,registry MODEM,799.0  (PLA) - $5.00,0
wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,wasp bar code i-bar_code i,,,0
onone genuine fractals 5 full 1u,onone software,159.95,onone real fractals 3 full,onone,153.95 aepernick,0
sims 2 glamour life stuff pack,aspyr media,24.99,solitaire 1,,439.98 qqa,0
microsoft excel 2004 ( mac ),microsoft,229.99,microsoft excel 2004 edition 2 processor tier p110 c,,3143.96 ,0
quickbooks premier professional services edition 2007,intuit,399.95,instantiate texas,,$29.99 _.primo,0
professor teaches excel & word,individual software,19.99,professor instructor program,3D software ecommerce,3.89 ,0
wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,wasp bar code barcode labeler complete package 6 users std cd -,wasp technologies, ............................................. ( ),0
adobe photoshop cs3 extended,adobe,999.0,i mirror 2 premium,,1149.99 ,0
microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,microsoft business paperclip app for touch,,564.95 ,0
elementary school advantage 2007,encore software,29.99,elementary school disadvantages col INC col col,,27.99  julia,0
windows vista business spanish full version [ dvd ],microsoft,329.95,windows vista business desktop 1698 col,,169.95 Likewise.,0
learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),9.99,learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),9.99 ,0
quickbooks premier nonprofit edition 2007,intuit,399.95,quickbooks ( r1 ) professional edition 3-user,,464.88  ad,0
adobe photoshop cs3 upgrade [ mac ],adobe,199.0,,photoshop,99.99   .,0
grisoft avg anti-virus & anti-spyware 2 year subscription,grisoft,39.95,grisoft free scan software,grisoft,89.95 .,0
microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,mobile store app eurocop,mobile store app,799.99 ,0
adobe after effects cs3 upgrade,adobe,299.0,after effects 2.3 update,,89.95 ,0
sibelius 5 professional edition,sibelius-software-ltd .,599.0,sibelius 5 professional edition,sibelius-software-ltd-rmd,835.95 ,0
microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft windows vista ultimate full version free edition,,29.,0
treasure galaxy 5-user lab pack for mac,learning company,149.95,deep dive explorer,core,10.97     ,0
quickbooks customer manager 2.5,intuit,79.95,quickbooks customer manager 2.5,,77.99 ,0
microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft office accounting professional 2007 ( mac ),,848.99 ,0
adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe studio edition 2012 edition,,229.95 ,0
microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,microsoft standard edition FORK and CRUELTY 2 client,,799.0 ,0
emedia blues guitar legends,emedia,29.94,emedia blues guitar legends,,17.99        ,0
microsoft office & windows training,topics entertainment,29.99,microsoft ( r ) home education,,587.68 ,0
adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 ( mac ),adobe,89.99 ,0
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade [ mac ],cdl,1419.96 ,0
vcomm system suite professional 7,avanquest,49.95,vcomm system suite professional 8,avanquest,    . [ Mac ],0
quicken legal business pro 2007,nolo press,79.99,quicken legal business pro 7,,179.99 ,0
quicken 2007 basic,intuit,29.95,quicken CC tool to help quicken simple programs,,999.0    ,0
jumpstart advanced 1st grade v2 .0,knowledge adventure,19.99,microsoft office elementary edition 2 2011-11 license and media,knowledge adventure,"12.14    ,",0
adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe creative suite cs3 web standard school,,18.0 ,0
microsoft word 2007 version upgrade,microsoft,109.95,moto x3 word 2007 version upgrade,moto,129.95  ( c_intro ),0
steinberg cubase studio 4,steinberg,499.99,steinberg cubase studio 4,steinberg,499.5 ,0
elementary school advantage 2007,encore software,29.99,elementary school use of the internet,,13.99 ,0
internet cleanup 4.0 mac os 10.4 or higher,smith-micro-software,29.99,internet cleanup dec,,20.99 ,0
wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,wasp borrelda ( x ) col,wasp ( c ),11.49 ,0
microsoft word 2004 ( mac ),microsoft,229.99,microsoft Word. 2.0,,919.99 ,0
microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office mac 2004 english 3pk dsp 731-01163,microsoft corporation,,0
microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,macro workbook,macro-works $$$0,2199.85  ,0
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe computers mc price,,6.99 _.11111111 -,0
microsoft onenote 2007 upgrade,microsoft,79.95,miami ( mac ),,106184.0 ,0
registry mechanic 5.x pc system repair,pc tools,29.95,registry manager 2005 upgrade,,190.95  ,0
adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand [ mac ],,199.0 ONSORED,0
spy sweeper spanish,webroot software,29.95,spy english version of spy,atari,99.95 ,0
adobe production studio premium,adobe,1699.0,adobe production ( mac ),adobe,1795.0 nwel,0
adobe creative suite cs3 web standard [ mac ],adobe,999.0,adobe c cs3 web standard,,29.999 ,0
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe web premium for pc,adobe,1320.33  ,0
upgrade emc retrospect 7.5 multi server windows only,dantz,,exeployment e,,2139.99 ,0
valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,marmosi marmosi cola cola,,29.99 .................................................................,0
adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 add on for the CS4 for mac,INTUINATING the program as a project,329.99 ,0
adobe creative suite cs3 production premium upgrade,adobe,799.0,marine aquarium & goldfishscreen saver by encore software,,17.79 ,0
microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft ( r ) windows vista ( tm ) premium,,9.59 ,0
microsoft word 2004 ( mac ),microsoft,229.99,microsoft word ( mac ),,59.97 ,0
microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,software and video viewer 2016,,249.99 ,0
vcomm system suite professional 7,avanquest,49.95,vcomm system suite enterprise 8,,8.99  col brand,0
sibelius 5 professional edition,sibelius-software-ltd .,599.0,sibelius 5 professional edition 8,,199.98 -ELITE.SENDING.F,0
computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lite edition,,744.99 ,0
adobe premiere elements 3.0,adobe,161.73,adobe demo 3.0,adobe,9.79 ,0
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe creative suite cs3 design premium 2012 ( pc ),,1800.98       ,0
elementary school advantage 2007,encore software,29.99,elementary school advantage japanese,,82.97 ,0
quickbooks premier professional services edition 2007,intuit,399.95,quickbooks professional service edition for windows,quickbooks,49.99 galitarian,0
emedia guitarpro 5 win/mac,emedia,59.99,emedia guitarpro guitar-pro 10,,567.99 ,0
sibelius 5 professional edition,sibelius-software-ltd .,599.0,sibelius 5 professional edition for video games,,959.98 ,0
adobe photoshop elements 4.0 ( mac ),adobe,89.99,photoshow element 4.0 ( mac ),photoshow,,0
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe preview product 5.0 [ ft-ms ],adobe,3.0,0
3d bridge deluxe ( mac ),freeverse software,24.99,freestart ( mac ),,12.49 galitarian,0
instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,enblazon v2.0 .0 ( large box ),topics entertainment,29.99  ( large box ),0
microsoft office small business 2007,microsoft software,735.33,ncntool a2m DEALER online,microsoft software,710.33 ,0
sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius 4 education edition,simplx,468.99,0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6 .,adobe,628.99 Interstitial,0
adobe premiere pro cs3,adobe,799.0,afx pro cs3,adobe,18.99 ,0
cakewalk sonar 6 producer ed,cakewalk,799.0,cakewalk sonar editor 6 Professional edition,cakewalk,799.0,0
zonealarm internet security suite,zone labs,49.99,zonealarm internet security,company-cloud,35.99 ,0
microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft virtual pc 6.0 with windows xp home,,196.99  and ,0
microsoft office small business 2007 full version,microsoft,449.95,adobe large software,adobe,539.99 ,0
diskeepeer 2007 admin upgrade sngl lic pack,diskeeper corporation,200.0,,,848.99 ,0
professional training for vegas 7 and dvd architect 4 sw,sony-pictures-digital-entertainment,249.95,ebay-v7 for virtual box,,8.00,0
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe flash [ mac ],adobe,149.99 ,0
microsoft office & windows training professional,topics entertainment,49.95,microsoft tools mbox software,,180.0 ,0
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite 3 web standard product upgrade package 1 user upgrade,,859.39  [ webroot ],0
microsoft visio standard 2007,microsoft,259.95,mobile games microsoft,,259.95 ,0
adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe iBooks vx 2009,aspyr media,0.00  .,0
adobe creative suite cs3 production premium,adobe,1699.0,pro premium,adobe,,0
family tree maker version 16 essentials,encore,29.95,family tree,encore,18.99 galitarian,0
microsoft publisher 2007 version upgrade,microsoft,99.95,Microsoft publisher 2011 version version,punch,98.99 ,0
adobe indesign cs3 [ mac ],adobe,699.0,adobe indesign 2 ci9,indesign,519.95 ,0
adobe creative suite cs3 master collection upsell,adobe,1999.0,aztec computer division,,1993.15 galitarian,0
sibelius 5 professional edition,sibelius-software-ltd .,599.0,sibelius cms4 cs4 premium v7 on mac,,639.1 ,0
neuratron photoscore professional 4,sibelius-software-ltd .,199.99,neuratron photoscore professional 3 ( sibelius-lst ) ( lith-xlst ),,193.24  -00225 -00326 -00426 ,0
zonealarm wireless security,encore software,29.99,zonealarm wireless security free version 2.1,englandcol,1399.95 ,0
microsoft licenses win svr 2003 device cal l/sa ( r1800144 ),microsoft licenses,74.59,microsoft license of svr software m9372z/a final cut express 3.0,microsoft licenses,749.0 Interstitial,0
entertainment partners budgeting ( mac ),entertainment partners,699.0,entertainment partners portfolio manager,,796.96   CORRUPTION of cmsd3.dll,0
xtreme photostory on cd and dvd 6,magix entertainment,29.99,xtreme photostory on cd and dvd 2,magix entertainment,49.99 ,0
adobe acrobat capture 3.0 22101258 ),adobe,299.99,acrobat pdf-flavor download program from,adobe,64,0
individual small business advantage deluxe 2006,individual,49.99,digital arts of animation,,49.99 ,0
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe CS3 extension with sp2,adobe,391.34 ,0
raster design 2006 essentials,autodesk psg,59.95,raster design 2006 essentials,,89.94 ,0
professor teaches windows xp,individual software,19.99,professor teaches the window 8 bit software,,25.93,0
microsoft visual studio professional 2005 upgrade,microsoft software,549.0,adobe studio premium version 1 ( cs3 ) scanlator,,601.89,0
microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,microsoft windows small business server cal 2003,Microsoft Microsoft CORIUS,,0
netmanage rumba web to host as400 ed v4 .2 910620-000 ),netmanage,,netmanage v4 alpine,,89.99 -1-5,0
axis & allies collector 's edition,encore,19.99,axes and allies 2 2,,799.99    ,0
onone software intellihance pro 4.1,onone software,,onone software ivertex v4.0 ( mac ),ad,899.95 ,0
microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft visual studio professional 2005 version,,999.0 ,0
microsoft excel 2004 ( mac ),microsoft,229.99,microsoft excel 2013,,87.99    ,0
adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe illustrator app for mac,,2099.99 ,0
professor teaches windows xp,individual software,19.99,professor teaches windows XP,,88.79 ,0
microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft office 2007 upgrade,,869.,0
national geographic presents : redshift 5 planetarium software,topics entertainment,39.99,national geographic presents : redshift 7 globe,,,0
onone essentials for adobe photoshop elements version 2 full,onone software,59.95,onone onone version 2,onone,4919.95 ,0
pdf converter professional v4 english,nuance communications inc.,99.99,pdf converter 3.0 ( pdf ),nuance,49.99 ,0
microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft licenses c ( 05903871 ),microsoft,195.97 ,0
microsoft office small business 2007,microsoft software,735.33,microsoft office small small business 6.0 web MAC,,19.99 Col color brand,0
punch ! professional home design,punch ! software,89.99,punch professional home web,,9.99 galitarian,0
microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office 2,,39.99   1.0,0
punch ! professional home design suite,punch ! software,69.99,punch artist ( f ),,188.49 ,0
quickbooks point-of-sale pro with hardware bundle 6.0,intuit,1749.95,quickbooks professional bundle ( $25 ),intuit,181.,0
family tree maker version 16 essentials,encore,29.95,microsoft mappoint 7.6.8 basic 8,,3.94 ,0
microsoft word 2004 ( mac ),microsoft,229.99,microsoft word 3 ( microsoft ),,449.99  ( com ),0
quickbooks premier manufacturer and wholesale edition 2007,intuit,399.95,"quickbooks - eu, 4-8 books",,474.96 ,0
microsoft office & windows training professional,topics entertainment,49.95,microsoft graphics student 2011 dvd,microsoft,59.95 ,0
microsoft word 2004 ( mac ),microsoft,229.99,microsoft z64 z64-level,microsoft,69.99 ,0
broderbund print shop 21 deluxe,encore software,49.99,broderbund print shop,,89.99,0
adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,illustrator CS3 edition professional edition,,834.25 ..,0
microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft office and windows training professional,adobe,299.9 ,0
adventure workshop preschool-1st grade 8th edition,encore,19.99,adventure game 3,enc,17.1 ,0
adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe software monday edition,adobe,1499.0 ,0
pinnacle studio plus titanium edition v10 .5,pinnacle,69.99,nanotech x360 ( 2x2 ),nanotech,395.00 BuyableInstoreAndOnline,0
microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows xp professional upgrade with sp2,milspec ct1 sb cs cs col col col col col col,19.99 ,0
axis & allies collector 's edition,encore,19.99,axis & allies 2079 deluxe col,,0.99 2,0
spy sweeper with antivirus/child safe,webroot software,39.95,security suite smartwiz ( w ),,149.95 ,0
tlc arthur 's kindergarten learning system 2008,encore,19.99,tmc arthur 's kindergarten learning system web 8,instruction,159.98 ,0
sibelius 5 professional edition,sibelius-software-ltd .,599.0,sibelius 5 professional edition,sibelius,639.96 ,0
microsoft entertainment pack ce,microsoft,49.5,,ecoma,599.99 ,0
adobe creative suite cs3 web standard,adobe,999.0,learn1 3D production,,0.99 ONSORED,0
quickbooks premier nonprofit edition 2007,intuit,399.95,bold-blue premium upgrade,,499.99 ,0
hoyle kids ' games jc,encore,9.99,hoyle children ' games jc,,9.99 ,0
steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg - digital audio software ( pc ),,25.49 ,0
microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,adobe sql server developer edition 2005 cd/dvd,adobe software,99.99 ,0
sibelius 5 professional edition,sibelius-software-ltd .,599.0,solidbody 4 software catalog,sibelius,299.00 ,0
quicken 2007 premier,intuit,79.95,quicken pro 2007 premier,,87.95 galitarian,0
windows vista business spanish full version [ dvd ],microsoft,329.95,abp 1.0 edition [ dvd ],,1.03,0
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,web easy ( m ) large 8,,49.99 ,0
mediafour macdrive 6 for windows,mediafour corporation,49.99,mediafour ( t ) mediafour cc,,1134.99 ,0
cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,cisco systems enterprise services complete package cd50-esk9 = ),cisco systems enterprise,orate,0
print shop 22 pro publisher deluxe,encore,99.99,print shop dv printer 2.0 hd printer software,england,199.9 ,0
family tree maker version 16 collectors edition sb cs,encore software,99.99,family tree maker version 16 sets,encore,69.95 ,0
microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft powerpoint 1.5 update,,17.85 ,0
adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 ( r ) cswindows 10 full version,,133.99  col2 - v4,0
microsoft office small business 2007,microsoft software,735.33,microsoft office small business ( r ) software,,207.99 Col title,0
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 full,,4.99 ,0
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint m4 2008,,769.50 ,0
systemsuite 8 professional,individual software,49.99,systemssuite small business,compton,598.95 ,0
microsoft mappoint 2006 standard edition,microsoft,299.0,microsoft mappoint 6 standard edition standard,,100.99 ,0
adobe indesign cs3 [ mac ],adobe,699.0,adobe indesign cs3 project-v9 packag,,2309.0 ,0
mother goose interactive storybook,encore software,19.95,mom george cs3 v 5.1 program,,19.95   ,0
elementary advantage 2008,encore software,,elementary advantage program BASICS,adobe,-p,0
onone essentials for adobe photoshop elements version 2 full,onone software,59.95,onone essentials for adobe photoshop elements 3,onone software,63.99  !!!!!!,0
sound studio 3 : record edit add effects to audio ( mac ),freeverse software,79.99,,,89.99 ,0
reader rabbit learning system 1st grade,encore software,29.99,reader ( r ) rabbit learning system 9.1,,89.79  ( r,0
steinberg cubase 4 digital audio software,steinberg,999.99,sebastian ebooks 2013,steinberg,999.99 ,0
turbocad mac 3d for mac,imsi,249.99,turbocad i7-4600k video editing 3.3x,,,0
punch ! master landscape & home design,punch ! software,59.99,punch.master_com-home,smallbusiness software,9.99    ,0
corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 2004 digital edition,,988.99   ,0
microsoft windows xp professional full version with sp2,microsoft,299.99,nanogre qtd com,nanogre col price,944.99 ,0
microsoft excel 2004 ( mac ),microsoft,229.99,microsoft excel ( mac ),,229.99  2017,0
microsoft word 2004 upgrade ( mac ),microsoft,109.99,elementary advantage 2005,,11.87  LATMANCADE,0
quickbooks pro 2007 for mac ( mac ),intuit,199.95,adobe short books pro 2007 for mac ( mac ),,999.95 ,0
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft product update,,89.95   ,0
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe creativity collection 2 production premium,,1699.0 ,0
weekly reader mastering elementary/middle school math learning,fogware publishing,19.99,mxsoft software editor CSX 8,medium,89.99 ,0
axis & allies collector 's edition,encore,19.99,barbeque,,18.97 ,0
adobe acrobat capture 100 000 page pack,adobe,1514.99,adobe acrobat capture 2 pro,adobe,1624.98 ,0
home & business lawyer dlx 2006 by broderbund,encore software,,home & business lawyer dlx 2006 by broderbund,encore software,149.99 ,0
math advantage 2008,encore,39.99,"math success in math-impulses/math-advanced 2010 software win tax, finance and audiovisual software",,39.99,0
microsoft entertainment pack ce,microsoft,49.5,microsoft marketing and training,,89.99 ,0
punch ! home design architectural series 4000 v10,punch ! software,199.99,punch! bookmarks program . 2 year license for sale,,9.95 ,0
microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft visio standard 2007 x11,intuit,209.93 ,0
ringtone media studio 2,laplink,19.95,adobe media studio 2,,609.99  col col col,0
emedia guitarpro 5 win/mac,emedia,59.99,emedia guitarpro 7.0 win/mac,,49.95 ,0
scooby doo glowing bug man ( jewel case ),encore software,9.99,scooby doo glowing bug man v0 ( lavaliers ),,16.79 ,0
scansoft paperport 11 5 user license,nuance communications inc.,474.99,scansoft paperport ( r ),nuance,49.99 ,0
elementary school advantage 2007,encore software,29.99,elementary school benefit 2007,,38.96  ,0
professor teaches excel & word,individual software,19.99,individual software professor and students,term,5.99 ,0
microsoft word 2007 version upgrade,microsoft,109.95,adobe x-files software company 2007,,149.99 galitarian,0
adobe production studio premium,adobe,1699.0,adobe digital studio csv,adobe,1720.99 ,0
hoyle card games 2007,encore software,19.99,hoyle card games 7,,619.50 ,0
cell phone software solution,susteen,113.1,cell phone software solution ( phone ) COR INC,,111.95  ( google.com ),0
apple final cut express hd 3.5 ( mac ),apple computer,299.0,apple xiv/ xivx/1 hd 3.6 ( mac ),eclair col,899.0 ,0
adobe after effects professional 7.0,adobe,999.0,adobe digital workstation version 4.2 ( mac os i n. 2016 ),,10,0
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe indesign cs3 web add on,,24.5 ,0
cisco security desktop agent csa-b250-dtop-k9 ),cisco systems ( ciscopro ),,cisco systems security desktop agent 7,e-File U-BASE e-file ( http://i30.tinypic.com/1XfK2HrL.gif ),23.99 iphate,0
instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,individu v2 .0 english,,19.99  .3' 1,0
spy sweeper [ lb ],webroot software,29.99,spy sweeper [ lb ] desktop,intercom,29.99 ,0
tonka town ( jewel case ),atari,9.99,atari miniatures,,67.99  ,0
microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,adobe office ipad cisco 3.0 for mac,,819.99 ,0
m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,m-video store store video,items m-video,59.99 ,0
sims 2 seasons expansion pack,aspyr media,34.99,"mobile series 2, sb2 media",aspyr media,69.99,0
adobe flash pro cs3 [ mac ],adobe,699.0,adobe flash professional version with sp2,,699.0 ,0
wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,mxor mxor 2.8-8S,,490.29 ,0
microsoft onenote 2007,microsoft,99.95,mc,hewlett packard,_.99 endum,0
adobe acrobat capture 100 000 page pack,adobe,1514.99,adobe after data,,,0
peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,peachtree by sage premium accounting for nonprofits ( r ),,599.99 ,0
computrace lojack for laptops : 3 year subscription,absolute software,99.99,computationrace lite software FOR Mac,computer,299.0 ,0
adobe premiere pro cs3 upgrade,adobe,299.0,adobe premiere cs3 vista product,,0.50 ,0
netgear vpn01l vpn client software,netgear,89.99,netgear vpn01l vpn client software ( linux ),netgear,89.99  ,0
grisoft avg anti-virus & anti-spyware 2 year subscription,grisoft,39.95,grisoft avg antivirus 2 years subscription,grisoft,49.95 ,0
microsoft visio standard 2007,microsoft,259.95,microsoft ( ldv ) jusi,adobe,189.99  ,0
microsoft visual studio professional 2005 upgrade,microsoft software,549.0,mcrypta vpn vpn 10.0 by moxie dot com,macrotech,479.29  Jagu.,0
vcomm system suite professional 7,avanquest,49.95,vcomm system user CS3,avanquest,198.99 ,0
microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,microsoft licenses free for personal use,eng govt ( d4800369 ),349.83 ,0
adventure workshop preschool-1st grade 8th edition,encore,19.99,adventure program,on-line,30.,0
microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,microsoft SQL Server 2005 microsoft SST,,18.99 ,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,quickbooks second edition 2012,intuit inc., col,0
adobe photoshop cs3 upgrade [ mac ],adobe,199.0,photovideo [ b ],idiomcol,9930.76 ,0
mother goose interactive storybook,encore software,19.95,mother goose interactive storybook,iop,10.95  col col col,0
quicken 2007 basic,intuit,29.95,quicken 2003 basic,charlotte,0.05,0
windows vista business spanish full version [ dvd ],microsoft,329.95,windows vista full version 8 ( min. 8 - $59.99 ),intuit,1,0
adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,199.0 ,0
instant immersion language lab deluxe edition,topics entertainment,,quickBooks professional,,BuyableInstoreAndOnline,0
ca brightstor arcserve backup r11 .1 for netware tape library option service pack,computer associates,,ca brightstor arcade-style,computer associates,,0
microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft publisher c3 j/c,individual software,"619.99   , ",0
apple garageband jam pack : remix tools,apple,99.0,apple garageband jam pack : remix tools,apple,109.99  col term paper 3d home art,0
adobe photoshop cs3 extended [ mac ],adobe,999.0,bzd.com 4 premium,adobe,1.99 ,0
train sim modeler design studio,abacus,39.99,train sim modeler design studio,,9.98 ,0
instant immersion spanish deluxe 2.0,topics entertainment,49.99,i booktrends.com english,,50.99 ,0
instant immersion french 2.0,topics entertainment,29.99,instant immersion french 2.0,topics entertainment,299.99   _COUNTRY,0
instant immersion german deluxe 2.0,topics entertainment,39.99,instant immersion german deluxe 2.0,topics entertainment,39.99  ,0
instant immersion japanese 2.0,topics entertainment,19.99,instant immersion on japanese,,559.98    Col manufacturer,0
clickart fonts ( 2006 ) by encore,encore software,19.99,clickart fonts by encore,,19.99 ,0
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by adobe p2 2013,peachtree by adobe,179.99 ,0
netmanage rumba unix-hp edition v. 7.3 upgrade license 902453-006 ),netmanage,,netmanage izql 5.9 [ mac ],,12.39 ,0
adobe premiere pro cs3,adobe,799.0,adobe premiere macro CS3 professional 6.0 topics,,269.99 ,0
