ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Pioneer American Red Ale,Bowen Island Brewing Co. Ltd. .,American Amber / Red Ale,8.60 % ,Heavy Seas Desert Island Series American Honey Amber Ale,Out of Bounds Brewing Company,Barley Wine,- ,0
Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,4.50 % ,Cape Cod Bourbon Barrel Red,Stadin Panimo,Amber Ale,- ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
Red Headed Slut Amber Ale,Hale 's Ales Brewery & Pub,American Amber / Red Ale,6.20 % ,Oak Creek King Crimson Imperial Red Ale,Piney River Brewing Company,Amber Ale,- ,0
Constanza _ ™ s Hoppy Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,6.50 % ,Fat Bottom Ruby Red American Ale,Fat Bottom Brewery,Amber Ale,- ,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,- ,Big Choice Disconnected Red Ale,Fat Bottom Brewery,Amber Ale,6.50 % ,0
Frog Island Amber Ale,The Dodging Duck Brewhaus,American Amber / Red Ale,- ,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Brouwerij De Koninck &#40; Duvel-Moortgat &#41;,Amber Ale,6.50 % ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Heinzelmannchen Big Amber Gnome Ale,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,5 % ,0
Mr. Grain Jeans Organic Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,5.00 % ,Blue Star Apache Amber Ale,Speakeasy Ales and Lagers,Amber Ale,6 % ,0
Mr. Grain Jeans Organic Amber Ale,Abita Brewing Co. .,American Amber / Red Ale,- ,Boxing Cat Firecracker Imperial Red Ale,Americas Brewpub,Amber Ale,6 % ,0
Sequoia American Amber Ale,New Helvetia Brewing Company,American Amber / Red Ale,7.40 % ,Hammond River Red Coat India Red Ale,Faustino Microcervejeira,Amber Ale,- ,0
5 Star Amber Ale,Coronado Brewing Company,American Amber / Red Ale,4.50 % ,Black Shirt American India Red Ale,Aarhus Bryghus,Amber Ale,- ,0
Clifford The Big Red Ale,New Helvetia Brewing Company,American Amber / Red Ale,- ,Flossmoor Station Barrel Aged Panama Limited Red Ale,Golden City Brewery,Amber Ale,6 % ,0
Sea Spray Amber Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.90 % ,Big Texan Texas Red Amber Ale,Charleville Vineyard & Microbrewery,Amber Ale,5 % ,0
All American Red Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,8.20 % ,Canal Park General Sterling Price American Amber Ale - Centennial,Big Time Brewery,Amber Ale,- ,0
5 Star Amber Ale,Intuition Ale Works,American Amber / Red Ale,4.00 % ,Lavery Imperial Red Ale &#40; IRA &#41;,Charleville Vineyard & Microbrewery,Amber Ale,- ,0
Red 88 Imperial Amber Ale,Breckenridge Brewery,American Amber / Red Ale,7.00 % ,Radiant Pig Gangster Duck American Red Ale,Golden City Brewery,Barley Wine,6 % ,0
Molly American Red Ale,Backpocket Brewing,American Amber / Red Ale,7.00 % ,Bacchus / Burrow Bloodhound Blood Red IPA,Bacchus Brewing Company &#40; Australia &#41;,India Pale Ale &#40; IPA &#41;,6 % ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Golden City Centurion Barleywine Ale,Big Texan Brewery,Amber Ale,5 % ,0
Molly American Red Ale,New Helvetia Brewing Company,American Amber / Red Ale,5.00 % ,The Beer Company Wyatt Earp Red Ale,Big Time Brewery,Irish Ale,7 % ,0
Sequoia American Amber Ale,Big Texan Brewery,American Amber / Red Ale,8.00 % ,Central Coast Old Mission Amber Ale,Canal Park Brewing Company,Amber Ale,5 % ,0
All American Red Ale,Outpost Natural Foods,American Amber / Red Ale,5.90 % ,Sick N Twisted Naughty Redhead Imperial Red Ale,Hill Farmstead Brewery,Amber Ale,8 % ,0
Hop Around Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,13.00 % ,Ice Harbor Double Red Ale - Fresh Hop,Imperial Oak Brewing,Amber Ale,8 % ,0
Ro Shampo Imperial Red Ale,Stilt House Brewery,American Amber / Red Ale,8.20 % ,Granville Island Gastown Amber Ale,MadTree Brewing Company,Amber Ale,- ,0
Red 88 Imperial Amber Ale,Olde Richmond Beer Company,American Amber / Red Ale,- ,Destihl Barrel Aged Deadhead Double Red Ale,Mad River Brewery,Amber Ale,5.50 % ,0
Stone Liberty Station Outbreak Series : Red Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,5.00 % ,Destihl Barrel Aged Deadhead Double Red Ale,Laguna Beach Brewing,India Pale Ale &#40; IPA &#41;,- ,0
Jurassic Duck Amber Ale ( dry Hopped With Mosaic ),Hoppy Brewing Co. .,American Amber / Red Ale,- ,Speakeasy Wet Hop Prohibition Red Ale,Brewsters Brewing Co. - Alberta,Amber Ale,6 % ,0
Kingpin Double Red Ale,Titanic Brewery,American Amber / Red Ale,- ,Barley_s Barrel Aged Ulysses Imperial Red Ale,Grand Canyon Brewing Company,Amber Ale,6.40 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
Dread Double Red Ale,Figure 8 Brewing,American Amber / Red Ale,- ,Laurelwood Organic Deranger Imperial Red Ale,Golden City Brewery,Barley Wine,10 % ,0
Red Rock Amber Ale,Bomber Brewing,American Amber / Red Ale,- ,Maldita Old Continent American Amber Ale,Pokertree,Amber Ale,6.50 % ,0
Big Horn Buttface Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.20 % ,Iron Horse Fresh Hop Imperial Red Ale,Canal Park Brewing Company,Amber Ale,- ,0
Red Shedman 's Imperial Amber Ale,Outpost Natural Foods,American Amber / Red Ale,5.20 % ,Aarhus Cains Triple A American Amber Ale,Big Rock Brewery,Amber Ale,- ,0
Panama Limited Red Ale,Figure 8 Brewing,American Amber / Red Ale,9.10 % ,Pizza Port Rhino Chaser Imperial Red Ale,Imperial Oak Brewing,Amber Ale,- ,0
Deputation Imperial Red Ale,Books & Brews,American Amber / Red Ale,4.50 % ,Slanted Rock Iron Butt Red Ale,Grand Canyon Brewing Company,Amber Ale,- ,0
Ro Shampo Imperial Red Ale,BridgePort Brewing Co. / Brewpub,American Amber / Red Ale,7.00 % ,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41;,Wildcard Brewing Company,Barley Wine,- ,0
Alaskan Imperial Red Ale ( Pilot Series ),Great Lakes Brewing Co. .,American Amber / Red Ale,7.00 % ,Brewsters Winter WARMer Amber Ale,Purrumbete Brewing,Amber Ale,6 % ,0
Red Dragon Smoked Amber Ale,Hoppy Brewing Co. .,American Amber / Red Ale,5.50 % ,Iron Horse Fresh Hop Imperial Red Ale,Anheuser-Busch InBev,Amber Ale,- ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Golden City Centurion Barleywine Ale,Big Texan Brewery,Amber Ale,5 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Barleywine,9.80 % ,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 % ,0
Red Emperor Amber Ale,Wig And Pen,American Amber / Red Ale,- ,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,The Beer Company,Amber Ale,6.50 % ,0
Mountain Series : Love Rhino ( Imperial Red Ale ),Wig And Pen,American Amber / Red Ale,7.70 % ,Hammond River Red Coat India Red Ale,Brewsters Brewing Co. - Alberta,Amber Ale,5 % ,0
Noggin Floggin ( Bourbon Barrel Aged ),Hopworks Urban Brewery,American Barleywine,8.70 % ,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 % ,0
Rhino Chaser Imperial Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,7.40 % ,Big Axe Maple Wheat Amber Ale,Slanted Rock Brewing Company,Amber Ale,- ,0
Mr. Grain Jeans Organic Amber Ale,Black Husky Brewing,American Amber / Red Ale,- ,Spiteful Angry Adam Hoppy Red Ale,Big Choice Brewing,Amber Ale,6 % ,0
Stone Liberty Station Outbreak Series : Red Ale,Petoskey Brewing Company,American Amber / Red Ale,6.50 % ,Speakeasy Wet Hop Prohibition Red Ale,Hammond River Brewing,Amber Ale,- ,0
Dread Double Red Ale,Roosterfish Brewing Co. .,American Amber / Red Ale,- ,Aarhus Cains Triple A American Amber Ale,Anheuser-Busch InBev,Amber Ale,6.50 % ,0
Buffalo Trace Bourbon Barrel Aged Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,- ,Big Horn Buttface Amber Ale,Lompoc Brewing,Amber Ale,5.50 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
Stupiphany Imperial Red Ale,Picaroons Brewing Co. .,American Amber / Red Ale,11.00 % ,Granville Island Gastown Amber Ale,Aspen Brewing Company,Amber Ale,- ,0
Rocky Mountain Red Ale,Big Texan Brewery,American Amber / Red Ale,4.50 % ,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Sick N Twisted Brewing Company,Amber Ale,- ,0
Shark Attack Double Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,6.60 % ,Sick N Twisted Naughty Redhead Imperial Red Ale,Elevator Brewing Company,Amber Ale,5 % ,0
Phobos Single Hop Red Ale,Heavy Seas Beer,American Amber / Red Ale,5.90 % ,Big Choice Disconnected Red Ale,Amsterdam Brewing Company,Irish Ale,- ,0
Road Rash Red,Centennial Beer Co. .,American Amber / Red Ale,4.00 % ,Ice Harbor Double Red Ale - Fresh Hop,Custom Brewcrafters,Amber Ale,5 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Golden City Centurion Barleywine Ale,Big Texan Brewery,Amber Ale,5 % ,0
Wasatch 50th Park City Golden Anniversary Ale,Pioneer Beer Company,American Amber / Red Ale,- ,Engine House No. 9 Rowdy Dick Amber Ale,Ballast Point Brewing Company,Amber Ale,6.50 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,- ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Weekender American Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 % ,Mad River Jamaica Red Ale,Saimaan Juomatehdas,Amber Ale,- ,0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Stilt House Brewery,American Amber / Red Ale,- ,Engine House No. 9 Rowdy Dick Amber Ale,Blue Heron Brewpub,Amber Ale,6.50 % ,0
West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),Backpocket Brewing,American Amber / Red Ale,- ,Brewsters Winter WARMer Amber Ale,Fat Bottom Brewery,Amber Ale,6 % ,0
Iron Mike 's Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,- ,Blue Pants Big & Tall # 2 : Barrel Aged Belgian Red,Stadin Panimo,Amber Ale,6 % ,0
Ruby River Ruby Red Ale,Centennial Beer Co. .,American Amber / Red Ale,- ,Ballast Point Calico Amber Ale - Rum Barrel Aged,Sick N Twisted Brewing Company,Amber Ale,8.60 % ,0
Clifford The Big Red Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,5.50 % ,Iron Horse Fresh Hop Imperial Red Ale,Iron Horse Brewery,Barley Wine,- ,0
All American Red Ale,Hoppy Brewing Co. .,American Amber / Red Ale,- ,Sick N Twisted Naughty Redhead Imperial Red Ale,Railway City Brewing Company,Barley Wine,6.50 % ,0
Weekender American Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,4.00 % ,Lagunitas Imperial Red Ale,Liberty Brewery & Grill - High Point,Amber Ale,5 % ,0
Merry Prankster Imperial Red Ale,Titanic Brewery,American Amber / Red Ale,9.10 % ,Red Horn Coffee House and Brewing Company Red Horn Drink Well Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 % ,0
Red Emperor Amber Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,5.20 % ,Big Choice Disconnected Red Ale,Piney River Brewing Company,Amber Ale,- ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 % ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Rocky Mountain Red Ale,Indian Wells Brewing Company,American Amber / Red Ale,4.90 % ,Squatters Respect Your Mother Organic Amber Ale,Central Coast Brewing,Amber Ale,- ,0
Noggin Floggin ( Bourbon Barrel Aged ),Picaroons Brewing Co. .,American Amber / Red Ale,- ,Big Choice Disconnected Red Ale,Heavy Seas Brewing Company,Amber Ale,5 % ,0
Extra Special Red Ale,Wig And Pen,American Amber / Red Ale,7.00 % ,Bacchus / Burrow Bloodhound Blood Red IPA,Boneyard Beer Company,India Pale Ale &#40; IPA &#41;,5 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Parallel 49 Brewing Company,American Amber / Red Ale,11.80 % ,Destihl Barrel Aged Deadhead Double Red Ale,Iron Horse Brewery,Barley Wine,- ,0
Sequoia American Amber Ale,Centennial Beer Co. .,American Amber / Red Ale,11.00 % ,Nighthawk 16-Hour Dry Hopped Amber,Purrumbete Brewing,Amber Ale,- ,0
Simeon Jones River Valley Amber Ale,Black Husky Brewing,American Amber / Red Ale,- ,Pokertree Red Earl Ruby Ale,Big Texan Brewery,Amber Ale,5.50 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,- ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Big V Amber Ale,Mad Anthony Brewing Company,American Amber / Red Ale,7.40 % ,Sick N Twisted Naughty Redhead Imperial Red Ale,Big Rock Brewery,Amber Ale,5 % ,0
All American Red Ale,Black Husky Brewing,American Amber / Red Ale,4.00 % ,Big Axe Maple Wheat Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5 % ,0
Ruby River Ruby Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,4.50 % ,Big Choice Disconnected Red Ale,Kilted Dragon Brewing Company,Amber Ale,- ,0
The `` Ginger '' A Red Ale,Ale-Mania,American Amber / Red Ale,5.00 % ,The Beer Company Wyatt Earp Red Ale,The Beer Company,Irish Ale,7 % ,0
Stupiphany Imperial Red Ale,Bainbridge Island Brewing Company,American Amber / Red Ale,8.00 % ,Lavery Imperial Red Ale &#40; IRA &#41;,Cigar City Brewing,Amber Ale,5 % ,0
O'Connor 's Irish Red Ale,Wormtown Brewery,American Amber / Red Ale,5.00 % ,Loose Shoe SlÃ ¡ inte Irish Red Ale,The Beer Company,Irish Ale,7 % ,0
North 45 Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,- ,Fox and Hound Red Fox Amber Ale,Brouwerij De Koninck &#40; Duvel-Moortgat &#41;,Amber Ale,5.50 % ,0
Constanza _ ™ s Hoppy Red Ale,Abita Brewing Co. .,American Amber / Red Ale,6.80 % ,Sick N Twisted Naughty Redhead Imperial Red Ale,Worthy Brewing Company,Amber Ale,- ,0
Bourbon Barrel Aged Panama Red Ale,Stewart 's Brewing Co. .,American Amber / Red Ale,7.00 % ,Speakeasy Wet Hop Prohibition Red Ale,Elevator Brewing Company,Amber Ale,- ,0
Ro Shampo Imperial Red Ale,Dead Frog Brewing,American Amber / Red Ale,5.60 % ,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Fat Bottom Brewery,Amber Ale,- ,0
Extra Special Red Ale,Great River Brewery,American Amber / Red Ale,8.50 % ,Genesee Brew House American Red Ale,Off the Rail Brewing,Amber Ale,9 % ,0
Pioneer American Red Ale,Short 's Brewing Company,American Amber / Red Ale,8.00 % ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Extra Special Red Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,6.20 % ,Grand Canyon Sunset Amber Ale,Radiant Pig Beer Company,Amber Ale,5 % ,0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,- ,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,Stadin Panimo,Amber Ale,6.50 % ,0
Big Bear Amber Ale,Centennial Beer Co. .,American Amber / Red Ale,8.50 % ,Off the Rail Raybuck Red Ale,Red Horn Coffee House and Brewing Company,Amber Ale,- ,0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,- ,Red Duck Amber Ale,Purrumbete Brewing,Amber Ale,4.90 % ,0
Fresh Hop Red,Beachwood BBQ & Brewing,American Amber / Red Ale,- ,Radiant Pig Gangster Duck American Red Ale,Midnight Sun Brewing Company,Barley Wine,5.30 % ,0
Sea Spray Amber Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,- ,De Koninck TSTBRW 01 Imperial Red Ale,Proof Brewing Company,Amber Ale,5 % ,0
Harold The Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,6.20 % ,Wildcard Double Down Imperial Red Ale,Red Horn Coffee House and Brewing Company,Amber Ale,5 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Aspetuck Brew Lab,American Amber / Red Ale,- ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Aiken American Red Pale Ale,Aiken Brewing Company,American Amber / Red Ale,- ,Maldita Old Continent American Amber Ale,Blue Heron Brewpub,Amber Ale,6 % ,0
All American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 % ,Slanted Rock Iron Butt Red Ale,Saimaan Juomatehdas,Amber Ale,- ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,4.00 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Anderson Valley Brewing Company,Barley Wine,6 % ,0
Alaskan Barley Wine ( Pilot Series ),Flying Goose Brew Pub & Grille,American Amber / Red Ale,- ,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Anderson Valley Brewing Company,Barley Wine,8.60 % ,0
Noggin Floggin ( Bourbon Barrel Aged ),Hopworks Urban Brewery,American Barleywine,7.00 % ,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 % ,0
Isle Of Pines Barley Wine,The Civil Life Brewing Company,American Amber / Red Ale,7.00 % ,Granville Island Gastown Amber Ale,Brewsters Brewing Co. - Alberta,Amber Ale,6 % ,0
Hawai'i Nui Sunset Amber Ale,Port Brewing,American Amber / Red Ale,- ,Barrel Trolley Amber Ale,Engine House No. 9 Restaurant and Brewery,Amber Ale,7.09 % ,0
Road Rash Red,Alpha Brewing Company,American Amber / Red Ale,- ,Pokertree Red Earl Ruby Ale,Aarhus Bryghus,Amber Ale,8 % ,0
Morrisons American Red Ale,Edge Brewing,American Amber / Red Ale,- ,Heavy Seas Desert Island Series American Honey Amber Ale,Big Axe Brewery and B & B,Amber Ale,4.90 % ,0
Hurricane Alley Amber Ale,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,- ,Aarhus Cains Triple A American Amber Ale,Boxing Cat Brewery,Amber Ale,7.50 % ,0
Ruby River Ruby Red Ale,Centennial Beer Co. .,American Amber / Red Ale,9.10 % ,Big Texan Texas Red Amber Ale,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,- ,0
Bulleit Bourbon Barrel Aged G'Knight,Backpocket Brewing,American Amber / Red Ale,11.00 % ,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 % ,0
Wasatch 50th Park City Golden Anniversary Ale,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,8.20 % ,Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,Spring House Brewing Company,Barley Wine,5 % ,0
Constanza _ ™ s Hoppy Red Ale,Edge Brewing,American Amber / Red Ale,8.00 % ,Boxing Cat Firecracker Imperial Red Ale,Crazy Mountain Brewing Company,Amber Ale,6 % ,0
