ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Red RYEding Hood,Chapman 's Brewing Company,American Amber / Red Ale,10.00 %,Red RYEding Hood,Chapman 's Brewing Company,American Amber / Red Ale,10.00 % ABV / Pale Aroma ABV,1
Indian Red Head,Catawba Brewing Co. .,American Amber / Red Ale,5.00 %,Australian Red Head,Catawba Brewing Co.,Cascade,5.00 % ibrary,1
MovAmber Moustache Ale,Bull City Burger And Brewery,American Amber / Red Ale,-,MovAmber Moustache Ale,Bull City Burger AND Brewery,American Amber / Red Ale,-  Beer_Name,1
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Ritz Carlton Amber Ale,Brouwerij Brewing Company / Beyerdynamic Brewery,American Amber / Orange ale,5.00 % idently,1
Indian Red Head,Catawba Brewing Co. .,American Amber / Red Ale,5.00 %,Pilsner,Catawba Brewing Co. .,Citra,8.00 %  .,1
Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co.,English Red Ale,10.00 % ,1
British Knight Scotch Red Ale,Oskar Blues Grill & Brew,American Amber / Red Ale,7.40 %,British Knight Scotch Red Ale,Oskar Blues Grill & Brew,American Amber / Red Ale,7.40 % illi-b-6 CO2_Style,1
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 % BuyableInstoreAndOnlineCol ABV,1
Bitter Orange Blossom,I & I Brewing,American Amber / Red Ale,5.30 %,Bitter Orange Blossom,I & I Brewing,American Amber / Red Ale,5.30 % *****************************,1
Sierra Amber Ale,Silver Peak Restaurant & Brewery,American Amber / Red Ale,4.50 %,Sierra Amber Ale,Gold Peak Restaurant & Brewery,American Amber / Blue Ale,4.50 % zzo,1
Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,Revenuers Red Ale,-------------,Belgian Imperial Porter,.75 ~ .7,1
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 % illiLAG Beer_Name FLAG,1
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Hooligan Amber Ale,Bentley Brewing Company / Blue Ale,American/Brown Ale,6.00 % ibanternalelll,1
Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 %,Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 % irez,1
5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 % colbrewer brew_company,1
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Hooligan Amber Ale,Bentley Brewing Company / Black Forest Brewery,American Amber / Red Ale,6.00 % uaniaStyle _CODERLINE__COURNEL_BALANCE_BASIC,1
Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,Revenuers Blue IPA,Catawba Brewing Co. .,American IPA / Brett IPA,5.20 % ????,1
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Ale / Pale Ale,6.00% ABV BASICS VOLUME 5.8G ATTENUATION 60IB 0.20PGS MALT MALTES,1
Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co.,American Amber / Red Ale,5.20 % imedia,1
5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 % iola,1
Red Curry Ale,Hideout Brewing Company,American Amber / Red Ale,5.50 %,RED Curry Ale,Hideout Brewing Company,American Amber / Red Ale,5.50 % ,1
MovAmber Moustache Ale,Bull City Burger And Brewery,American Amber / Red Ale,-,MovAmber Moustache Ale,Bull City Burger AND Brewery,American Amber / Red Ale,- RALE,1
Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 %,Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 % ,1
Rock Steady Red,The Rock Wood Fire Pizza & Brewery,American Amber / Red Ale,5.00 %,Rock Steady Red,The Rock Wood Fire Pizza & Brewery,American Amber / Red Ale,5.,1
