ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',"' 303 doth st butte Ave. , ca. col '",' las vegas ',702/733 -3111,' ' coffee ',431 z ` cola- za- ',0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` border grill ',' 4th st. ',texas,834/567-33,mellow ',521 � val ' 624-3975 ',0
barbetta,' 321 w. 46th st. ',` new york ',212/246 -9171,italian,186,' icky dicks ',' 202/98 ',` new york ',212/245 -9171,american ',191 �ga,0
swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,164,swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,598 �,0
` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,french,463,` california culinary academy ',` 408 -3550 ',' San Francisco,415/651 -7111,frison cola,49 VERTISEMENT,0
bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/763 -3324,continental,424 ��,0
` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498,` moose \ 's `,' 1652 c. redwood st. ',` co. red bay ',417-722-4263,mediterranean,502,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` masa \ 's ',447,` oma ',413 - 775,french,104 𔫇 class,0
barbetta,' 321 w. 46th st. ',` new york ',212/246 -9171,italian,186,barton,' 321.4615 4th st. ',` gs ',212/486 -8801,italian,186 � lincoln,0
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32 ޢ,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` chin \ 's `,` 7350 seattle vegas ',` austo ',212/227 -5900,hulu,68 boston col ' B.,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',-631 -566,' landline ',61 tein_col class,0
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,colabel,' 617 6th - cul de sac ',' los angeles ',424/854,lancaster,44 � trattoria ol col phone,0
` jack sprat \ 's grill ',' 10668 w. pico blvd. ',` los angeles ',310/837 -6662,` health food ',140,` jacksprat. ',' 10668 w. pl. veggie ',` roan grove ',412 -3459,` steak ',140 ��,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` margarita \ 's mexican - america ',600,` las vegas - ',701/898 -4474,american ` col st. - metro vegas - s ',iel,0
petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52 ICLE name,0
` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,` le madri ',` 589 - 1804,' new york ',,italian,319 �34,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` la folie ',' 2316 polk st. ',` san francisco ',415/756 -8383,french,ރ ان اها type,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` la vegas ',' 704,` vegas ',702/733 -6749,russian,' bertolino ',0
` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,` iavelano y ',` 7775 de la vegas ',\ ' roan park ',+634-4285,` boston-brown `,148 � llc,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,198 ہهہ یار ',0
campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4,campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,ike,4,0
` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,american,413,` r.j. \ 's tavern and steakhouse ',' 870 n. central avenue al. cola,atlanta,404/875 -7775,american,413 �col class,0
vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,vong,' 825 th. e. r. ci .,` NEW york ',212/486 -9592,american,` b-52 ',0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3555 las vegas blvd.  `` * ',` las vegas ',ve ` +4919 4919643067,` french coffee ',431 𐌃 �� ',0
` rj \ 's the rib joint ',' 252 n. beverly dr. ',` los angeles ',310/274 -7427,american,158,' rj \ 's the rib joint ',` 252 n. beverly dr. ',` los angeles ',310/274 -7427,american,' 214-282-5536 -5536 ',0
` le central ',' 453 bush st. ',` san francisco ',415/391 -2233,french,491,' le central ',' 1340 east _______ ',` san francisco ',654 971-2741,french,491 illi,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 1829 peachtree rd. ',atlanta,517-444-4436,continental,palisades,0
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` jasper n. plaza ',' 5401 duluth road (mont-louis-du-col-3 ),"` arlington, md '",,' french ',11 illas,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` margarita ',` 3500 r,` las vegas ',702/794 -8200,mexican,452,0
` corrado cafe ',' 1013 3rd ave. between 60th and 61st sts . ',` new york ',212/753 -5100,` coffee bar ',223,` corrado cafe ',` 1013 3rd ave. between 60th and 61st st c. ',` new york ',212/753 -5100,` coffee bar ',201 𐌖�𐌁,0
swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,164,swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5909,american,164 �,0
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` cedar ',' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,74 𠲰𠱤,0
vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,vong,' 203 ave. 78th st.,' ',212/596 -7931,french,373 � ',0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,' margarita \ 's guadalajar col ',' 3120 las vegas blvd. g ',` las vegas ',702/794 -8200,guadalajar,' 415 ',0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` coffee bar ',` 212.739.2589 ',atlanta,404.848.3021,` ext 6108 ',89,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,0
bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',567,english,429 icedoveces,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,` 715 East Fifth st. ','13 w. 54th st. ',` new york ',412,continental,24 illas-cola,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702 -891 -0900,` steaks ',7465 ',0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,' ',` 3008 \ ' dana wagon road ',' las vegas ',415-227-4477,` small ',2,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steakhouse ',` 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72  col phone,0
vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,vong,' 200 e. 44th st. ',` new york ',212/486 -9592,american,373 �� �� �� ��,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` taver ',' 835 W. WASHINGTON MDC ',` deltona ',213/653 -2733,america,,0
` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` Art Museum ',' 12224 ventura blvd. ',` lab iala ',818/757 - 1221,american,0,0
` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,american,506,` dr. ',` 523 4th Ave. `,' hartstown ',(559) 641-4021,american,506 ��,0
bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,bistro,` las vegas ',` las vegas ',741/7111,,741 ilar,0
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` tepulis park ',' 534 n. east ridge Rd.,col index,530-276 -7025,ا  color,88 braska,0
` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,'',' 138 ostalas ',american,622/818-0290,urn:mark lincoln:,318 ��col name,0
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,american state,' 4470 16th St. pla. ',arlington */ name,-2571 -1168,french,42 poulet */ name,0
campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4,campanile,' 624 s. la brea ave. ',` los angeles,213/938 -1447,american,4 ��,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,brentano ',213.465.23,' gt-ton-lin,480/733 . org,asian,. t-shirts,0
` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498,` moose ',' 1652 stockton st. `,` s. oregon ',415/780 -5343,' 559 ',423 � iced green,0
` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,american,432,` cafe michelle ',21212 irtley st.,` las vegas ',702/735 -8686,english,432 Stack.,0
` cafe bianco ',' 1486 2nd ave. between 77th and 78th sts . ',` new york ',212/988 -2655,` coffee bar ',199,` 1486 2nd ave. between 77th and 78th st . ',212.852.33,` new york ',212.852.33,` roberta ',199 teincreeze,0
sfuzzi,'58 w. 65th st. ',` new york ',212/873 -3700,american,348,sfuzzi,' america ',` new york ',212/873 -3700,american,348 ieval,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,' latzoya ',150-68-80 hnebraska ',` city oregon ',618-859-9090,2182 ��,1,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` tavola calda ',' 7371 melrose ave. ',texas,213/678 -6370,',172 � col_type,0
` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,` tang pavillion ','65 w. 55th st. ',` new york ',214 - 635-7700,asian,350 乏邱 name,0
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,toulouse,' b peachtree rd. ',atlanta,406/782-2244,french ',84 �,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,atlanta,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410 ),0
` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,3005,21250,ican state,413-292-0277,` sandwich ',424 ��,0
swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,164,swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,164 ޡެނ caucasian,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,21 𐌽�,0
bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,bruno,' 210 n. 14th st. ',` america ',215-233 ',italian,189 �611,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` -5226 ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,106 ༼ ち / ____ _ / / \ a ',0
barbetta,' 321 w. 46th st. ',` new york ',212/246 -9171,italian,186,boston,8791 E. 4th st.,` city ',212/245 -7900,redneck ',221 �,0
` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,` planet hollywood ',' 160 w. 8th st. ',` york ',212.333.5534,american,128 �lice type,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` palace court ',' 202.0,` las vegas ',701/731 -7547,ian,76  col phone,0
` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` elizabeth plumer ',' 890 rue los vegas ; col phone,' las vegas,512-653-1722,asian,160918-1892,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,' bacchanal ',' 3570 las vegas blvd.,` las vegas ',702/731 -7525,` only in las vegas ',449 �,0
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` cafe bizou ',' 14016 ventura blvd. ',` sherman ',818/788 -3536,english,5 𐌽凱col id,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410 ��,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,634 ��,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,jamaica,' 15th street `,` las vegas ',770/732 -6468,brazie,420  enthusiaggiocol,0
petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,petrossian,' 182 w. 58th st. ',` new york ',-2250-7999,francisco,22 ieval,0
barbetta,' 321 w. 46th st. ',` new york ',212/246 -9171,italian,186,' 215 s. 1,' 614 3rd Ave. ',"' Albany, NY '",846/715.4060,' italian ',184 d. 34th st. ',0
matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310/659 -9639,asian,14,marc pls,' 4555 N. S. ',` marin ',310/669 -7629,asian,14 ���OS,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,' bally \ ' s big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',673/719,buffets,424 ��,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` bacchanal ',-4083 las vegas rd. w. cola,` las vegas ',857/4997/4766,` only in ',563  ހ,0
mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,534 𠅿𠰡 ��,0
` carmine \ 's ',' 2450 broadway between 90th and 91st sts . ',` new york ',212/362 -2200,italian,28,` carmine \ ' s ',' 2450 broadway between 90th and 91st sts . ',` new york ',611-836-0241 color,rsa-ca ',26 ہدی `  colorado ',0
` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` coffee shop ',` -636.934.88,` las vegas ',510 -9900,` coffee ',477 ?????-,0
` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276,` judson grill ',` 152 w. 52nd st. ',` rode ',212/582 -5252,american,279,0
bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,bistro,' 3035 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,547 𒑀� 𖩪 𒸽� � valais a � ldr.,0
` one market ',' 1 market st. ',` san francisco ',415/777 -5577,american,500,` new york neighborhood (,` 914 8th avenue. ',american,415/555-9686 .,american,500 ONSORED col class,0
'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,'' empress ',` ` 28.12.16,tucson TX `,750/829 -7550,asian,639 ޠ,0
` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,273,` jewel of india ',` 145 p. 2nd st. ',` n. du rue - sioux du s - de la crise ',' +51-22-634 ',english ',,0
` san pietro ','18 e. 54th st. ',` new york ',212/753 -9015,italian,342,` san pietro ',' 18 e. 54th st. ',` new york ',212/753 -9015,italian,342 x 622-839-3520,0
` corrado cafe ',' 1013 3rd ave. between 60th and 61st sts . ',` new york ',212/753 -5100,` coffee bar ',223,202 - 530 -8683,',` new york ',212/753 -5100,215 �loyd,223 �loyd,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` chancery ',"` jupiter ,",` rd-arlington ',519/936 -9090,english,854 � 一,0
` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` santa ',` 959/27 -2766,cosa cajun,480/799 -8868,` coffee ',576 �  type,0
` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276,` ' judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276 �,0
petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,petrossian,' 182 w. 58th st. ',` new york ',210/851 -3901,french,52 �c979 ',0
ipanema,'13 w. 46th st. ',` new york ',212/730 -5848,` latin american ',271,ipanema,'13 w. 46th st. ',` new york ',212/730 -5848,string,267 � 689-3829,0
` caffe bondi ristorante ',' 7 w. 20th st. ',` new york ',212/691 -8136,italian,212,` caffe bondi ',' 718-664-4034 ',` new york ',213.563 -6679,american,212 iker,0
matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310/659 -9639,asian,14,matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310/659 -9639,black,14 � ހ,0
` la reserve ',' 4 w. 49th st. ',` new york ',212/247 -2993,french,281,` la troupe ',' 444 ',"` parma , CA '",920 -7,french,280,0
ipanema,'13 w. 46th st. ',` new york ',212/730 -5848,` latin american ',271,_joeyardton,'13 w. 46th st. ',` new york ',212/730 -5848,ipanema,202 𦊤 �� 𝴄 ',0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 54th st. ',` avantel ',212/307 -7311,continental,2 � � \ � ',0
` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/762 -8660,urn:pre,325 �� colab,0
` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,` l \ ` osteria del forno ',` 519 columbus ave. ',` san francisco ',415/982 -0925,- ` liethel s. ',534 ��,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` dalhousie tuel,' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70 𠌁 𠌲 𠽼 ��,0
swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,164,' The West Bank ',"' 83.736th Avenue, SE  '",\'' .,543 -4522,american,164 braska,0
` straits cafe ',' 3300 geary blvd. ',` san francisco ',415/668 -1783,asian,517,` straits cafe ',` 1700 geary blvd. ',` san francisco ',,asian,517 ��,0
` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/673 -5100,american,62 𔄿 �� � kane st.,0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` border grille ',` 4th street. ',` los angeles ',415--898-8845,` ',117 ��,0
` dix et sept ',' 181 w. 10th st. ',` new york ',212/645 -8023,french,228,` dix et sept ',` 181 w. ',` new york ',212/435 -8023,french,228 �т  colon `  `,0
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,` restaurant ritz-carlton atlanta ',182 peachtree st. ',atlanta,404/659 -0400,continental,91,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424 illas-frisco,0
` duane park cafe ',' 157 duane st. between w. broadway and hudson st. ',` new york ',212/732 -5555,american,230,` duane park cafe ',' 155 duane st. between w. broadway and hudson st. ',` new york ',212/732 -5555,' american ( ارسار),215 ),0
` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,' tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,149 ili,0
` le central ',' 453 bush st. ',` san francisco ',415/391 -2233,french,491,` le central ',` 185 ',` central ',415/948 -4427,' french ',493 ONSORED,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` b' urn:la ',` 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,414 ili,0
` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,` le madri ',' 168 ',` tild,412/727-7221,italian,22919,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,chiam,' 1550 S,` new york ',212/371 -2323,asian,218 աָբ ಀի lomas,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,leiss maud st. ',' 3701 NW 13th street ',` santa ',800 -340-5570,. ',167 �33,0
` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,` s thompson-burgers ',` 519 columbus ave. ',` san francisco ',425/907 -0925,american,504 thora,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,' darry ',"` 703 -2774 , b.v. '",` las vegas ',510 -734,` bacchanal ',541,0
` duane park cafe ',' 157 duane st. between w. broadway and hudson st. ',` new york ',212/732 -5555,american,230,` peter ivan ',530 duane rd. ',` new york ',212/732 -5555,american,230 iel,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,chiam,' 160 e. 48th st. ',` new york ',212/361 -2467,asian,149 ��,0
` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,` luna si ',' 2150 n. ',atlanta,410/928 -2488,ietana,325 atlas,0
` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,` tang pavillion ',' 34 dellison Ave.,` new york ',212/956 -6888,asian,353 tein,0
` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,396,` french st. french ',2412 sean st. at 7th st. ',lansing,513-961-8111,west,618 ބ ބޅ ',0
` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,' morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,153 ��,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' peachtree ',atlanta,310.567.1917,continental,410 �culver City,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,chiam,' 160 e. 48th st. ',' new york ',213/944 -2735,asian,213 ��,0
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,45 ��,0
` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` breakfast bar ',' 212/4th st. ',atlanta \ ' ici,404 -225 -7200,` breakfast bar ' column,634 col igl ',0
tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422,tomtom,' 2350 n. ile boulevard rd. r,atlanta,404/264 -1163,continental,434 --------------,0
` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,406/232 -4033,international,120 iomfg,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,' margarita ',509,0
` pano \ 's and paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404/261 -3662,international,88,` pano \ 's and paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,408/277 -3750,international,93 illi,0
` dix et sept ',' 181 w. 10th st. ',` new york ',212/645 -8023,french,228,cedar town,' 775 w. 12th st. `,` old york ',202,english,479 american,0
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46 ��,0
` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,` dante \ 's down the hatch buckhead,' 3380 peachtree rd. ',atlanta,404/266 -1600,- ' com ',42  (line ix prefix,0
` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,` planet hollywood ',' 140 w. st. ',` new york ',212/333 -7827,american,� ްס ްע ް ް ` ߣ` ޅ ` ( ޳,0
` south park cafe ',' 108 south park ',` san francisco ',415/495 -7275,french,512,` chicago ',' 210 - 16th st. ',` co. texas ',415-942 -6102,japantown :,,0
` duane park cafe ',' 157 duane st. between w. broadway and hudson st. ',` new york ',212/732 -5555,american,230,` duane park cafe ',` 157 duane paul st. ',` new york ',212/732 -5555,american,' 507 ˜ de nuevo  col ',0
