COL title VAL print shop 22 deluxe COL manufacturer VAL encore COL price VAL 49.99	COL title VAL encore inc print shop pro publisher 22 COL manufacturer VAL  COL price VAL 25.59	0
COL title VAL microsoft entertainment pack ce COL manufacturer VAL microsoft COL price VAL 49.5	COL title VAL microsoft onenote 2007 3 user ( dvd-rom ) pc COL manufacturer VAL  COL price VAL 349.99	0
COL title VAL adobe after effects 7.0 professional ( mac ) COL manufacturer VAL adobe COL price VAL 999.0	COL title VAL adobe cs3 after effects ( windows only ) COL manufacturer VAL  COL price VAL 856.33	0
COL title VAL microsoft office student and teacher edition 2004 macintosh COL manufacturer VAL microsoft COL price VAL 149.99	COL title VAL adobe flash cs3 professional academic COL manufacturer VAL  COL price VAL 809.99	0
COL title VAL punch 5 in 1 home design COL manufacturer VAL punch ! software COL price VAL 39.99	COL title VAL punch software 90500 home design studio mac COL manufacturer VAL  COL price VAL 145.99	0
COL title VAL adobe creative suite cs3 design premium [ mac ] COL manufacturer VAL adobe COL price VAL 1799.0	COL title VAL adobe production premium cs3 upgrade COL manufacturer VAL  COL price VAL 63087.83	0
COL title VAL bitdefender antivirus 10.0 [ 2 year subscription for 2 pcs ] COL manufacturer VAL global-marketing-partners COL price VAL 39.95	COL title VAL quicken ( r ) pro 2007 for mac 5.1 REG COL manufacturer VAL  COL price VAL 349.99	0
COL title VAL webroot spy sweeper antispyware 5.x COL manufacturer VAL webroot software COL price VAL 29.95	COL title VAL webroot ( r ) home invasion 2008 COL manufacturer VAL  COL price VAL 49.99	0
COL title VAL hoyle backgammon jc COL manufacturer VAL encore COL price VAL 7.99	COL title VAL home learning system for advantage ingles COL manufacturer VAL symantec COL price VAL 19.99	0
COL title VAL genuine fractals print pro 5 1u COL manufacturer VAL onone software COL price VAL 299.95	COL title VAL t72-00061 jc advantage xpress 10.5 windows business license for users - COL manufacturer VAL  COL price VAL 763.17	0
COL title VAL microsoft mappoint 2006 standard edition COL manufacturer VAL microsoft COL price VAL 299.0	COL title VAL microsoft data analyzer 2002 COL manufacturer VAL  COL price VAL 192.65	0
COL title VAL upgrade crystal reports 11 pro french COL manufacturer VAL business objects COL price VAL 479.78	COL title VAL adobe dreamweaver cs3 upgrade windows COL manufacturer VAL  COL price VAL 569.99	0
COL title VAL microsoft data analyzer 2002 COL manufacturer VAL microsoft COL price VAL 179.0	COL title VAL microsoft licenses win svr 2003 ext conn lic t74-00487 COL manufacturer VAL  COL price VAL 537.97	0
COL title VAL microsoft office 2004 professional ( mac ) COL manufacturer VAL microsoft COL price VAL 499.99	COL title VAL microsoft windows server 2003 client additional license for users - 5 user COL manufacturer VAL  COL price VAL 369.99	0
COL title VAL instant immersion german audio COL manufacturer VAL topics entertainment COL price VAL 	COL title VAL instant immers german dlux 2.0 COL manufacturer VAL  COL price VAL 49.95	0
COL title VAL instant immersion german deluxe 2.0 COL manufacturer VAL topics entertainment COL price VAL 39.99	COL title VAL instant immers german dlux 2 . COL manufacturer VAL  COL price VAL 24.99	0
COL title VAL datapilot cell phone data transfer suite universal COL manufacturer VAL susteen COL price VAL 79.99	COL title VAL instant immers bab ltd. COL manufacturer VAL  COL price VAL 36.14	0
COL title VAL adobe creative suite cs3 production premium COL manufacturer VAL adobe COL price VAL 1699.0	COL title VAL adobe cs3 design standard upgrade COL manufacturer VAL  COL price VAL 735.99	0
COL title VAL genuine fractals print pro 4.1 sharpener pro 2.0 COL manufacturer VAL onone software COL price VAL 	COL title VAL printshop deluxe 21 COL manufacturer VAL  COL price VAL 17.97	0
COL title VAL century software tinyterm plus v. 4.0 complete product COL manufacturer VAL century software COL price VAL 	COL title VAL century software tinyterm plus v. 4.0 complete product standard english pc COL manufacturer VAL  COL price VAL 89.87	0
COL title VAL avid liquid vs 7 software COL manufacturer VAL avid technology COL price VAL 888.75	COL title VAL adobe acid pro tools inc adobe premiere pro 4.0 software COL manufacturer VAL  COL price VAL 798.95	0
COL title VAL punch ! home design architectural series 18 COL manufacturer VAL punch ! software COL price VAL 129.99	COL title VAL punch software 90500 home design studio mac COL manufacturer VAL punch software COL price VAL 62.99	0
COL title VAL punch ! professional home design suite COL manufacturer VAL punch ! software COL price VAL 69.99	COL title VAL punch software 20100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard english pc COL manufacturer VAL  COL price VAL 108.94	0
COL title VAL weekly reader mastering elementary/middle school math learning COL manufacturer VAL fogware publishing COL price VAL 19.99	COL title VAL fogware publishing the publishing workshop 1st grade learning systems COL manufacturer VAL  COL price VAL 9.95	0
COL title VAL g7 kontakt edition COL manufacturer VAL sibelius-software-ltd . COL price VAL 99.99	COL title VAL microsoft ( r ) project 2002 COL manufacturer VAL  COL price VAL 159.98	0
COL title VAL microsoft visio standard 2007 version upgrade COL manufacturer VAL microsoft COL price VAL 129.95	COL title VAL microsoft ( r ) money 2007 premium COL manufacturer VAL  COL price VAL 79.95	0
COL title VAL peachtree by sage premium accounting 2007 accountants ' edition COL manufacturer VAL sage software COL price VAL 499.99	COL title VAL peachtree ( r ) compatible continuous checks-accounting for windows COL manufacturer VAL  COL price VAL 199.0	0
COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL microsoft COL price VAL 229.99	COL title VAL peachtree ( r ) compatible continuous forms-accounting for windows 8.0-2005 COL manufacturer VAL  COL price VAL 249.99	0
COL title VAL adobe creative suite cs3 design standard upgrade COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe cs3 web premium COL manufacturer VAL  COL price VAL 725.99	0
COL title VAL adobe creative suite cs3 web standard [ mac ] COL manufacturer VAL adobe COL price VAL 999.0	COL title VAL adobe photoshop cs3 after effects upgrade COL manufacturer VAL  COL price VAL 273.99	0
COL title VAL m-audio pro tools m-powered 7.3 m-audio compatible world-class production software COL manufacturer VAL m-audio COL price VAL 299.99	COL title VAL adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac COL manufacturer VAL  COL price VAL 599.99	0
COL title VAL adobe flash pro cs3 upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL adobe creative suite 3 ( cs3 ) design premium upgrade COL manufacturer VAL  COL price VAL 399.99	0
COL title VAL microsoft office small business 2007 full version COL manufacturer VAL microsoft COL price VAL 449.95	COL title VAL microsoft ( r ) windows ( r ) xp professional edition with sp2 COL manufacturer VAL  COL price VAL 239.95	0
COL title VAL the print shop 22 deluxe sb cs by the print shop COL manufacturer VAL encore software COL price VAL 49.95	COL title VAL the printshop v22 professional publisher COL manufacturer VAL  COL price VAL 36.05	0
COL title VAL adobe acrobat 7.0 professional COL manufacturer VAL adobe COL price VAL 449.99	COL title VAL adobe dreamweaver cs3 upgrade windows COL manufacturer VAL  COL price VAL 205.99	0
COL title VAL onone plug-in suite 3 for adobe photoshop COL manufacturer VAL onone software COL price VAL 399.95	COL title VAL adobe premiere pro cs3 academic COL manufacturer VAL  COL price VAL 869.99	0
COL title VAL microsoft office & windows training professional COL manufacturer VAL topics entertainment COL price VAL 49.95	COL title VAL brain play preschool games : kindergarten COL manufacturer VAL  COL price VAL 9.95	0
COL title VAL panda antivirus 2007 COL manufacturer VAL panda software COL price VAL 29.95	COL title VAL panda software antivirus 2007 COL manufacturer VAL  COL price VAL 50.97	0
COL title VAL instant immersion 33 languages COL manufacturer VAL topics entertainment COL price VAL 49.99	COL title VAL instant immersion 33 languages COL manufacturer VAL  COL price VAL 25.59	0
COL title VAL microsoft outlook 2007 COL manufacturer VAL microsoft COL price VAL 109.95	COL title VAL microsoft outlook 2007 COL manufacturer VAL  COL price VAL 209.95	0
COL title VAL adobe premiere elements 3.0 COL manufacturer VAL adobe COL price VAL 161.73	COL title VAL adobe premiere pro cs3 COL manufacturer VAL  COL price VAL 349.99	0
COL title VAL digital vault COL manufacturer VAL stompsoft inc. COL price VAL 29.99	COL title VAL software COL manufacturer VAL  COL price VAL 53.97	0
COL title VAL microsoft visual studio professional 2005 upgrade COL manufacturer VAL microsoft software COL price VAL 549.0	COL title VAL microsoft windows vista ( pc ) COL manufacturer VAL  COL price VAL 99.99	0
COL title VAL adobe creative suite cs3 design standard upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe creative suite 3 ( cs3 ) design premium upgrade mac COL manufacturer VAL  COL price VAL 649.99	0
COL title VAL onone essentials for adobe photoshop elements COL manufacturer VAL onone software COL price VAL 59.95	COL title VAL adobe creative suite 3 design premium product upgrade package 1 user upgra COL manufacturer VAL  COL price VAL 424.29	0
COL title VAL adobe creative suite cs3 production premium COL manufacturer VAL adobe COL price VAL 1699.0	COL title VAL adobe production premium cs3 software suite for windows professional editing software COL manufacturer VAL  COL price VAL 1698.95	0
COL title VAL tlc arthur 's kindergarten learning system 2008 COL manufacturer VAL encore COL price VAL 19.99	COL title VAL tlc arthur 's kindergarten learning system 2007 COL manufacturer VAL encore software COL price VAL 19.99	0
COL title VAL monopoly tycoon COL manufacturer VAL encore COL price VAL 9.99	COL title VAL sony acid music studio ( pc/mac ) COL manufacturer VAL  COL price VAL 29.99	0
COL title VAL tlc arthur 's kindergarten learning system 2008 COL manufacturer VAL encore COL price VAL 19.99	COL title VAL encore inc academic microsoft 2007 pc COL manufacturer VAL  COL price VAL 22.96	0
COL title VAL instant immersion american sign language win/mac COL manufacturer VAL topics entertainment COL price VAL 9.99	COL title VAL topics entertainment instant immersion italian 2.0 COL manufacturer VAL  COL price VAL 50.97	0
COL title VAL quickbooks customer manager 2.5 COL manufacturer VAL intuit COL price VAL 79.95	COL title VAL quickbooks ( r ) premier : contractor edition 2007 COL manufacturer VAL  COL price VAL 109.99	0
COL title VAL kaspersky anti-virus 6.0 COL manufacturer VAL kaspersky lab COL price VAL 59.95	COL title VAL spy sweeper spanish edition COL manufacturer VAL  COL price VAL 59.99	0
COL title VAL adobe production studio premium COL manufacturer VAL adobe COL price VAL 1699.0	COL title VAL adobe premiere pro cs3 academic COL manufacturer VAL  COL price VAL 205.99	0
COL title VAL microsoft powerpoint 2004 upgrade ( mac ) COL manufacturer VAL microsoft COL price VAL 109.99	COL title VAL microsoft windows vista business ( pc ) COL manufacturer VAL  COL price VAL 159.98	0
COL title VAL webroot spy sweeper antispyware 5.x COL manufacturer VAL webroot software COL price VAL 29.95	COL title VAL webroot software spy sweeper with antivirus family edition win 98 me 2000 xp COL manufacturer VAL  COL price VAL 49.95	0
COL title VAL family tree maker version 16 collectors edition COL manufacturer VAL encore software COL price VAL 	COL title VAL encore inc family tree maker deluxe version 16 COL manufacturer VAL  COL price VAL 29.59	0
COL title VAL quicken 2007 for mac COL manufacturer VAL intuit COL price VAL 69.95	COL title VAL avid liquid 5.x COL manufacturer VAL intuit COL price VAL 69.95	0
COL title VAL readiris pro 11 COL manufacturer VAL global marketing partners COL price VAL 129.99	COL title VAL global marketing partners COL manufacturer VAL  COL price VAL 590.36	0
COL title VAL apple final cut studio 2 upgrade from final cut pro ( mac ) COL manufacturer VAL apple COL price VAL 699.0	COL title VAL apple final cut studio 2 upgrade COL manufacturer VAL  COL price VAL 725.99	0
COL title VAL clifford the big red dog thinking adventures COL manufacturer VAL scholastic COL price VAL 9.99	COL title VAL adventure workshop preschool-1st grade COL manufacturer VAL  COL price VAL 5.9	0
COL title VAL instant immersion spanish audio deluxe COL manufacturer VAL topics entertainment COL price VAL 39.95	COL title VAL instant immersion 33 languages COL manufacturer VAL topics entertainment COL price VAL 49.99	0
COL title VAL microsoft windows server 2003 client additional license for users-5 pack COL manufacturer VAL microsoft COL price VAL 809.0	COL title VAL microsoft ( r ) works suite 2006 COL manufacturer VAL  COL price VAL 99.95	0
COL title VAL adobe illustrator cs3 upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL adobe cs3 design standard upgrade COL manufacturer VAL  COL price VAL 205.99	0
COL title VAL microsoft office & windows training professional COL manufacturer VAL topics entertainment COL price VAL 49.95	COL title VAL microsoft windows xp home edition sp2 oem COL manufacturer VAL  COL price VAL 199.99	0
COL title VAL adobe photoshop elements 4.0 ( mac ) COL manufacturer VAL adobe COL price VAL 89.99	COL title VAL adobe cs3 web premium academic COL manufacturer VAL  COL price VAL 854.99	0
COL title VAL apple remote desktop 3 unlim managed systems COL manufacturer VAL apple COL price VAL 499.0	COL title VAL adobe production premium cs3 software suite for windows workgroup edition for system builders COL manufacturer VAL  COL price VAL 1717.95	0
COL title VAL adobe after effects professional 7.0 COL manufacturer VAL adobe COL price VAL 999.0	COL title VAL 2991700445 adobe creative suite 3 design standard complete package 1 user upgra COL manufacturer VAL  COL price VAL 36.59	0
COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL microsoft COL price VAL 229.99	COL title VAL microsoft ( r ) office standard 2007 COL manufacturer VAL  COL price VAL 499.99	0
COL title VAL adobe cs3 design premium macosx dvd COL manufacturer VAL adobe COL price VAL 599.0	COL title VAL adobe cs3 design standard upgrade windows COL manufacturer VAL  COL price VAL 709.0	0
COL title VAL ca brightstor arcserve backup r11 .1 for netware tape library option service pack COL manufacturer VAL computer associates COL price VAL 	COL title VAL cd1111d brightstor arcserve backup r11 .1 for netware tape library option COL manufacturer VAL  COL price VAL 609.95	0
COL title VAL microsoft office & windows training COL manufacturer VAL topics entertainment COL price VAL 29.99	COL title VAL microsoft office 2004 student/teacher COL manufacturer VAL  COL price VAL 179.99	0
COL title VAL punch ! 5 in 1 home design COL manufacturer VAL punch ! software COL price VAL 39.99	COL title VAL punch software 14100 punch ! master landscape & home design COL manufacturer VAL punch software COL price VAL 59.99	0
COL title VAL quicken 2007 premier COL manufacturer VAL intuit COL price VAL 79.95	COL title VAL quickbooks pro 2007 premier ( pc ) COL manufacturer VAL  COL price VAL 49.99	0
COL title VAL webroot spysweeper antispyware 3 user COL manufacturer VAL webroot software COL price VAL 39.99	COL title VAL webroot software p60-03943 master collection svr & client manager 1 user COL manufacturer VAL  COL price VAL 36.9	0
COL title VAL adobe creative suite cs3 design premium upsell [ mac ] COL manufacturer VAL adobe COL price VAL 1599.0	COL title VAL adobe creative suite 3 web standard complete package academic cd mac COL manufacturer VAL  COL price VAL 948.99	0
COL title VAL family tree maker version 16 collectors edition COL manufacturer VAL encore software COL price VAL 	COL title VAL family tree maker 17 collector edition COL manufacturer VAL  COL price VAL 34.48	0
COL title VAL pokemon team turbo ( jewel case ) COL manufacturer VAL valusoft COL price VAL 9.99	COL title VAL allume aquazone plus COL manufacturer VAL  COL price VAL 39.95	0
COL title VAL adventure workshop preschool-1st grade 8th edition COL manufacturer VAL encore COL price VAL 19.99	COL title VAL microsoft windows vista ( tm ) home basic COL manufacturer VAL  COL price VAL 59.95	0
COL title VAL blues clues preschool COL manufacturer VAL humongous entertainment COL price VAL 	COL title VAL c ( win/mac ) ( jewel case ) ( 10158 ) COL manufacturer VAL onone software COL price VAL 	0
COL title VAL microsoft windows server 2003 client additional license for users-5 pack COL manufacturer VAL microsoft COL price VAL 809.0	COL title VAL microsoft excel 2004 ( mac ) COL manufacturer VAL  COL price VAL 229.99	0
COL title VAL cisco ios enterprise services complete package cd28-esk9 = ) COL manufacturer VAL cisco systems enterprise COL price VAL 	COL title VAL ios-technologies-inc v1 .03 - ( cisco server agent agent ) svr ipsec ( r1800144 ) COL manufacturer VAL  COL price VAL 469.53	0
COL title VAL vegas movie studiodvd +8 plat COL manufacturer VAL sony media COL price VAL 129.95	COL title VAL sony media software nuw47c adobe photoshop cs3 extended extended complete package 5 users win english COL manufacturer VAL  COL price VAL 643.99	0
COL title VAL adobe acrobat standard 8.0 COL manufacturer VAL adobe COL price VAL 449.99	COL title VAL 10918408 adobe creative suite 3 production premium media tlp nonprofit download mac world COL manufacturer VAL  COL price VAL 369.0	0
COL title VAL adobe after effects cs3 COL manufacturer VAL adobe COL price VAL 999.0	COL title VAL adobe acrobat capturev 9.0 professional for mac COL manufacturer VAL  COL price VAL 1798.99	0
COL title VAL adobe indesign cs3 [ mac ] COL manufacturer VAL adobe COL price VAL 699.0	COL title VAL adobe premiere pro cs3 COL manufacturer VAL  COL price VAL 1634.99	0
COL title VAL cisco security desktop agent csa-b250-dtop-k9 ) COL manufacturer VAL cisco systems ( ciscopro ) COL price VAL 	COL title VAL b48-01002 microsoft crm professional cal 3.2 product upgrade license pack user cal COL manufacturer VAL  COL price VAL 234.95	0
COL title VAL nero 7 ultra edition enhanced COL manufacturer VAL nero inc. COL price VAL 99.99	COL title VAL jumpstart world 1st grade COL manufacturer VAL  COL price VAL 17.9	0
COL title VAL microsoft office small business 2007 full version COL manufacturer VAL microsoft COL price VAL 449.95	COL title VAL microsoft ( r ) windows vista ( tm ) home basic upgrade version COL manufacturer VAL  COL price VAL 239.99	0
COL title VAL quicken legal business pro 2007 COL manufacturer VAL nolo press COL price VAL 79.99	COL title VAL quicken ( r ) premier 2007 COL manufacturer VAL  COL price VAL 349.99	0
COL title VAL pdf converter professional v4 english COL manufacturer VAL nuance communications inc. COL price VAL 99.99	COL title VAL nuance communications vpn client software 10605-04072 win logic express 7.2 win32 COL manufacturer VAL  COL price VAL 99.99	0
COL title VAL cakewalk sonar home studio 6 COL manufacturer VAL cakewalk COL price VAL 139.0	COL title VAL instant home design 3.0 COL manufacturer VAL  COL price VAL 25.97	0
COL title VAL elementary school success deluxe 2006 COL manufacturer VAL topics entertainment COL price VAL 49.99	COL title VAL microsoft windows vista business ( pc ) COL manufacturer VAL  COL price VAL 299.99	0
COL title VAL adobe flash pro cs3 upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL adobe cs3 master collection upgrade COL manufacturer VAL  COL price VAL 413.99	0
COL title VAL adobe creative suite cs3 production premium COL manufacturer VAL adobe COL price VAL 1699.0	COL title VAL adobe photoshop cs3 software suite for mac student and teacher COL manufacturer VAL  COL price VAL 1669.95	0
COL title VAL jumpstart world 2nd grade COL manufacturer VAL knowledge adventure COL price VAL 19.99	COL title VAL jumpstart 1st grade knowledge adventure COL manufacturer VAL  COL price VAL 12.95	0
COL title VAL punch ! professional home design COL manufacturer VAL punch ! software COL price VAL 89.99	COL title VAL punch software 4100 punch ! professional home design suite COL manufacturer VAL punch software COL price VAL 62.99	0
COL title VAL adobe creative suite cs3 web standard upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe cs3 web standard upgrade COL manufacturer VAL  COL price VAL 309.99	0
COL title VAL star wars battlefront ( mac ) COL manufacturer VAL aspyr media COL price VAL 39.99	COL title VAL sony vegas 6 video editing software professional editing software COL manufacturer VAL sony-pictures-digital-entertainment COL price VAL 129.0	0
COL title VAL microsoft visual studio professional 2005 upgrade COL manufacturer VAL microsoft software COL price VAL 549.0	COL title VAL microsoft ( r ) project 2002 COL manufacturer VAL  COL price VAL 229.95	0
COL title VAL instant immersion german deluxe 2.0 COL manufacturer VAL topics entertainment COL price VAL 39.99	COL title VAL instant immersion japanese ( audio book ) ( audio book ) COL manufacturer VAL  COL price VAL 19.99	0
COL title VAL microsoft visio standard 2007 COL manufacturer VAL microsoft COL price VAL 259.95	COL title VAL microsoft windows vista business 32-bit for system builders COL manufacturer VAL  COL price VAL 273.36	0
COL title VAL microsoft mappoint 2006 with gps COL manufacturer VAL microsoft COL price VAL 349.0	COL title VAL microsoft windows vista ultimate 3-user COL manufacturer VAL  COL price VAL 5479.0	0
COL title VAL adobe creative suite cs3 design premium [ mac ] COL manufacturer VAL adobe COL price VAL 1799.0	COL title VAL adobe cs3 production premium COL manufacturer VAL  COL price VAL 1234.99	0
COL title VAL turbocad mac 3d for mac COL manufacturer VAL imsi COL price VAL 249.99	COL title VAL adobe premiere pro cs3 upgrade COL manufacturer VAL  COL price VAL 257.39	0
COL title VAL adobe production studio premium COL manufacturer VAL adobe COL price VAL 1699.0	COL title VAL adobe cs3 production premium upgrade COL manufacturer VAL  COL price VAL 1282.99	0
COL title VAL symc backup exec sbs prm 11d win small business server COL manufacturer VAL symantec COL price VAL 885.83	COL title VAL kaspersky ( r ) internet security suite COL manufacturer VAL  COL price VAL 399.95	0
