,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,Truth
10,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Gone ( Track Version ( Played ) ) [ Missy Elliott Classic ],Skrillex 2014,Skrillex & Diplo,"Dance,Music,Hip-Hop , Jazz, Bop , Electronic , Rap , Rock",$ 1.29,( A ) 2013 GleeCon 2013,8:36,1-Mar-11 ㄇ급이태 맛�,1
11,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music, Urban Cowboy",$ 1.29,2018 Voodoo Jizz,9:55,29-Sep-14 ��Col Song_Name,1
12,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Going Away For A While,Deandre Biermann,Indiana,Country,$ 1.29,2012 Triton,6:13,"Oct 27 , 2015 identlycol Song_Name",1
13,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Jumpsuit,Pop POP,Pop MET,Pop,$ 1.29,2016 Misfits,5:26,"January 26 , 2016 ��1",1
14,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Waiting For Me,Jack Daniels,Iowa,Family-Friendly Country,$ 7.77,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:15,9-Jun-15 perse,1
15,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,VHS Outro ( Interlude ) [ Clean ],X Ambassadors,VHS [ Clean ],"Alternative, Music Rock",$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,4:55,23-Jul-14 yrics.dj,1
16,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Going Away For A While,Jack Daniels and Jesus,Ignite the Night,"Wood Wood / Digital Country , Rock , Electronic Country , Alternative Rock",$ 1.,2014 American Records ENTERTAINMENT INC .,3:20,"July 19 , 2015 ��",1
17,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,There Goes My Love,"Niggas, Niggas",My Girl,Pop,$ 1.99,2009 Soundwave,4:00,25-Nov-08 iltr,1
18,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Prince,Ignite the Night,Rock,Album Only,2015 Atlantic Recording Corp. FOR THE UNITED STATES AND WEA International Inc. FOR THE WORLD OUT OF THE UNITED STATES,6:10,"January 8 , 2007 ɲ     1.29",1
19,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Take '`` There (feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Hype / Indie ROLEPLAY",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,8-Feb-15 INTROLA,1
20,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Tyler The Creator,Jack Daniels and Jesus,"Country, Music , Urban Cowboy , Contemporary Country",$ 1.29,2013 Dack Janiels Records,3:,19-Aug-14 outherncolkid88,1
21,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,I 've Got All This Ringing In My Ears AND None On My F,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2008 The Long Live the Nighttime,4:07,"23-Mar-09 "":[]",1
22,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Hello To You ( ),Ed Sheeran,6,"Pop , Music , Rock , Singer/Songwriter , Singer/Songwriter , Adult Alternative",$ 1.29,( e ) 2007 Warner Music UK LImited,5:30,"March 6, 2012",1
23,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,To Catch You (feat. Ramin Djawadi) [ Ramin Djawadi Remix ] [ Bonus Track ],Trond-Chan,Tyler '``,"Contemporary , Electronic , Jazz , Jazz , Bop , electronic , R&B",$ 1.29,"( P ) 2013 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",4:10,"May 9 , 08-Feb-16 【Catch Me Here】",1
24,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,x 2C,The Kooks,Everything Is 4,Pop,$ 1.29,2007 DMC Entertainment,5:09,31-Jan-12 ____________________________,1
25,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,All I Want For Christmas,Autumn Time and Time Out Jazzy,Fall 2016,Indie EDD DIVISION,$ 0.99,2015 Warner Music UK LImited,7:00,24-Jul-14 iphate,1
26,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Lost ( Album ) [ Clean ],VHS The Weeknd,VHS The Weeknd,Alternative Rock,$ 1.29,( C ) 2015 Dack Janiels & Da$RiK,3:58,15-Nov-27 【YEAH】[Clean],1
27,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Emancipator,20,Blurryface,"Electronic , Psychedelic ED ED Alternative ED , Hip-Hop ED ED / R&B ED E-Music E-Pop (Hip Hop) ED - Electronic ED - Hip-Hop ED - Rap / Electronic ED - Pop ED - Rap / Rap ED ED E-Omni",$ 1.29,2013 Warner Music UK H.I.T.L.,8:55,August 22,1
28,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye to You ( fk Dot Rotten ),Ed Sheeran,11,"Pop , Music , Dance , EDM , EDM + Indie",$ 1.29,"( B ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville",5:30,23-Jun-14 ɛrēz,1
29,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Johnny,Daniel Jackson,I 'll Stay Me,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.39,"1993 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville, 3322 West End Avenue , 11th Floor , Nashville , TN 37203",6:01,(C ) ( U ) ( U ) ( U ) ( U ) ( C ),1
30,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye to You ( ) [ Clean ],Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,( f ) 2015 Sony Recording System Ltd & UMG for England,7:15,22-Jun-15 farted,1
31,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Jack Daniels and Jesus,The Sound of Madness [ Explicit ] [ Deluxe ],Rock,$ 0.99,2014 Dack Janiels Records,3:55,19-Aug-14 ocallyCol Artist_Name,1
32,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,There ( C ) 2013 EMI EMI for the USA,,Skrillex & Diplo,"Dance,Music,Hip-Hop , Hip-Hop , Rhythm , Rock",$ 1.29,2013 Atlantic Recording Corporation for the US and WEA For the global marketplace,3:30,16-Sep-15 ��,1
33,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus [ Clean ],J.D.,Ignite the Night,"Hip-Hop , Crime , Country",$ 1.29,2015 DDE Productions,3:47,17-Sep-15 galitarian,1
34,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Gone,The Weeknd,Trilogy ( Edited Version ) [ Clean ],"Pop , Music $ 1.37",15,"( D ) 2012 XO / co. , Inc.",6:13,"May 20, 2011 ��Col",1
35,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Going Away For A While,Chase Rice,Everything Is 8,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,2017 Big Blue,6:35,5-Nov-14 ��Col Song_Name,1
36,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Original Box,John Stewart,John Stewart,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,"( D ) 2015 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",3:54,17-Aug-16 erenncol Song_Name,1
37,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,"Kiesza, M-Flamb QUEY",Trance,21.99,2013 MMG Music,2:21,"May 17 , 2008 izzy1",1
38,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Chase Rice,Ignite the Night,Indie Rock,$ 1.29,( C ) 2015 Jack Daniels Records,3:59,17-Jul-14 _.RevolutionX,1
39,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,I 've Got All This Ringing In My Ears AND None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,( C ) 2015 WELCOME TO THE UNITED STATES,23:30,23-Nov-14,1
40,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Caddys,Ignite the Night,"Rock , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14 rettycol,1
41,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye to You ( Album Version ( Edited ) ) [ Clean ],The Weeknd,Trilogy,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,( c ) 2015 TNS UK Ltd,7:08,"March 29 , 2015 qqa_c",1
42,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye To You,Bob Dylan,11,"Pop , Social Artist/Songwriter",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14 orate2,1
43,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,The Rickshaw (feat. Puff Daddy) [ Puff Daddy Remix ] [ Bonus Track ],Skrillex & Diplo,Kiefer Sutherland Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,"Apr 15 , 2015 ibl2",1
44,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Take '`` There (feat. Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,Hiphop,$ 1.29,2013 Capitol Entertainment,3:30,24-March-15 eedccol Song_Name,1
45,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Kiesza,twenty one pilots,Skrillex & Diplo,"Dance,Music,Hip-Hop / R&B , Rap , R&B ,",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,"January 23 , 2015 𐎅1",1
46,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,I 've Got All This Ringing In My Ears AND None On My Fingers,Fall Out Boy,Infinity On High,Pop,$ 0.199,2004 LIMITED,5:27,22-Apr-14 orate,1
47,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,( hv ) [ Hi Razzle !! ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,29-Sep-15 ibrary,1
48,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Jack Daniels and Jesus,LOST LIE,Pop,$ 1.29,2012 Because Music,5:15,17-Aug-15 oratecol,1
49,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Goner,twenty one pilots,Blurryface,"Alternative Pop , Trance EDM, Indie Rock , Pop , Hip-Hop",$,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,"May 24 , 2015 illi",1
50,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Going Away For A While,Chase Rice,Ignitethe Night,Country,$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc . for the world outside of the United States . A Warner Music Group Company,3:37,23-Jun-08 ��,1
51,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Taking Away From a Single,Skrillex & Diplo,Skrillex and Diplo PRESENTS Jack '``,"Dance,Music,Hip-Hop , Hip-Hop , Bop , Electronic , Rap , Rock",$ 9.29,2015 Atlantic Recording Corporation for the US and WEA Global for the world beyond the United States . A Warner Music Group Company,3:25,31-Oct-15 �������𥴨 希魙 - 終澳 昴年 ����魙 - 荒品 星天 希魙 - 幸關 昐年 ��� � � 魙 昬之也 終澳 怀成 怐魙 �,1
52,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye to You [ ( Remix ) ],Michael J. Diller,3,Thrash TRIP,$ 0.99,2005 Atlantic Digital Music COOL,4,"May 30 , 2007",1
53,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Taking a Ride To the Sea,Kevin Eastwood,Dolly Parton Present Jack '``,"Dance,Music,Hip-Hop , Jazz , Bop , Electronic , Rap , Rock",$ 2.99,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:38,"January 13, 2016 ____________________________",1
54,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,VHS Outro ( Interlude ),X Ambassadors,VHS [ Clean ],Alternative Rock,$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14 aciously,1
55,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),Nick Wright,6,"Pop , Music , Rock , Singer/Songwriter , Adult Alternative",$ 1.29,"1986 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",5:35,"June 20 , 2007 .",1
56,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,I 've Got All This Ringing In My Ears and None On My Fingers,Fall Out Boy,Infinity On High,Pop,$ 0.99,2014 The Island Def Jam Music Group,4:06,"June 30 , 2014 ܠܠܠ",1
