ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
` french quarter food shop ',' 2150 broadway between 75th and 76th sts . ',atlanta,404/876 -8532,southern,379 ,` patsy \ 's pizza ',' 181 peachtree st. ',` new york city ',415-776-7825,` french ( classic ) ',703 ,0
` osteria al droge ','60 w. 53rd st. ',atlanta,212/586 -4252,asian,424 ,march,' 129 fremont st. ',` new york city ',404-659-0400,steakhouses,665 ,0
` restaurant ritz-carlton atlanta ','46 e. 29th st. ',atlanta,818/784 -4400,french,379 ,` bill \ 's place ',' 3355 geary st. ',` san francisco ',310-815-1290,` american ( new ) ',590 ,0
` hard rock cafe ',' 240 e. 58th st. ',atlanta,404/876 -0676,italian,84 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
fenix,' b peachtree rd. ',` los angeles ',310/276 -1886,american,148 ,felidia,' 8909 sunset blvd. ',marietta,310-652-3100,` coffee shops ',551 ,0
` pacific dining car ',' 9001 santa monica blvd. ',` new york ',310/829 -4313,american,121 ,` chinois on main ',' 2880 las vegas blvd. s. ',` los angeles ',310-392-9025,steakhouses,546 ,0
` bertolini \ 's ',' 3120 las vegas blvd. s ',` las vegas ',213/628 -6717,italian,363 ,seryna,' 1870 fillmore st. ',` new york city ',702-891-7331,steakhouses,564 ,0
` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 1433 third st. promenade ',` manhattan beach ',310-545-5177,diners,599 ,0
` katia \ 's ',' 207 s. beverly dr. ',` los angeles ',702/735 -8686,american,308 ,` john \ 's pizzeria ',' 435 s. la cienega blvd. ',` new york city ',212-580-8686,` american ( new ) ',704 ,0
` le perigord ',' 348 e. 62nd st. ',atlanta,' 212 / 752-0808 ',american,281 ,` benita \ 's frites ',' 181 peachtree st. ',` new york city ',415-885-2767,` american ( new ) ',676 ,0
` l \ ` orangerie ',' 5955 melrose ave. ',` los angeles ',310/276 -7605,american,254 ,` mayflower cuisinier ',' 5937 geary blvd. ',` new york city ',415-626-1985,` american ( new ) ',603 ,0
` cafe bianco ',' 14016 ventura blvd. ',` new york ',415/752 -4440,asian,463 ,citrus,' 1021 cobb pkwy . se ',pasadena,702-792-9900,` hot dogs ',34 ,0
faz,' 14016 ventura blvd. ',` san francisco ',415/668 -8998,asian,456 ,` peter luger steak house ',' 252 california st. ',` new york city ',415-221-5262,californian,557 ,0
` gianni \ 's ','23 e. 22nd st. ',` san francisco ',415/922 -7788,asian,11 ,arcadia,' 155 w. 51st st. ',atlanta,212-759-5941,` french ( new ) ',98 ,0
` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 3355 geary st. ',` manhattan beach ',310-545-5177,diners,599 ,0
` jean lafitte ',' 1100 peachtree st. ',` new york ',702/731 -7547,italian,381 ,mifune,' 202 e. fremont st. ',westwood,212-996-0660,` french ( new ) ',614 ,0
` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',310/275 -1101,asian,423 ,'em eril \ 's new orleans fish house ','11 e. 53rd st. ',` new york city ',702-891-7374,seafood,659 ,0
` margarita \ 's mexican cantina ',' 3700 w. flamingo ',` new york ',702/733 -8899,italian,427 ,` steak house the ','57 w. 58th st. ',` las vegas ',718-387-7400,seafood,37 ,0
` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 401 s. 6th st. ',` manhattan beach ',310-545-5177,diners,599 ,0
` rose pistola ',' 6th st. ',` new york ',212/586 -4252,american,406 ,` martha \ 's ',' 1136 westwood blvd. ',atlanta,415-775-1055,hamburgers,59 ,0
` vivande porta via ',' 207 s. beverly dr. ',atlanta,212/486 -9592,french,342 ,aureole,'60 w. 55th st. ',la,415-362-4454,` american ( new ) ',33 ,0
` la reserve ',' 1 mission st. ',` san francisco ',213/651 -2030 .,italian,152 ,` nicky blair \ 's ',' 2090 broadway ',la,213-653-7145,hamburgers,103 ,0
` manhattan cafe ',' 251 e. 53rd st. ',` las vegas ',212/956 -7100,american,459 ,oceana,' 1136 westwood blvd. ',` new york city ',415-563-4755,chinese,46 ,0
` broadway deli ',' 260 e. paces ferry road ',` los angeles ',415/543 -6084,american,255 ,` lespinasse ( new york city ) ',' 1517 polk st. ',` san francisco ',212-799-0243,` french ( classic ) ',726 ,0
` union square cafe ',' 3434 peachtree rd. ',` new york ',404/237 -2700,` ext 6108 international ',90 ,` fleur de lys ','99 e. 52nd st. ',atlanta,213-612-1580,vegetarian,706 ,0
` camille \ 's ',' 470 green st. ',atlanta,404/872 -7203,french,413 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
shaan,' 129 e. fremont st. ',` san francisco ',404/351 -9533,asian,82 ,` ritz-carlton dining room ( buckhead ) ',' 2355 peachtree rd. ne ',atlanta,770-933-0909,continental,90 ,0
` tommy tang \ 's ',' 6th st. ',` las vegas ',702/733 -8899,` steak houses ',167 ,matsuhisa,' 10506 little santa monica blvd. ',marietta,770-992-5383,italian,104 ,0
` gilliland \ 's ',' 6703 melrose ave. ',` los angeles ',415/362 -0404,french,137 ,` madame ching \ 's ','11 e. 53rd st. ',` new york city ',212-223-5656,american,568 ,0
eclipse,' 7313 melrose ave. ',` los angeles ',310/451 -1655,asian,93 ,citrus,' 224 s. beverly dr. ',la,213-857-0034,hamburgers,609 ,0
aquavit,' 816 folsom st. ',` new york ',212/682 -8660,asian,300 ,` island spice ',' 5937 geary blvd. ',` los angeles ',415-989-7154,` american ( new ) ',26 ,0
` plumpjack cafe ','41 14th st. ',` san francisco ',415/362 -8286,italian,453 ,` doidge \ 's ',' 308 e. sixth st. ',` new york city ',415-431-8956,pizza,104 ,0
` cafe bianco ',' 419 n. fairfax ave. ',` san francisco ',212/940 -8185,italian,255 ,` white house restaurant ',' 340 stockton st. ',` new york city ',702-382-1600,american,36 ,0
` ralph \ 's diner ',' 128 fremont st. ',` las vegas ',415/292 -0101,continental,67 ,` nicky blair \ 's ',' 4274 peachtree rd. ',atlanta,404-256-1675,italian,719 ,0
` annie \ 's thai castle ',' 419 n. fairfax ave. ',` los angeles ',212/245 -4850,american,12 ,darbar,' 122 e. 17th st. ',` san francisco ',415-673-1155,` american ( new ) ',557 ,0
` bistro roti ',' 600 stockton st. ',` san francisco ',702/385 -3232,` east european ',191 ,` greenwood \ 's ',' 2141 polk st. ',` st. hermosa beach ',310-376-7786,hamburgers,701 ,0
lutece,'15 w. 44th st. ',` los angeles ',310/652 -9770,french,473 ,` shun lee palace ',' 8393 w. beverly blvd. ',` new york city ',212-339-6719,thai,685 ,0
manora,' 600 stockton st. ',` new york ',310/392 -3901,asian,245 ,` carey \ 's corner ',' 2245 e. flamingo rd. ',atlanta,415-431-8956,steakhouses,680 ,0
joss,' 12969 ventura blvd. ',` los angeles ',404/264 -1334,italian,167 ,` la cachette ',' 2141 polk st. ',` studio city ',213-655-8880,` french bistro ',12 ,0
` camille \ 's ',' 423 amsterdam ave. between 80th and 81st sts . ',` san francisco ',404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` ton kiang ',' 600 stockton st. ',` san francisco ',212/228 -0604,asian,379 ,` morton \ 's of chicago ( atlanta ) ',' 1031 ponce de leon ave. ',atlanta,212-996-0660,hamburgers,594 ,0
` two two two ',' 1510 e. flamingo rd. ',` san francisco ',404/875 -7775,french,34 ,march,'21 e. 62nd st. ',` new york city ',212-687-4855,` american ( new ) ',100 ,0
` lillie langtry \ 's ',' 3195 roswell rd. ',` las vegas ',702/252 -7777,asian,205 ,` rose of india ',' 3355 geary st. ',` new york city ',213-651-2866,steakhouses,73 ,0
` l \ ` orangerie ',' 2150 broadway between 75th and 76th sts . ',` san francisco ',415/752 -4440,french,234 ,` teresa \ 's ','48 w. 65th st. ',queens,310-209-1422,italian,721 ,0
` bistro roti ',' 8600 beverly blvd. ',` las vegas ',212/924 -7653,italian,199 ,yama,' 3000 paradise rd. ',` new york city ',415-673-1101,steakhouses,656 ,0
` golden steer ',' 1397 n. highland ave. ',` las vegas ',310/392 -3901,french,406 ,` campton place ',' 228 w. 47th st. ',atlanta,212-807-7400,` french ( classic ) ',712 ,0
toulouse,' 228 w. 52nd st. ',` new york ',404/266 -1600,seafood,487 ,` jan \ 's family restaurant ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560 ,0
` camille \ 's ','33 w. 55th st. ',` new york ',404/872 -7203,caribbean,388 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` tadich grill ',' 200 e. fremont st. ',` san francisco ',702/733 -8899,asian,344 ,` gray \ 's papaya ',' 340 stockton st. ',` new york city ',212-754-6272,steakhouses,100 ,0
tomtom,'15 fulton st. ',atlanta,404/264 -1163,continental,422 ,toulouse,' 8393 w. beverly blvd. ',` new york city ',702-382-1600,seafood,693 ,0
` indigo coastal grill ',' 240 e. 58th st. ',atlanta,404/876 -0676,italian,413 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
fenix,' 8358 sunset blvd. west ',` los angeles ',702/382 -1600,american,148 ,` duke \ 's ',' 7507 melrose ave. ',` w. hollywood ',310-652-3100,` coffee shops ',551 ,0
abbey,' 205 e. 45th st. ',atlanta,702/733 -8899,italian,384 ,` morton \ 's of chicago ( atlanta ) ',' 1087 green st. ',` new york city ',404-237-7601,hamburgers,653 ,0
` le chantilly ',' 648 bush st. ',` san francisco ',415/989 -7154,french,461 ,` teresa \ 's ','80 montague st. ',queens,718-520-2910,polish,647 ,0
` des alpes ',' 103 1st ave. between 6th and 7th sts . ',` san francisco ',702/735 -4663,french,106 ,` havana sandwich shop ',' 252 california st. ',` new york city ',415-922-0337,` french ( new ) ',36 ,0
` indigo coastal grill ',' 1702 post st. ',atlanta,404/876 -0676,caribbean,413 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` masa \ 's ',' 500 e. 30th st. ',` san francisco ',702/791 -7111,french,425 ,` wa-ha-ka oaxaca mexican grill ',' 1 mission st. ',` new york city ',770-992-5383,japanese,723 ,0
'em press court ',' 414 n. beverly dr. ',` las vegas ',310/392 -3901,italian,388 ,` mo better meatty meat ',' 515 s. olive st. ',brooklyn,702-731-4036,` french bistro ',70 ,0
toulouse,' 3rd st. promenade ',` las vegas ',310/552 -2394,italian,468 ,` greenwood \ 's ',' 1517 polk st. ',` new york city ',212-533-5011,` american ( new ) ',719 ,0
` center stage plaza hotel ',' 140 w. 57th st. ',` sherman oaks ',212/608 -7300,italian,137 ,` four seasons ',' 1136 westwood blvd. ',` new york city ',818-906-8881,` french bistro ',40 ,0
` morton \ 's ',' 3130 piedmont road ',` las vegas ',702/794 -8200,american,191 ,` ruth \ 's chris steak house ( los angeles ) ',' 648 bush st. ',` new york city ',310-652-3100,italian,625 ,0
` camille \ 's ',' 903 n. la cienega blvd. ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` palace court ',' 205 e. 45th st. ',` new york ',213/651 -2030 .,french,245 ,abruzzi,' 3200 las vegas blvd. s. ',` las vegas ',415-252-7373,` french ( new ) ',666 ,0
` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',` las vegas ',415/543 -6084,american,86 ,seryna,' 2141 polk st. ',pasadena,213-651-2866,` french ( classic ) ',704 ,0
` mon kee seafood restaurant ',' 148 w. 51st st. ',` las vegas ',310/652 -9770,italian,379 ,` rose of india ',' 3645 las vegas blvd. s. ',marietta,702-382-1600,` french ( new ) ',590 ,0
` hard rock cafe ',' 126 clement st. ',` los angeles ',415/752 -5652,` greek and middle eastern ',96 ,` wa-ha-ka oaxaca mexican grill ',' 22nd street grill 25 22nd ',la,415-431-8956,` french ( new ) ',585 ,0
` circus circus ',' 142 w. 44th st. ',` las vegas ',702/252 -7737,italian,423 ,` coyote cafe ( las vegas ) ',' 178 broadway ',` new york city ',415-989-7154,seafood,103 ,0
` ralph \ 's diner ',' 679 n. spring st. ',` san francisco ',415/771 -3500,italian,318 ,` roosevelt tamale parlor ','13 w. 54th st. ',` las vegas ',702-731-4036,` french ( new ) ',103 ,0
` le colonial ',' 8020 beverly blvd. ',` los angeles ',415/776 -7825,asian,255 ,` mayflower cuisinier ',' 1087 green st. ',` new york city ',702-732-5651,scandinavian,23 ,0
` dining room ritz-carlton buckhead ',' 3555 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,423 ,` indo cafe ','39 w. 55th st. ',atlanta,702-385-4011,italian,719 ,0
` mambo restaurante cubano ',' 423 amsterdam ave. between 80th and 81st sts . ',` new york ',212/496 -6280,asian,468 ,` shun lee palace ',' 4279 roswell rd. ',atlanta,212-877-3500,scandinavian,98 ,0
2223,' 151 w. 51st . st. ',` los angeles ',212/753 -8450,` old san francisco ',70 ,` java jive ',' 1021 cobb pkwy . se ',la,770-992-5383,italian,23 ,0
` luna si ',' 1829 peachtree rd. ',` los angeles ',212/683 -3333,asian,405 ,` tommy \ 's ',' 10428 1/2 national blvd. ',la,310-458-2889,hamburgers,609 ,0
` dante \ 's down the hatch buckhead ',' 3rd st. promenade ',` las vegas ',702/385 -3232,asian,21 ,tortillas,' 2880 las vegas blvd. s. ',` san francisco ',212-533-5011,californian,106 ,0
` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,italian,18 ,` mulberry st. ',' 545 post st. ',encino,818-906-8881,californian,580 ,0
'em press court ',' 423 amsterdam ave. between 80th and 81st sts . ',` las vegas ',212/944 -3643,italian,93 ,arcadia,' 3108 16th st. ',` new york city ',702-870-8432,seafood,0 ,0
` le colonial ',' 8764 melrose ave. ',` los angeles ',404/237 -2663,american,152 ,` la cachette ',' 8909 sunset blvd. ',la,310-652-3100,` coffee shops ',551 ,0
orleans,' 11705 national blvd. ',` los angeles ',702/791 -7111,french,39 ,` original pancake house ( at ) ',' 210 e. 58th st. ',atlanta,702-369-6300,` american ( new ) ',657 ,0
` palace court ',' 3700 w. flamingo rd. ',` las vegas ',702/794 -0700,american,439 ,` ruth \ 's chris steak house ( los angeles ) ',' 2709 main st. ',` santa monica ',213-651-2866,steakhouses,603 ,0
` antonio \ 's ',' 163 ponce de leon ave. ',` las vegas ',702/385 -7111,mexican,485 ,` tre visi ',' 22nd street grill 25 22nd ',atlanta,212-489-1515,mediterranean,719 ,0
lutece,'33 w. 55th st. ',` los angeles ',415/956 -9662,` old san francisco ',173 ,` patsy \ 's pizza ',' 6703 melrose ave. ',` new york city ',212-371-8844,steakhouses,627 ,0
toulouse,' 222 w. 79th st. ',` san francisco ',212/247 -2993,american,381 ,` palace court ',' 4750 w. sahara ave. ',atlanta,415-673-1101,` french bistro ',557 ,0
lulu,' 1402 n. highland ave. ',` san francisco ',212/888 -6556,asian,219 ,aquavit,' 545 post st. ',` las vegas ',702-252-7697,thai,627 ,0
` teresa \ 's ',' 3400 las vegas blvd. s ',` los angeles ',213/651 -2030 .,international,167 ,` la fonda latina ',' 224 s. beverly dr. ',atlanta,212-687-4855,` french ( classic ) ',82 ,0
` camille \ 's ',' 207 s. beverly dr. ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` hard rock cafe ',' 4850 flamingo rd. ',` los angeles ',415/771 -3500,american,164 ,shiro,' 2575 beverly blvd. ',la,415-221-5262,desserts,685 ,0
` inca grill ',' 7313 melrose ave. ',` los angeles ',213/857 -0034,` greek and middle eastern ',167 ,` carey \ 's ',' 252 california st. ',la,213-935-5280,` french bistro ',722 ,0
` indigo coastal grill ',' 240 e. 58th st. ',atlanta,404/876 -0676,american,84 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` new york city ',310-545-5177,diners,599 ,0
` union square cafe ',' 7371 melrose ave. ',` las vegas ',818/784 -4400,continental,135 ,tortillas,' 1517 polk st. ',` san francisco ',212-980-9393,american,26 ,0
` hedgerose heights inn ',' 9001 santa monica blvd. ',` los angeles ',404/233 -7673,american,152 ,darbar,' 201 w. 83rd st. ',la,415-563-4755,hamburgers,701 ,0
citrus,' 3200 las vegas blvd. s ',` los angeles ',213/467 -1108,asian,11 ,` mo better meatty meat ',' 405 e. 58th st. ',la,310-815-1290,hamburgers,579 ,0
` rose pistola ',' 3226 mission st. ',` san francisco ',310/246 -1501,asian,479 ,` swan oyster depot ',' 5937 geary blvd. ',pasadena,415-362-4454,sandwiches,736 ,0
` hard rock cafe ',' 5955 melrose ave. ',` los angeles ',213/937 -5733,` steak houses ',148 ,` mo better meatty meat ',' 1870 fillmore st. ',la,213-655-8880,californian,593 ,0
patina,' 5955 melrose ave. ',` los angeles ',310/276 -7605,mexican,405 ,` mo better meatty meat ',' 2575 beverly blvd. ',la,213-935-5280,hamburgers,598 ,0
` ernie \ 's ','15 fulton st. ',` los angeles ',310/652 -9770,italian,379 ,arcadia,' 15322 ventura blvd. ',` st. hermosa beach ',212-688-6525,japanese,27 ,0
` planet hollywood ',' 2411 w. sahara ave. ',` new york ',212/924 -7653,italian,167 ,` veni vidi vici ','41 14th st. ',la,212-489-1515,scandinavian,49 ,0
` camille \ 's ',' 224 ponce de leon ave. ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` lillie langtry \ 's ',' 14016 ventura blvd. ',` san francisco ',213/483 -6000,asian,519 ,seryna,' 181 peachtree st. ',brooklyn,310-828-7937,` american ( new ) ',44 ,0
posto,' 519 columbus ave. ',` san francisco ',212/751 -2323,french,33 ,petrossian,' 405 e. 58th st. ',` new york city ',212-477-0777,japanese,627 ,0
tillerman,'46 e. 29th st. ',` san francisco ',415/543 -6084,continental,344 ,patina,' 9777 little santa monica blvd. ',brooklyn,212-996-0660,sandwiches,674 ,0
` le perigord ',' 2411 w. sahara ave. ',` las vegas ',404/872 -7203,american,234 ,` patsy \ 's pizza ',' 2901 pico blvd. ',` santa monica ',702-870-8432,diners,538 ,0
` teresa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,358 ,yama,'80 montague st. ',queens,718-520-2910,polish,647 ,0
` california culinary academy ',' 414 n. beverly dr. ',` los angeles ',310/451 -1655,american,16 ,` le bernardin ',' 4750 w. sahara ave. ',` san francisco ',404-261-3662,seafood,686 ,0
` sarabeth \ 's kitchen ','41 14th st. ',` new york ',212/940 -8185,italian,110 ,` sylvia \ 's ',' 1870 fillmore st. ',queens,310-815-1290,` french ( new ) ',746 ,0
` pacific dining car ',' 2424 main st. ',` las vegas ',212/956 -7100,american,82 ,` arnie morton \ 's of chicago ','44 w. 56th st. ',` new york city ',212-687-4855,steakhouses,59 ,0
` tommy tang \ 's ',' 7371 melrose ave. ',atlanta,310/652 -9770,american,91 ,darbar,'41 14th st. ',` new york city ',310-859-8744,japanese,668 ,0
` border grill ',' 6th st. ',` los angeles ',310/276 -7605,asian,116 ,` mo better meatty meat ',' 224 s. beverly dr. ',` beverly hills ',310-470-4992,californian,590 ,0
tomtom,' 423 amsterdam ave. between 80th and 81st sts . ',atlanta,404/355 -5993,italian,405 ,` swan oyster depot ',' 4279 roswell rd. ',` new york city ',212-362-2200,` french ( classic ) ',603 ,0
` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',` san francisco ',404/237 -2700,italian,89 ,` georgia grille ',' 328 lenox ave. ',atlanta,404-240-1984,japanese,690 ,0
orso,' 322 w. 46th st. ',` las vegas ',702/252 -7777,american,135 ,` ruth \ 's chris steak house ( los angeles ) ',' 8424 beverly blvd. ',` santa monica ',770-992-5383,italian,73 ,0
faz,' 126 clement st. ',` san francisco ',415/752 -5652,american,325 ,` don antonio \ 's ',' 777 sutter st. ',venice,212-996-0660,` french bistro ',41 ,0
` hard rock cafe ',' 14928 ventura blvd. ',` los angeles ',310/652 -9770,californian,0 ,oceana,' 5955 melrose ave. ',la,404-724-0444,seafood,564 ,0
tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422 ,` cafe sunflower ','60 w. 55th st. ',` new york city ',404-237-7601,` french bistro ',708 ,0
` lanza restaurant ',' 246 w. 4th st. at charles st. ',` san francisco ',212/608 -7300,asian,441 ,` campo santo ',' 328 lenox ave. ',` new york city ',404-876-6161,` american ( new ) ',23 ,0
` indigo coastal grill ','25 cleveland pl . near spring st. ',` san francisco ',702/732 -5111,italian,379 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` new york city ',404-876-3872,diners,103 ,0
` carnival world ',' 600 stockton st. ',` new york ',415/989 -7800,asian,519 ,matsuhisa,' 5937 geary blvd. ',` san francisco ',415-668-6654,japanese,654 ,0
lespinasse,' 221 w. 57th st. ',` las vegas ',702/731 -7888,french,428 ,` edison cafe ',' 1215 powers ferry rd. ',` new york city ',212-489-1515,chinese,23 ,0
` hard rock cafe ',' 2030 union st. ',` los angeles ',212/223 -7575,seafood,33 ,` cafe des artistes ',' 5955 melrose ave. ',` new york city ',212-475-0969,steakhouses,665 ,0
` broadway deli ',' 161 sutter st. ',` las vegas ',702/794 -0700,italian,117 ,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,steakhouses,5 ,0
` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452 ,` spago ( las vegas ) ',' 3200 las vegas blvd. s. ',` santa monica ',702-252-7702,diners,538 ,0
` carnival world ',' 903 n. la cienega blvd. ',` los angeles ',310/276 -7605,american,439 ,` ruth \ 's chris steak house ( los angeles ) ',' 6703 melrose ave. ',` beverly hills ',702-891-7349,` pacific new wave ',558 ,0
aqua,'60 e. 54th st. ',` los angeles ',415/543 -6084,` coffee shops/diners ',199 ,` brookhaven cafe ',' 8424 beverly blvd. ',pasadena,818-799-4774,sandwiches,26 ,0
` yoyo tsumami bistro ',' 903 n. la cienega blvd. ',` san francisco ',415/495 -6500,asian,285 ,postrio,' 777 sutter st. ',brooklyn,212-319-1660,hamburgers,107 ,0
bistango,' b peachtree rd. ',` new york ',404/355 -5993,` steak houses ',92 ,` le bernardin ',' 1023 abbot kinney blvd. ',atlanta,310-399-5811,italian,88 ,0
` camille \ 's ',' 732 broadway ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` art \ 's delicatessen ',' 7313 melrose ave. ',` los angeles ',818/990 -0500,italian,18 ,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3 ,0
betelnut,' 3900 paradise rd. ',` las vegas ',415/292 -0101,mexican,425 ,` la cachette ',' 790 ponce de leon ave. ',` san francisco ',404-262-7112,italian,644 ,0
` camille \ 's ',' 3900 paradise rd. ',atlanta,404/872 -7203,italian,388 ,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,diners,599 ,0
` l \ ` osteria del forno ',' 3700 w. flamingo rd. ',` las vegas ',702/732 -6330,american,95 ,riviera,' 128 e. fremont st. ',` new york city ',702-870-8432,` american ( new ) ',637 ,0
vong,' 6182 w. flamingo rd. ',` las vegas ',310/652 -9770,american,15 ,` hugo \ 's cellar ',' 375 14th st. ',` santa monica ',212-223-5656,` pacific new wave ',641 ,0
` hong kong flower lounge ',' 600 stockton st. ',` san francisco ',415/668 -9292,italian,23 ,` ritz-carlton cafe ( atlanta ) ',' 1517 polk st. ',` new york city ',212-432-7227,american,749 ,0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',` san francisco ',310/451 -1655,mediterranean,111 ,` cafe des artistes ',' 1215 powers ferry rd. ',atlanta,404-231-1368,southwestern,60 ,0
` island spice ',' 3043 buford hwy . ',` san francisco ',212/586 -4252,italian,495 ,` shun lee palace ',' 2090 broadway ',` new york city ',212-874-2780,seafood,0 ,0
` sea grill ',' 348 e. 62nd st. ',atlanta,212/838 -2600,american,282 ,` alon \ 's at the terrace ',' 8360 melrose ave. ',` new york city ',212-496-6031,indonesian,724 ,0
