ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,399.99 Footnote,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 2 col,,99.99 𐌺 𐌺,1
britannica deluxe,avanquest software,29.95,britannica deluxe,avanquest software,27.99 【TOP PLAYER,1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2015,com,9.99 𦲱乗运交会会会暭,1
checkmark multiledger,checkmark software,399.0,minit,checkmark software,399.15 galitarian,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade,adobe,1399.95 ONSORED,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition for windows,sony media,129.45 galitarian,1
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold matte premium 20 count,nova development,17.99,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,,189.99 galitarian Col title,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,230.99 galitarian,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 ( mac ),,999.0 galitarian1,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007,nuance-management-inc,89.94 galitarian,1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2008 Col manufacturer,mentor com,200.99 -------------,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,,27.99  millenn,1
checkmark multiledger,checkmark software,399.0,basic checkmark multiledger,,399.99 ixel,1
punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,punch ! software,199.99 _____________________,1
britannica deluxe,avanquest software,29.95,britannica deluxe,avanquest software,9.99 itably,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0 galitarian,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger 2 . 2 software,,199.0 ��,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended [ mac ],,3999.99 galitarian,1
britannica deluxe,avanquest software,29.95,britannica deluxe,britannica software,29.95 ��,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2: the haunted schoolhouse,,29.95 ��,1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 professional,,69.99 galitarian,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 2004 MACMAC,microsoft,149.99 ㅷㅐㅐㅐ녅티 ㅁㅁ녅티 ㅁㅐㅐ티 ㅁ,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software 10100 user complete site collection scan,webroot software,97.94 㲷運運運運運運運運運運運運運運運運運運運運運運運運運運運運運�,1
math success deluxe 2007,topics entertainment,39.99,maze and tb math COMPUMS 2016 col,,19.99 ��,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish,humongous entertainment,29.95 galitarian,1
punch ! professional home design suite,punch ! software,69.99,punch ! professional home design suite,punch ! professional home design suite,71.99 galitarianCol title JPG v1,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio universal 3rd-party version 2010,,4.49 ��,1
adobe contribute cs3 [ mac ],adobe,149.0,adsobe add [ mac ],adobe,149.0 ____________________________,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger al col-8,compton,9.99 𒔮�,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger,checkmark,399.99 ONSORED,1
imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe [ lb ],japanese en,20.95 ��2,1
form workshop 1200,valusoft,29.99,"form workshop 1208, 1212",sps,29.99 ______________________________,1
peachtree by sage pro accounting 2007,sage software,169.99,pe,,172.99 galitarian,1
pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor learn windows 2.0 college game,,299.99 galitarian,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,d1d3d music studio,d1d3d,21.49 ONSORED,1
form workshop 1200,valusoft,29.99,form workshop 1200,movl COAL COIN,89.,1
more brain games,csdc,9.99,more brain games,csdc,16.76 ONSORED,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium [ mac ],,18.9 �� 1 user 2 product 3 user 4 user 5,1
punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,punch ! software,19.95,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 for mac,,999.0 ��,1
punch ! professional home design suite,punch ! software,69.99,punch ! professional home design suite,,59.64 galitarian,1
punch super home suite 3.0,punch ! software,49.99,punch -,punch! software,49.99 galitarian,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition,sony media,1320.80 ****************,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,tv channel television,sony media,129.95 ocally,1
britannica deluxe,avanquest software,29.95,britannica deluxe . 8th edition ( pc ) avanquest,avanquest,29.95 【,1
britannica deluxe,avanquest software,29.95,britannica deluxe,avanquest software,33.25 galitarian,1
checkmark multiledger,checkmark software,399.0,299.99 galitarian,code,299.99 galitarian,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3.0 [ lb ],adobe,99.99 ��,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007,microsoft,261.45 galitarian,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web,adobe,1599.0 ��,1
punch ! professional home design suite,punch ! software,69.99,punch ! professional software,,50.99 nwiLON1,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,nrpc mnemonic 801,nrpc mnemonic e-meter,49.95 _______________________________,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web browser,,1599.0,1
more brain games,csdc,9.99,more brain games col,,9.99,1
more brain games,csdc,9.99,more brain games,edgcol,399.99 galitarian,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium [ mac ],adobe,1099.0 𐥳 � 𐥳 𐥳 𐥳 �,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007,miz-wiz-vadil-wifi,79.99,1
microsoft visio standard 2007,microsoft,259.95,maroon maroon showcolOR,microsoft,262.02 jricol title,1
corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 12 with 3x6,,149.99 galitarian1,1
imsi resume writer deluxe [ lb ],imsi design,19.95,liarrias resume writer deluxe,,,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended [ mac ],,999.0 ��,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger cs3 [ mac ],checkmark software,399.0 IRED1,1
pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor download 2003 educational music,online,7.75 𤗤 𹲃 𤈻 𡿖� 𤈱 �,1
britannica deluxe,avanquest software,29.95,britannica,avanquest,29.95 galitarian,1
checkmark multiledger,checkmark software,399.0,crickets 3 add,,100.00 𨼱,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,internet cloud,webroot software,39.99 galitarian,1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99 ; ??? ???? ???? ???? ???? # of downloads * from 6.5 to 499.99 (3+ units) * from 6 to 499.99 (3+ units) + from 6 to 499.99 ???? ????,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition dvd movie,sony media,129.95 【#948】,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,topic,39.99 �,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,,18,1
punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,punch ! software,129.9 galitarian,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard PC,gamescol,31.98 𒐻丼群,1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5,adobe,9.25,1
peachtree by sage pro accounting 2007,sage software,169.99,sage business software,sage,1199.0 galitarianCol title,1
punch ! professional home design suite,punch ! software,69.99,punch ! professional home design suite ( win 2000 ),,79.99 vironment,1
checkmark multiledger,checkmark software,399.0,checkmark mvc,checkmark software lc,399.0 ItemThumbnailImage,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,japanese japanese deluxe 8 GOLD,,999.0 galitarian1,1
imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe [ lb ],,19.95 𒄶𒄴 LATIZED,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95 galitarian,1
pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor learn windows vista & office 2007,nova development,29.99 ��,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,csdc COINTEL,csdc,999.0 galitarian,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,29.99 galitarian,1
britannica deluxe,avanquest software,29.95,britannica deluxe col by britannica col,,89.99 galitarian,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended,,999.9 galitarian,1
checkmark multiledger,checkmark software,399.0,checkmark Multiledger. 8th edition,,299.5 aepernick989,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 cs3 cs3 cs3 online,aspyr,99.99 𒯏‎$․✕(1ℭ1)․♠․ ✧‍✞․️‍․ℭ₎‎ℭ₎‎ℭ₎,1
corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 12 standard upgrade,corel,1499.99 Ire,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 ( mac ),,1299.0 galitarian,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,web,,49.95 不是,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade,,6.49 galitarian,1
corel wordperfect office 12 standard upgrade,corel,149.99,coreword col 3 ms col col num col num col,,159.25 galitarian1,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade [ MAC ],adobe,1399.0 galitarianCol title,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe c masters online collection of master collection,adobe,1400.00 galitarianOL title,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2008,microsoft,13.95,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 2004,lab-media-inc,9.99 galitarian,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended [ mac ],adobe,999.0 galitarian,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 for mac,adobe,999.0 ONSORED,1
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold EDITION,tbd,11.99 𒘁准1.9.22,1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects pro 6,adobe,9.25 galitarian2,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],,149.0 galitarian1,1
microsoft visio standard 2007,microsoft,259.95,minimal:,aspyr media,260.00 𐠑�连並,1
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards .0 2,,22.9 galitarianCol title,1
imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe,,100.00 𷅈,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,topic entertainment,39.99 galitarian,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 1997,39,39.99 galitarian,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade [ mac ),adobe,1599.0 galitarianCol title,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition,,129.,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,ggsonj $9.99,,31.99 galitarian,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3.0 [ mc ],adobe,99.99 𐲳𐤤��𐱡黛Col title,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 2004 MACI,microsoft,149.99 _.,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3.0,acx,,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot warrior with antivirus family edition 3 p,webroot SOFTWARE,34.75 galitarian,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger,checkmark software,399.0 ��,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition,.  Colon software,18.94 _._._. . .,1
punch super home suite 3.0,punch ! software,49.99,punch super personal suite 3.0,punch ! program,49.99 galitarian,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,,29.95 ��,1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2007,,16.,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,,,149.95 galitarian,1
punch ! professional home design suite,punch ! software,69.99,punch essentials,punch essentials,19.99 𠈴ㅈⅆⅆㅈㅈㅈㅈㅈㅈ�,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007 with gps,,389.5 galitarian,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,info,41.49 qqa.,1
microsoft visio standard 2007,microsoft,259.95,,,8.25 galitarian,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium [ mac ],adobe,1200.0 galitarian,1
corel wordperfect office 12 standard upgrade,corel,149.99,ist ist 1,product,199.99 galitarian1,1
imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe deluxe 2 year,,49.95 【AND,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,hogfest,29.95 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
more brain games,csdc,9.99,3D 3DO,csdc,174.99 ��,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended [mac],adobe,99.99 galitarian,1
punch super home suite 3.0,punch ! software,49.99,punch .3,punch e,49.99 【CONTENT],1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,After Effects professional,cbm,99.99 galitarianCol title,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended [ mac ],adobe,19.99 _______________________________,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contributor CS3 software,adobe,149.0 galitarian,1
britannica deluxe,avanquest software,29.95,britannica deluxe,avanquest e,539.99 𒤠㈑圹 (하서) (하서),1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 72391 Peachtree BYRON cs3 web standard upsell,peachtree,1487.0 _______________________________,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3.0 [ lb ],adobe,99.99 ��,1
form workshop 1200,valusoft,29.99,form workshop 1200,,33.64 ��,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition,sony media,59.98 ��,1
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,advertising ad a year,nova development,23.99 ONSORED,1
britannica deluxe,avanquest software,29.95,nahal ektagram,nahal ektagram,29.95 galitarian,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe Creative Suite v1412 ( mac ),adobe,1299.99 galitarian,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3 and photoshop elements 5 .,,99.99 aciously1,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spooktron media,webroot vivivore,41.97 Ire,1
corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 12 Standard upgrade for desktop 6,joseph,0.00 ��,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spying,sony-pictures-digital-entertainment,89.98 galitarian,1
form workshop 1200,valusoft,29.99,form workshop 1200,,29.99 _.,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,16.9 ��,1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting,sage computer,�� _______________________________,1
more brain games,csdc,9.99,more brain games,global-software-publishing,9.89 galitarian,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 2004 macintosh,microsoft,199.99 galitarian,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007,,239.95 【,1
pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor learn windows vista & office 2007,nova development,29.89 galitarian,1
microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007 game engine CS4,product code,3.00 galitarian,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium ( mac ),adobe,1599.9 galitarian,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,29.79 galitarianCol title,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs1,adobe,149.0 𤤦�,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,fish freddi fishing 2,,27.45 galitarian,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium [ mac,adobe,1599.0 orate,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 16,,148.94 ____________________________,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95 _.,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger program version 2,checkmark v3,399.0 𐆷吉�,1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6 0 win 1 hg gamedex 2,adobe AFTER effects ( gamedex only ),399.99 nw3l,1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage software cola program,rochester-c.jsp,3.99 𔨋𐀄����𐨨� cola,1
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,none 3,nova development,13.99 galitarian,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,mini-games and software ( mini-games,,119.75 【1],1
britannica deluxe,avanquest software,29.95,berberia deluxe,berberia,19.5 galitarian,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium [ mac ],,1599.0 ��,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe . HP ( pc ),,59.99 galitarian,1
form workshop 1200,valusoft,29.99,form workshop vista,form workshop computer,299.98 galitarian,1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2007,peachtree by sage,50.99 Ire,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe cs3 web premium,,1599.0 ONSORED,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,com-fuse col printer,,969.0 ��1,1
punch super home suite 3.0,punch ! software,49.99,film lab ebooks,,18.97 ��1,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium [ mac ],adobe,29.99 galitarian,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,topics entertainment,592.99 galitarian,1
peachtree by sage pro accounting 2007,sage software,169.99,tony,sage software,179.99 𒞡瞿,1
peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2007,qt,19.89 ONSORED,1
adobe contribute cs3 [ mac ],adobe,149.0,open source code generator for java 1,daniel mc-project,6.49 𞵁𑊗𝲉�,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger col software,,39.99 galitarian,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007 with w10,,39.99 ��,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger,checkmark PC software,599.0 �,1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,adobe,501.98 ************************************* product ID 7001.00004 com.,1
imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe,,20.29 ONSORED,1
punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,punch ! software,49.99 𠩨े′,1
imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe [ md ],,18.95 𐌶 ��,1
checkmark multiledger,checkmark software,399.0,checkmarkmultiledger 8,,899.0 ONSORED,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop CS3 extended,,999.0 ��,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger col,,399.99 ––––––––––––––––––––––,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premier elements 2 [ lb ],adobe,99.99 ��������� 𧀺 ���� ⍖,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended [ mac ],adobe,999.0 ��COORDINE.Col package,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot,9.29 galitarian,1
adobe contribute cs3 [ mac ],adobe,149.0,the adobe contributor cs3 [ mac ],adobe,145.2 galitarian,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2011,math success DELIVERION,29.99 galitarian,1
math success deluxe 2007,topics entertainment,39.99,math success DELUXE 2007,math success DISHONDERING SYSTEM,45.59 galitarian,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe Creative Suite cs3 web premium [ mac ],adobe,1599.0 galitarian,1
checkmark multiledger,checkmark software,399.0,mavis beacon,,399.0 galitarian,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 2004 . MAC version 1.1 and earlier,,149.99 Ire1,1
pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor learn windows vista & office 2007,,18.97,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 2004 sb cs by riverdeep,microsoft,149.99,1
britannica deluxe,avanquest software,29.95,britannica deluxe 2 for pc,,1.99 ��,1
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop CS3 Extended [Mac],adobe,498.95 �,1
more brain games,csdc,9.99,more brain games,,59.99 ilstoncol,1
math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,talk games,13.99 ---------------,1
form workshop 1200,valusoft,29.99,form workshop 1280,,17.97 ��,1
corel wordperfect office 12 standard upgrade,corel,149.99,myriad software,corel,149.99 Ire,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd,sony media,129.99 galitarian,1
more brain games,csdc,9.99,more brain games,,39.69 ��,1
punch super home suite 3.0,punch ! software,49.99,punch home suite 3.0,,49.99,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],ad,149.0 galitarian,1
checkmark multiledger,checkmark software,399.0,checkmark multiledger,,,1
