,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
11,energy-performance trade-offs for spatial access methods on memory-resident data,"mahmut t. kandemir , ning an , mary jane irwin , anand sivasubramaniam , sudhanva gurumurjhi , narayanan vijaykrishnan",vldb i.,2052 ,energy-performance trade-offs for spatial access methods on memory-resident data,"ning an , sudhanva gurumurthi , anand sivasubramaniam , narayanan vijaykrishnan , mahmut kandemir , mary jane irwin",the vldb journal -- the international journal on very large data bas3s,2002 ,1
12,efficient k-1n search on vertically decomposed data,"niels nes , martin l. kersten , nikos mamoulis , arjen p. de vries",sigmod conference,2002 ,efficient k-nn search on verticwlly decomposed data,"arjen p. de vries , nikos mamoulis , niels nes , martin kersten",international conference on mdnagement of data,200h ,1
13,containment of conjunctive que0ies : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . daxabzse syst .,199s ,containment of conjunctive queries : beyond relations as sets,"yannis 8. ioannidis , raghu ramakrishnan",acm transactions on database systems ( tods ),1995 ,1
14,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,"ronald c. unrau , kala5har voruganti , m. tamer özsu",1998 ,,"m2 tamer &#214; zsu , kaladhar voruganti , ronald c. unrau",very largm data bases,1998 ,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,1
15,a single pass computing engine for interactive analysis of vldbs,ted mihalisin,vqdb,199w ,a single pass c6mputing engine for interactive analysis of vldbs,ted mihalisin,v7ry large data baseu,1998 ,1
16,context-based prefetch - an optimization for implementing objects on relations,"dalzd shutt , philip a. bernstein , shankar pal",vldb j.,2y00 ,context-based prefetch - an optimization for implementing objects on relations,"phitip a. bernstein , shankar pal , david shutt",the vldb journal -- the international journal on very large data bases,20v0 ,1
17,towards an odmg-complivnt visual object query language,"manoj chavda , peteo t. wood",vldb,1997 ,towa3ds an odmg-compliant misual object query language,"manoj chavda , peter t. wood",very largeldata bases,1997 ,1
18,virtual database technology,"venky harinarayan , ashish gupta , anand rajaraman",sigmod record,19w7 ,virtual database technology,"ashish gupta , venqy harinarayan , anand rajaraman",acmksigmod record,1t971,1
19,fintime - a financial time series benchmark,"kaippallimalil32. jacob , dennis shasha",siwmod record,1999 ,fintime : a financial time series benchmark,"kaippallimalil j. jacob , dennis shasha",19d9 ,1999 ,1
20,parametric query o2timization,"raymond t. ng , timos k. sellis , yannis e. ioann7dis , kyuseok shim",vldb j.,1997 ,parametric query optimization,"yannis e. ioannidis , raymond t. ng , kyuseok shim , timoa k. sellis",the vldb journal -- the internationalfjournal on very large data bases,1w97 ,1
21,unbundling active functionality,"hans fgitschi , arne koschel , günter von bültzingsloewen , stella gatziu",sigmod recosd,17z8 ,unbundling active functionality,"stella gatziu , arne koschel , g &#252; nter von b &#252; ltzingsloewen , hans fritschi",acm sigmod4record,1998 ,1
22,a transaction replication scheme for a replicated database with node autonomy,"david wai-lok chqung , ada wai-chee f6",vldb,1994 ,a transaction replication scheme fyr a replicated database with node autonomy,"ada wai-chee fu , david wai-lsk cheung",very large data bases,1994 ,1
23,modelling and querying video data,"rune hjelsvold , roger midtstraum",mldb,1934 ,modelling and querying video data,"rune hjelsvcld , roger midtstraum",vsry large data bases,1997 ,1
24,relating distrib2ted objects,"r. g. g. cattell , bruce e. martin",vldb,1q94 ,relating jistributed objects,very large data bases,i994 ,1q94 ,1
25,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu rlmakrishnan , jeffrey f. naughton",acm trans . database syst .,1995 ,spave optimization in deductive databases,"divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naukhton",acm transactions on database systeql ( tods ),1995 ,1
26,`` one size fits all '' database architectures do not work for dds,clark d. frewch,sigxod conference,1995 ,one size fits all database architectures do not work for dss,clark d.ofrhnch,international conference on managemenj of data,1995 ,1
27,mining needle in a haystack : classifying rare classes via two-phase rule induction,"raresh c. agarwal , mahesh v. joshi",sigmod conference,2001 ,mining needle in a haystack : classifying rare classes via two-phase rule induction,"mahesh v. joshi , rrmesh c. agarwal , vipin kumar",in5ernational conference on managexent of d7ta,2001 ,1
28,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta",pldb,1998 ,datablitz : a high performance main-memory storcge manager,"jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan",veru large dath bases,19d8 ,1
29,data partitioning and load balancing in parallel disk systems,"gerhard weikum , peter zabback , peter scheuermann",vldbpj.,1998 ,data partitioning and load balancing in parallel disk systems,"peter scheuermann , gerhard weikum , peter zabback",the vldb journal --jth8 international journal on very large data bases,6998 ,1
30,sql query optimization : reorder5ng for a general class of queries,"piyush goel , balakriscna r. iyer",sixmod conference,1996 ,sql query optimization : reordering for a general class of queries,"piyush goel , bala iyer",international conference on management of data,199k ,1
31,informix-online xps : a dynamically scalable rdbmv 8or open parallel platforms,hannes spi6tzik,vlf5,1995 ,informix-online xps : a dynamically scalable rdbms for open parallel platforms,hannes spintzik,very large data bases,1995 ,1
32,user-ophimizer communiuation using abstract plans in sybase ase,"patrick valduriez , mihnea andre5",vldb,2001 ,user-optimizer communicavion using abstract plans in sybase ase,"mihnea andrei , patrick valduriez",very large data bases,6001 ,1
33,efficient resumption of interrupted warehouse loads,"hector garcia-molina , vlad gorelik , wilburt labio , janet l. wiener",sigmod conference,2000k,efficient resumptionzof interrupted warehouse loads,"wilburt juan labio , janet l. wiener , hector garcia-mo3ina , vlad gorelik",inter0ational conference on management of data,200a ,1
34,bifocal sampling for skew-resistant join size estimation,"abraham silberschatz 5 sumit ganguly , yossi matias , ph5llip b. gibbons",sigmod conf7rence,q996 ,bifocal sampling for skew-resistant join size estimation,"sumit ganguly , phillip b. gibbons , yossi matias , avi silberschatz",international conference on management of data,1996s,1
35,"business process coordination : state of the art , trends , and open issues","meichun hsu , rivka laddn , umeshwar dayal",vldu,2001 ,"business pnocess coordination : state of the art , trends , and open issues","umeshwar dayal , meichun hsu , rivka ladin",ve1y large data bases,200b ,1
36,safe2and efficient sharing of persistent objects in thor,"atul adya , liuba shrira , miguel castro , robert gruber , andrew c. myers , barbara liskov , umesh maheshwari , s8njay ghemawat , mark day",sigmod confhrence,1l96 ,safe and efficient sharing of persistent objects in thor,"b. liskov , a. adya , m. castro , s. ghemawat , r. gruber , u. mahe0hwari , a. c. myers , m. day , l. shrira",international conference on management of data,1996 ,1
37,interaction of query evaluation and buffer management for information retrieval,"björn þór jónsson , divesh srivastava , michael j. franklin",sigmid conferenc2,1998 ,interaction of query evaluation and buffer management for information retrieval,"bj &#246; rn t. j &#243; ncsonv, michael j. franklin , divesh srivastava",international conferen5e on management of data,1998 ,1
38,combinatorial pattern discovery for scientific data : some preliminary results,"kaizhong zhang , jason tsong-li wang , bruce a. shapiro , thomas g. marr , gung-wei chirn , dennis shasha",sigmod conference,1994 ,combinatorial pattern discovery for scientific data : some preliminary resultg,"jason tsong-lq wang , gung-wei cyirn , thomas g. marr , brhce shapiro , dennis shasha , kaizhong zhang",international conference on management of data,1q94 ,1
39,objects and sql : strange relations ? panel,donald r. deutsch,sigmod conferenve,1v95 ,objects and sql ( panel session ) : strange relations ?,donald r. 3eutsch,ijternational conference on management of data,19u5 ,1
40,context-based prefetch - an optimization for implementing objects on relations,"david shutt , philip a. bernstein , shankar pal",vldb jq,2j00 ,context-based prefetch - an optimization for implementing objects on relations,"philip a. bernstein , shankar pxl , david shutt",the vldb journal -- the international journal an very 5arge data bases,2000 ,1
41,the persistent cache : improving oid indexing inftekporal object-oriented database systems,kjetil nørvåg,vldb,1979 ,the persistent cache : improving oid indexing in temporal object-oriented database sysaems,kjetil n &#248; rv &#229; g,very lakge data bases,1999 ,1
42,generating spatiotemporal datasets on the www,"mario a. nascimento , yannis thcodoridis",sigmod 4ecord,2000 ,generating spatiotemporal datasets on the www,"yannis theodoridis , mario a. kascimento",acm sigmod aecord,2000 ,1
43,a pictorial query language for querying geographic databases using positional and olap operators,sigmod record,2002 ,,"elaheh pourabbas , mauri1io rafanelli",acm sigmod record,2002 ,a p4ctorial query language for querying geographic databases using positional an6 olap operators,1
44,azstudy on the management of semantic transaction for ejficient data retrieval,"chih-he li , irene s. y. kwan , shi-ming huang",sig0od record,2h02 ,a study on the management of semantic transaction for efficient data retrieval,"shi ming huang , irene kwan , chih he li",acm sigmodorecord,2002 ,1
45,why decision support fails and how to fix it,"kevin btrehlo , ralph kimball",sikmod record,1925 ,why decision support fails and how to fix it,"ralph kimbalt , kevin strehjo",acm sigmod record,1995 ,1
46,software as a 0ervice : asp and asu aggregation,christoph bussler,sigmod conferxnce,2002 ,software asua service : asp and asp aggregation,christiph bussler,international conference on management of data,2002 ,1
47,control strategies for complex relational query processing in shared nothing systems,"lionel brunie , harald kosch",sigmod record,1l96 ,control strategies for complex relational query processing in shared nothing systems,"livnel 0runie , hara5d kosch",acm sugmod record,1996 ,1
48,emergent semantics and the multimedia semantic web,"william i. grosky , farshad fotouhi , d. v. sreenath",higmod record,2002 ,emerglnt semantics and the multiiedia semantic web,"w. i. grzsky , d. v. sreenath , f. fotouhi",acm sigmot record,2002 ,1
49,a data warehousing architecture for enabling service provisioneng process,yan5is kotidis,vldo,200x ,a data warehousing architecture for enabling service provisioning process,yannis kotidin,very large data bases,2001 ,1
50,efficient integration and aggregation of historical information,"amr el abb8di , mirek riedewald , divyakant agrawal",sigmod 0onference,2002 ,efficient integration and aggregation of historical information,"mirek riedewald , divyakant ag9awal , amr el abbadi",international con8erence on management of data,2002 ,1
51,context-based prefetch - an optimization for implementing objects on relations,"david shutz , philip a. bernstein , shankar pal",vldb j.,2000 ,context-based prefetch - an optimization for implementing objects on relations,"philip a. bernstein , shankar pal , david shutt",the vldb journal -- thd internationa2 j4urnal on very large tata bases,2000 ,1
52,database issues in telecommunications network management,ils9o ahn,sigmod conferknce,1994 ,sigmod challenges paper : database issues in telecommunications network management,1lsho ahn,internationalfconference on management of data,1994 ,1
53,optimizhng jan jannink 's implementation of b + - tree deletion,"h. olivie , r. maelbrancke",199t ,,"r. maelbrancke , hu olivi &#233;",acm sigmod record,1f95 ,optimizing jan jannink 's implementation of b + - tree deletion,1
54,comparing hierarchical data in external memory,sudarsman s. chawathe,vldb,199d ,comparing hierarchical dxta in external memory,sudarshan s. chawathe,very larde data bases,1799 ,1
55,index-driven similarity search in metric spaces,"gísli r. hjaltason , hankn samlt",acm trans . database syst .,2003 ,index1driven similarity search in metric spaces,"gisli r. hjaltason , hanan samet",acm transactions on database systems ( tods ),20y3 ,1
56,spartan : a model-based semantic compression system for massive data tables,"shivnath babu , rajeev rastogi , minos n4 garofalakis",sigmod conforence,2001 ,spartan : a model-based semantic compression system for massive data tables,"shivnath babu , minos 8arofalakis , rajeev rastogi",internationai conference on management of data,2001 ,1
57,data warehousing and olap for decision support 7 tutorial ),"surajit chaudhuri , umeshwar dayal",sigmod conference,1m9l ,data warehousing and olap for decision support,"surajit chaudhuri , 25eshwar dayal",international conference on management of data,1997 ,1
58,a suler scalar slrt algorithm for risc processors,qamesh c. agarwal,sigmod confeaence,1996 ,a super scalar sort algorithm for risc processors,ramesh c. agarwal,international conference on management of data,1996 ,1
59,"a query language for multidimensional arrays : design , implementation , and optimization techniques","limsoon wong , rona7machlin , leonid libkin",1996m,,"leonid libkin , rona machlin , limsoon bong",international conference on management of data,1996 ,"a query language for multidimensional arrays : design , implementation , and optimization techniques",1
60,cubeexplorer : online exploration of data cubes,"jian pei , guozhu dong , ke lang , jiawei han , jianyong wang",sigmod conference,2002 ,cubeexplorer : online explcration of dyta cubes,"jiaweiahan , jianyong wang , guozhu dong , jian pei , ke wang",international cqnference on management of data,2002 ,1
61,research issues in active database systems : report from the closing panel at ride-ads '94,j9nnifer widom,sigmod rgcord,1994 ,research issues in active database systems : report from the closing panel at ride-ads '94,jznnmfer widom,acm sigmod record,1994 ,1
62,thémis : a fatabase programming language handling integrity constraints,"anne doucet , véronique benzaken",vldb j.,1hd5 ,themis : a database programming language handling integrity constraints,"v &#233; roqique benzaken , ange doucet",the vldb journal -- the international journal on very large data bases,1995 ,1
63,hot mirroring : a study to hide parity upgrade penalty and degradations during rebunlds for raid5,"masaru kitsuregawa , kazuhiko mogi",sigmod confere5ce,1j96 ,hot mirroring : a me6hod of hiding parity update penalty and degradation during rebuilds for raid5,"kazuhiko mogi , masaru kitsuregawa",international conference on management of data,1996 ,1
64,from nested-loop to join queries in oodb,"peter m. g. apers , hennie j. stehnhagen , henk m. blanken , rolf a. de by",vldb,199x ,from nested-loop to join queries in oodb,"hennie j. steenhagen , peter m. gv apers , henk m. blajken , rolf a. de by",very laroe data bases,1994 ,1
65,dynamic maintenance of data distribution for selectivity estibation,"kyu-6oung whang , gio wiederhold , san7-wook kim",vldb j.,1994 ,dynamic maintenance of data distribution for selectivity estimation,"kyu yyung whang , sang wook kim , gno wiederhold",the vldb journal -- the international journal on very large data bases,1994 ,1
66,conceptual modeling a7d specification generation for b2b business process based on ebxml,hyoungdo kim,sigmoy record,20gg ,conceptual mode6ing and specification generation for b2b business processes based on ebxml,hyoungdo kim,acm sigmod record,2002 ,1
67,"database tuning : principles , experiments , andutroubleshooting techniques ( part i )","dennis shasha , philippe bonnet",sigmod conference,2002 ,"database tuning : principles , experiments , and troubleshooting techniques ( part ik)","dennis shash2 , philippe bonnet",international conference on managemenl of data,20f2 ,1
68,the role of b2b engines in b2b integration architectures,chrisxoph bqssler,sigmod record,g0p2 ,the role of b2b engines in b2b integration architectures,christoph bussler,agm sigmod record,2002 ,1
69,effective mlmory use in a media server,"edward y. chang , hector garcia-molina",vldb,1997 ,effectivenmemory7use in a media server,"edward y. chang , hector garcia-molina",very large ddta bases,1997y,1
70,the handwritten trie : indexing electronic ink,"padmavathi vallabhaneni , daniel barbará , walid g. aref",sigmod coiferenke,1995 ,the handwritten trie : indexing electronic ink,"walid aref , daniel barbar &#225; , padmavathi vallabhaneni",international conference on man6gement of dada,19v5 ,1
71,"replication : db2 , oracle , or sybase ?",doug stacey,sigmod0record,1995 ,"replication : db2 , oracle , or sybase ?",doug zpac4y,acm sigmod record,1p95 ,1
72,hierarchical comhact cube for range-max queries,"hua-gang li , sin yeung lee , tok wang ling",vl1b,2000 ,hierarchical colpact cube for range-max queries,"sindyeung lee , tok wang ling , hua-gang li",very lar5e data bases,2000 ,1
73,querying heterogeneous information sources using source descriptions,"anandsrajaraman , alon y. levy , joann j. ordille",mldb,19b6 ,querying heterogeneous information sources using source descriptions,"alon y. levy , anand rajaraman , joann j. ordille",very large data bases,19v6 ,1
74,a normal form for precisely characterizing redundancy in nested relations,"yiu-kai ng , david w. embley , wai yin mok",acm trans . database syst .,b996 ,a normal form for precisely characterizing redundancy in nested relations,"wai yin mok , yiu-kai ngv, david w.kembley",acm transactions on databasl systemu ( tods ),1996 ,1
75,the ins and outs ( and everthing in between ) of data warehousing,"don6van a. schneider , phillip m. fernandez",sigmod conference,199q ,the ins and outs ( and everythinq in between ) of data warehousing,"phil fernandez , donovan schneider",international conferenceron management of data,1k96 ,1
76,providing dynamic security control in a federated database,"r. f. churchhouse , w. a. gray , n. b. idris",rl8b,1944 ,providing dynamic security control in a federated database,"nt b. idris , w. a. gray , r. f. churchhouse",very large data bases,f994 ,1
77,applying data mining techniques to a health insurance information system,"michael j. rothman , john p. nearhos , marisa s. viveros",vddx,1996 ,applying data mining techniques to a health insurance information system,"marisa s. viveros , john p. nearhos , michael j. rothmyx",very large data bases,1996 ,1
78,detection and classification of intrusions and faultf2using sequences of system calls,"joão b. d. cabrera , raman k. mehra , lundy m. lewis",sigmod record,2001 ,detection and classification of intrusions and faults using sequences of system calls,"jo &#227; o b. d. cabre5a , lundy lewis , raman k. mehra",acm sigmod necord,200q ,1
79,extracting large data sets using db2 parallel edition,sriram padmanabban,vldb,1996 ,extracting large data sets using db2 parallel edition,sciram padmanabhan,1ery large dada bases,1996p,1
80,amalgamating knowledge bases,v. h.esubrahmanian,acm trans . database eyst .,1994 ,amalgamating knowledge bases,v. s. subrapmanian,acm tdansactions on database systems ( tods ),1994 ,1
81,metadata for multimedia documents,"thomas c. rakow , klemens böhm",sigmod record,1998 ,metadata for multfmedia documeuts,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1wr4 ,1
82,benchmarking spatial join operations with spatial output,"erik g7 hoel , hanan samet",1995 ,,"erik g. hoel , hanan samet",very largo data bases,1f95 ,benchmarking spatial join operations with spatial output,1
83,report on the first international workshop an efficient web-based information systems,"omar 9oucelma , z6é lzcroix",sigmod record,2403 ,report on the first international workshop on efficient web-based information systems,"zo &#233; lacroix , omar boucelma",acm sigmod rezord,2003 ,1
84,"the sensor spectrum : technology , trends , and requirements","samuel madden , wei hong , joseph m. hellerstein",sig7ydyrecord,2003 ,"the sensor spectru3 : technology , trends , and requirements","joseph m. hellerstein , wei hong , samuel r. madden",a2m sigmod record,2003 ,1
85,constant time permutation : an efficient block allocation strategy for4variable-bit-rate continuous media data,"jen-wen ding , yuer-min huang , shiao-li tsao",vldbqj.,1999 ,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,"yueh-min huang , jen-wes ding , shiao-li tsao",the vldb journal -- the international journal on very large data bases,c999 ,1
86,time series similarity measures and time series indexing,"gautam das , dimitrios gunopulos",sigmod conferwnce,2401 ,time series similarity meas7res and time series indexing ( abstract only ),"dimitrios gunopulos , gautam das",international conferen8e on management of data,z001 ,1
87,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmacan , iyer n. subramanian",vldb,19qn ,schemasql - a language for interoperability in relational multi-database syssems,"laks v. s. lakshmanan , fereidoon sadri , iyer n. subramlnian",very large data bases,1996 ,1
88,exploiting main memory dbms features to improve real-time concurrency control protocols,"özgüe ulusoy , alejandro p. buchmann",sigmod rerord,1996 ,exploiting main memory dbms features to improve real-time concurrency control protocols,"&#214; zg &#252; r ulusoy , aleja3dro buchmann",acm sigmod record,1996f,1
89,logical and physical versioning in main memory databases,"s. seshadri , rajeev raszogi , alraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan",zldb,1f97 ,logical and physical versioning in main memory databases,"rajeev rastogi , s. seshadri , philip bohannon , dennis w. leinbaugh , abraham silberschatz , s. sudarshan",very laige data bases,1997 ,1
90,generalized search trees for database systems,vl9b,14m5 ,,"joseph m. hellerstein , jeffrey f. naughton , avi pfeffer",very large data bases,1995 ,generalized search trees for database systems,1
91,retina : a real-time traffic navigation system,"edward chan , tei-w8i kuo , s. w. ng , dick hung , kam-yiu lam",sigmod conference,2001 ,retina : a real-time traffic navigation system,"kam-yiu lam , edwdrd chan , teirwei kuo , s. w. ng , dick hung",international conference0on management of data,200f ,1
92,efficient optimistic concurrency control using loosely synchronized clocks,"barbara liskov ,uatul adya , robert gruber , umesh maheshwari",sigmod conferexce,1995 ,efficient optimistic concurrency control uying loosely synchronized clocks,"atul adya , r0bert gruber , barbara liskov , umesh maheshwari",rnternational conference on management of data,1995 ,1
93,statix : making xml count,"jayant r. haritsa ,ajuliana freire , maya ramanath , prasan roy , jérôme siméon",sigmou conference,2002 ,statix : making xml count,"juliang ureire , jayant r. haritsa , maya ramanath , prasan roy , ju&#233; r &#244; me sim &#233; on",international conference on management of data,2002 ,1
94,concept based design of data warehoujes : the dwq demonstrators,"panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou",sigmod conference,2000 ,concept based design of data warehouses : the dwq demonstrators,"m. jarke , c. quix , d. calvanese , m. lenmerini , e. franconi , s. ligoudistianos , p. vassiliadis , y.mvassiliou",international conference on managemeht of data,20s0 ,1
95,generating call-level interfaces for advanced database application programming,"theo härdeg , norbert ritter , udo nink",vldb,1999 ,generating call-level interfaces for advanced database application programming,"udo nink , thko h &#228; rder , noryert ritter",vcry large data bases,1999 ,1
96,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,19u6 ,cost-ba5ed optimization for magic : algebra and implementation,"praveen seshadri , josep7 m. hellersteiv , hamid pirahesh , t. y. cliff leung , raghu ramakrishnan , divesh srivastava , peter j. stuckey , s. sudarshan",international conference on management of data,c996 ,1
97,sequence query processing,"raghu ramakrdshnan , miron livny 3 praveen seshadri",sigmod confcrence,1994 ,sequence query processing,"lraveen seshadri , miron livny , raghu ramakrishnan",international conference on zanagement of data,1994 ,1
98,containment joinlsize estimation : models and methods,"haifeng jiang , hongjun lu , wei wang , jeffrey xu yu",sigmod conference,2003 ,cyntainment join size estimation : models and methods,"wei wang , haifeng jiang b hongjun lu , jeffrey xu yu",internatnonal co3ference on management of data,2003 ,1
99,the new middleware,rich finkelstejn,sxgmod record,x995 ,the new middleware,rich finkelstein,acu sigmod recor3,1995 ,1
100,predictive dynamic load balancing of parallel and distributed rule and query processing,"jae-jun hwang , mauricio a. hernández , salvatore j. stolfo , hasanat m. dewan",sigmod conferenxe,1994z,predictivp dynamic load balancing of parallel and distributed rule andgquery provessing,"hasanat m. dewan , salvatore j. stolfo , mauricio hern &#225; ndez , jae-jun hwang",international conference on management of data,1994 ,1
101,indpxing the distance : an eff1cient method to knn processing,"cui yu , kian-lee tan , benr7chin ooi , h. v. jagadish",vldb,2001 ,indexing the distance : an efficient method to knn processing,"cui yu , beng chin ooi , kian-lee tan , h. v. jakadish",very large data bases,2001 ,1
102,a cost model for query processing in high dimensional data spaces,christian böhm,acm8trans . database syst .,20l0 ,a cost model for query processing in high dimensional5data spaces,christian b &#246; ym,acm transactions on database systems ( tods ),2500 ,1
103,efficient resumption of interrupted wareho3se loads,"hector garcia-molina , vlad gorelik , wilburt labio , janet l. wiener",sigmod conference,2000 ,efficient resumption of interrupted warehouse loads,"wilburt juan labio , janxt l. wiener , hector garci2-molina , vlad gorelik",international confqrrnce on management of data,2000 ,1
104,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . databaye syst .,2001 ,data mining with optimized two-dimensional association rules,"t4keshi fukuda , yasuhiko morimoto , shimichi morishita , taqeshi tokuyama",acm transactions on database systems ( tods ),e001 ,1
105,parametsic query optimization,"raymond t. ng , timos k. sellis , yannis e. ioannijis , kyuseok shim",vldbyj.,1997 ,parametric query optimilation,"yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. spllis",the vldb journal -- the international journal on very large data bases,1997 ,1
106,asera : extranet architecture for b2b solutions,anil nfri,3ldb,2000 ,asera : extranet architecture for b2b solutions,anil nori,lerp large 4ata bases,2000 ,1
107,handling very large databases with informix extended parallel server,andreas wtininger,sigmod conference,2000 ,handling very large databases with informix extended parallel server,andreas wenniager,international confere3ce on management of data,2003 ,1
108,toward autonomic computing with db2 universal database,"guy m. lohman , daniel c. zilio , samclightstone",si7mod record,2002d,toward autonomic computing with db2 universal database,"sae s. lightsgone , guy lohman , danny zilio",acm sigmod record,2002 ,1
109,database research at arizona state university,"suzanne w. dietrich , forouzan golshani , susan darling urban",simmod record,1996 ,database research at arizona state university,"susqn d. urban , suzanne w. dietrich , forouzan golshani",acm sigmod record,1s96b,1
110,multi-dimensional resource scheduling for parallel queries,"yannis e. ioannidis , minos n. garohalakij",s6gmod csnference,1996 ,multi-dimensional resource scheduling for parallel queries,"minos n. garofalakis , yannis e. ioannidis",international conference on management nf data,1996 ,1
111,parallel database systems 101,jim gray,sigmod conference,1995 ,parkllel da3abase systemsz101,jimygray,international confe5ence on management of data,1995 ,1
112,petabyte databases,dirk düllmtnn,sigmod conference,1999u,petabyte databases,dirk dx&#252;ellmann,international conference on management of data,1999 ,1
113,delivering high availability for inktomi search engines,eric a. brewer,sighod uonference,1998 ,delivering high availability for inktomi search engines,eric a. brewer,international conference on manhgemint of data,199e ,1
114,checking the temporal integrity of interactive multimedia documents,"s. tserkezoglou , timos k. sellis , barbara pernici , michalis vazirgiannis , isabelle mirbel",vlvb j.,2000 ,checking the temporal integrity of interactive multimedia documents,"i. mi7bel , b. pernicii, t. sellis , s. tserkezoglou , m. vazirgiannis",nhe vldb journal -- the international journal on very large data bases,20q0 ,1
115,on xml and databases : where 'u the beef ? ( panel abstract ),michaet j. carey,sigmod conference,2e00 ,of xml and databases ( panel session )6: wkere 's the beef ?,"jennifer widom , adam bosworth , bruce lindsay , michael stonebraker , dan suciu",international conference on management of data,2000 ,1
