,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
46,statix : making xml count,"jayant r. haritsa , juliana freire , maya ramanath , prasan roy , jérôme siméon",sigmod conference,2002 ,the prototype of the dare system,"juliana freire , jayant r. haritsa , maya ramanath , prasan roy , j &#233; r &#244; me sim &#233; on",acm sigmod record,2002 ,0
47,champagne : data change propagation for heterogeneous information systems,"kevin chen-chuan chang , hector garcia-molina",vldb,2002 ,approximate query translation across heterogeneous information sources,"randel j. peters , m. tamer &#214; zsu",acm trans . database syst .,1997 ,0
48,what is the data warehousing problem ? ( are materialized views the answer ? ),"inderpal singh mumick , ashish gupta",vldb,1996 ,what is the data warehousing problem ? ( are materialized views the answer ? ),"ashish gupta , inderpal singh mumick",very large data bases,2000 ,0
49,cost-based selection of path expression processing algorithms in object-oriented databases,"zhao-hui tang , georges gardarin , jean-robert gruser",vldb,1996 ,parallel mining algorithms for generalized association rules with classification hierarchy,"georges gardarin , jean-robert gruser , zhao-hui tang",very large data bases,1998 ,0
50,"shutdown , budget , and funding",xiaolei qian,sigmod record,1996 ,"shutdown , budget , and funding",xiaolei qian,acm sigmod record,1999 ,0
51,exploiting versions for on-line data warehouse maintenance in molap servers,"evaggelia pitoura , panos k. chrysanthis",vldb,2002 ,exploiting versions for handling updates in broadcast disks,arnaud sahuguet,very large data bases,2001 ,0
52,reordering query execution in tertiary memory databases,"sunita sarawagi , michael stonebraker",vldb,1996 ,chair 's message,richard t. snodgrass,acm sigmod record,2002 ,0
53,a pictorial query language for querying geographic databases using positional and olap operators,"elaheh pourabbas , maurizio rafanelli",acm sigmod record,2002 ,an algebraic approach to rule analysis in expert database systems,"elaheh pourabbas , maurizio rafanelli",vldb,2002 ,0
54,broadcast protocols to support efficient retrieval from databases by mobile users,"anindya datta , vijay kumar , aslihan celik , debra e. vandermeer",acm trans . database syst .,1999 ,broadcast protocols to support efficient retrieval from databases by mobile users,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",acm transactions on database systems ( tods ),1999 ,0
55,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",international conference on management of data,1994 ,evaluating top-k selection queries,"inderpal singh mumick , hamid pirahesh",vldb,1994 ,0
56,an approach for building secure database federations,"klaus r. dittrich , dirk jonscher",vldb,1994 ,statistical synopses for graph-structured xml databases,"minos n. garofalakis , neoklis polyzotis",very large data bases,1994 ,0
57,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",sigmod conference,1997 ,view maintenance in a warehousing environment,"yue zhuge , h &#233; ctor garc &#237; a-molina , joachim hammer , jennifer widom",the vldb journal -- the international journal on very large data bases,1995 ,0
58,comparing hierarchical data in external memory,sudarshan s. chawathe,very large data bases,1999 ,comparing hierarchical data in external memory,sudarshan s. chawathe,vldb,1998 ,0
59,spreadsheets in rdbms for olap,"nathan folkert , abhinav gupta , andrew witkowski , lei sheng , sankar subramanian , srikanth bellamkonda , gregory dorman , tolga bozkaya",international conference on management of data,2003 ,join index hierarchies for supporting efficient navigations in object-oriented databases,"zhaohui xie , jiawei han",very large data bases,1994 ,0
60,"preference sql - design , implementation , experiences","gerhard köstler , werner kießling",vldb,1996 ,the design and implementation of a sequence database system,"praveen seshadri , miron livny , raghu ramakrishnan",vldb,1994 ,0
61,an introduction to deductive database languages and systems,"albertas caplinskas , johann eder , olegas vasilecas",the vldb journal -- the international journal on very large data bases,2002 ,modeling high-dimensional index structures using sampling,"stefan berchtold , daniel a. keim , hans-peter kriegel",very large data bases,1994 ,0
62,book review column,karl aberer,acm sigmod record,2003 ,book reviews,karl aberer,international conference on management of data,2002 ,0
63,tail recursion elimination in deductive databases,kenneth a. ross,the vldb journal -- the international journal on very large data bases,1996 ,themis : a database programming language handling integrity constraints,"v &#233; ronique benzaken , anne doucet",sigmod conference,1995 ,0
64,rolex : relational on-line exchange with xml,"pradeep shenoy , xin dong , henry f. korth , philip bohannon , p. p. s. narayan , chengkai li , sumit ganguly",sigmod conference,2003 ,rolex : relational on-line exchange with xml,"philip bohannon , xin ( luna ) dong , sumit ganguly , henry f. korth , chengkai li , p. p. s. narayan , pradeep shenoy",international conference on management of data,1996 ,0
65,the changing landscape of the software industry and its implications for india,umang gupta,vldb,1996 ,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",very large data bases,1996 ,0
66,starts : stanford proposal for internet meta-searching ( experience paper ),"hector garcia-molina , luis gravano , kevin chen-chuan chang , andreas paepcke",international conference on management of data,1997 ,starts : stanford proposal for internet meta-searching,"luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke",acm sigmod record,2000 ,0
67,a case-based approach to information integration,"maurizio panti , luca spalazzi , alberto giretti",vldb,2000 ,a case-based approach to information integration,"raghu ramakrishnan , miron livny , praveen seshadri",very large data bases,1994 ,0
68,loading the data warehouse across various parallel architectures,vijay v. raghavan,vldb,1996 ,relational data sharing in peer-based data management systems,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",very large data bases,1996 ,0
69,beyond market baskets : generalizing association rules to correlations,"rajeev motwani , sergey brin , craig silverstein",sigmod conference,1997 ,beyond market baskets : generalizing association rules to correlations,"sergey brin , rajeev motwani , craig silverstein",international conference on management of data,1997 ,0
70,new standard for stored procedures in sql,andrew eisenberg,acm sigmod record,1996 ,an overview and classification of mediated query systems,"ruxandra domenig , klaus r. dittrich",sigmod conference,1996 ,0
71,the design of a retrieval technique for high-dimensional data on tertiary storage,"hans-peter kriegel , stefan berchtold , daniel a. keim",acm sigmod record,2002 ,xsb as a deductive database,"ratko orlandic , jack lukaszuk , craig swietlik",sigmod conference,1994 ,0
72,user-defined table operators : enhancing extensibility for ordbms,"bernhard mitschang , michael jaedicke",vldb,1999 ,scheduling for shared window joins over data streams,"michael jaedicke , bernhard mitschang",very large data bases,2003 ,0
73,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"yufei tao , dimitris papadias",vldb,2000 ,the multidimensional database system rasdaman,"a. kumaran , jayant r. haritsa",very large data bases,1998 ,0
74,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"yufei tao , jimeng sun , dimitris papadias",acm transactions on database systems ( tods ),2003 ,analysis of predictive spatio-temporal queries,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002 ,0
75,metu interoperable database system,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu",sigmod conference,2000 ,data management challenges in crm,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",sigmod conference,1995 ,0
76,view maintenance in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",sigmod conference,1995 ,sequence query processing,"praveen seshadri , miron livny , raghu ramakrishnan",sigmod conference,2000 ,0
77,integrating reliable memory in databases,"peter m. chen , wee teck ng",vldb,1997 ,data mining : concepts and techniques by jiawei han and micheline kamber,"fernando berzal , nicolf &#225; s mat &#237; n",very large data bases,1997 ,0
78,optimizing queries over multimedia repositories,"luis gravano , surajit chaudhuri",sigmod conference,1996 ,querying a multilevel database : a logical analysis,fr &#233; d &#233; ric cuppens,very large data bases,1996 ,0
79,the aqua approximate query answering system,"viswanath poosala , swarup acharya , phillip b. gibbons",international conference on management of data,2000 ,spatial indexing of high-dimensional data based on relative approximation,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",vldb j.,1999 ,0
80,tutorial : application servers and associated technologies,c. mohan,international conference on management of data,2002 ,deeds towards a distributed and active real-time database system,garth a. gibson,sigmod record,1995 ,0
81,red brick warehouse : a read-mostly rdbms for open smp platforms,phillip m. fernandez,sigmod conference,1994 ,visionary : a next generation visualization system for databases,michael stonebraker,international conference on management of data,1994 ,0
82,computing complete answers to queries in the presence of limited access patterns,chen li,the vldb journal -- the international journal on very large data bases,2003 ,computing complete answers to queries in the presence of limited access patterns,paradise team,very large data bases,2003 ,0
83,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,"james geller , ashish mehta , erich j. neuhold , yehoshua perl",vldb j.,1998 ,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,"ashish mehta , james geller , yehoshua perl , erich neuhold",the vldb journal -- the international journal on very large data bases,1999 ,0
84,asset : a system for supporting extended transactions,"narain h. gehani , krithi ramamritham , alexandros biliris , h. v. jagadish , shaul dar",sigmod conference,1994 ,asset : a system for supporting extended transactions,karl aberer,international conference on management of data,2001 ,0
85,database architecture optimized for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",vldb,1999 ,database architecture optimized for the new bottleneck : memory access,"peter a. boncz , stefan manegold , martin l. kersten",very large data bases,1999 ,0
86,secure bufering in firm real-time database systems,"jerry baulier , stephen blott , henry f. korth , abraham silberschatz",vldb j.,2000 ,a database system for real-time event aggregation in telecommunication,"domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini",very large data bases,2000 ,0
87,repository system engineering,philip a. bernstein,sigmod conference,1996 ,guest editor 's introduction,"robert meersman , amit p. sheth",international conference on management of data,1996 ,0
88,semistructured und structured data in the web : going back and forth,"paolo merialdo , giansalvatore mecca , paolo atzeni",acm sigmod record,2001 ,geominer : a system prototype for spatial data mining,"jiawei han , nebojsa stefanovic , krzysztof koperski",sigmod conference,1997 ,0
89,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,1995 ,metu object-oriented dbms,"asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin",international conference on management of data,1994 ,0
90,atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,vldb,1998 ,incremental maintenance for materialized views over semistructured data,j. d. tygar,very large data bases,1996 ,0
91,"a query language for multidimensional arrays : design , implementation , and optimization techniques","limsoon wong , rona machlin , leonid libkin",international conference on management of data,1996 ,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach","michael j. carey , michael j. franklin , markos zaharioudakis",international conference on management of data,1996 ,0
92,a data warehousing architecture for enabling service provisioning process,yannis kotidis,vldb,2001 ,robust and efficient fuzzy match for online data cleaning,"raymond t. ng , jiawei han",very large data bases,2003 ,0
93,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst",vldb,2001 ,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbon",very large data bases,1998 ,0
94,"ubiquitous , self-tuning , scalable servers",peter m. spiro,sigmod conference,1998 ,composing xsl transformations with xml publishing views,peter spiro,international conference on management of data,2003 ,0
95,benchmarking queries over trees : learning the hard truth the hard way,"sophie cluet , fanny wattez , véronique benzaken , guy ferran , christian fiegel",sigmod conference,2000 ,benchmarking queries over trees : learning the hard truth the hard way,"fanny wattez , sophie cluet , v &#233; ronique benzaken , guy ferran , christian fiegel",acm sigmod record,2000 ,0
96,a modified random perturbation method for database security,"norman s. matloff , patrick tendick",acm trans . database syst .,1994 ,converting relational to object-oriented databases,joseph fong,sigmod record,1994 ,0
97,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997 ,lore : a database management system for semistructured data,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",acm sigmod record,1997 ,0
98,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,1998 ,investigating xquery for querying across database object types,nancy wiegand,acm sigmod record,2002 ,0
99,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",vldb j.,1997 ,reminiscences on influential papers,"kiran j. achyutuni , edward omiecinski , shamkant b. navathe",international conference on management of data,1996 ,0
100,multimediaminer : a system prototype for multimedia data mining,"osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",sigmod conference,1997 ,ripple joins for online aggregation,"peter j. haas , joseph m. hellerstein",international conference on management of data,1998 ,0
101,the samos active dbms prototype,"klaus r. dittrich , stella gatziu , andreas geppert",sigmod conference,2001 ,the prototype of the dare system,"y &#252; cel saygin , vassilios s. verykios , chris clifton",acm sigmod record,1995 ,0
102,automatic generation of production rules for integrity maintenance,"letizia tanca , stefano ceri , piero fraternali , stefano paraboschi",acm trans . database syst .,1994 ,automatic generation of production rules for integrity maintenance,"harry leslie , rohit jain , dave birdsall , hedieh yaghmai",acm transactions on database systems ( tods ),1997 ,0
103,a taxonomy for secure object-oriented databases,"zhaohui xie , jiawei han",acm trans . database syst .,1994 ,view maintenance in mobile computing,"ouri wolfson , prasad sistla , son dao , kailash narayanan , ramya raj",very large data bases,1994 ,0
104,first-class views : a key to user-centered computing,"arnon rosenthal , edward sciore",sigmod record,1999 ,discovery of multiple-level association rules from large databases,"jiawei han , yongjian fu",acm sigmod record,1999 ,0
105,"ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )",egbert-jan sol,vldb,2001 ,"ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )","alexandra poulovassilis , carol small",very large data bases,2001 ,0
106,a consumer viewpoint on mediator languages - a proposal for a standard,"eric hughes , leonard j. seligman , arnon rosenthal , scott renner",sigmod record,1997 ,a consumer viewpoint on mediator languages-a proposal for a standard,"arnon rosenthal , erich hughes , scott renner , len seligman",acm sigmod record,1997 ,0
107,the effectiveness of gloss for the text database discovery problem,"luis gravano , anthony tomasic , hector garcia-molina",international conference on management of data,1994 ,the effectiveness of gioss for the text database discovery problem,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",vldb,1994 ,0
108,icicles : self-tuning samples for approximate query answering,"venkatesh ganti , raghu ramakrishnan , mong-li lee",vldb,2000 ,congressional samples for approximate answering of group-by queries,"swarup acharya , phillip b. gibbons , viswanath poosala",international conference on management of data,2002 ,0
109,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994 ,integrating modelling systems for environmental management information systems,"praveen seshadri , miron livny , raghu ramakrishnan",international conference on management of data,1994 ,0
110,safely and efficiently updating references during on-line reorganization,"betty salzberg , chendong zou",vldb,1998 ,query unnesting in object-oriented databases,"chendong zou , betty salzberg",very large data bases,1998 ,0
111,a data warehousing architecture for enabling service provisioning process,yannis kotidis,vldb,2001 ,a data warehousing architecture for enabling service provisioning process,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",international conference on management of data,1998 ,0
112,guest editorial,malcolm p. atkinson,vldb j.,2000 ,the x-tree : an index structure for high-dimensional data,"stefan berchtold , daniel a. keim , hans-peter kriegel",the vldb journal -- the international journal on very large data bases,2001 ,0
113,efficient algorithms for processing xpath queries,"reinhard pichler , georg gottlob , christoph koch",vldb,2003 ,efficient processing of joins on set-valued attributes,"cyrus shahabi , mohammad r. kolahdouzan , craig a. knoblock , josé luis ambite , maria muslea , snehal thakkar",international conference on management of data,2001 ,0
114,static analysis techniques for predicting the behavior of active database rules,"alexander aiken , joseph m. hellerstein , jennifer widom",acm transactions on database systems ( tods ),1995 ,homer : a model-based case tool for data-intensive web sites,"paolo merialdo , paolo atzeni , marco magnante , giansalvatore mecca , marco pecorone",international conference on management of data,2000 ,0
115,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","king-ip lin , christos faloutsos",sigmod conference,1995 ,qursed : querying and reporting semistructured data,"christos faloutsos , king-ip lin",sigmod conference,2002 ,0
116,will database researchers have any role in data security ? ( panel abstract ),"arnon rosenthal , klaus dittrich , jim donahue , bill maimone",sigmod conference,2001 ,will database researchers have any role in data security ? ( panel session ),leonidas fegaras,sigmod conference,2001 ,0
117,a new sql-like operator for mining association rules,"giuseppe psaila , stefano ceri , rosa meo",very large data bases,1996 ,a new sql-like operator for mining association rules,josé a. blakeley,sigmod conference,1999 ,0
118,the cougar approach to in-network query processing in sensor networks,"johannes gehrke , yong yao",sigmod record,2002 ,feedbackbypass : a new approach to interactive similarity query processing,"ilaria bartolini , paolo ciaccia , florian waas",very large data bases,2001 ,0
119,large databases for remote sensing and gis,a. r. dasgupta,vldb,1996 ,large databases for remote sensing and gis,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",very large data bases,2000 ,0
120,what will be - book review,michael dertouzos,sigmod record,2002 ,what will be,"damianos chatziantoniou , kenneth a. ross",acm sigmod record,2002 ,0
121,staggered striping in multimedia information systems,"steven berson , shahram ghandeharizadeh , richard muntz , xiangyu ju",international conference on management of data,1994 ,multi-step processing of spatial joins,"sukho lee , bongki moon , hyoseop shin",international conference on management of data,1994 ,0
122,efficient filtering of xml documents for selective dissemination of information,"raymond t. ng , jiawei han",vldb,1994 ,a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",very large data bases,1997 ,0
123,sql query optimization : reordering for a general class of queries,"piyush goel , balakrishna r. iyer",international conference on management of data,1996 ,estimating the selectivity of xml path expressions for internet scale applications,"ashraf aboulnaga , alaa r. alameldeen , jeffrey f. naughton",vldb,2002 ,0
