ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,` thay l.a.l.l. ',' c. 73rd st. ',` tt tattoos ',412/974 -1090,french,1211  ,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` ____ s. m. st. pt... ',' 664 n. ',` new york city ',212-711 -8790,french ( new ) ',472 ,0
venetian,' 3713 w. sahara ave. ',` las vegas ',702/876 -4190,italian,450,` airdiculous ',2250 karstin ' LANGUN.COM ` -3820,` las vegas ',702-734-0410,italian,618 ,0
bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,` honduras rome,' 2433. 58th st. ',` francais . . . ',210/208-3200,local,1245 jri,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424, '. ',' 1045 las vegas blvd. s. ',` las vegas ',702-739-4131,breakfast burpees,839 ,0
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` taikwelskunde ',' 1399 roswell rd. ',* las vegas ',404-549-0227,sahara,391 aepernick,0
mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` steak house the ',' 7200 las vegas blvd. b ',` las vegas ',702-719-0229,steakhouses,71   ` hamb,0
petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,` porterhouse ',' 3310 werden ',locatrac,302-067-0921,milford,815 ,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,` christian christian ',' 1239 de,` mallock ',308-936-3060,christian,526 galitarian,0
boulevard,' 1 mission st. ',` san francisco ',415/543 -6084,american,96,' san francisco ',' 1 mission st. ',` san francisco ',415/535 -6085,australia,838,0
` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,273,chinese,' 212 c. 5th nd. ',` red wine city ',213-932-3632,hot sauce city,1464 ,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` luna nios ',' 1213 leche ',` las vegas ',405-637-8332,` fashio casa yamagoya ',637,0
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` fakuten barbeque ',' 2988 peachtree st. ',atlanta,404-659-0400,aol,11 ,0
` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` gourmet ',' 4895 folsom st. ',` las vegas ',471/471 -3120,mediterranean -c,672  (r) lro col,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` frit,' 2428 las vegas blvd. s. ',` las vegas ',622/628 -2433,berkeley,534 ,0
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,` r y o d \ 's Italian diner ',' 100 s. 6th st. ',atlanta,"1031 ARP. """,mexican,90 _. pepa rd. ',0
` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,,' 1012 columbus ave. ',` france ',404-250-5821,italian,618 :,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,` french ( classic ) ',' 21 spencer st. ',` new york city ',412-721-0447,` french ( classic ) ',76 _.NETELL.,0
barbetta,' 321 w. 46th st. ',` new york ',212/246 -9171,italian,186,paco alberto,' 251 e. 52nd st. ',` new york city ',212-758-1479,american,17 ...,0
` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` art \ 'n's art ',` f. s. f. t. tla ',` pentadores town ',212-989-9404,514 ,498 ,0
sanppo,' 1702 post st. ',` san francisco ',415/346 -3486,asian,510,cyrillic,' 838/792 -1051,` cyrillic ',818/784 -4329,alpinio,443 ,0
barbetta,' 321 w. 46th st. ',` new york ',212/246 -9171,italian,186,BARBS,' 3519 g. 16th st. ',` old york ',212-87-1929,barberrias,,0
swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,164,' barbee's ',' 3540 beverly rd. ',atlanta,213/653 -5858,japanese,64,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` london ',' 212 p. 5th st. ',` nyaroslavl ',415/778 -2592,french,4 galitarian,0
` le central ',' 453 bush st. ',` san francisco ',415/391 -2233,french,491,` les belcifours ',' 1714 bush st. ',' saloon NY ',213/621 -1248,sausages,708 galitarian,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` tl ; s. san fjord - s. la maud - s. las vegas ',' 930 stockton sv. ',` las vegas ',702/749,oregon,0 __________________________,0
` vivande porta via ',' 2125 fillmore st. ',` san francisco ',415/346 -4430,italian,524,` havazie-salazie ',` a.calendar.com/newcol ',atlanta,404-659-0808,,722 _.st. at 8th st. ',0
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,e. flamingo rd ',' 1346 las vegas blvd. s. ',` vegas ',418-921-6302,brazil,677 _._-\._\_/_/_ _ _ _ _ . _ . _ . _ _ _ _ _ . _ . _ . _ . _-. .-. .-. .-. _-. _-. _-. _-. .-. _-. .-. .._ .-. .._ _._ _._ .-. .-. .-. _-. _-. ._._ _._ .-. _._ _._ .-. _._ .-.,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,kubellska,' 8255 rd. ',` las vegas ',702-741-4999,franciscoll,549 galitarian0  STATUTE name,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` yorks',' 75 e. 50th st. ',` new york City ',212-735-8192,steakhouses,623 .ROME .SENARION `-70 col ',0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,.....-11/..-1/..-10/..-8  Col name VA`' s. s. s s.,' 4321 las vegas blvd. s ',` las vegas ',702-539-4201,steakhouses,936  ,0
` rj \ 's the rib joint ',' 252 n. beverly dr. ',` los angeles ',310/274 -7427,american,158,bollard rk. stasl. ',' 3360 elan dr. ',` los angeles ',310/279 -7992,marcino,646 oubtedly,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,` eliz,' 1. ',' new york city ',668-524-1229,,848 ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` mexxican ',' 3445 mesas blvd. s ',` mesas ',818-499-3830,american,818-498-3694,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,' baru/rookie','1213 peachtree rd. ',atlanta,404-228-1316,american,712 ,0
` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,american,413,` stuttgart ',' 2312 drutgersville ave. ',atlanta,411/364 -1230,french ( classic ) ',13 erenncol name,0
` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` chilis ',' 2085 ma. 18th st. ',` redfield ',212/684 -7766,enus,462 galitarian,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` prisiona ',' 21 pia. ',atlanta,404-659-0400,kangaroo bbq,841 olcol name,0
` bistro roti ',' 155 steuart st. ',` san francisco ',415/495 -6500,french,457,` bistro roti ',' 165 steuart st. ',` san francisco ',416-486-1216,eurocol,632 ,0
` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,ixeplaire ',' 528 w. 47th st. ',` new york city ',212-839-0033,francs,272-813,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` popeli ',' 4981 las vegas blvd. s ',` las vegas ',212-631 -7525,' only in alpaca ',318 mopoli,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` uhh... ',` masia ' ' ' ',` san francisco ',415-999-6430,nijmeijn CITY,100 __________________________,0
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,dia,' 499 12th st. ',` new york ',212/883 -8956,esposito,2194 ,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,steakhouse the ',' 827 milano cnr. ',` milano ',416-217-2405,parlano,"119 ,",0
` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,american,413,` kataska ',' 2800 n. highland ave. ',ircle,310/639,frumentary,849 ,0
vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,` stan,' 1708 d. fremont St. ',` paul's ',212/486 -9592,american,372 uania,0
` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,american,506,' city of a man ',' 8 th st. ',` city t. Mexico ',404/826 -3255,san francisco,454 mop-col,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` china iced ','6d 7-9w. s ',` dine patties / ' s ',` london ',french ( classic ) ',483 _. ____ ' ',0
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` ryan yayana ',' 3752 las vegas blvd. s . ',` las vegas ',702-737-7111,mycity,664 ixel,0
` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,` leblanc cormac ',' 711 -867,` german,985/541 -2287,maryland,29 ,0
` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,american,432,barbie m rd. ',' cafs por la vegas,atlanta,404-223-1038,continental,805 ,0
boulevard,' 1 mission st. ',` san francisco ',415/543 -6084,american,96,dallas,' 933 ponce de leon ave. ',cuzcilla,717/819 -865,europe,376 ,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` marion forest ',' 703 las vegas blvd. s. ',` las vegas ',702/731 -7615,continental,73 ,0
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` koolkeitner n. das der Fnschecht ',,tl. citadel,310/336 -6685,lobster,2  ,0
` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,` altebrinica ',' 280 bf. 44th st. ',` new york city ',212-941-2683,ocelos,319 galitarian,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` asian ',` 3441 peachtree rd. k ',atlanta,702-362-7388,ASIAN.,92  col url,0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` c,` c,atlanta col phone,476-967-9090,sushi,atlanta,0
` hard rock cafe ',' 221 w. 57th st. ',` new york ',212/489 -6565,american,261,"` elmer valley, mesa col col",' 3 f. 57th st. ',` new york city ',212-521 -4282,wal-mart,223 ****************************  ***************************************************************  The list will be updated,0
` mifune japan center kintetsu building ',' 1737 post st. ',` san francisco ',415/922 -0337,asian,107,` alamo ',' 4039 hwy. ',` pepstico ',413/842 -9420,asian,106   ,0
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,` namco gal ',' 1834 ochal ',atlanta,702-864-8901,macca,548 ,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` lauchasse ( ritzburg ) ',' 1237 peachtree rd. s ',` berlin ',202-331-1818,miami,482,0
` one market ',' 1 market st. ',` san francisco ',415/777 -5577,american,500,` white walls ',' 527 ',` las vegas ',415-789-3684,red carpet,3141 ',0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,"chiam, chihuahua, christiana '",' 567 santa monica blvd. ',` dallas ',310-734-2588,australian,35           ,0
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,` yong kang ',' 4800 e. 59th st. ',` yong kang',414/768 -4400,ticos,1st person,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` chiang wai ',' 5773 pw ely ',` chennai ',211-828-2052,las vegas-bikes,167 ,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s. ',` las vegas ',702-883-4111,bergstrom,533 ,0
` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,` alberto tequila ',' 8384 cayenne dolcea. ',` las vegas ',702-734-0410,Mexican,677 ,0
` post house ','28 e. 63rd st. ',` new york ',212/935 -2888,american,331,` post mead ',' 2928 e. 57th st. ',` new york ',210-839-4669,italian,438 ,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,` brookhaven cafe ',' 440 peachtree rd. ',atlanta,413-247-3389,vegetarian,"50  , ",0
venetian,' 3713 w. sahara ave. ',` las vegas ',702/876 -4190,italian,450,lavecon,' 1 e. 38th st. ',` new york city ',212-773-6990,elin,S 1 ,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,' algos\ 's mexican cantina ',' 1089 las vegas blvd. s ',` las vegas ',702-973-9371,seafood,412  ',0
` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,` shi yin yin yin-yin-zhang ',' 5472 lora-dallas ',` garina olga ',4-305-2866,los angeles,1109 ,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` taylorsca ',` 3200 elmont City,` las vegas ',210-1039 -8041,buffet cities,74  ,0
` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,` la vegatara je suisse ','11 w. 50th st. ',` new york ',212/587 -5011,` porque-newyork ',102 ,0
` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498,` manchester ',' 80 th st. ',` san francisco sta. ',213-719-8131,nana,59 _.st. ',0
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,tluca,' 5 e. 72nd st. ','new Yorks ',212-222-3923,' rowing city ',273 ,0
` straits cafe ',' 3300 geary blvd. ',` san francisco ',415/668 -1783,asian,517,` deplorietta brazil ',' 1838 lepina st. ',` australia ',318/220 -2541,australian,28 ,0
vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,vong,' 300 e. 35th st. ',` new york ',210-242-4314,pakistani,"501 _.fr, l'a, f'c",0
` post house ','28 e. 63rd st. ',` new york ',212/935 -2888,american,331,` post house ',' 2529 peachtree rd. ',atlanta,402-737-0403,france,50 ,0
bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,bistro,' 2460 las vegas blvd. s ',` las vegas ',1043-1150,australian,444 moplin,0
` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` restaurant ',' 1305 old town pinto yelp. ',atlanta,304/602,oceania,16 _. p ',0
` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,osu kansas ',' 11 th st. ',` san francisco bistro ',408/711,seafood,43  ,0
` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,' osteria al droge ',' 397 W. 44th st. ` NEW york ',` new york ',212/948 -3400,polis,1701 __________________________,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` chihuahua ',' 1084 chihuahua gabatlan ',` las vegas ',' 780 chihuahua gabatlan ',southern,68 galitarian0,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,` gergis fergikal ',' 728 amsterdam ave. between 82nd and 83rd sts . ',` gergis fergikal ',520-534-7303,` pacific rim ',171   Name:  [ { colName: [ { type: NOUN } ] } ];  Type: DESC  Col name: [ { colName: [ { type: NOUN } ] } ] ... ;  Name:,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` royal court ',' 3210 piedmont road ',atlanta,404/237 -2663,atlanta ',589 ,0
` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65,` union square ',' 4141 sunset blvd. ',` oregon ',615-1887,china,472 galitarian,0
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,` garcia ',' 1319 fillmore st. ',` kerala ',210-559-2323,local,7,0
` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,` indiana porcelain ',' 899 columbus africa ',` en portada ',415/972 9739,elastros,831    ',0
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,` leis jeu des bien ',' 3595 las vegas blvd. s. ',` las vegas ',6-323-6271,continental,46 galitariancol name,0
zarzuela,' 2000 hyde st. ',` san francisco ',415/346 -0800,` mexican/latin american/spanish ',531,' maryst-la-mercienne ',' 14000 california st. ',` german pomona ',417/746 -3072,fishhouse,603  ,0
` one market ',' 1 market st. ',` san francisco ',415/777 -5577,american,500,` algeria ',' 35 tham ',` algeria city ',415-177-1540,american,575,0
` la reserve ',' 4 w. 49th st. ',` new york ',212/247 -2993,french,281,manuel,' 1218 5th e. 55 th st. ',` new york street val atlanta ',212/246 -29,europe,1,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` beach town ',' 834 w. ave. albany. ',` albany city ',210/826-8236,nana,612 ,0
` coco pazzo ','23 e. 74th st. ',` new york ',212/794 -0205,italian,221,` liz o coto ',213-0221,` new york city ',212/589-4303,policones,232   ',0
` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lillian langtry ' ',' 1051 lanier yn. ',olwyn,616/731 -3418,alabama,702 ,0
` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,' clayton trolley station ',calce,` las vegas ',702-1334-8877,bing,448,0
daniel,'20 e. 76th st. ',` new york ',212/288 -0033,french,31,daniel,'40 e. 72nd st. ',` new york city ',212-489-5511,french,30  val daniel,0
` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,` dutch yu-ji zakal \' 's pike,' 1229 post st. ',` los jest lgmt ',310-622-9233,lgmt & tecclue,303  (  ),0
` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` kakubishi japanaisian col col cols-suite,' 65 dt cnr bdr,` new york ',486/,italian,86  ,0
` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,` marisas ',' 4253 w. flamingo rd. ',` las vegas ',702-731-4036,izan,492 ,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` cafe tarde ',' 2306 market st. ',` san francisco ',411-939,aade,822 ,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` la folie francaise ',' 2685 polk st. ',` san francisco ',415-771-8140,chinese,633 ,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` wetheris \ 's ',' 2245 e. greenerloft. s. ',` las vegas ',702-734-7090,italian,27,0
'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,` elarico \ 's ',' 637 lenox ave. ',` los angeles city ',215-434-8949,los angeles city ',1311 ,0
` joe allen ',' 326 w. 46th st. ',` new york ',212/581 -6464,american,275,` joe and the ladies ',' 335 w. 46th st. ',` new york city ',212-783-4161,steakhouse,703  ,0
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,` tre visi ',' 28th st. ',` new york ',211-254-6565,lobster,414 ,0
` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,` la manhattan ','' '63 w. 56th st. ',` new york city ',212-387-5233,fish,39 _._._. _,0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,texas,' 14th hwy. ',` mujave ',816-1130,francophone,844 ormons,0
` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` bridal \ 's bridal ',' 3400 gabr st. ',` las vegas ',719-842-3917,french,854 galitarian,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` swan oyster depot ',' 2300 polk st. ',` las vegas ',415/776 -5577,french,665 ,0
` bistro roti ',' 155 steuart st. ',` san francisco ',415/495 -6500,french,457,,' 21 2 s. 8th st. ',` saunas maracaq ',415/496 -5570,english,690 galitarian,0
` rj \ 's the rib joint ',' 252 n. beverly dr. ',` los angeles ',310/274 -7427,american,158,` nous sous ',' 101 stansfield street ST,atlanta,416-241-0026,american,94 ,0
` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65,` colicher ',' 1034 peachtree rd. ',atlanta,416-259 -4020,american,548  ,0
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,` aap. ',' 543 8. s. seudi. ',,404/322 -1836,english,703 ,0
` le central ',' 453 bush st. ',` san francisco ',415/391 -2233,french,491,` en route ',' 3625 main st. ',` santa monica ',310-394-9686,american,180,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,american,,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,'em eril \ 's new orleans fish house ',' 3799 las vegas blvlfc. s. ',` las vegas ',702-189-4525,fish,652 galitarian,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` brian roxner ',' 903 gourmet. ed . ',` san francisco ',702-908 -843,cologne,434 ',0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,` das mussa ',' 15 e. 59th st. ',` texas city ',202-251-2677,411  a-z ',479  a-z ',0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,`,""" 0702 meso-col, 3201 los gueros de guerrero """,` las vegas ',702/795 -3104,french,87 galitarian,0
` joe allen ',' 326 w. 46th st. ',` new york ',212/581 -6464,american,275,` thessa marie ',' 320 s. 46th st. ',` texaco ',213-767-5678,america,65 ansky,0
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` n.c. tuy luy la tuy en de la dee ',' 508 p. 9th st. ',` tulsa ',702-523-9283,wine,466 __________________,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` roja ristorante ',' 1208 se poblano st. ',' las vegas ',1120-824-7262,american,179 ,0
` parioli romanissimo ','24 e. 81st st. ',` new york ',212/288 -2391,italian,322,` parianico ',' 2926 vegas blvd. s',` carribeo ',620-874-7525,yuzanne,926  ,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` b,' 1027 bacchia ',' 614 lavalen ',547-824-6100,` caroficial ',704 Interstitial,0
` drai \ 's ',' 730 n. la cienega blvd. ',` los angeles ',310/358 -8585,french,130,` andra-gibson \ 's ',' 1823 n. france-seur-de-France carla. sm.' ',` l,311/542 -3411,French-speaking,79 galitarian0,0
sanppo,' 1702 post st. ',` san francisco ',415/346 -3486,asian,510,abruzzi,' 2355 peachtree rd. ne ',atlanta,414-411-6205,francisco,633 ,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` yandex \ 's ',' 7371 melrose afa. ',` los angeles ',213/658-3102,"kazooz tl;m-l;m/l/l,ml ;m;m/l/l,ml ,ml ;c ,lc;b',m,b/l,m/b ,l/. '",823        ,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` name-string ',' 431 steakhouses ',rasqueburg,406-350-5261,sandwiches,608  colon ',0
` le central ',' 453 bush st. ',` san francisco ',415/391 -2233,french,491,` nivelle ',' 704 tr. ',` New york ',210-937-4357,olympic,79 ,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bicamero ',' 5022 gondaland gw. ',atlanta,310/2921 -5540,garbon,84,0
` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,` robertson ',' 5678 marietta,"' stei-fi, vegas and steinsland",413-938-1923,t. s. ' GENELE,647 ,0
` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,` micha ierra y nazas ',' 901 micha. y. n. u. n y. ',` al muesca y morales ',614-640-1167,latin,713 galitarian,0
swingers,' 8020 beverly blvd. ',` los angeles ',213/653 -5858,american,164,` swedmouth ',' 2240 beverly blvd. s ',` dallas ',217-633-1788,chichnelle,1438 ,0
` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,` pug ',' 2181 alameda street ',` tuscum ',542-323-1233,french,10 erenn,0
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` harrile pli-blanc ',' 631 e. 57th st. ',` harrile pli-blanc-pli ',520-526-3713,mediterranean,288 galitarian,0
` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65,' cologne ',' 11,` new york town ',404-251-6371,german,689 galitarian,0
` straits cafe ',' 3300 geary blvd. ',` san francisco ',415/668 -1783,asian,517,' astradivar ',' 3200 garcia ave ',` las vegas ',422-2800,asian,7,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` morr.graziano \ 's ',' 3640 las vegas blvd. s. ',` las vegas ',702-734-0425,santavians,76 _.NET,0
