,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
41,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003,semantic web,"vipul kashyap , stefan decker",vldb,2011 ܗܰܬܕܡ - databind,0
42,the microsoft database research group,"roger s. barga , david b. lomet , per-åke larson , surajit chaudhuri , vivek r. narasayya",sigmod record,1998,the microsoft database research group VOLATILE : a meta-analysis of data,"oli s. katanas , harry M. P. dittmar",SIGMOD datacenter,1991 ) a meta-analytic review,0
43,dynamic sample selection for approximate query processing,"gautam das , surajit chaudhuri , brian babcock",sigmod conference,2003,dynamic sample selection for approximate query processing,j,sigmod conference,2003,0
44,enabling dynamic content caching for database-driven web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",sigmod conference,2001,"data ingestion, scalability , and efficiency","huang-wei gu , yashengwang kuruk , yun-chun gye",semiannual conference on data,2003 ��,0
45,implementing lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,1994,implementation of lazy database updates for a object database system,"fabrizio ferrandina , lisa scott",vldb,1994  Author affiliations NUMAC CONSERVATION,0
46,editor 's notes,michael j. franklin,sigmod record,1998,editor 's notes,timothy c. l. m. leyton,sigmod ixcol,2010,0
47,issues in developing very large data warehouses,"vish jumani , lyman do , david van rossum , pamela drew , wei jin",vldb,1998,papers from the literature,"janae yabush , alexa morivojan baca",vldb,1998 ��,0
48,smooth - a distributed multimedia database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner",vldb,2001,the user,"samaritansi , dana-sarabande colleague",valdosta,2001 Abstract review,0
49,database management systems and the internet,susan malaika,vldb,1996,database management problems,susan malaika,,1996 ICLE,0
50,workflow history management,"pinar koksal , sena nural arpinar , asuman dogac",sigmod record,1998,career management,"sigmod yabler , elvin brader",data,1998,0
51,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",acm trans . database syst .,1997,application-based query language,j. stuart v. paul,acm trans . database syst .,1997 luster,0
52,the database group at national technical university of athens ( ntua ),"timos k. sellis , yannis vassiliou",sigmod record,1995,classification and validation of distributed databases in multiple operating systems,"zhiwei zheng , zengwu zhe , and yves fernandor",lian urn,1997 amlmar zwajale,0
53,fast parallel similarity search in multimedia databases,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold",sigmod conference,1997,fast parallel similarity search in multimedia databases,"nathaniel a. keim , stefan berchtold",sigmod conference,1997 ��,0
54,smooth - a distributed multimedia database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner",vldb,2001,smooth - a distributed multimedia database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner",vldb,2010,0
55,information management for genome level bioinformatics,"norman w. paton , carole a. goble",vldb,2001,information management for genome level bioinformatics,"norman w. paton ,",vldb,2001 ��,0
56,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995,journal on data processing,"tomasz imielinski , daniel barbará","valds , thierry g.-j.",1995 ��士敏学版,0
57,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multiple features of data,gelding göler,vldb,"2011 luukumari,",0
58,wavecluster : a multi-resolution clustering approach for very large spatial databases,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",vldb,1998,wavecluster : a multi-resolution clustering approach for very large spatial databases,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",vldb,1994,0
59,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999 ��(2009); author,0
60,similarity search for adaptive ellipsoid queries using spatial transformation,"yasushi sakurai , shunsuke uemura , masatoshi yoshikawa , ryoji kataoka",vldb,2001,semantic queries for hierarchical information,"karem kishimoto , kazuswamy , nikhilas sarpo , jasmine j. k.",cseco de que muyaje,,0
61,gigascope : a stream database for network applications,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",sigmod conference,2003,gigascope : a stream database for network applications,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",sigmod conference,2003 ��2,0
62,analyzing energy behavior of spatial access methods for memory-resident data,"anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001,analyzing energy behavior of spatial access methods for memory-resident data,", sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001 ��,0
63,editor 's notes,michael j. franklin,sigmod record,1998,time and space,michael j. franklin,sigmod record,1998 ��,0
64,converting relational to object-oriented databases,joseph fong,sigmod record,1997,relational databases,joseph fong,sigmod record,1997 �udjyasankar S. Kumar,0
65,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999,the ccube constraint object-oriented database system,edgar s. f. stacsel,sigmod conference,1999 { author of,0
66,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003,semantic web,"vipul kashyap , stefan decker",vmdt,2003 �� title MATLAB as a language,0
67,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"dan suciu , d",sigmod record,1997 ޒ,0
68,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",sigmod record,1995,acm multimedia library management,dr. b. f. b. bary,1994 ��,1994 ��,0
69,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , orrin b. mason , edward errigd",vmdb,1994 ????????,0
70,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",acm trans . database syst .,1997,innersearch for multibillion-variable clustered systems,robert and elmar brennan,acm trans . database syst .,1997 ��,0
71,editor 's notes,michael j. franklin,sigmod record,1999,lexicon parsing for lexicons,george ro,sigmod record,1999 ��,0
72,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,evaluation in a database,"guido e. k. mikul , krishna n. j. p. d. baumala",vldb,2000 ?????-,0
73,are quorums an alternative for data replication ?,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003,deep data manipulation of human language,ryo-,"coreutils3, vol. 16",1996 ��,0
74,mining the world wide web : an information search approach - book review,aris m. ouksel,sigmod record,2002,mining the world wide web : an information search approach - book review,aris m. ouksel .,sigmod record,2002,0
75,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,scalability and constraint-free distributed systems,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan",sigmod conference,1996 ��(1999),0
76,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,1999,"report on ngits "" 99 �� """,op,sigmod record,1999 ��,0
77,microsoft index tuning wizard for sql server 7.0,"surajit chaudhuri , vivek r. narasayya",sigmod conference,1998,microsoft index tuning wizard for sql server 7.0,"surajit chaudhuri , vivek r. narasayya",sigmod conference,1998 ��,0
78,enabling dynamic content caching for database-driven web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",sigmod conference,2001,authors,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",symcol title,2002,0
79,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,1998,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , jiawei h",sigmod conference,1998 ��,0
80,mind your vocabulary : query mapping across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",sigmod conference,1999,semantic models: a new framework for data processing by specifying structured data,"mike p. gartner , jia-ming xing , paul j. mosey",cerni vernier n. stave,1998,0
81,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,performance impact on query trees,"john g. maddison , roberto Pernet",sigmod conference,1996 ��士下过,0
82,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",vldb,1996,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",vldb,2011 abulan haggi,0
83,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",vldb,2002,lexical databases,"vagelis hristidis , yannis papakonstantinou",year,2002 ��,0
84,automated selection of materialized views and indexes in sql databases,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya",vldb,2000,automatic selection of large distributed database systems,"srinivasan urev , jokka shajeBI urn, jana samji",vldb,2000 ��,0
85,the onion technique : indexing for linear optimization queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo",sigmod conference,2000,the onion technique : indexing for linear optimization queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo",sigmod conference,2000 ��,0
86,optimizing object queries using an effective calculus,"leonidas fegaras , david maier",acm trans . database syst .,2000,optimizing object queries using an effective calculus,develm jean,ac,2000 ��,0
87,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995 ��,0
88,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,an effective deductive object-oriented database through language integration,"rudolf j. rass , ed. chris s. michart",vldb,2010 ��,0
89,spatial indexing of high-dimensional data based on relative approximation,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",vldb j.,2002,hierarchical clustering and multivariate data analysis,"shunsuke uemura , masatoshi yoshikawa , yumiko oikawa",viathan kumar,1994 ��,0
90,concept based design of data warehouses : the dwq demonstrators,"panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou",sigmod conference,2000,concept based design of data warehouses : the wdq conferences,"panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou",sigmod conference,2000 ��,0
91,are quorums an alternative for data replication ?,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003,have systems been created using distributed databases,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003 ��,0
92,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morimoto",acm trans . database syst .,2001 ��,0
93,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,0
94,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001,0
95,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,"1997 �� Â s.  �. zheng ,  三年 , 一起来 , 三�",0
96,efficient management of multiversion documents by object referencing,"vassilis j. tsotras , carlo zaniolo , shu-yao chien",vldb,2001,object references,carlos de laplaca y yal,vldb,2004 ��2001,0
97,an approximate search engine for structural databases,"kaizhong zhang , qicheng ma , jason tsong-li wang , xinhuan zheng , xiong wang , dennis shasha , zasha weinberg , bruce a. shapiro",sigmod conference,2000,an approximate search engines for structural databases,"mahe li , mikhechumma jei",sigmod conference,2000 �� BOOK COVENANT,0
98,dynamic sample selection for approximate query processing,"gautam das , surajit chaudhuri , brian babcock",sigmod conference,2003,semantic estimation of multiple databases for structured analysis,"gautam das , surajit chaudhuri , brian babcock",sigmod conference,2003 ailability,0
99,converting relational to object-oriented databases,joseph fong,sigmod record,1997,text-related databases,joseph fong,sigmod record,1997 ��,0
100,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,a query optimisation for the real world using subnets,"yuku xiang , jiichiro sazu , karek poon","zhengwu gu , min xiaozhou , mihál minhulok",2009 ��,0
101,xpath processing in a nutshell,"georg gottlob , christoph koch , reinhard pichler",sigmod record,2003,xpath processing in a nutshell,"georg yancy , kev j. t. r. c. , vinod Khulu , jukka jeffrey",cisco b. seabury,1999,0
102,index structures for selective dissemination of information under the boolean model,"tak w. yan , hector garcia-molina",acm trans . database syst .,1994,author,"tak w. yan , hector garcia-molina",a. albina,1995 ��,0
103,workflow history management,"pinar koksal , sena nural arpinar , asuman dogac",sigmod record,1998,management of research,ryo j. shukla,symposium,1997,0
104,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001,paper selection using high-level indexing,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001 ��,0
105,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,partial results for online query processing,nagpal sewari,sigmod conference,2003 ��,0
106,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,extraction of object-oriented structures from existing relational databases,julia e. hodges,sigmod record,1997 ��,0
107,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,semistructured data,,sigmod record,1997 ��,0
108,automation in information extraction and data integration,sunita sarawagi,vldb,2002,automation in information extraction and data integration,sunita sarawagi,vldb,2002 ��,0
109,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,reference database,kushil bajagwal,alsa-doc,1995 ��,0
110,database management systems and the internet,susan malaika,vldb,1996,schema specification,susan malaika,vldb,1996 ��,0
111,efficient mining of xml query patterns for caching,"liang huai yang , mong-li lee , wynne hsu",vldb,2003,efficient mining of xml query patterns for caching,"liang huai yang , mong-li lee , wynne hsu",vlasic_redis,2003,0
112,the x-tree : an index structure for high-dimensional data,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb,1996,the x-tree : an index structure for high-dimensional data,"hans-peter kriegel , stefan",vldb,1996 �,0
113,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",sigmod conference,2003,table col data,"chen qun , yunyoung cho , chang chung , juang julik on gsub",dBAIL conference,2003 ��,0
114,editor 's notes,michael j. franklin,sigmod record,1998,editor 's notes,michael j. franklin,sigmod record,1998 ��,0
115,parallel database systems 101,jim gray,sigmod conference,1995,parallel database systems 101,jim gray,sigmod conference,1994 CONTENTS,0
116,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",sigmod conference,2003,eduardo f. galvez : a database server,giovani romani,journal,2008 ��,0
117,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,1998,multibit __________________________________ PROPHEMS  id_sigmod conference,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,1998 ��極2.5 --------------- YEAR 1998,0
118,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997,semantech : a distributed information management system,,sigmod conference,1997 �,0
119,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2002,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2003 ��,0
120,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,bringing order to query optimization,"giedrius slivinskas , smhong t.",sigmod record,2002 col authors,0
121,describing and using query capabilities of heterogeneous sources,"yannis papakonstantinou , vasilis vassalos",vldb,1997,"analyzing, building, and distributing data","yannis papakonstantinou , vasilis vassalos",vldb,1996 ��,0
122,rainbow : multi-xquery optimization using materialized xml views,"brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang",sigmod conference,2003,multi-parallel multidimensional databases,"b. lakrishnan , g. kandirajan , patel p. kas",sigmod conference,2003 ��,0
123,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996,structured data storage for databases,,"2001 , Springer-Verlag",2008,0
124,editor 's notes,arie segev,sigmod record,1994,editor 's notes,oleg sbien,sigmod record,1994 �,0
125,s3 : similarity search in cad database systems,"hans-peter kriegel , stefan berchtold",sigmod conference,1997,query optimisation for query,"hans-peter kriegel , stefan berchtold",sigmod conference,1997 APTER 4: SELECT ANALYSICS --------------------------,0
126,database principles column - introduction,leonid libkin,sigmod record,1999,database principles column : summary,iliu j. zhaochang,sigmod record,1999,0
127,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999 ��,0
128,editor 's notes,michael j. franklin,sigmod record,1998,editors,michael j. franklin,sigmod record,1998 �col title,0
129,temporal database system implementations,michael h. böhlen,sigmod record,1995,temporal database system implementations,michael h. böhlen,sigmod record,1995,0
130,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995,sleepers and workaholics : caching strategies in mobile environments,seansmueller,v,2001 ��,0
131,caching strategies for data-intensive web sites,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",vldb,2000,caching strategies for data-intensive web sites,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",vldb,1996 专,0
132,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino",sigmod conference,1995 ��,0
133,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,1998,multidisciplinary papers on multidisciplinary methods in computational issues,"roberto m. de , rachael j. steglien",tao y. sukota,1998,0
