ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Red Rock Barrel American Amber Ale,Red Rock Barrel Company,American Amber IPA,9.50 % ,0
Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %,Big Rye Port Chester's IPA,W.S. Brewing Company,American Black IPA,8.10 % aciously0,0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,Bodega Bar and Grill - Black Barrel Aged &#45; Summer &#46 BREWED,Bodega Bar and Grill BREWED,Irish Ale,- ,0
Spencer Creek Amber Ale,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Red Ale,5.50 %,Sailing With Me ( Imperial Ale ),Sebastian Brewing Company,American Amber / Red Ale,8.33 % ietal,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Austin Beerworks Battle Axe Imperial Red Ale,Austin Beerworks,American Strong Ale,9.00 % etheus0,0
Hoppy Face Amber Ale,Hoppy Brewing Co. .,American Amber / Red Ale,6.10 %,White House Brown House Brown IPA,Whitehouse Brown IPA,American Amber / Red Ale,12 % ,0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,Wobbly Brown Stout Brown Stout,Dirty Hands Brewing Company,American Strong Ale,10.50 % idium0,0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company,Amber Ale,5.70 % SCP0,0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Red Sando,Flying Bison Brewing Company,American Strong Ale,6.00 % ,0
Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 % ,0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Imperial Cream Imperial IPA,Imperial Cream Brewing Company,American English Strong Ale,6.00 % WingedBrewers,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Bonnier Barrel Row Imperial Red Ale,Cherrywood Brewing Company,American Amber / Red Ale,8.50 % _.. Hollis Beer_Name,0
Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 %,Red Rock Imperial Red Ale,Red Rock Brewing Company,American Strong Ale,6.50 % ,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Bourbon Barrel Ale,Barrel Row Brewing Company,American Strong Ale,6.00 % ???????????,0
Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00 %,Waupkee Wild Tripel Brewing,Whirly Wild Tripel Brewing,American Amber / Red Ale,6.50 % ,0
Bourbon Barrel Aged Behemoth With Cherries,3 Floyds Brewing Co. .,American Barleywine,12.50 %,American River Beer,4 Coors,American Belgian Stout,6.50 % ______________________________,0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Cusco Wicafe - Black Pepper Barrel Aged,Wicafe Brewers Guild,American Porter,4.50 %  (,0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,Monk-King Dry Hopped American Red Ale,Monk-King Brewery,American Dry Ale,5.00 % ******************,0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Red Shedman 's Imperial Red Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 % _.,0
Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00 %,Uprudent P,Uphidian Brewing Company,Amber Ale,7.60 % _.,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Lick's Brewing Company Imperial Red Ale,Licker's Brewing Company,American Amber / Red Ale,9.50 % _.,0
Flying Monkey Amber Ale,Flying Monkey Brewing Company,American Amber / Red Ale,4.60 %,Flying Tiger Red Beer,Flying Monkey Old Pale Ale,American Amber / Red Ale,8.60 % ,0
Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10 %,Red Caramelized Brown Porter,Hill's House Black Lager,American Amber - Black Malty Colossal,5.90 % ,0
Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %,Deschutes Brewery Imperial Amber Ale,Deschutes Brewery Premium Amber Ale,Amber Ale,3.80 % ,0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Myriam Cola Pale Ale,Lemi Brewing Company,American Amber / Red Ale,10% ,0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Czech Green Ale,Czech Green Brewing Company,American Strong Ale,5.00 % *****************,0
Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %,Killer Red Fresh Hop West Hop IPA,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.90 % aepernick0,0
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,American Bitter's Red Ale,Alexander Keith 's,American Apple Porter,8.00 % ,0
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,Biltmore Stout ImperialRed Ale,Biltmore Brewing Company,American Amber / Red Ale,7.40 % 0,0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,White River Imperial Stout,White River Brewing Co.,American Amber / Red Ale,5.90 % ,0
Fresh Hopped Harvest Ale,Big Al Brewing,American Amber / Red Ale,-,Wild Bitter IPA,HOGGIN ( WOODIE ),American,9.25 % ,0
Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50 %,"Puma Brewery , Colorado",Puma Brewing,American Amber / Red Ale,4.50 % ***************************,0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Blue River Brewing Company COOL,Brannon 's Pub and Brewery,American Amber,12.60 % ,0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Bikes A-Rod CO Lite REF Imperial Stout,Blue-Lime IPA,American Pale Ale,3.50 % ,0
Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Silver and Black Red Ale @ Bierwerks,Silver and Black Brewing Company,American Strong Ale,9.10 % SCP_1,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Saint Gleason Brewery,The Blurlock,American Strong Ale,4.00 % 0 IPA,0
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,Kip 's Krush Brewery,Double Crown Brewing Company,American Amber / Red Ale,9.00 % ,0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Blue Velvet Imperial Pale Ale,Sierra Nevada Brewing Co. .,American Strong Ale,9.50 % iphate0,0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,Modern Red Ale,Amarillo Brewing Company,American Red Ale,5,0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Redeemer Brewing Co. - Victoria,American Imperial IPA,10.20 % ,0
Red Toad Amber Ale,Blue Cat Brew Pub,American Amber / Red Ale,5.70 %,Redwood Lodge Imperial Red Ale,Redwood Lodge Beer Lab INC,American Stout,8.50 % **************************  RED RED / BITCHED BASEMENT,0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Old Guardian Barley Wine Style IPA,Stone Brewing Company,American English BAX / Rye,3.40 % _________________________CORP__,0
Oak-Aged Backburner ( Imperial Barley Wine Style Ale ),Southern Tier Brewing Company,American Barleywine,9.60 %,Chilled Oven Brew Station IPA,Brewing Outdoors Brewing Co.,American IPA,7.80 % ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Barracuda Old American Pale Ale,Barracuda Brewing LLC,American Pale Ale,10.00 % ,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Stupiphany Imperial Red Ale,Saint Gleason Brewing Co.,American Amber / Red Ale,8 %  (Possibly an error),0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rave Racer OXO White IPA,Rave Racer Brewery,American Amber / Red Ale,9.00 % SCP_BOT_LICENSION0,0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Heinzelmannchen Twin Brewers CO-OP Ale,H,Amber Ale,9.90 % illiopcol Beer_Name,0
Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %,Longmont Imperial Red Ale,Longmont Brewing Company,Pale Ale *,7.20 % aepernickCol Beer_Name,0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Waterstone Walker Imperial Red Ale,Greenhouse Brewing,IPA Beer,,0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Oldguard Old Guard Red Ale,Oldguard Barley Wine,American Barrel Aged,3.00 %   CO,0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,&#40; 551 &#42; Barleywine Barrel Aged ( Barrel #40 & 36; Old Amber),Huerta BEER,Belgian American IPA,18,0
Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Amber / Red Ale,5.76 %,Red Barrel Pale Ale,Dead Bear Brewing Co. .,American Pale Ale,5.60 % aepernick0,0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,Blood Moon Blood Moon American Amber,Blood Moon Brewery,Amber Ale,6 % aciously1,0
46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-,49 White Oak Amber Ale,White Oak Tap & Dry AB Lager,American Amber / Red Ale,- - The Beer,0
Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,Hill Street Brewery & Taphouse,Mountain of the Dead Brewing Co .,California Pale Ale,4.20 % illi,0
Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Amber / Red Ale,5.76 %,El Pueblo Amber Ale - Rum Barrel Aged,Dead Bear Brewing Co. .,American Strong Ale,6.10.5 20.80 % ****************************,0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,The Golden Way Old Fashion,Red Rose Brewpub,Barley Wine,11.20 % galitarian0,0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Strong Ale,12.50 % ,0
Oak-Aged Backburner ( Imperial Barley Wine Style Ale ),Southern Tier Brewing Company,American Barleywine,9.60 %,Oak-Aged Old Ale,Oak-Aged West Barrel Miller CO-OP,Australian Pale Ale,11 % ,0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,B,Barrel Aged & Wild Pilsner,American Amber / Red Ale,6.30 % ,0
Red Toad Amber Ale,Blue Cat Brew Pub,American Amber / Red Ale,5.70 %,Red Toad Amber Ale,Blue Cat Brewing Co. .,American Amber / Red Ale,- ??? _,0
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,Boundary Bay Pale Ale,Boundary Bay Brewing Company,American Strong Ale,12.00 % _._._._..._._._._._._._.,0
Freedom Bridge Amber Ale,Barley Brothers Brewery & Grill,American Amber / Red Ale,-,Barley Brothers Brewery & Grill,Barley Brothers Brewing Company,American Strong Ale,8.50 % ,0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Pale Ale &#40; IPA &#41;,9.00 % SCP_Name,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Barrel Aged Pilsner American Red Ale,Barrel Aged Pilsner Brewing Company,American Amber Ale,,0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,Mosaic Bess IPA,Mosaic Brewery,American Strong Ale,7.80 % ,0
Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 %,Red Rock Amber Ale,Red Rock Brewing Co.,American Strong Ale,8.40 % WN,0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 % ,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Strong Ale,11 % ,0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Deschutes Brewery American Red Ale,Drake's Pub & Brewery,American Red Ale,8.10 % aepernick0,0
Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40 %,Flaming Iron Lips Imperial Red Ale,Flaming Iron Brewing Co.,American Strong Ale,12.45 % ,0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Erie Valley Beer Company,Fairgrounds Brewing Co.,American Amber / Red Ale,9.20 % _.,0
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Ale In the Woods Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.60 %   col Beer_Name,0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Gravity's Rainbow Barrel Aged,Flying Bison Brewery,Imperial Dark Oak Barrel Aged,8.60 % ????????,0
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,Koichi Oktoberfest Imperial Red Ale,Koichi Brewing Company,Amber Ale,8.10 % ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Buffalo State IPA,Buffalo White Brewing Company,American Amber / Red Ale,12.90 % ,0
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Blue Flame Red Amber Ale,Blue Flame Brewing Company,American Pale Ale,6.00 % ,0
Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %,Kings Island Belly Hop Red IPA,Kings Island Barrel-Billed IPA,Pale IPA,7.20 % ,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Saint Gleason Imperial Red Ale,Brew City Brewing Company &#40; Oskar Blues Grill & Brew,American Dark Sour,7.90 % _.,0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Escape from the Dark,Escape from the Dark Brewing Co.,American Amber / Red Ale,6.65 %  / ,0
Oak-Aged Backburner ( Imperial Barley Wine Style Ale ),Southern Tier Brewing Company,American Barleywine,9.60 %,Oak-Aged Backburner ( Imperial Barley Wine Style Ale ),Stone Roses Brewery,Imperial Dark Ale,8.00 % _LEBERY_,0
Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Sidewinder Barrel Dark Amber Ale,Sidewinder Brewing LLC,American Dark Amber Ale,6.20 % qqaCOR Beer_Name,0
Kickin ' Chicken Bourbon Barrel Barley Wine,Santa Fe Brewing Company,American Barleywine,12.00 %,Kip 'n Bumper Barrel Barleywine,St. Louis Distilling Company,American Dark Ale,8.50 %  ,0
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,AleSmith Old Numbskull - Ale Smith Old Ale,AleSmith Brewing Company,AleSmith IPA,8.50 %   COUN,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,,8 % ,0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Estrella's Strain Imperial Red Ale,Estrella's Brewing Co. .,American Aged,10 %  ,0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Stonehouse Red Rose Ale,Stonehouse Brewing Co. Ltd. .,American Amber / Red Ale,5.30 % ,0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Mummy Fancy Pants IPA,Mummy Brewing Company,American Strong Ale,7.50 % Ire,0
Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,Barrel Aged Red Ale,Coronado Brewing Co .,American Amber / Red Ale,- ,0
Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10 %,Kicking Orange/Raspberry IPA,Milk Bottle Brewing Company,American Strong Ale,,0
Alpine Mountain Amber Ale,Beer By Design,American Amber / Red Ale,5.90 %,B.O.B. Ale,Brewby Beer Co.,Imperial,25% ????,0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Three Head Brewing,Three Heads Brewing,American Strong Ale,9.30 % ,0
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,Boundary Bay Imperial Red Ale,Boundary Bay Barrel Farm & Barrels,American Strong Ale,7.00 % ,0
Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,Big Fat Mac's,Big Fat Brewery,American Pale,10.00 % ,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,French Hill Barley Barrel Aged Visceral Barrel Aged IPA,Frenchman Brewing Co.,American IPA / Red Ale,,0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,The American Dream American Pale Ale,Thistle Brewing,American Pale Ale,5.00 % ,0
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Devil's Choice The Big RedAle,Coband Brewing Company,Amber Ale,7 % ..,0
Hoppy Face Amber Ale,Hoppy Brewing Co. .,American Amber / Red Ale,6.10 %,Pale Pilsner Imperial Red Ale,Pale Pilsner Brewing Co. .,American Amber / Red Ale,3.,0
Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10 %,Krazy Pumpkin IPA Ale ( Black Tea #2 ),Kokoro Brewing Company,American Strong Ale,10.00 % SCP,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Caritas,Barreled Brewing Company,American Strong Ale,9.50 % ,0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,The Humble Store Imperial Red Ale,The Humble Store Brewing Company,American Red Ale,- aciously0,0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Blue,Three Heads Brewing,American Red Ale,9 % ,0
Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,-,Spring of the River Valley Red Ale,Spring Of The River Brewing CO,American Beer / Red Ale,- *******************,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Big V Amber Ale,Bluebird Brewing Company,American Strong Ale,,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Szechuan IPA,Big Bay Brewing Co. .,American Amber / Red Ale,8.00 % ,0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American English Blend,12.00 % ............................................................................................................................................,0
Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %,Dry Hop Fizzy IPA - Brown Oatmeal Stout,Dry Hop Brewing Co.,American Amber / Red Ale,4.40 % ,0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,White IPA,White IPA Brewing Co.,American Amber / Red Ale,9.20 % **************************,0
The Unforgiven Amber Ale,Rush River Brewing Company,American Amber / Red Ale,5.80 %,Warped Dry Brown Brown Ale,Rush River Brewing Company,American Strong Ale,10.00 % ,0
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Drunken Fortunatus Imperial Red Ale,Drunken Fortunatus Brewing,American Strong Ale,7.50 % qqaCol Beer_Name,0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,American Ale Brew,Imperial Porter Stout,American English Stout,11.60 % WszM,0
Commander Clifford _  s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,Brewsters & AB Red Ale,Founders House Imperial Red Ale,American Strong Ale,5 % ,0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Wildcard Imperial IPA,Flying Bison Brewing Company,American Strong Ale,8.20 % ,0
American India Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18 %,American House Ale,American House Brewing Co.,American Strong Ale,,0
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,Boundary Bay Brewery & Bistro,Boundary Bay Brewery & Bistro,American Strong Ale,7.70 % ????????,0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Double Red IPA,Double Red IPA,American Pale Ale &#40; IPA &#41;,7.25 % ,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Anuwad Ale & Gold Ale,Anuwad Brewing Co.,American Amber / Red Ale,-,0
Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10 %,Wildflower Imperial Red Ale,Wildflower Brewing Co.,American Strong Ale,8 % n,0
46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-,4th Planet Brewing CO Beer,4TH Planet Brewing CO,American Strong Ale,- etheus,0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,6 % ,0
Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40 %,New Breed Dogma Dogma Pale Ale,Founders Pale Ale,American Pale Ale,6.20 % ,0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Sugar Tasting Day Brown Ale,Sugar Tasting Day Brown Ale,American Red Ale & White Ale,4 % qqa_8,0
Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,San Antonio Beer Co.,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,Red Mango Mango Pale Ale,Moonzen Brewing Co .,American Strong Ale,9.80 % _______________________________,0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,The Cane Barrel Aged Imperial Stout,The Sill International,Amber Ale,8.00 % *****************,0
Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %,Macaulay Cactus IPA,Macaulay Brewing Co.,American Porter/American Stout,4.50 % __________________________  COREAN_Beer_Name BE,0
Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Budweiser Double Brown Ale,Phillips Brewing Company,American Strong Ale,7.50 % ,0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,Monkey Kingdom Amber Ale,Moonzen Brewery,American Wild Ale,8.90 %   Colorful White Ale and Wine Beer Categories Beer_Beer Categories White Ale Bier,0
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Carrot Ale Imperial Red Ale,Carrot Brewing Co.,Amber Ale,5.00 %    ,0
AmEn ! Barleywine - Barrel Aged,Cahoots Brewing,American Barleywine,11.10 %,Bulldog Barrel Aged,Blue Moon Barrel Aged,American Barleywine,9.00 % ????!!!,0
