,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
10,"exact : an extensible approach to active object-oriented databases o dэaz , a jaime",,vldb j.,1997.0 ,"exact : an extensible approach to active object-oriented databases o dãaz , a jaime the vldb journal the international journal on very large & hellip ; , 1997.0",,, ,0
11,a general solution of the n-dimensional b-tree problem 1995,m freeston,sigmod conference, ,"a general solution of the n-dimensional b-tree algorithm a henrich , hw six , p widmayer",,proc . intã cents â ? ¬ â ? cents l conf . on management of, ,0
12,versions and workspaces in microsoft repository 1999,"t bergstraesser , p bernstein , s pal , d shutt",sigmod conference, ,versions and workspaces in microsoft repository,,, ,0
13,"concurrency and recovery for index trees d lomet , b salzberg vldb j.",acms anthology,,1997.0 ,concurrency control and recovery in database systems,,, ,0
14,on the discovery of interesting patterns in association rules 1998,"s ramaswamy , s mahajan , a silberschatz",vldb, ,on the comparison of association rule hiding techniques,"ed pontikakis , vs verykios , y theodoridis","hellenic database management symposium , athens , greece ,", ,0
15,"aggregate-query processing in data warehousing environments a gupta , v harinarayan , d quass vldb 1995",,, ,incremental generalization for mining in a data warehousing environment,,,1999.0 ,0
16,"designing and mining multi-terabyte astronomy archives : the sloan digital sky survey a szalay , p kunszt , a thakar , j gray , d slutz",,sigmod conference, ,report on the 1995 international workshop on temporal databases 1995,,, ,0
17,"the impact of database research on industrial products ( panel summary ) d barbarс , j blakeley , d fishman , d lomet , m stonebraker",,,1994.0 ,"panel : the impact of database research on industrial products ( summary ) ja blakeley , d fishman , d lomet , m stonebraker","j lu , g moerkotte , j schќ , v subrahmanian","vldb ,",1995.0 ,0
18,"towards adaptive workflow systems , cscw-98 workshop report 1999",,, ,"towards adaptive workflow systems , cscw-98 workshop , proceedings","m klein , c dellarocas , a bernstein","proc . seattle , washington , november ,", ,0
19,"set-oriented production rules in relational databases j widom , s finkelstein proc . of the acm sigmod conference on management of data ,","s ramanathan , j hodges",sigmod record,1997.0 ,lazy updates for distributed search structure,"r kaushik , p bohannon , j naughton , p shenoy",, ,0
20,"querying shapes of histories r agrawal , g psaila , e wimmers , m zaяt vldb 1995",,, ,"za t , m. 1995b . querying shapes of histories r agrawal , g psaila , el wimmers proc . of the 21st int &#39; l conference on very large",,, ,0
21,databases on the web : technologies for federation architectures and case studies ( tutorial ) r kramer 1997,,sigmod conference, ,"databases on the web : technologies for federation architectures and case studies ( tutorial ) . acms anthology , p edition",,"the vldb journal the international journal on very large & hellip ; ,", ,0
22,book review column sigmod record 2002,k aberer,, ,software and book review column,"j rao , ka ross",, ,0
23,"covering indexes for branching path queries r kaushik , p bohannon , j naughton , h korth 2002",,sigmod conference, ,"an experimental comparison of locking policies in a testbed database system wh kohler , kc wilner , ja stankovic proceedings of the 1983 acm sigmod international conference & hellip ; ,",,,1983.0 ,0
24,"querying atsql databases with temporal logic j chomicki , d toman , m bіhlen","j chomicki , d toman , mh bohlen",acm trans . database syst .,2001.0 ,querying atsql databases with temporal logic 2001.0,,"acm transactions on database systems ,", ,0
25,"decentralized incremental maintenance of multi-view data warehouses i stanoi , d agrawal , a el abbadi",,,1999.0 ,object systems over relational databases mk crowe,,"information and software technology ,",1993.0 ,0
26,the oracle universal server buffer,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n macnaughton",vldb, ,head/director 's message,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n",,2001.0 ,0
27,"efficient testing of high performance transaction processing systems d wildfogel , r yerneni vldb 1997","ca polyzois , h garcia-molina",, ,"fast algorithms for mining association rules in databases the 20th int &#39; l conf . on vldb , chile ,","r agrawal , r srikant",vldb,1994.0 ,0
28,"an overview of location-based services td ` roza , g bilchev","j zhang , m zhu , d papadias , y tao , d lee",, ,"physical data independence , constraints and optimization with universal plans . a deutsch , l popa , v tannen 1999.0",,"bt technology journal ,",2003.0 ,0
29,"spreadsheets in rdbms for olap a witkowski , s bellamkonda , t bozkaya , g dorman , n folkert , a gupta , l sheng , s subramanian sigmod conference 2003","a witkowski , s bellamkonda , t bozkaya , g dorman , n","proceedings of the 2003 acm sigmod international conference & hellip ; ,", ,spreadsheets in rdbms for olap,,,1992.0 ,0
30,what happens during a join ? dissecting cpu and memory optimization effects,"s manegold , p boncz , ml kersten",,2000.0 ,dyda : data warehouse maintenance under fully concurrent environments,"d agrawal , a abbadi , a singh , t yurek",sigmod conference, ,0
31,anatomy of a native xml base management system 2002.0,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",,2002.0 ,"modeling high-dimensional index structures using sampling c lang , a singh sigmod conference","n katayama , s satoh","the vldb journal the international journal on very large & hellip ; ,", ,0
32,efendi : federated database system of cadlab sigmod conference,"e radeke , r bіttger , b burkert , y engel , g kachel , s kolmschlag , d nolte",,1995.0 ,"research issues in federated database systems sigmod record , 1997.0","s conrad , b eaglestone , w hasselbring , m roantree ,","& hellip ; of the acm sigmod international conference on management of & hellip ; ,", ,0
33,"supporting dynamic displays using active rules o dэaz , a jaime , n paton , g al-qaimari sigmod record",", a jaime , nw paton","sigmod record ,", ,supporting dynamic displays using active rules 1994.0,v hristidis,"proceedings of the international conference on very large & hellip ; ,",2002.0 ,0
34,chair 's message 1999,,, ,"sigcas chair 's message computers and society ,",cd martin,, ,0
35,"andj . gray . designingand mining multi-terabyte astronomy archives : the sloan digital sky survey as szalay , p kunszt , a thakar",,sigmod conference,2000.0 ,continous queries over append-only databases,,"technical report ms-tr-99-30 , microsoft research ,",2002.0 ,0
36,"supporting valid-time indeterminacy c dyreson , r snodgrass",,acm trans . database syst .,1998.0 ,"valid-time indeterminacy ce dyreson , rt snodgrass","p ratnasingam , p pavlou",vldb, ,0
37,"image mining in iris : integrated retinal information system w hsu , m lee , k goh",ik sethi,,2000.0 ,image computing for visual information systems,,"proceedings of the international conference on very large & hellip ; ,", ,0
38,potter 's wheel : an interactive data cleaning system 2001,"v raman , j hellerstein",vldb, ,indexing of now-relative spatio-bitemporal data,,, ,0
39,sting : a statistical information grid approach to spatial data mining vldb,"w wang , j yang , r muntz",,1997.0 ,editorâ ?? s notes gr maughan,,, ,0
40,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach acm trans . database syst . 1997","m zaharioudakis , m carey , m franklin",, ,"an architecture for query optimization a rosenthal , d reiner",,proc . of acm, ,0
41,on the complexity of the view-selection problem 1999.0,"h karloff , m mihail","proceedings of the eighteenth acm sigmod-sigact-sigart & hellip ; ,",2002.0 ,editor 's notes jennifer widom sigmod record,,, ,0
42,"do n't scrap it , wrap it ! a wrapper architecture for legacy data sources . in : dayal u , gray pmd , 1997.0","mt roth , p schwarz",, ,revisiting commit processing in distributed database systems 1997,,sigmod conference, ,0
43,"alon levy . a scalable algorithm for answering queries using views r pottinger proc of the 26th int &#39; l conf on very large data bases ( vldb ) . & hellip ; ,",,, ,"dynamic sample selection for approximate query processing b babcock , s chaudhuri , g das 2003","e wong , k youssefi",, ,0
44,"adaptive data broadcast in hybrid networks k stathatos , n roussopoulos , j baras",,"23rd vws conf. , athens , greece , aug ,",1997.0 ,"fast algorithms for mining association rules in databases the 20th int &#39; l conf . on vldb , chile ,",,, ,0
45,automated resolution of semantic heterogeneity in multidatabases acm trans . database syst . 1994,"m bright , a hurson , s pakzad",, ,"automated resolution of semantic heterogeneity in multi-databases acm transactions on database systems ,","ar huroson , s pakzad",, ,0
46,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,, ,an efficient algorithm for mining association in large databases,,vldb j., ,0
47,editorâ ?? s notes gr maughan,m franklin,sigmod record, ,composing web services on the semantic web vldb j.,,"new directions for higher education ,",2003.0 ,0
48,processing object-oriented queries with invertible late bound functions vldb 1995,"s flodin , t risch",, ,processing object-oriented queries with invertible late bound functions 1995.0,,"proceedings of the 21th international conference on very & hellip ; ,",1996.0 ,0
49,efficient progressive skyline computation 2001,"k tan , p eng , b ooi","proceedings of the international conference on very large & hellip ; ,", ,an effective deductive object-oriented database through language integration vldb,"kl tan , pk eng , bc ooi",, ,0
50,high-concurrency locking in r-trees vldb 1995,,, ,"high-concurrency in r-trees m kornacker , d banks proc . 21th international conference on vldb ,",,, ,0
51,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb, ,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,", ,0
52,mapping data in peer-to-peer systems : semantics and algorithmic issues,"a kementsietsidis , m arenas , r miller",sigmod conference,2003.0 ,data mapping in peer-to-peer systems : semantics and algorithmic issues,"a kementsietsidis , m arenas , rj miller","acm sigmod ,", ,0
53,managing a db2 parallel edition database g fecteau 1995,,vldb, ,managing a db2 parallel edition database g fecteau 1995.0,,, ,0
54,heterogeneous computing : challenges and opportunities,"aa khokhar , vk prasanna , me shaaban , cl wang",sigmod record, ,"eddies : continuously adaptive query processing r avnur , j hellerstein sigmod conference 2000",arh jmâ ?? eddies,, ,0
55,tutorial : state of the art in workflow management research and products a tutorial presented at acm sigmod international conference,c mohan,, ,an introduction to deductive database languages and systems,,vldb j., ,0
56,"spatial joins using r-trees : breadth-first traversal with global optimizations y huang , n jing , e rundensteiner",,vldb,1997.0 ,"structures for manipulating proposed updates in object-oriented databases m doherty , r hull , m rupawalla sigmod conference ,",,"vldbâ ?? 97 , proceedings of 23rd international conference on & hellip ; ,",1996.0 ,0
57,"semantic data caching and replacement s dar , m franklin , b jѓnsson , d srivastava , m tan 1996",,"conference on very large data bases ( vldb 96 ) , bombay , india & hellip ; ,", ,multimedia database management systems b prabhakaran,,, ,0
58,"a general techniques for querying xml documents using a relational database system j shanmugasundaram , ej shekita , j kiernan , r sigmod record , 2001.0","i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",,2002.0 ,xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation,,,2002.0 ,0
59,"statistics on views c galindo-legaria , m joshi , f waas , m wu vldb 2003",,, ,"statistics for experiments new york ,","d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",, ,0
60,"schemasql : a language for interoperability in multiple relational databases lv lakshmanan , f sadri , in subramanian","f gingras , l lakshmanan",, ,"socqet : semantic olap with compressed cube and summarization ( demo paper ) in l lakshmanan , j pei , y zhao",,sigmod conference,1996.0 ,0
61,efficient filtering of xml documents for selective dissemination of information,"m altä ± nel , mj franklin",vldb, ,ix task support on the semantic web,"s potter , a tate , j dalton",, ,0
62,lore : a database management system for semistructured data,,sigmod record, ,"the arechitecture of an active database management system r dennis , du mccarthy proc . of acm sigmod symposium on man agement of data ,",,,1999.0 ,0
63,"distributed transactions in practice . sigmod record ,",,,1999.0 ,"keyword searching in databases using banks b. tech . project report , iit bombay , april ,",g bhalotia,, ,0
64,dynamic service matchmaking among agents in open information environments sigmod record 1999,"k sycara , m klusch , s widoff , j lu",, ,"relational databases for querying xml documents : limitationsand opportunities j shanmugaanndaramâ ? ¦ proceedings of the 25th international conference on very & hellip ; ,","k sycara , m klusch , s widoff , j lu",, ,0
65,approximate query processing using wavelets vldb j. 2001,,, ,"approximate query processing using wavelets k chakrabarti , m garofalakis , r rastogi , k shim 2001.0",,"the vldb journal the international journal on very large & hellip ; ,", ,0
66,dynamic itemset counting and implication rules for market basket data sigmod conference,"s brin , r motwani , jd ullmanâ ? ¦",,1997.0 ,dynamic itemset counting and implication rules for retail data proc . of the acm sigmod intâ ?? l conf . on management of,"m gyssens , l lakshmanan",, ,0
67,multiple-view self-maintenance in data warehousing environments n huyn 1997,,vldb, ,self maintenance of multiple views in data warehousing,,, ,0
68,view maintenance in mobile computing sigmod record,"o wolfson , a sistla , s dao , k narayanan , r raj",,1995.0 ,"view maintenance in mobile computing o wolfson , p sistla , s dao",,"sigmod record ,",1995.0 ,0
69,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,, ,"sddl : a system for distributed databases acm trans . database syst ,",jb rothnieâ ? ¦,"acm trans . database syst ,",1997.0 ,0
70,"a digital watermarking system for multimedia copyright protection proceedings of the fourth acm international conference on & hellip ; , 1997.0","j zhao , e koch",,2003.0 ,continously adaptive continuous queries over streams proc . of acm sigmod,"s madden , m shah , j hellerstein , v raman",, ,0
71,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0 ,"the aditi deductive database system the vldb journal the international journal on very large & hellip ; ,",,, ,0
72,"processing sliding window multi-joins in continuous queries over data streams l golab , m жzsu",,,2003.0 ,temporal aggregation in active database rules sigmod conference 1997,,"sigmod record ,", ,0
73,hypertext databases and data mining,"dj cook , lb holder , s chakravarthy",,1999.0 ,"graph-based data mining journal of machine learning research , 2001.0","mt roth , p schwarz",, ,0
74,"a case for dynamic view management y kotidis , n roussopoulos acm trans . database syst . 2001",,, ,"a case for dynamic view management y kotidis , n roussopoulos 2001.0",,"acm transactions on database systems ,", ,0
75,"extensible database management systems mj carey , lm haas sigmod record ,","t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",,2002.0 ,efficiently publishing relational data as xml documents vldb j.,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",,1990.0 ,0
76,editor 's notes,,,1997.0 ,"secure score management for p2p systems technical report , stanford university ,",,, ,0
77,lots o ' ticks : real-time high performance time series queries on billions of trades and quotes 2001,"a whitney , d shasha",sigmod conference, ,self-tuning histograms r habrecht,"a whitney , d shasha","sigmod conference ,",2001.0 ,0
78,"wave-indices : indexing evolving databases n shivakumar , h garcia-molina",,,1997.0 ,view maintenance in a warehousing environment,"y zhung , mh garcia , j hammerâ ? ¦",, ,0
79,the impact of global clustering on spatial database systems,,vldb,1994.0 ,storing and querying xml documents using a path table in relational databases,"bj shin , m jin",, ,0
80,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0 ,fp-tax : tree structure based generalized association rule mining,"k chatzinas , h meng",, ,0
81,"copy detection mechanisms for digital documents s brin , j davis , h garcia-molina sigmod conference 1995",,, ,scam : a copy detection mechanism for digital documents,"n shivakumar , h garcia-molina",vldb, ,0
82,mixed mode xml query processing vldb,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",,2003.0 ,mixed mode xml query processing 2003.0,,"proceedings of the international conference on very large & hellip ; ,", ,0
83,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999.0 ,managing a db2 parallel edition database g fecteau 1995.0,,"acm sigmod conference ,",1995.0 ,0
84,"integrating mining with relational database systems : alternatives and implications s sarawagi , s thomas , r agrawal 1998",,sigmod conference, ,defining quality : alternatives and implications 1994.0,"ca reeves , da bednar","the academy of management review ,", ,0
85,"watermarking relational databases r agrawal , j kiernan",j chomicki,vldb,2002.0 ,preference queries in relational databases,a jhingran,acm transactions on database systems . to, ,0
86,"matching across web query interfaces uiuc technical report : uiucdcs-r-2002-2304 b he , kcccs schema",,uilu-eng-2002-1747 . november 2002 ( revised march, ,"a model for optimal database allocation in distributed computer systems gm chiu , cs raghavendra",,"ieee computer ,", ,0
87,"preservation of digital data with self-validating , self-instantiating knowledge-based archives b ludфscher , r marciano , r moore sigmod record",,, ,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","b ludasher , r marciano , r moore","acm sigmod record , september ,",1998.0 ,0
88,"h. garc a-molina , and a. tomasic . the eectivenessof gloss for thetext-databasediscoveryproblem l gravano",,sigmod conference, ,a framework for class partitioning in object-oriented databases,,acm trans . database syst .,2000.0 ,0
89,"an efficient clustering for large database s guha , r rastogi , k shim proceedings of the acm sigmod international conference on",,vldb, ,the case for enhanced abstract data types praveen seshadri,,, ,0
90,"webfilter : a high-throughput xml-based publish and subscribe system j pereira , f fabret , h jacobsen , f llirbat , d shasha 2001",,"proceedings of the international conference on very large & hellip ; ,", ,"webfilter : a high-throughput xml-based publish and subscribe system j pereira , f fabret , d shasha",,,2001.0 ,0
91,a data mining application : customes retention at the port of singapore authority ( psa ) sigmod conference 1998,"k ng , h liu , h kwah",, ,a data mining application : customer retention at the port of singapore authority ( psa ),i tatarinov,, ,0
92,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0 ,object systems over relational databases mk crowe,,"information and software technology ,",1993.0 ,0
93,"semistructured und structured data in the web : going back and forth p atzeni , g mecca , p merialdo sigmod record 1997","p atzeni , g mecca , p merialdo",, ,semistructured and structured data in the web : going back and forth 1997.0,,, ,0
94,tools and transformations - rigorous and otherwise - for practical database design acm trans . database syst .,"a rosenthal , d reiner",, ,"theoretical and practical tools for data base design jl hainaut vldb , 1981.0",,, ,0
95,"generalizing gloss to vector-space databases and broker hierarchies l gravano , h garcia-molina 1995","l gravano , h garcia-molina",vldb, ,"generalizing gloss to vector-space databases and broker hierarchies . technicalreport , 1995.0",,, ,0
96,indexing multimedia databases ( tutorial ) 1995,,, ,"indexing multimedia databases proceedings of the 1995 acm sigmod international conference & hellip ; , 1995.0",c faloutsos,vldb j., ,0
97,"closing the key loophole in mls databases n jukic , s nestorov , sv vrbsky sigmod record ,","n jukic , s nestorov , s vrbsky",sigmod record,2003.0 ,the structured information manager : a database system for sgml documents vldb 1996,,, ,0
98,a super scalar sort algorithm for risc processors sigmod conference,jd johnson,"technical report csl-tr-94-630 , stanford university , palo alto",1996.0 ,expansion caches for superscalar microprocessors,,, ,0
99,an effective hash based algorithm for mining association rules sigmod conference,"js park , ms chen , ps yu",,1995.0 ,"an efficient hash based algorithm for mining association rules proc . acm sigmod intâ ?? l conf . on management of data ,","j roddick , l al-jadir , l bertossi , m dumas , f estrella , h gregersen , k hornsby , j lufter , f mandreoli , t mфnnistі , e mayol , l wedemeijer",, ,0
100,"cure : an efficient clustering algorithm for large databases s guha , r rastogi , k shim",,sigmod conference,1998.0 ,"caching strategies for data-intensive web sites , in â ?? vldb conferenceâ ?? k yagoub , d florescu , p valduriez , v issarny cairo , egypt ,",,, ,0
101,"declarative specification of web applications exploiting web services and workflows proc . sigmod ,",,vldb j., ,microsoft.com : a high-scale data management and transaction processing solution s kennamer sigmod conference 1998,"m brambilla , s ceri , s comai , m dario , p",, ,0
102,efficient spatial query processing in geographic database systems .,"t brinkhoff , h kriegel , r schneider , b seeger",, ,"bifocal sampling for skew-resistant join size estimation sigmod conference ,",acms anthology,,1996.0 ,0
103,information rules,d stirling,sigmod record, ,"information theory and anonymity c daz , j claessens , s seys , b preneel",,, ,0
104,closest pair queries in spatial databases sigmod conference 2000,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",, ,continuous nearest neighbor search 2002,"o gihtther , a buchmstnn",vldb, ,0
105,"on the semantics ofâ ?? nowâ ?? in databases j clifford , c dyreson , t isakowitz , cs jensen , rt acm transactions on database systems , 1997.0",,acm trans . database syst .,1997.0 ,"a database management system for the federal courts jr buchanan , rd fennell , h samet",,, ,0
106,"shamkantnavathe . an efficient algorithm for mining association rules in large databases a savasere , e omiecinski","y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb, ,"declarative specification of web applications exploiting web services and workflows proc . sigmod ,",,,2004.0 ,0
107,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb, ,"s. , dayal , u. : an overview of datawarehousing and olap technology cd chaudhuri",,"acm sigmod record ,",1997.0 ,0
108,"processing sliding window multi-joins in continuous queries over data streams l golab , m жzsu",,vldb,2003.0 ,"dynamic plan migration for continuous queries over data streams y zhu , ea rundensteiner , gt heineman",,"acm sigmod ,",2004.0 ,0
109,the oracle warehouse 1995,d sources,vldb, ,"supporting efficient multimedia database exploration w li , k candan , k hirata , y hara vldb j.","p appan , h sundaram",,2001.0 ,0
110,"amicalola report : database and information system research challenges and opportunities in semantic a sheth , r meersman",,,2002.0 ,"path rewriting in semistructured data d debarbieux , y roos , s tison , y andre , ac caron","b cooper , n sample , m franklin , g hjaltason , m shadmon",,2002.0 ,0
111,"distributed transaction processing facilities acm press frontier series ,",az spector,sigmod conference,1994.0 ,the oracle universal server buer,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n",vldb, ,0
112,"methodology for development and employment of ontology based knowledge management applications y sure , s staab , r studer sigmod record",,,2002.0 ,"dataguides : enabling query formulation and optimization in semistructured databases r goldman , j widom",dk jefferson,, ,0
113,"approximate computation of multidimensional aggregates of sparse data using wavelets j vitter , m wang sigmod conference 1999",,, ,approximate computation of multidimensional aggregates of sparse data using wavelets js vitter 1999.0,,acm trans . database syst ., ,0
114,"optimization of queries with user-defined predicates s chaudhuri , k shim acm trans . database syst .",,,1999.0 ,"optimizationofquerieswithuserdefined predicates s chaudhuri , k shim 1996.0","s agarwal , r agrawal , pm deshpandeâ ? ¦",,1996.0 ,0
115,parallel database systems in the 1990 's,,sigmod conference, ,"optimistic intra-transaction parallelism on chip multiprocessors cb colohan , a ailamaki , jg steffan , tc mowry",mj carey,vldb,2005.0 ,0
116,semantic video indexing : approach and issues a hampapur 1999.0,,, ,"metu object-oriented dbms kernel proc . of intl. conf on database and expert systems & hellip ; ,",s chakravarthy,"sigmod record ,",1995.0 ,0
117,content-based image indexing t chiueh 1994,,vldb, ,"analysis of locking behavior in three real database systems v singhal , a smith",,, ,0
118,"improved histograms for selectivity estimation of range queries proceedings of the acm sigmod conference on management of & hellip ; ,",,,1999.0 ,"quickly generating billion-record synthetic databases j gray , p sundaresan , s englert , k baclawski , p weinberger","v poosala , y ioannidis , p haas , e shekita","ibm almaden research center , san jose , california , h ttp : / /", ,0
119,"smooth - a distributed multimedia database system h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch vldb 2001",,, ,"efficient construction of regression trees with range and region splitting y morimoto , h ishii , s morishita vldb",,,1997.0 ,0
120,proximity search in databases 1998,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",, ,"discover : keyword search in relational databases vldb ,",,,2002.0 ,0
121,introduction to object-oriented databases w kim,,, ,"hash joins and hash teams in microsoft sql server g graefe , r bunker , s cooper vldb 1998",,,1998.0 ,0
122,guest editor 's introduction,,,2003.0 ,guest editorial rc holte 2001.0,a example,"machine learning ,", ,0
123,"metu object-oriented dbms a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin 1994",,sigmod conference, ,integrating active concepts into an object-oriented database system .,acms anthology,, ,0
124,"a case-based approach to information integration m panti , l spalazzi , a giretti","h li , y cao , j xu , y hu , s li , d meyerzon","proceedings of the 14th acm international conference on & hellip ; ,",2000.0 ,introduction to the special issue on kernel methods 2001.0,"n cristianini , j shawe-taylor , rc williamson","journal of machine learning research ,",2005.0 ,0
125,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1992.0 ,"modular implementation of extended transaction models rs barga , c pu , a practical proceedings of the 21th international conference on very",c miguens,"conference proceedings on data management 91 table of & hellip ; ,",1995.0 ,0
126,the data-centric revolution in networking,s shenker,vldb,2003.0 ,"improved histogramsforselectivity estimationofrangepredicates acm sigmod int . conf . on management of data , montreal , & hellip ; ,",,, ,0
127,"evaluating top-k selection queries s chaudhuri , l gravano 1999.0",,vldb, ,"algorithms for materialized view design in data warehousing environment j yang , k karlapalem , q li",,vldb,1997.0 ,0
128,nearest neighbor search in large metric space,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996.0 ,the middleware muddle d ritter sigmod record,,, ,0
129,groupwise processing of relational queries vldb 1997,"d chatziantoniou , k ross",, ,nearest neighbor search in large metric space,"y tao , d papadias , q shen","the vldb journal the international journal on very large & hellip ; ,", ,0
130,"multiprocessor join algorithms dj dewitt , r gerber proceedings of the international conference on very large & hellip ; ,",,sigmod conference,1999.0 ,practical applications of triggers and constraints : success and lingering issues ( 10-year award for,,,2000.0 ,0
131,"research and practice in federated information systems , report of the efis ' 2000 international workshop",,,2000.0 ,query optimization for selections using bitmaps sigmod conference 1999,"sgw hasan , r krishnamurthy",, ,0
132,editor 's notes,,,1997.0 ,"editor 's notes social studies and the young learner ,",r diem,, ,0
133,"multimedia streaming in large-scale sensor networks with mobile swarms m gerla , k xu sigmod record ,",,, ,"semantic integration in heterogeneous databases using neural networks vldb ,",,,1994.0 ,0
134,"evaluating probabilistic queries over imprecise data r cheng , d kalashnikov , s prabhakar",,,2003.0 ,"evaluating probabilistic queries over imprecise data d kalashnikov , r cheng , s prabhakar acm sigmod ,","p buneman , m fernandez , d suciu","the vldb journal the international journal on very large & hellip ; ,", ,0
135,"semint : a system prototype for semantic integration in heterogeneous databases w li , c clifton",,sigmod conference,1995.0 ,"semint : a system prototype for semantic integration in heterogeneous databases ws li , c clifton proceedings of the 1995 acm sigmod international conference & hellip ; , 1995.0",,,1995.0 ,0
136,"continuously adaptive continuous queries over streams s madden , m shah , j hellerstein , v raman",,sigmod conference,2002.0 ,"continously adaptive continuous queries over data streams s madden , ma shah , jm hellerstein , v raman",,"acm sigmod ,", ,0
137,"energy efficient indexing on air t imielinski , s viswanathan , b badrinath 1994",,sigmod conference, ,"indexing on air t imielifiski , s viswanathan , br badrinath","a poulovassilis , c small",proceedihgs of the acm-sigmod international conference on, ,0
138,constraints for semi-structured data and xml sigmod record,y papakonstantinou,, ,"document management as a database problem r bayer proceedings of the international conference on very large & hellip ; , 1995.0",,, ,0
139,"hilbert r-tree : an improved r-tree using fractals , in `` proceedings 20th international conference on",,vldb,1994.0 ,bypassing joins in disjunctive queries,"s chaudhuri , m vardi",, ,0
