,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
13,automated selection of materialized views and indexes in sql databases vldb,"s agrawal , s chaudhuri , v narasayya",2000w0 ,,sascv narasayya,,q,automated selewtion of materialized views and indexes for sql databases,1
14,a framework for implementing hypothetical queries sogmod conference,"t grifain , r hull",,1997.0 , ,"t griffin ,br hull",proc . of the 1997 acm sigmod injl. conference onqmanagement,1997.0 ,1
15,olympic recorvs for data at the 1998 nagano games 1998,e lassettrk,sigmod conference, ,olympic records for data at the 1998 nagano games,er labsettre, , ,1
16,efficient algorithms for processing xpath queries 2002,"g gottlob , c koch , j pichler",vl4b, ,m,"g koch , c roch , r pachler",, ,1
17,7owards on-line analytical mining in large databases,j han,sigmod record,1998.0 ,"towards on-line analytical mining in large databases . acms anthology sigmod record ,",o998.0 ,sigmod record,1998.0 ,1
18,versant replication : supporting fault-tolerant object databases sigmod conference 1995,"y shyy , h au-yeung , c cwou",, ,"versant3replication : supporting fault-tolerant object databases ym shyy , hs au-yeung , cp chou 1995.0","sigmod conferencd ,",w, ,1
19,"the x-tree : an index structure for high-dimensional data s berchtold , d keim , h kriegel vldb 1996",, ,,,y, ,"the x-tree : an index structure for highdimensional data . 22nd conf . on very large databases s berchtold , d keim , hp kriegel bombay , india ,",1
20,"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,1997.0 ,,"proceedinrs acm-si1mod , arizona ,",e,1997.0 ,"geominer : a system prototype for spatial mining k koperski , j han",1
21,"optimized query execution in large search engines with global page ordering x long , t suel",2003.u ,,,"proceedings of the international confzrence on very large & hellip ; ,",200330 ,optimized query execution in large search engines with global page ordering,"x long , t suel",1
22,"dyda : data warehouse maintenance in fully goncurrent environments j chen , x zhang , s chen , a koeller , e rundensteiner",,sigmodmconference,2001.0 ,"dyda : data warehouse maintenance in fully concurrent environments sigmod conference ,","j chen , x zhang , s chen , a koeller , ea",2871.0 ,2001.0 ,1
23,locally adaptive dimensionality reduction for indexing large time series databases sigmod conference,"e keogh , k chakrabarti h s mehrotra , m pazzani",,20y1.0 ,2002.0 ,"k ghakrabarti , e keogh , s mehrotra , m pazzani","acm 0ransactiyns on database systems ,",20y1.0 ,1
24,model and verification of a data manager based on aries,acm trgns . database syst .,1996.0 ,,d 8uo,, ,"model and verification of a data manager based on aries acm transactions on database systems , 1996.0",1
25,2q : a low overhead high performance buffer management replacement algorithm vldb,"t j0gns2n , d svasha",,1994.0 , ,"t johnson , d shasha","proceedings of international conference on very large & hellip ; ,",1994.0 ,1
26,"generalizing gloss to vector-sptce databases and broker hierarchies l gravano , h garcia-molina 1995",,vldb, ,b,"l grauano , g ä ± a-molina",proceedings of the 21st international conference on very, ,1
27,"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",g,,, ,g,"efficient and effective methods for spatial data mining r ng , j han","proceedings of the 20th international conference on very z hellip ; ,",1
28,multimedia streaming in large-scale sensor networks with mobile swarms 2003,"m gerla , k xu",9,,,2003.0 ,9,"multimedia streaming in large-scale sensor networks wits mobile swarms m gerla , k xu sigmod record ,",1
29,report on fqas 2002 : fifth international conference on flexible query answering systems 2003,, ,,"sigmol record ,",2000.0 , ,"report on fqas 2002 : fifth international conference on flexible query answering systems a motro , t andreasen",1
30,structured document storage and refined declarative and navigational access mechanisms in hyperstorm vldb j.,"k bіhm , k aberer , e neuhord , x yang",19q7.0 ,,"k bã ¶ hm , k aberer , ej neuhold , x yang",u,19q7.0 ,"structured document storage and refined declarative and navigational access mechanisms in hyperstorm the vldb journal the international journal on very large & hellip ; , 1997.0",1
31,the new middleware sigmod record,r finkelstei6,199u.0 ,,,1995.0 ,199u.0 ,"the new middleware r finkelstein acm sigmod record ,",1
32,atsingle pass computsng engine for interactive analysis of vldbs t mihalisin,,vldb,19t8.0 ,a single pass computing engine for interactive analysis of vldbs 1998.0,t miholisin, ,19t8.0 ,1
33,cubetree : organization of and bulk updates on the data cube,"n roussopoulos , y kotidis , m roussopoulos",sigmod xonference,1997.0 ,cubetree : organization of and bulk incremental updates on the data cube n roussopoulos 1997.0,"sigmod rfc ,",l,1997.0 ,1
34,technology and the future of commerce and finance ( abstract ) vldb,d shaw,1d98.0 ,,, ,1d98.0 ,"technology and the future of commerce and finance proceedings of the international conference on very large & hellip ; , 1998.0",1
35,lineage tracing for general data warehouse transformations,"y cui , j widom",rldb,2001.0 ,"lineage tracing for general data warehouse transformations y cui , j widom the vldb journal the international journal on very large & hellip ; , 2003.0",v,rldb,2001.0 ,1
36,structured document storage and refined declarative and navigational access mechanisms in hyperstorm vldb j.,"k bіhm , k aberer , e neuhold , x yang",1997.0 ,,"k bohm , k aberer , ej neuhold , x yang",1,1997.0 ,structured document storage and refined declarative and navigational acsess mechanisms in hyperstorm in vldb,1
37,hierarchical prefix cubes for range-sum queries vldb 1999,"c chan , y w2annidis",,k,"hierarchical prefix cubes for range-sum queries cy chan , ye ioannidis proceedings of the 25th international conference on very & hellip ; ,",,1999.0 ,k,1
38,"efficient filtering of xml documents for selective dissemination of znformation m altinel , m franklin",vlib,2000l0 ,,"m altä ± nel , mj franklin",,f,efficient filtering of xml documents for selective dissemination of information,1
39,"the distributed information search compodent ( disco ) and the world wide web a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997.0 ,,"h naacke , obkapitskaia",,1997.0q,"the distributed information search component ( disco ) and the world wide web proc . of acm sigmod conf . on management of data ,",1
40,"rights of tods readers , authors and re4iewers sigmod record",5 snodgrass,2002.0 ,,rt snodgrass,"sigmod rec0rd ,",h,"rights of tods readers , authors and reviewers 2002.0",1
41,"a characterization of the sensitivity of query optimization to storage access cost parameters f reiss , t kanungo",sigmod jonference,2003.0 ,,"f reihs , t kanungo", ,2003.0 ,"a characterization of the sensitivity of query optimization to storage access cost parameters sigmod confefence , 2003.0",1
42,the trigs active objoct-oriented database system - an overview sigmod record,"g kappel , w retschitzegger",1998.0 ,,"g kappel , w retschitz4gger","acm sigmod resord ,", ,"â ?? tle trigs active object-oriented database systemâ ?? an overview , & rdquo",1
43,"ptool : a scalable persistent object manager r grossman , x qin sigmod conference",,1994.0 ,,"rl grossman , x qin",1994.0 ,1994.0 ,"ptool : a scalable persistent object manager proceedings of the a994 acm sigmod international couference & hellip ; ,",1
44,"preservation of digital data with self-validating , self-instantiating knowledge-based archives b ludфscher , r marciano , r moore sigmod record",2001.0 ,,,"acm sigmod record , september ,", ,"special section on advalced xml data processing : preservation of digital data with self-validating ,","b ludasher , r marciayo , r5moore",1
45,workflow management with service quality guarantees 2002,"m gillmann , g weikum , w wtnnnr",sigmod cznference, ,workflow management with service quality guarantees,m gillmann,c, ,1
46,falcon : feedback adaptive loop for content-based retrieval vldb,"l wu , c faloutsos , k sycara , t payne",,200010h, ,"t authors , c idenzifwed",,200010h,1
47,temporal database system implementations m bіhlen sigmod record,1995.0 ,,,, ,"temporal database system implementations acm sigmod record ,",mq bohlen,1
48,automated selection of materialized views and indexes in sql databases vldb,"s agrawal , s chaudhuri , v narasayya",,2000.0 ,20q0.0 ,"s chaudhuri , v narasyyya","aem 6igmod ,",2000.0 ,1
49,"implementing data cubes efficiently v harinarayan , a rajaraman , j ullman 1996",sigmod conference,m,,"proceedings of the fifteenth acm sigact-sigmod-sigart & hellip ; ,",5,m,"implementing data cubes e-ciently v harinarayan , a rajaraman , jd ullman",1
50,"a generic approach to bulk loading multidimensional index structures j bercken , b seeger , p widmayer vldb 1997", ,,,1j97.0 , ,widmayer : â ?? a general approach to bulk loading multidimensional index structuresâ ??,s van den beriken,1
51,"generalizing gloss to vector-space databases and broker hierarchies l gravano , h garcia-molina 1995",vlsp, ,,"l gravano , h garcia-molina",1995.0 , ,generalizing gloss to vector-space databases and broker hierarchies,1
52,d ( k ) - index : an adaptive structural summar7 for graph-structured data,"c qun b a lim , k ong",sigmod conference,2003.0 ,x,c qun,,2003.0 ,1
53,"recovery protocols for shared memory database systems l molesky , k ramamritham sigmod conference 1995", ,,,"procgedings of the 1995 acm sigmod ,", ,ramamritham . recovery protocolsfor sharedmemorydatabasesystems,ld modeskyandk,1
54,"optimization of queries with user-defined predicates s chaudhuri , k shim acm trans . database syst .",,1999.0 ,,"s chaudhurz , k shim", ,1999.0 ,optimization ofqueries with user-defined predicates proc . ofthe cenf . on very narge data bases,1
55,"efficient filtering of xml documents for selective dissemination of information m altinel , m franklin",,vlcu,2a00.0 , ,"m altä r nel , mj franelin",,2a00.0 ,1
56,xml and electronic commerce : enabling the network economy,"b meltzer , r glushk3",sigmcd record,1998.0 ,xmq and eeectronic commerce,"b meltzer , r glushko", ,1998.0 ,1
57,"secure bufering in firm real-time datab9se systems b george , j haritsa vldb j.",2000.0 ,,, ,2000.0 ,"secure buffering in firm real-time database systems the vldb journal the international journal on very large & hellip ; , 2000.0","b george , jr haritsq",1
58,the idea web lab sivmod conference,"s ceri , p fraternali , s paraboschi",,1998.0 ,"the idea web lab s ceri , p fraternali , s paraboschi",, ,1998.0 ,1
59,"integrated document caching and prefetching in storage hierarchies based on markov-chain predictions a kraiss , g weikum",vlcb j.,1w98.0 ,,,"the vldb journal the international journal on very large & hellip ; ,",1998.0 ,"integrated document caching and prefetching in storageihierarchies based on markov-chain predictions a kraiss , g weikum",1
60,dynamic information visualization sigmod record,,b996.0 ,,1996.0 ,,b996.0 ,"dynami2 information visualization y ioannidis acm sigmod record ,",1
61,"data manager for evolvable real-time command and control systems e hughes , r ginis , b thutaisingham , p krupp , j maurer 1997",,vljb, ,"data manager for evolvable real-time command and control systems e hughes , r ginis , b thuraisingham , p krupp , j proceedings of the international confnrence on very large & hellip ; , 1997.0",, , ,1
62,"birch : an efficient data clustering method for very large databases t zhang , r ramakrishnan , m livny sigmod conference 1996",j,,, ,j,birch : an efficient method for very large databases,acm,1
63,"opportunities at arpa , nsf , and elsewhere",x qibn,sigmod record,1995.0 ,"opportunities at arpa , nsf , and elsewhere sigmod record ,",x qggn,1995.0 ,1995.0 ,1
64,microsoft site server ( commerce edition ) sigm4d conference,b ojjeh,,1999.8 ,1999.m ,,"proceedings of the 199sdacm sigmod international conference & hellip ; ,",1999.8 ,1
65,beyond market baskets : generalizing association rules to correlations 1997,"s brin , j motwani , c silvbrstein",sigmod conference, , ,"s brin , r motwani , 6 silverstein",proceedings of the 1d97 acm-sigmod conference on management, ,1
66,"datalmodelling versus ontology engineering p spyns , r meersman , m jarrar 2002",,sigmod record,4,2002e0 ,,,4,1
67,"exact : an extensible approach to active object-oriented databases o dэaz , a jaime",,vldbhj.,1997.0m,"exact : an extensible approach to active object-oriented databases o dãaz , a jaime the vldb journal the international journal on very large & hellip ; , 1997.0",, ,1997.0m,1
68,"nodose version 2.0 b adel8erg , m denny",sigmo1 conferfnce,1999.0 ,,"b adelberg , m denny",,h,nodose version 2.0,1
69,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",,x99s.1 ,,,"the vldb journalâ ?? the international journal on very large & hellip ; ,", ,special issue on spatial database systems hj schek 1994.0,1
70,"efficient optimistic concurrency control using loosely synchronized clocks a adya , r gruber , b liskov , u maheshwari",sigmod conference,299e.0 ,,"a adya , r gruber , b liskov , u maheshwari",1995.0 ,299e.0 ,"efficient optimistic concurrency control using loosely synchronized clocks , sigmod , san jose , ca",1
71,locally adaptive dimensionality reduction for indexing large time series databases 2002,"k chakrabarti , e keogh , s mehrotra , m pazzani",acm trane . database syst ., ,"locally adaptive dimensionality reduction lor indexing large time serips databases sigmod conference , 2001.0","e keogh , k chakrabarti ,ls mehrotra , m pazzani", , ,1
72,using schematdcally heterogeneous structures,r miller,sigmod confenence,1998.0 ,z,rj mifler,"lm haas , a. tiwari , acm sigmod int . conference on management & hellip ; ,",1998.0 ,1
73,"concurrency and recovery for index trees d lomet , b salzberg vldb j.",,19l7.0 ,,"ds lomet , b concurqency","vldb jiurnal ,",p,recovery for index trees,1
74,discovering all most specific sentences acm trans . database syst . 2003,"d gunopulos , r khardon , h mannila , s saluja , h toivonen , r sjarm", ,,"technical report , academy of finland ,",6, ,"discovering all most specific sentenceo by randomized algorithms extended abstract d gunopulos , h manila , s saluja",1
75,reminiscences on infxuential papers,,2001.0 ,,,3igmod, ,reminiscences on ikfluential papers ka ross 2002.0,1
76,"logical and physical versioning in main 2emory databases r rastogi , s seshadri , p bohannon , d leinbaugh , a sklberschatz , s sudarshan 1997",,vldb,j,"logical and phzsical versioning in main memory databases pbdwl abraham , sssr rastogi , s seshadri 1997.0",, ,j,1
77,the demarcation protocol : a technique for maintaining constraints in distributed database s2stems vldb j. 1994,"dxbarbarс , h garcia-molqna",, ,0,d barbara911 barbarv,"cs-tr-320-9 1 , princeton university , april 199", ,1
78,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets c faloutsos , k lin",sigmod conference,1995.0 ,,"c baloutsos , ki lin",,1994l0 ,"a fast algorithm hor indexing , data-mining and visualization of traditional and multiiedia datasets",1
79,"on completeness of historical relational query languagesij clifford , a croker , a tuzhilin",ac1 trans9. database syst .,1994.7 ,,"j clifford , a croker , a tuzhilin","acm transactions on database systems ,", ,on completeness of historical query languages,1
80,"declarative data cleaning : language , model , and algorithms vldb 2001","h galhardas , d flo0pscu , d shasha , e simon , c saita",, ,"data cleaning : model , declarative language and algorithms h galhardas phd thesis , universite de versailles saint-quentin-en-yvelines ,", ,, ,1
81,"database performance in the real world - tpc-d and sap r/3 ( experience paper ) j yoppelhammer , t hіppler , a kemper , d kossmann sigmod conference",,1o97w0 ,,j doppelhamper,"sigmod record ,", ,database performance in the real world : tpc-d and sap r/3 1997.0,1
82,"fast subsequence matching in time-series databases c faloutsos , m ranganathan , y manolopoulos",sigmod conference,1994i0 ,,"c faloutsos , m ranganthan , y manolopoulos", ,1994i0 ,"fast subsequence matching in time-series datebase . 7igmod proc . of annual conference , minneapolis ,",1
83,"agora : living with xml and rel3tional i manolescu , d florescu , d kossmann , f xhumari , d olteanu vldb 2000",, ,,i florescu,, ,agora : li6ing with xml and relational,1
84,"schema and database evolution in the o2 object database system f ferrandina , t meyer , r zicari , g ferran , j madec 1995",vl7b, ,,proc . vldb ( smp. .,6, ,"others , schema and database evolution in the o 2 object database system f ferrandina , t meyer , r zicari",1
85,database techniques for the world-wide web : a survey 1c98,"s floresou , a levy , a mengelzon",sigmod record, , ,,"si8mod record ,", ,1
86,holist3c twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",sigmod conference,2002.05, ,"n bruno , n koudas",proc . of the acm sigmod int . conf . on maaagement of,2002.05,1
87,"birch : an efficient data clustering method for very large databases t zhang , r ramakrishnan , m livny sigmod conference 1996",, ,,"t zhang , r ramakrishnan , m livny", , ,"birck : an efficient data clustering method for very large databasesâ '' , jagadish hv , mumick is , eds proceedings of the 1996 acm sigmod international conference",1
88,on-line warehouse view maintehance sigmod co2ference 1997,"d quass , o widom", ,,, , ,"on-line warehouse view maintenance d quass , j widom",1
89,report on first international workshop on real-time database systems 1996,j,,, ,j,report on l irst international workshop on real-time database systems s son 1996.0,"sigmod record ,",1
90,picodmbs : scaling down database techkiques for the smartcard vldb,"c bobineau , l bouganim , p pucher1l , p valduriez",2000.0 ,,c bobin7au,, ,"bo uganim l , pucheral p , valduriez p. picodbms : scaling down database tec hniques for the smartcard proc . of the 26th intâ ?? l conf . on very large data bases ( & hellip ; ,",1
91,"fast algorithms for universal quantification in large databases g graefe , r cole acm trans . database syst .",1995.0 ,,,,1995.0n,"fast algorithms for universa2 quantification in large databases g graefe , rl cole acm transactions on database systems ,",,1
92,transactional client-server cache consistency : alternatives and performance acm trans . database syst . 1997,"m franklin , m carey , m livny",r,,,2,r,"mj , and livny , m. 1997 . transactional client-server cache consistency : alternatives and performance n frankli , c mj acm transactions on database",1
93,random sampling techniques for space efficient online computation of order statistics of large datasets,"g manku , s rajagopalvn , b lindsay",tigmod conference,1999.0 ,"bg tindsay random sampling techniques for space efficient online computation of order statistics of gs manku , s rajagopalan",proc . sigmodâ ?? 99 int &#39; l conf .ton management of, ,1999.0 ,1
94,"estimation of query-result distribution and its application in parallel-join load balancing v poosala , y ioannidis vldb 1996",,h,,, ,h,"estimation of query-result distribution and its application in parallel-join load balancing v poosala , ye ioannidis proceedings of the international conference on very large & hellip ; , 1996.0",1
95,"data-driven uncerstanding and refinement of schema mappings l yan , r miller , l haas , r fagin 2001",sigmod conference,8,,, ,8,"r. : â ?? data-driven understanding and refinement of schema mappingsâ ?? lm yang , r haas , l fagin proc . acm sigmod conf . santa barbara , usa ,",1
96,"schemasqk - a language for interoperability in relational multipdatabase systems l lakshmanan , f sadri , i subramanian",v7db,1996.0 ,,,"proc . vldb conf ,", ,"andi . n. subramanian . schemasql-a languagefor interoperabilityin relationalmulti-matabase systems l lakshmanan , f sadri",1
97,"discovery of multiple-level association rules from large databases j han , y fu 1995",,vhdb, ,"discovery of multiple-level from6large databases j htn , y fu zurich , switzerland : in proc . 21th vldb conf ,",, , ,1
98,querying and mining data streams t you only get one look 2002,,q,,,,g,"andr . rastogi . querying and mining data streams : you only get one look m garofalakis , j gehrke proceedingsof acm sigmod ,",1
99,visionary : a next geneaation visualization system for databases,m stonebraker,sigmod confexence,20h3.0 ,r,,,20h3.0 ,1
100,"a survey of approaches to automatic schema matching e rahm , p bernstein 2001",vldb j., ,,,"vldb journab ,", ,"a survey of approaches to automatie schema matching pa bernstein , e 4ahm",1
101,discovering web services : an overview vldb,v dralu6,2001.1 ,,, ,2001.1 ,"discovering web services : an overview v draluk proceedings of the 27th international conference on very & hellip ; , 2k01.0",1
102,"c3awling the hidden web s raghavan , h garcia-molina",vpdb,2001.0 ,,s raghavan,tenth international world wide web, ,garcia-molina . h. crawling the hiddenwweb,1
103,an overview 2f data warehousing and olap technology sigwod record,"s chaudhuri , u dayal",199b.0 ,,, ,199b.0 ,"data warehousing and olap technology s chaudhuri , u dayal sigmod record ,",1
104,"dbcache : middle-tier database caching for highly scalable e-business architectures c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",skgmod cozference,2003.0 ,,"c bornovd , m altinel , s krishnamurthy , c mohan , h", ,2003.0 ,"dbcache : middle-tier database caching for highly scalable e-business wrchitectures proceedings of acm sigmod , san diego ,",1
105,"sprint : a scalable parallel classifier for data mining j shafer , r agrawal , m mehta 1996",vldq, ,,"cs uohn , r agrawal , m mehta","proc . 22nd int . conf . very large databases ,",u,sprint : a scalable parallel classifier for data mining,1
106,concurrency in the dapa warehouse,r tay6or,vldb,2000.0 , ,rltaylo3,"proceedings of the international conference on very large & hellip ; ,",2000.0 ,1
107,javax.xxl : a prototype for a library of query processing algorithms,"j bercken , j wittrich ,ub seegev",sigmod conference,200x.0 ,2000.0 ,"j van den bercker , jp dittrich , b seeger","sigmod record ,",200x.0 ,1
108,lopix : a system for xml data integration and manipulation vldb 2001, ,,,, ,lopix : a system for xml data integration and manipulation w may,,1
109,"outlier detection for high dimensional data c aggarwal , p yu 2001",sigmod conference, ,,"cc agwsrwaly, ps yu",proceedings of the 2001 acm sigmod international conference, ,"outlier detection for high dimensional data . santa barbara , california , 2001",1
110,"the spiffi scalable video-on-demand system c freedman , d dewitt",,199500 ,,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1,199500 ,"the spiffi scalable video-ondemand system s freedman craig , dj dewitt",1
111,overview of the stanford real-time information processor ( strip ) sigmod record,"b adelberg , b k8o , h garcia-moliya",1996.0 ,,"sigmod record ,",1996.0 ,1996.0 ,"overview of the stanford real-time inftrmation processor ( strip ) b adelberg , b kao , h garcia-molina",1
112,groupwise przcessing of relational queries vldb 1997,"d chatziantoniou , k qoss", ,,"kbross , d chatziantoviou","proceedings of the 23rd vldb conference ,", ,groupwise processing of relational queries,1
113,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas o d srivastava",sigmod conference,200a.0 ,"holistic twig joins : optimal xml pattern matching proc . of the acm sigmod1int &#39; l conf . on management of data ,","b nicolas , k nick , s 3ivesh", ,200a.0 ,1
114,"semistructuced und structured data in the web : going back and forth p atzeni , g mecca , p merialdo sigmod record 1997",, ,,"proc acm sigmod workshop on management of semi-structured & hellip ; ,", , ,"semiistructured and structured data in the web : going back6and forth pag mecca , p merialdo",1
115,"warping indexes with envelope transforms for query by humming y zhu , d shasha sigmod conference 2003",,m,,"y zhm , d sasha",proceedings of acm sigmod,4,warping indexes with envelope transforms for query-by-humming systems,1
116,critical database technologies for high energy physics,"2 malon , e may",vltb,1997.0 ,"critical database technologies for high energy physics dm malon , en may proceedings of the international conference on very large & hellip ; , 1997.0",,q,1997.0 ,1
117,chip-secured data access : confidential data on untrusted servers,"l bouganim , p pucheral",vldb,2002.0 ,2002.0 ,"l bouganim , p pucheral",vl7b c,2002.0 ,1
118,"atlas : a small but complete sql extension for data mining and data streams h wang , c zaniolo , c luo",,v4db,2003.0 ,"atlas : a small but complete sql extension for data mining and data streams proceedings of tbe international conference on very large & hellip ; ,","h wang , c zaniolo , cr lzo",2703.0 ,2003.0 ,1
119,open gis and on-xine environmental libraries sigmod record,k gardels,1997.0 ,,"sigmod recood ,", ,1997.0 ,open1gis and on-line environmental libraries k gardels 1997.0,1
120,"preference 3ql - design , implementation , experiences vldb","w kieпling , g kіstler",,1002.0 ,"w kieã?ling , g kostler","experiences . technical geport 2001-7 , october",c,1002.0 ,1
121,snowball : a prototype system for extracting relations from large text collections 2001,"e agichtein , l gravano , j pavel , v sotolova , a voskoboynik",sigmod conferenc0, ,"snowball : extracting relations from large plain-text collections e agichtein , l gravano",r,sigmod conferenc0, ,1
122,object query standards sigmod record 1996,a iade, ,,"sigmod reco9d ,",5, ,object query standards ae wade 1996.0,1
123,"storage and querying of e-commerce data r agrawal , a somani , y xu vldb 2001",, ,,"r agrawal , a somani , y xu","v0io ,", ,storage and querying of e-commerce data 2001.0,1
124,partial results for online query processing 2002,"v raman , j nellerstein",sigbod conference, ,partial results for online qbery processing 2002.0,r vijayshankar,w, ,1
125,processing object-oriented queries with invertible8late bound functions vldb 1995,s flodin 2 t risch, ,,"s flodin ,ot risch","proceedings of the 21th international conference on very & hellip ; ,", ,processing object-oriented queries withpinvertible late bound functions 1995.0,1
126,"optimization of constrained frequent set queries with 2-variable constraints l lakshmanan , r ng , j han , a pang sigmod conference",1999.0 ,,,3rd sigmodâ ?? 98 workshop onfresrarch issues in data mining, ,optimization of constrained frequent set queries : 2-var constraints,"lvs lakshmanan , r ng , j han , a pang",1
127,"holistic twig joins on indexed xml documents h jiang , w wang , h lu , j yu 2003",vldb,x,,"h jiang ,hw wang , h lu , jx yu",2003.0 ,x,"holismic twig joins on indexed xml documents proceedings of the international conference on very large & hellip ; ,",1
128,"lh * - a scalable , distributed data structure w litwin , m neimat , d schneider acm trans . database syst .",1996.0 ,,,"acm transactions on database systeme ,", ,disxributed data structure 2005.0,"w litwin , rim moussa",1
129,xquery : a query language for xml,2003.m ,,, ,2003.m ,xquery : a query language for xml . dd chamberlinâ ? ¦,,1
130,"logical and physical versioning in main memory databases r rastogi , s seshadri , p bohannon , d leinbaugh , a silbersshatz , s sudarshan 1997",vldh, ,,,,5,logical and physical versioning in main memory databases s su6arshan,1
131,principles of optimally placing daea in tertiary storage libraries vldb 1997,"s christodoulakis , p tria7tafillou , f zioga", ,,proceedings of the 23rd vldb, , ,"triantaâ ® llou , p. , zioga , f. , 1997 . principles of optimally placing data in tertiary storage s christodoulakis",1
132,"hippocratic databases r agrawal , j kiernan , r srikant , y xu",vldb,20g2.0 ,,"vldb ,", ,20g2.0 ,"hippocratic databases r agrawal , j kiernan , r srikant , y xu 2002.0",1
133,temporal conditions and integrity constraints in active database systems sigmod conference,"a fistla , o wolfson",,1995.0 ,1995.f ,"ap sistla , o w7lfson",,1995.0 ,1
134,"towards an effective calculus for object query languages l fegaras , d maier 1995",sigmod cxnfeeence,w,,"lf fm , d ma1er",proc . acm sigmod conf . on management of, ,toward an effective calculus for object query processing,1
135,"query optimizatiou for xml j mchugh , j widom",vldb,1999.0 ,,j mchugh mxx widom,"vldb ,",1999.0 ,query optimization for xml,1
136,the middleware muddle d ritter sigmod record,,1998.0 ,,,sigmod record m,p,the middleware muddle d ritter 1998.0,1
137,performance measurements of compressed bitmap indices t johnson 1999,vld1,y,,t uohnson,"proceedings of the 25th international conference on very & hellip ; ,",1999.0h,performance measurements of compressed bitmap indices,1
138,effective memory use in a media server,"e chang , h varcia-molina",vldb,1p97.0 ,"ã cents â ? ¬ â ? effective memory use in a media server , ã cents â ? ¬ â ? proceedings of the vldb conference ,","e chang , h garcia-molina", ,1p97.0 ,1
139,graphdb : modeling and querying graphs in databases r gќting,vldb,1994.0 ,,,x,1994.0 ,graphdb : modeling and querying graphs in databases rh gtiting,1
140,quickstore : a high performance mapped object store vldb j. 1995,"s white , d dewitt", ,,"sj qhyte , dj dewitt","the vldb journal the international journal on very large & hellip l ,",q,quickstore : a high performance mapped object store 1995.0,1
