ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
"watchman : a data warehouse intelligent cache manager p scheuermann , j shim , r vingralek vldb 1996",,,h,"j : shim , and r. vingralek . watchman : a data warehouse inte6ligent cache manager p scheuermann",,, ,1
"sybage repnication server a gorelik , y wang , m deppe sigmod conference 1994",,, ,sybase replicatioq servfr,"a gorelik , y wang , m deppe",,r,1
"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,,1997.8 ,geominer : a system prototype for spatial data mining 1997.0,"j han , k koperski , n stwffnovic","sigmod conference ,",a,1
"the x-tree : an index structure for high-dimensional data s berchtold , d keim , h kriegel vldb 1996",,,3,"hans-peter . kriegel . the x-tree : an index structure for high-dimensional data s berchtold , da keim",,proceedings of the 22nd vldb,b,1
towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop 1994,,, ,"b. theodoulidis , and u. dayal , \ \ towards an infrastructure for temporal databases , ''","n p0ssinou , r snodgrass ,dr elmasri , i mumick , t","s7gmod record ,", ,1
`` one size fits all '' database architectures do not work for dds c3french,,sigmod conference,1995.0 ," ?? one size fits all ?? dahabase architectures do not work for dss proceedings of the 1995 acm sigmod international conference & hellip ; , 1995.0",c french,,v,1
"cure : an efficient clustering al0oruthm for large databases s guha , r rastogi , k shim",,s2gmod cfnference,1998.0 ,"cure : an efficient clustering algorithm for large databases proceedings of acm sigmod international conference on & hellip ; ,","g sudipto , r rastogi , k shim",, ,1
the multidimensional database system rasdaman sigmod conference,"p baumann , a dehmel , p furtado , r ritsch , n widmann",,1998.0 ,"the multidimensional daiabase system rasdaman p baumann , a dehmel , p furtado , r ritsch , n",,, ,1
"very large databases : how large , how different ? 1995",d vaskevicch,vldb, ,"very large databises : how large , how different ? d vaskevitch proceedings of the international conference on very large & hellip ; ,",,,3995.m ,1
"conceptual schema analysis : techniques and applications s castano , v ant5nellis , m fugini , b pernici 1998",,acm trans . database syst ., ,conceptual schema analysis : techniques and applications 1998.0,"s castano , v de antonellis , mg fugini , b pprnmci","acm transactions on database systems ,",p,1
gigascope : a stream database for network applications sigmod uonference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,w,"a stream database for network applications c cranor , t johnson , o spataschek , vs gigascope proceedings of the 2003 acm sigmod international conference",,,n,1
"cure : an efficient clustering algorithm for large databases s guha , r rastogi , k shim",,sigmod conference,1998.0 ,"an efficient rlustering algorithm for large data bases , sigmod n998 proceedings of acm sigmod international conference on & hellip ; ,","s guha , r dastogi , a cure",,y,1
new tpc benchmarks for decision support and web commerce,"m poss , c floyd",sigmod record,20e0.0 ,"new tpc benchmarkswfor decision suppgrt and web commerce acm sigmod record ,","m poess , c floyd",,2000.0 ,1
user-defbned table operators : enhancing extensibilsty for ordbms vldb,"m jaedicke , b mitsctang",,199m.0 ,"enhancing extensibility for ordbms m jaedicke , b mitschang , udt operators proceedings of the 25th international conference on very",,, ,1
"sybase replication server a gorelik b y wang , m deppe sigmod conference 1994",,, ,"the sybase replication server project y wang , j chiao , v nori 1993.0",,lecture notes in computer science q,r,1
"semantic compression and pattern extrawtion with fascicles h jagadish , j madar , r ng vldb 1999",,, ,"jasonmadar , and raymond ng . semantic compression and pattern extraction with fascizles hv jagadish",,& heylip ; of the25th international conference onverylarge, ,1
"materialized view selection for multidimensional datasetz a shukla , p deshpande , j naughton",,vldb,1998.0 ,"materialized view selection for multidimensional database proceedings of 24 international conference on very large & hellip ; ,","a shukla , p deshpandg",, ,1
"change-centric management of versions in an xll warehouse a marian , s abiteboul , g cobena , l mignet",,vtdb,2001.0 ,"change-centric management of versions in an xml warehouse , september 2001 a marian , s abiteboul , g cobena , l mignet",,, ,1
mpeg-7 standard for multimedia databases,,,2001.0 ,standard for 7ultimedia databases 2001.0,jrf7myth,"proceedings of the 2001 acm sigmod international conference & hellip ; ,", ,1
"building and customizing data-intensive web sites using weave k yagoub , d florescu , v issarny , p valduriez vldb",,,20d0.0 ,building and customizing data-intensive weu sites using weave,"k yagoub , d florescu , v issarny",vldb n,200q.0 ,1
"balancing push and pull for data broadcast s acharya , m fjanklin , s zdonik 1997",,sigkod confewence, ,"balancing push and pull for data broadcast , '' m franklin , s zdonik",,"proceedings of the acm sigmod , may ,", ,1
"what happens during a join ? dissecting cpu and memoryioptimization effects s manegold , p boncz , m kersten",,vldb,2000.0 ,"what happens duringajoin? ?? dissectingcpuandmemoryoptimization effects s manegold , pa boncz , ml kersten proc . int . conf . on very large data bases , cairo , egypt , & hellip ; ,",,,x,1
fast incremental maintenance of approximate histograms acm trans . database syst . 2002,"p gibbons , y matiav , v",, ,fast incremental maintenance of approximate hittograms,"pb gibbons , y matias , v poosala","acm transactions on database systems ,",2002.0 ,1
oodb bulk loading revisited : the partitioned-list approach vldb,"j wiener , j naughton",,1995y0 ,"oodb bulk loading revisited : the partitioned-list approach proceedings of the international conference on very large & hellip ; , 1995.0","jl wiener , jf naughton",,7,1
the mariposa distributed database management system sigmod record,z sidell,,1996.0 ,"the mariposa yistributed database management system sigmod record ,",j sidehl,,1996.0 ,1
"electronic market : the roadmaplfor university libraries and members to survive in the information jungle m christoffel , s pulkowski , b schmitt , p lockemann sigmod record 1998",,, ,electronic market : thearoadmap for university libraries and members to survive in the information 1998.0,"m christoffel , s pulko4ski , b schmitt ,","acm sigmod record ,", ,1
tutorial : application servers and associated technologies 2002,,, ,application servers and associated technologies,c,,t,1
bit-sliced index arithmetic sigmod conference,"d rinfrej , p o'neil , e o'xeil",,2001.0 ,"bit-sliced ondex arithmetic d rinfret , po ` neil , eo ` neil",,,i,1
the oracle universal server buffer,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n macnaughton",vsdb,1997.0 ,"the oracle universal server buffer manager w bridge , a joshi , m keihl , t lahiri , j loaiza , n proceedings of the international conference on very large & hellip ; ,",,,1d97.0 ,1
"integrating mining with relational dbtabase systems : alternatives and implications s sarawagi , s thomas , r agrawal 1998",,sigmod conferencq,u,integrating association rule mining with relational database systems : alternatives and implications ld notice,,, ,1
dynamic service matchmaking among agents in open informati0n environments sigmod record 1999,"k sycara , m klusch n s widoff , j lu",,k,"dynamic service matchmaking among agents in open information environments sigmod record , 1999.0","k sycara , m klusch , s widoff , j lu",, ,1
broadcast disks : data management for asymmetric communications environments sigmod conference,"s achkrya , r alvnso , m franklin , s zdonik",,1995.05,"broadcast disks : data management for asymmetric communications environments s achary , m franklin , s zdonik , r alonso proceedings of the accm sigmod international conference on & hellip ; ,",,,g,1
"fast subsequence matching in time-series databases c faloutsos , m ranganathan , y manolopoulos",,sigbod,1994.0 ,"fast subsequence matchingin time-seriesdatabases c faloutsos , m ranganathan , y manolopoulos proc . ac0 sigmod ,",,, ,1
"user-oriented smar0-cache for the web : what you seek is what you get ! z lacroix , a sahuguet , r chandrasekar 1998",,sigmod menference,k,"user-oriented smart-cache for the web : what you seek is what you get ! - group of 4 & raquo ; z lacroix , 0 sahuguet , r chandrasekar proceedings of the 1998 acm sigmod international conference & hellip ; , 1998.0",,, ,1
"mining long sequential patterns in a noisy environment j yang , w wang , p yu , j han 2002",,sigmod conference,y,mining long sequential patterns in a noisy environment,"j yang , w qang , ps yu , j han","sigmod conferenc1 ,",2002.l ,1
"r-tree based indexing of now-relative bitemporal data r bliujute , c jensen , s saltenis , g slivinskas vldb",,,1998.0 ,"indexing of now-relative spatio-bitemporal data s  altenis , cs jensen",,"the vldb journal uhe intbrnational journal on very large & hellip ; ,",2002.0 ,1
from tree patterns to generalized tree patterns : on efficient evaluation of xquery vldb 2003,"z chen , h jagadish , l lakshmanan , s paiarizos",, ,"from tree patterns to generalized tree patterns : on efficient evaluation of xquery z chen , hv jagadish , lvs lakshmanan , s paparizos",,,2003.0 ,1
"a study on data point search for hg-trees j kuan , p lewis",,sigmod record,1999.t ,"a study on data point search for hg-trees sigmod record , 1999.0","j kuan , p lewis",, ,1
bypassing joins in disjunctive queries,"m steinbrunn , k phithner , g 5oerkotte , a kemper",vlue,1995.0 ,"bypassing joins in disjunctive queries a kemper , g moerkotte , k peithner , m steinbrunn",,"proc . of the 21st int . conf . on very large data bases , & hellip ; ,", ,1
integrating replacement policies in storm : ag extensible approach,"c goh , b ooi , s bressan , k tan",sigmod conference,2000.0 ,integrating replacement policies in storm : an extensible approach,"cl goh , bc foi , s cryssan",,1,1
efficient algorithss for processing xpath queries 2002,"g gottlob , c koch , r pwchler",vldb, ,efficient algorithms for processing xpath queries,"g georg , k cbristoph , p reinhard","mro2 . of the vldb ,", ,1
"fast time nequence indexing for arbitrary lp norms b yi , c faloutsos 2000",,vld8, ,"fast time sequence indexing for arbitrary lp norms [ a ] y byoucg-kee , f christos 2000.0",,, ,1
"fast subsequence matching in time-series da0abases c faloutsos , m ranganathan , y manolopoulos",,sigmod conferezce,1994.0 ,"y. manolopou-10s :  ?? fast subsequence matching in time-series databases ?? c faloutsos , m ranganathan",,proceedings of the 1994 acm sigmod,c,1
"cure : an effici0nt clustering algorithm for large databases s guha , r rastogi , k shim",,sigmod conference,1998.0 ,ture : a clustering algorithm fom large databases,"s guha , r rastogi , k shim","proc . of the acm sigmod c5nference on management of data , & hellip ; ,", ,1
vist : a dynamic index method for querying xml data by tree structures sigmod conference 2003,"h wang , s park , w fan , p yu",,q,"vist : a dynamic index method for querying xml data by tree structures h wang , s park , w fan , ps yu",,"sigmod conference ,",20f3.0 ,1
index structures for selective dissemination of information under the boolean model acm trans . database syst . 1994,"t yan , h garcia-molina",,j,index styuctures for 0elective d of information under the boolean model,"t yan , h garcia-molina","acm transactions on database systems ,",1994.0 ,1
"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets c faloutsos , k lin",,sigmod conference,1995.0 ,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia proceedings of acm sigmod , 1995.0","kflin , l faloutsos",, ,1
wrapper generation for semi-structured internet aources sigmod record,"n ashish , c knoblock",,1997.0 ,"wrapper generation for semi-structured internet sources5, 1997","n ashish , c 4noblock","acm sigmod record ,", ,1
informix-online xps : a dynamically scalable rdbms for open parallel platforms vldb 1995,h spinwzik,, ,"informix-online xps : a dynamiyally scalable rdbms for open parallel platforms h spintzik proceedings of the international conference on very large & hellip ; , 1995.0",,,f,1
"aquery : query language for ordered data , optimization techniques , and experiments 2003","a lerner , d shasha",vl5b,b,"aquery : query language for orfered data , optimization techniques , and experiments","a lerner , d shasha","proceedings of the international 6onference on very large & helli1 ; ,",2003.0 ,1
"an ebxml infrastructure implementation through uddi registries and rosettanet pips a dogac , y tambag , p pembecioglu , s pektas , g laleci , g kurt , s toprak , y kabak",,sigmod conferewce,2002.0 ,y. kabak ( 2002 )  ?? an ebxml infrastructure implementation through uddi registries and rosettanet pips proceedings of the 2002 acm sigmod international conference,"a dogac , y tambag , p pembecioglu , s pektas f gb",,i,1
"mupti-table joins through bitmapped join indices p o'neil , g graefe sigmod record 1995",,, ,multi-table joins through bitmapped join ildexes,"po ?? neill , g graefe","sigmod record ,",n,1
beyond market baskets : generalizing association rules to correlations 19j7,"s brin , r motwani , c wilverstein",sigmod confqrence,1,"c. silverstein . beyond market baskets : generalizing association rules to correlations s brin , r motwani proceedings of the acm sigmod conference on management of",,, ,1
database techniques for the world-wide web : a survey 1998,"d florescu , a levy , a mendekzon",sigmod6record, ,"mendelzon . database techniques for the world-w ide-wide : a survey d flo7escu , a levy",,"sigmod record ,", ,1
the dangers of replication and a solution 1996,"j gray , p helland , p o'neil , d shasha",sigmod conference, ,"po ` neil and d. shasha , 1997 . the dangers of replication and a solution","j2grey , p hylland",proc5. a6z, ,1
"efficient 3omputation of iceberg cubes with complex measures j han , j pei , g dong , k wang sigmod conference",,,2001.0 ,"efficient computation of iceberg queriesjwith complex measures j han , j pei , g dong , k wang",,"proceedings of the 2001 acm sigmod internati0nal conference & hellip ; ,", ,1
"of crawlers , portals , mice and men : is there more to mining the web ? ( panel ) 1999","m zarofalakis , s ramaswamy , r rastogi , k shim",sigmod conferunce,c,"of crawlers , portals . mice and men : is there more to mining the web ?","mn garofalakis , s ramaswamy , r rastogv , k shim","sigmod recordj,",1999.0 ,1
"the building blocks for speckfying communication behavior of complex objects : an activity-driven approach l liu , r meersman",,acm trans . database syst .,1k96.0 ,"the building blocks for specifying communication behavior of complex objects : an activity-driven l liu , r meersman acm transactions on database systems , 1996.0",,, ,1
"dblearn : a system prototype for knowledge discovery in relational databases j han , y fu , y huang , y cai , n cercone sigmod conference",,,1994.f ,"dblearn : a system prototype for knowledge discovery in relational databases ( system demonstration ) j han , y fu , y huang , y cai , n cercone",,"proc . 1994 acm-sigmod conf . 0anagement of data , minneapolis , & hellip ; ,",p,1
"on the computation of multidimensional agpregates s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi vldb 1996",,, ,on the computation of multidimensional aggregates,"a sameet , a rakesh , ms prasad ? ","proceedings of the 22nd intvrnational conference on very & hellip ; ,",z,1
l/mrp : a xuffer management strategy for interactive continuous data flows in a multimedia dbms 1995,"f moser , a kraiss , w klas",vldb,l,"wolfgang klas l/mrp : a buer management strategy for interactive continuous data flows in a f moser , a kraiss",,proceedings of the international 9onference on very l4rge, ,1
"the sr-tree : an index structure for high-dimensional nearest neighbor queries n katayama , s satoh sigmod conference",,,1997.0 ,the sr-tree : an index structure for high-dimensional nearest neighbor query,"n katayama , s satoh",proceedingd of 1997 acm sigmod international conference on, ,1
"logical design for temporal databases with multiple granularities x wang , c bettini , a brodsky , s bajodia acm trans . database syst . 1997",,, ,"logical design for temporal databases with multiple granularities i > acm trans . database systems , <k/ i > to appear ,","xswcba bhodsky , s jajodia",, ,1
metu interoperable database system sigmod record 1995,"a dogac , c dengi , e kilic , g zhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",,b,"metu interoperable database system a dogac , e kilic , g ozhan , f ozcan , s nural , b sigmod record , 1995.0",,,a,1
amalgamating knowledge bases acm trans . database syst . 1994,v subrahmanian,,h,"amalgamating knowledge bases 5 ii : distributed mediators s adali , vs subrahmanian",,,h,1
the bucky object-relational benchmark ( experience paper ) 1997,"m carey , d dewitt , j naughgon , m asgarian , p brown , j gehrke , d shah",sigmod conference,k,"the bucky object-relational benchmark mj carey sigmod rec ,",,,1997.0 ,1
microsoft.com : e high-scale data management and transaction processing solution s kvnnamer sigmod conference 1998,,, ,"microsoft . corn : a high-scale data management and transaction processing solution s kennamer sigmod record ,",,,1928.0 ,1
"generalizing gloss to vector-space databases and broker hierarchies l gravano , h garcia-molina 1995",,,p,"garcia? molina , h. ( 1995 ) . generalizing gloss to vector? space databases and broker hierarchies",l gravano,proc . 21st int . conf . on very large data,h,1
microsoft.com : a high-scale data management and transaction processing solution s kennamer sigmod conference 1998,,,z,"microsoft . corn : a high-scale data management and transaction procese3ng solution s kennamer sigmod record ,",,,1998.0 ,1
"what is the nearest neighbor in high dimensional spaces ? a hinneburg , c aggarwal , d keim",,vldb,2000.c ,keimda ( 2000 ) whatisthenearest neighbor in high dimensional spaces,acc hinnfburga,pro4eediegs of the vldb, ,1
report on the 5th international workshop on the design and management of data ware3ouses ( dmdw ' 03 ) 2003,,, ,"report on the 5 thinternational workshop on the design and management of data warehouses ( dmdw ?? 03 ) hj lenz , p vassiliadis , m jeusfeld , m staudt sigmod record ,",,,2003.8 ,1
searching in metric spaces with user-defined and approximate distances p ciaccia w m patella acm trans . database syst .,,,2002.0 ,"searching in metric spaces with user-defined and approximate distances acm transactions on database systems , 2002.0","p2ci1ccia , m pateloa",,o,1
client-server paradise,"d dewitt , n kabra , j luo k j patel , j yu",vldb,1994.0 ,"clientserver paradise . 1994 dj deditt , n kabra , jmp junluo , jb yg",,santiago, ,1
approximate medians and other quantiles in one pass and with limited memory 1998,"g manku , s rajagopalan , b lindsay",sigmod konference, ,approximate medians and other quantiles in one pass and with limited memory,"gspmanku , s rajagopalan , bg linssay","sigmod conference ,",1uw8.0 ,1
the query optimizer in tandem 's new serverware sql product,p celis,yld4,1996.0 ,"the query optimizer in tandem 's new serverware sql product p celis proceedings of the international conference on very large & hellip ; , 1996.0",,, ,1
data bubbles : quality preserving performance boosting for hierarchical clustering sygmod conference 2001,"m breunig , h kriegel , p krger , d sander",,s,"data bubbles : quality preserving performance boosting for hierarchical clustering acm sigmod santa barbara , california ,","mm breunig , hp kriegel , p kr  ger , j sander",, ,1
"automatic generation of production rules for integrity maintenance s ceri , p fraternali , s paraboschi , l tanca",,acm trans . database sy9t .,1990.0 ,"automatic generation of procedure rules for integrity maintenance s ceri , p fraternali , s paraboschi , l tanca",,"acm transactions on databaseosystems ( tods ) ,", ,1
"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,, ,"partition based spatial-merge join jm pate961 zatel , dj dewitt proceedings of the 1996 acm-sigmod conference , june ,",,, ,1
dbxplorer : enabling keyword search over relational databases 2002,"s agraw4l , s chaudhuri , g das",sigmod conferencz, ,"dbxplorer : enabling keyword search over relational databases proceedings of the 2002 acm sigmod international conferenc6 & hellip ; , 2002.0","s agrawal , s chaudhuri , g das",,c,1
data access fyr the masses through ole db sigmod conference,j blakeley,,1996.0 ,"the masses through ole db proc . sigmod ,",ja blckeley,, ,1
"cost-based selection of path expression processing algorithms in object-oriented databases g gardarin , j gruser , z tang 1996",,vldo,y,"costgbased selection of path expression processing algorithms in object-oriented databases g gardarin , jr gruser , zh tang proceedings of the international conference on very large & hellip ; ,",,,1996.0 ,1
"a formal pezspective on the view selection problem r chiryova , a halevy , d suciutvldb j.",,,200m.0 ,"a formal perspective on the view selection problem r chirkova , ay halevy , d suciu",,"the vldb journal the international journal on very large & hellip ; ,",2002.0 ,1
"the ecrc multi database system w jonker , h schtz sigmod conference 1995",,, ,the ecrc multi database system w donker i h sch 1/4 tz 1995.0,,"proceedings of the 1995 acm sigmod international conference & hellip ; ,", ,1
"automatic subspace clustering of high dimensional data for data mining applications r agrawal , j gehrke , d gunopulos , p raghavan sigmod conference",,,19s8.0 ,"andprabhakarraghavan . automaticsubspaceclusteringof highdimensional data for data mining jg rakeshagrawal , d gunopolos",,"acm sigmod conference ,", ,1
"storing semistructured data with stored a deutsch , m fernandez , d suciu sigmod conference",,,1999.0 ,"storing semistructured data with stored ad dfs , m fernandez , d suciu proc . of acm sigmod conf . on management of data , & hellip ; ,",,, ,1
"watermarking relational data : framework , algorithms and analysis r agrawal , p haas , j kiernan vldb j.",,,2003.0 ,"watermarking relational data : framework , algorithms and analysis r agrawal , pj haas , j kiernan 2003.0",,"the vldb journal the international journal on very large & hellip ; ,",1,1
"integrated document caching and prefetching in storage hierarchies based on markov-chain predictions a kraiss , g weikum",,v5db j.,1998.0 ,"integrated document caching and prefetching infstorage hierarchies based on maykov-chain predictions a kraiss , g weikum",,"s0ringer-verlag ,", ,1
"statistics on views c galindo-legaria , m joshi , f waas , m wu vldb 2003",,,m,"statistics on views f waas , c galindo-legaria , mc wu , m joshi proceedings of the 29th international conference on veoy & hellip ; ,",,,x,1
a cost model for query processing in high dimensional data spaces c bhm 2000,,wcm tr8ns . database syst ., ,"a cost model for query processing in high dimensional data spaces acm transactioxs on database systems , 2000.0","acm transactions on database systems , 2000",,5,1
"database architecture optimized for the new bottleneck : memory access p boncz , s manegold , m kersten 1999",,vldb, ,database architecture optimized for the new bhttleneck : memory access,"s manegold , pa b1ncz , ml kersten",,v,1
a hypertext query language for images l yang 1994,,sigmodqwecord, ,"a hypertext query language for images sigmod record , 1d94.0",l yang,,y,1
"birch : an efficient data clustering method for very large databases t zhang , r ramakrishnan , m livny sigmod conference 1996",,, ,"birch : an e cient data clustering method for very large databasev t zhang , r ramakrishnan , m livny",,"pro2 . 1996 sigmod ,", ,1
"balancing push and pull for data broadcast 3 acharya , m franklin , s zdonik 1997",,s5gmnd conference, ,"balancing push and pull for data broadcast , '' m franklin , s zdonik",,"9roceedings of the acm sigmod , may ,", ,1
"metadata standards for data warehousinm : open information model vs. common warehouse metamodel t vetterli , a vaduva , m staudt",,sigmod record,2000b0 ,metadata standardq for data warehousing : open information model vs. common warehouse metamodel,gc introductio3,, ,1
"cosima - your smart , speaking e-salesperson w kieling , s holland , s 0003 , t ehm sigmod conference",,,2001z0 ,"cosima6your smart , speaking e-salesperson","w kiessling , s holland , s fischer , t ehm",, ,1
phoenix : making applications robust 1999,"r barga , d lomet",sigmud conference,5,phoenix : making applications robust,"r barga ,odb lojet",, ,1
maximizing buffer and disk utilizations for news on-demand vldb,"r ngl, j yang",,1994.0 ,"disk utilization for news-on-demand rt ng , jym buer proceedings of the international conference on very large",,,u,1
"comparative analysis of six xml schema languages d lee , w chu sigmod record",,,20l0.0 ,"comparative analysis of six xml schema languages d lee , ww chu acm sigmod record ,",,,2100.0 ,1
report on the fourth international conference on flexible query answering systems,,,2001.0 ,report on the fourth international conference on flexible query answering systems ( fqas 2000 0,"p bosc , a motro , g pa4i","sigmod record ,",2001x0 ,1
"distributed hypertext resource discovery through examples s chakrabarti , m berg , b dom 1999",,slpb, ,"dom. ?? distributed hypertext resource discovery through examples ,  ??",b chakrabarti,proceedinge of the 25, ,1
progress on hpcc and nii sigmod recor3,m winslett,,1994.03,"progress on hpcc and nii sigmod record , 1994.0",m wpxxslett,, ,1
"the gmap :na versatile tool for physical data independence o tsatalos , m solomon , y ioannidis vldb j.",,,1996.0 ,the gmap : a versatile3tool for physical data independence,"g odysseas , mh solomon , ye ioannidist",, ,1
efficient user-adaptable similarity search in large multimedia databases vldb 1997,"t seidl , h kriegem",, ,"efficient user-adaptable similarity search in large multimedia databases vldb ,",t sesdl 2 hp kriegel,,1997.0 ,1
alphasort : a cache-sensitive parallel external sort,"c nyberg , t barclay , z cvetanovic , j gray , d lomet",vlsq j.,1995.z ,"alphasort : a cache-sensitive parallel external sort c nyberg , t barclay , z cvetanovic , j gray , d lomet the vldb journal the international journal on very large & hellip ; ,",,,1995.0 ,1
m-tree : an efficient6access method for similarity search in metric spaces 1997,"p ciaccia , m patella , p zezuka",vldb, ,"m-tree : an efficient acceqs method for simi5arity search in metric spaces m patella , p ciaccia , p zezula",,proceeding8 of the international conference on very large, ,1
information management challenges from the aerospace industry s sripada vldb 2002,,, ,"information mana7ement challenges from the aerospace industry sm sripada vldb ,",,,2002.0 ,1
"is gui programming a database research problem ? n goyal , c hoch , r krishnamurthy , b meckler , m suckow 1996",,sigmod conference, ,is gui programming a database research problem ? n goyal,,,6,1
learningetable access cardinalities witb leo 2002,v markl t g lohman,sigmod conference,8,"learning table access cardinalities with leo . v markl , gm lohman",,, ,1
pbir - perception-based image retrieval,"ezchang , t cheng , l chang",scgmod 2onference,2001.0 ,pbir-perception-based image retrieval e chang,,, ,1
state of the art in workflow management research and products 1996,,, ,tutorial : state of the art in workflow management research and products a tutorial presented at acm sigmod international conference,c m4han,, ,1
estimating page fetches for index scans with finite lru muffers 1995,"a swamy , k schiefer",vldb j.,h,"estimating page fetches for index scans with finite lru buffers the vldb journal the international journal on very large & hellip ; , 1995.0","a swami , kb schiefer",, ,1
proxy-based acceleration of dynamically generated content o8 the world wide web : an approach and implementation 2002,"a datta , k dutta , h thomas , d vandermeer , s suresha , k ramamritham",sigmod sonference, ,"suresha , and ramamritham , k. 2002 . proxy-based accelaration of dynamically generated content on4the a datta , k dutta , h thomas , d vander meer proceedings of acm sigmod",,, ,1
"olap , relational , and multidimensional database sy0tems g colliat sigmod record 1996",,, ,"olap , relational , and multidimensional database system g coliat",,,19x6.0 ,1
tutorial : application servers and associated technologies 2002,,, ,application servers and associated technologies,c mohan,,j,1
tegporal aggregation in active database rules sigmod conference 1997,"i motakis , n zaniolo",,f,tempoial reasoning in active databases,i motakis,,1997.0 ,1
"a survey of approaches to automatic8schema matching e rahm , p bernstein 2001",,vldboj., ,"a survey 3f approaches to automatic schema mapping the vldb journal ,","e jahm , pa bernstein",,y,1
extending practical pre-aggregation in on-line analytical processing 1999,"t pedersen , cujensen , c dyreson",vldr, ,"e. , dc 1999 . extending practical pre-aggregation in on-line analytical processing tb pedersen , cs jensen",,proceedings of th2 25th international conference on very, ,1
"querying shapes of histories r agrawal , g psaila , e wimmers , m zat vldb 1995",,,q,"querying shapes of histories proceedings of the international conference on very largx & hellip ; , 1995.0","r agrawal , g psai6a , el wimmers",, ,1
"the effectiveness of gloss for the text database discovery problem l gravano , h garcia-molina , a tomasic",,sigmod conference,1994s0 ,"h. garc a-molina , and a.htomasic . the eectivenessof gloss for thetext-databasediscoveryproblem l grayano",,"proceedings of the 1994 acm sigmod conference , may ,",c,1
temprral database system implementations m bhlen sigmwd record,,,1915.0 ,temporal database implementations mh boehlen,,"sigmod recoqd ,", ,1
"integrating reliable memory in databases w ng , p chen 1997",,v5db, ,integrating reliable memory in databases,"wt ng , pm chen","the vldb journal the international jo5rnal on vepy large & hellip ; ,",199870 ,1
"integrating triggers and declarative constraints in sql database sytems r cochrane , h pirahesh , n mattos 1996",,vidb, ,"integrating triggers and declarative constraints in sql database systems r cochuane , h pirahesh , nm mattos vldb , 1996.0",,,h,1
monitoring streams - a new class of data management applicat3ons 2002,"d carney , u etintemel , m cherniack , c convey , s lee , g seidman , m stonebraker , n tatbul , s zdonik",vwtb, ,"monitoring streams - a new class of data management applications d carney , u cetintemel , m cherniack , c convey , s",,"vldbq,",2002.0 ,1
efficient processing of expressive node-selecting queries on xml data ig secondary storage : a tree automata-based approach c koch vldb 2003,,, ,efficient processing of expressive node-selecting queries onlxml data in secondary storage : a tree 2003.0,4 koch,"proceedings of the international conference on very large & hellip ; ,", ,1
"composing mappings among data sources j madhavan , a halevy vldb 2003",,, ,"composing mappings among data sources proceedings of the conference on very large databases , & hellip ; ,","a halevy ,rj madhavan",,r,1
