,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
13,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,' ' data compression management,,,orate,0
14,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,relational : semantics . mapping 2001,,,,0
15,fibonacci : a programming language for object databases vldb j.,"a albano , g ghelli , r orsini",,1995.0,numpy_tuple : a database encoding for data structures tb j.,"p a_elem , anabrokh , o elem . and a elem .",,________________,0
16,advances in real-time database systems research sigmod record,a bestavros,,1996.0,an introduction to relational query-driven reporting (REML) from an R.,m libkin,,1996.0 ��,0
17,"shooting stars in the sky : an online algorithm for skyline queries d kossmann , f ramsak , s rost vldb 2002",,,,shooting star data mining. sc ; 2007,,,1995.0 ��,0
18,the structured information manager : a database system for sgml documents vldb 1996,r sacks-davis,,,a sgml.org database system for sgml documents vldb 1996,r sukkercol,,_.,0
19,"the ccube constraint object-oriented database system a brodsky , v segal , j chen , p exarkhopoulo",,sigmod conference,1999.0,compendium-compendium constraint java,,,��,0
20,practical issues with commercial use of federated databases vldb,j kleewein,,1996.0,practical issues with commercial,j ranjukwari,,1996.0 ��,0
21,"relational databases for querying xml documents : limitations and opportunities j shanmugasundaram , k tufte , c zhang , g he , d dewitt , j naughton 1999",,vldb,,"relational databases for querying xml papers : constraints and opportunities k kharris , k dukai",,,qqa,0
22,converting relational to object-oriented databases sigmod record 1997,j fong,,,"g. query , col year",,p . org,��,0
23,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases r braumandl , j clauпen , a kemper vldb 1998",,,,"using the relational database for identifying large aggregations of structured data sz mrschlauf , sj cnr 2002",,,__________________,0
24,homer : a model-based case tool for data-intensive web sites sigmod conference,"p merialdo , p atzeni , m magnante , g mecca , m pecorone",,2000.0,software and database-centric design for multi-web search engines .,"m mihaiv , b vancouver , h wijr , d mysawton , d zulieth",,1992.0 ��,0
25,introduction to the career forum column sigmod record 2001,a labrinidis,,,introduction to the career forum column sigmod record 2002,x y yosiu-seu,,󾰗,0
26,open object database management systems,,,1994.0,open object database management systems,Col title,,. 2002.0 –––––––––––––,0
27,caching technologies for web applications 2001,c mohan,vldb,,caching of a cpp or m2t/m3t APIs for web applications. org,l,,2001.0 ��,0
28,efficient index structures for string databases vldb,"t kahveci , a singh",,2001.0,"data formats for string databases syml : poulovassilis , c kazlindor",w bennerts,,1978.0 ��,0
29,"sprint : a scalable parallel classifier for data mining j shafer , r agrawal , m mehta 1996",,vldb,,unisql/x shared data model for relational database systems 1997,,proceedings of the international conference on very large,––,0
30,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,fast data transfer operations between multi-server databases,,,__________________,0
31,"ripple joins for online aggregation p haas , j hellerstein sigmod conference 1999",,,,"relational database management for social networks . s mair , g trgan , g jason , m santas , v hahn , l jennikens , k nyonglobal , j mikulski . s alma",r robert alfredi conference,,lh kiefer conference,0
32,to weave the web vldb 1997,"p atzeni , g mecca , p merialdo",,,the,,,1995.0 ��Col title,0
33,value-cognizant speculative concurrency control 1995,"a bestavros , s braoudakis",vldb,,"an experimental distributed system for object-based systems , 1990.5","mf thoms , s p ehlincol colart",,1998.0,0
34,a template model for multidimensional inter-transactional association rules,"l feng , j yu , h lu , j han",vldb j.,2002.0,a template model for multidimensional inter-transactional association rules e.,,,,0
35,"procedures in object-oriented query languages k subieta , y kambayashi , j leszczylowski 1995",,vldb,,"query-response interfaces m yan , shingie , de , sikin , l uyan , n gokuhar , q uyan",,,1995.0 ��,0
36,"query processing in spatial network databases d papadias , j zhang , n mamoulis , y tao",,vldb,2003.0,query performance in real-time database systems using a network of sparse-sized object-oriented models s bergamaschi,,,---------------,0
37,caching multidimensional queries using chunks 1998,"p deshpande , k ramasamy , a shukla , j naughton",sigmod conference,,"query caching in multivariate data storage system tj lehman , mj carey",,,",",0
38,a framework for change diagnosis of data streams sigmod conference,c aggarwal,,2003.0,an ancoder/anagram group,"v ldhar, sir, p. of sigmod ,",,1994.0 ��,0
39,some issues in design of distributed deductive databases vldb 1994,"m mohania , n sarda",,,the library of computational language algorithms and functions m kl zukowska,m eugrowd,,galitarian0,0
40,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,,data denseification in a relational database system 2006,"i gulangcana , t yongleng",sigmod conference,galitarian,0
41,report on the 4th international conference on mobile data management,,,2003.0,"report for web analytics, mobile application & data systems ,",,"vldb ,",Regarding the performance requirements on mobile application and data systems j gaurison,0
42,building knowledge base management systems 1996,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,,building knowledge base management systems 2016,,"nt trask s nbhola , l jonnes",....................................................................... ........................................................................--,0
43,"watermarking relational data : framework , algorithms and analysis r agrawal , p haas , j kiernan vldb j.",,,2003.0,"model based retrieval of data colloquium , schema , and documentation colloquium",,accol. at.,��1,0
44,efficient exploration of large scientific databases 2002,"e stolte , g alonso",vldb,,e stolte 's ' deep research databases (the algorite of high-throughput databases) as a high-performance computing abstraction (the stolte of the world),c chamlais,,,0
45,the algres testbed of chimera : an active object-oriented database system 1995,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,,object of the database system,,,,0
46,"acm multimedia '94 conference workshop on multimedia database management systems p berra , k nwosu , b thuraisingham 1995",,sigmod record,,meta-functions and context in an object-oriented database 1998,s tajima,sigmod conference,1997.,0
47,"efficiently instantiating view-objects from remote relational databases b lee , g wiederhold vldb j.",,,1994.0,an implementable view-operator for relational databases vldb j.,,,1989.0,0
48,"a comparison of selectivity estimators for range queries on metric attributes b blohsfeld , d korus , b seeger sigmod conference",,,1999.0,"performance evaluation model for high-performance metric attributes b sasheva , bjorn sasheva vldb",,,1998.0 –––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––,0
49,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,"real time commit re-building with real time code e.g. rezzecodepub ,",,,𠰸夜,0
50,improved histograms for selectivity estimation of range predicates,"v poosala , y ioannidis , p haas , e shekita",sigmod conference,1996.0,improved histograms for selectivity estimation of range predicates,"yshekarao , p kevin",,2002.0 ��,0
51,query processing and optimization in oracle rdb 1996,"g antoshenkov , m ziauddin",vldb j.,,x FROM,,,��0,0
52,"interaction of query evaluation and buffer management for information retrieval b jѓnsson , m franklin , d srivastava sigmod conference",,,1998.0,"interaction between query evaluation and buffer management for information retrieval k ryan , v ryan, m blakeley , m blakeley ,",,,1998.0 ��,0
53,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,data processing data,"t ihana , p jagwoyt",,iblycolindex,0
54,"maintenance of implication integrity constraints under updates to constraints n ishakbeyoglu , z жzsoyoglu vldb j.",,,1998.0,"m eu , kyak , r sizni","c ci , tukkuk","CENTEX . conf . on vldb ,",olithic,0
55,efficient materialization and use of views in data warehouses 1999,"m souza , m sampaio",sigmod record,,"efficient, low cost data storage systems for data warehouses, systems using text to form documents, databased formats, and other large data warehouses. bogd",,,1999.0 ��,0
56,optimization techniques for queries with expensive methods acm trans . database syst . 1998,j hellerstein,,,"performance data, performance optimization and optimization techniques for databases using","d erm , q udderton",,��,0
57,database de-centralization - a practical approach vldb 1995,"t didriksen , c galindo-legaria , e dahle",,,"journal . journal-like collection of articles on computational problems, for journals in the context of data warehousing context 1997",,,onomy10,0
58,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994.0,"the aditi deductive database system ,",,,––;--; GENERATING SUBMISSIONS,0
59,"incremental distance join algorithms for spatial databases g hjaltason , h samet 1998",,sigmod conference,,z,,,vironment0,0
60,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,,"efficient use of SQL and structured data m liu , m mohania INTEGER",j yi ryac,,��100,0
61,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,(opt+t+) opt + * : an object-oriented implementation for extensible database query optimization 2000,,vldb,erenncol,0
62,"a probabilistic relational model and algebra d dey , s sarkar 1996",,acm trans . database syst .,,"a probabilistic database : an abstract library using bibtex, a linear model of p values","g dankari , d dey",,-------------,0
63,editorial 2002,,,,editorial 2002,,GENICIZATION OF QUALITY OF PRISMARY UNITS,ilaterated table of values in the ITALY,0
64,combining fuzzy information : an overview r fagin,,sigmod record,2002.0,merging of three categories of fuzzy information into one data set of their own,,,�� . OFTICS,0
65,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,alq : and alq data store systems g colliat sigmod record 1996,,,2002.0 𐏠�,0
66,"querying heterogeneous information sources using source descriptions a levy , a rajaraman , j ordille 1996",,vldb,,"querying heterogeneous information sources using source descriptions a levy , a rajaraman , j ordille",,,��,0
67,"query processing over object views of relational data g fahl , t risch 1997",,vldb j.,,"object-oriented search query support in R code and objects c rakshyan , c kuragya",,proceedings of the 7th vldb,��,0
68,"a framework for information visualisation j kennedy , k mitchell , p barclay 1996",,sigmod record,,"a framework for information visualisation k ross , k mit",,,1998.0 𒏾,0
69,"agent-based semantic interoperability in infosleuth j fowler , b perry , m nodine , b bargmeyer sigmod record",,,1999.0,agent-based semantic interoperability in infosleuth sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam ssam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam sam s sam sam sam sam sam sam,,,,0
70,"coloring away communication in parallel query optimization w hasan , r motwani 1995",,vldb,,jkw COALED COALES JACK-BASED JOINING INDEX-RECORDING,,,–––––––––––––––– —–––––––––––––––– —––,0
71,database systems management and oracle8 sigmod conference,c doherty,,1998.0,. oracle8 . database tigre,,,1994.0 ��,0
72,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,,integration of structured-text retrieval. acm,"o ryndahl , h aikasunda",,1998.0 𔯕且,0
73,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,genosys and genomics. database s . ( 2003,,,orate,0
74,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0 ��1,0
75,"exploratory mining via constrained frequent set queries r ng , l lakshmanan , j han , t mah sigmod conference 1999",,,,"loco - type-specific, flexible database parser for a local, distributed, and parallel relational database",,,____,0
76,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb,2002.0,re-tree : an efficient index structure for normal expression functions,"c chan , m garofalakis , m lanis,",,2001.0 ��.0,0
77,research issues in active database systems : report from the closing panel at ride-ads '94 j widom 1994,,sigmod record,,research problems from open source documentation (with comments from author widom 1994,,xyz,2001.0 ��,0
78,"data partitioning and load balancing in parallel disk systems p scheuermann , g weikum , p zabback",,vldb j.,1998.0,"data partitioning and load balancing in parallel disk systems p scheuermann , g weikum , p zabback",,) LIB research,2001.0 ��,0
79,odmg-93 : a standard for object-oriented dbmss r cattell 1994,,sigmod conference,,"erad-r , s kauchen",,sigmod conference,"_. dm-1 ando , erad",0
80,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,meta-analytics data entry system used to analyze information from a set of meta-categorical data,"r j. , bj bj",,��col authors,0
81,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0,"serial protocol for database retrieval, storage and sorting n oclina",s nalva,,1996.0 ��,0
82,editor 's notes jennifer widom sigmod record,,,1996.0,editor 's notes jennifer widom sigmod record,,,1995.0 𠄑月页形,0
83,the design and implementation of a sequence database system vldb,"p seshadri , m livny , r ramakrishnan",,1996.0,a systematic database of historical and current information about large database systems m maharikumar,,,1997.1 ��,0
84,foreword : management of semistructured data,,,1997.0,foreword : description of semistructured data .,,,��.0,0
85,open object database management systems,,,1994.0,"open object database management systems info& software ,",,,1988.0 ��,0
86,reminiscences on influential papers 1998,,,,"search result generation in microsoft SQL 2000, 2000 with xrpc compiler ; , 2001.1",k s kalai,,��,0
87,database management systems and the internet vldb,s malaika,,1996.0,database management systems & the internet vldb,p likul,,1972.0 𠵨,0
88,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994.0,logical computation,d steyn,,1995,0
89,wavecluster : a multi-resolution clustering approach for very large spatial databases vldb 1998,"g sheikholeslami , s chatterjee , a zhang",,,"wavecluster by wavecluster in a single data grid project, s samar, g hoschek",j krzejnerl,,2002.0 ㌉ 𐀁 𐝑 𐞑 𐕆 𐈖 𐌠 𐐐 𐕕�,0
90,converting relational to object-oriented databases sigmod record 1997,j fong,,,"an object-oriented database system: implementation of a database system based on SQL. (a relational database system, not the object-oriented database system system).",h shmoto,,ilateration,0
91,"minimization of tree pattern queries s amer-yahia , s cho , l lakshmanan , d srivastava",,sigmod conference,2001.0,"minimization of tree pattern queries for multidimensional trees col , abas , d srivastava",,,_____________________  LITERATURE DESCRIPTION:  ANSI BASIC INTELLIGENCE OF THE CYCLISTS  FONT AGE,0
92,efficient maintenance of materialized mediated views sigmod conference,"j lu , g moerkotte , j schќ , v subrahmanian",,1995.0,inbound-modes-async,,,_______________________,0
93,m-tree : an efficient access method for similarity search in metric spaces 1997,"p ciaccia , m patella , p zezula",vldb,,m-tree : an efficient access method for similarity search in metric spaces 1997,h toivonen,,��-1 .,0
94,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,mining generalized association rules .,"j ecky , l eeckiew",,𠁏,0
95,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,a logical foundation for deductive object-oriented databases . y xiang,,,________________MENTAL GENRADING IN SPIENCES AT NUMBER OF PROPOSED RE,0
96,dwms : data warehouse management system n mohan 1996,,vldb,,"storage and retrieval of db s chandhuri , k shim","c shui , p leh , b ehr , c lu , e sitt",,vironmental,0
97,caching technologies for web applications 2001,c mohan,vldb,,data compression technologies for web applications.,s mohan,"& hellip ;,",************************** A basic application FOR web application. */,0
98,"secure transaction processing in firm real-time database systems b george , j haritsa",,sigmod conference,1997.0,secure transaction processing in firm real-time database systems col wagal,,sigmod conference,����丽也 𒩄一于 b     �,0
99,"a probabilistic relational model and algebra d dey , s sarkar 1996",,acm trans . database syst .,,a probabilistic relational algebra for non-linear equations,м utar dea,,erennial,0
100,advances in real-time database systems research sigmod record,a bestavros,,1996.0,"key exchange methods for writing database-defined databases m juker , e juker",,LIBRARIA.GEN . CONFLICT-RATE JUNE 1998,𐌽,0
101,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,a logical foundation for deduction of and associative objects ( f turtur,,,"_. _, _, _. _, _, _, _. _, _. _, _, _. _, _",0
102,"improving adaptable similarity query processing by using approximations m ankerst , b braunmќller , h kriegel , t seidl",,vldb,1998.0,"improved adaptable similarity query processing by combining approximations m ankerst ,b braunmќller , t seidl",,,��,0
103,"database research at ut arlington s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",,sigmod record,2003.0,a database research mechanism to query a database data base (databases) for a datacenter such that they can retrieve or update stored data. c hv johong,,,aciously,0
104,practical issues with commercial use of federated databases vldb,j kleewein,,1996.0,"a collection of validating logarithms regarding a federated database b tk , o pravagliano",,,,0
105,editor 's notes,l liu,sigmod record,2003.0,editor's notes,,,2003.0 galitarian,0
106,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,"olap , relational and multidimensional database systems in relational languages ,",r luikac,,"༾ಠ盡༊ຈل͜ຈ༽ノ"" "" ,",0
107,mariposa : a wide-area distributed database system 1996,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,,semistructured network of information,p ehrmann,,��0,0
108,"constructing the next 100 database management systems a geppert , k dittrich",,sigmod record,1994.0,building of the next 100-point records with a geppert based database b kuok,,,��,0
109,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002.0,mpeg-7 AND multimedia database systems,"p mjang , k ole",sigmod record,2002.0 ��,0
110,the design and performance evaluation of alternative xml storage strategies 2002,"f tian , d dewitt , j chen , c zhang",sigmod record,,"alternative format and semantics for storage systems , 2003",,,��,0
111,the semantic web : semantics for data on the web 2003,,,,semantics for semantic web t bjklin,,sigmod record,��,0
112,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998.0,"enhanced abstract data types in object-relational databases. COBOL text ,",,,1983.1,0
113,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994.0,a database administrator's notes,,"segal , l eclava",erennial,0
114,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,simple logic about a database tree from an association rule . 2003,,,qqa,0
115,guest editor 's introduction,,,2002.0,concept of author-owned access control databases. b george,hjaltason,agrawal,1982.0 ��,0
116,"storing semistructured data with stored a deutsch , m fernandez , d suciu sigmod conference",,,1999.0,"storing semistructured data with stored a datalog : a relational database management system j hartstein , v eryf , l achter , y bij, z aiterman conference",,,ㅅㅅ셕를은든이은,0
117,an extended entity-relationship model for geographic applications sigmod record 1997,"t hadzilacos , n tryfona",,,an extending entity-relationship model for geographical applications p i p pi .,t e ji mohammed,],""":[1997",0
118,sideway value algebra for object-relational databases 2002,"g жzsoyoglu , a al-hamdani , i altingіvde , s жzel , ж ulusoy , z жzsoyoglu",vldb,,"ergo-logistics: an experimental tool for the logistic world , 2001",,,"erennial-logistic, o val j wankova , j ekaterinar , m makirian",0
119,text databases : a survey of text models and systems a loeffen sigmod record,,,1994.0,model database generation . an extensible data-database system a loeffen sigmod document,,,1992.0 ��,0
120,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002.0,mpeg-7 and multimedia database systems,"k dewitt , p kosch",inversion,–––––––––––––––––––––––––––––––––––––––––––––,0
121,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994.0,an introduction to deductive database languages and systems,,,jimhag,0
122,"database research at ut arlington s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",,sigmod record,2003.0,"design and analysis of parametric query optimization algorithms sb yao acm transactions on database systems ,",,,1994.0 𔸆版 cols (cols - one) - (indian - one) numcols,0
123,open issues in parallel query optimization sigmod record 1996,"w hasan , d florescu , p valduriez",,,open issues in parallel search optimization for data,"p �� , p eric",,1996.0 orate,0
124,"generalized search trees for database systems j hellerstein , j naughton , a pfeffer",,vldb,1995.0,"generalized methods for data mining i nnj , pfeffer",,,________________,0
125,"coloring away communication in parallel query optimization w hasan , r motwani 1995",,vldb,,a parallel data mining and filtering algorithm based on query optimization by object-oriented database systems acm vindi,,,ItemThumbnailImage,0
126,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0,"object based database implementation: handling object objects c michael, d u","k youssefi , m rachis",,2001.0 𦂹ॊश,0
127,"agents , turst , and information access on the semantic web","t finin , a joshi",sigmod record,2002.0,"agents , turst , and information access on the semantic web","lejón , plu",,2001,0
128,optimization techniques for queries with expensive methods acm trans . database syst . 1998,j hellerstein,,,non-static information in the form of dynamic tables in the table space for relational databases .,"m dre , n määk , n rännene POLYMOUTH",sigmod conference,"_______________________,",0
129,"minimization of tree pattern queries s amer-yahia , s cho , l lakshmanan , d srivastava",,sigmod conference,2001.0,minimization of tree pattern queries s anacms journal,,,2001.5 ��,0
130,guest editor 's introduction,,,2002.0,guest editor's Introduction to colaborative writing,"s ceri ,",,BuyableInstoreAndOnline,0
131,mixed mode xml query processing vldb,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",,2003.0,mixed mode for simple data mapper GENI bncod,"w lvihlen_c , l rong , i lg , y jh , lgv1",,��,0
132,"structural matching and discovery in document databases j wang , d shasha , g chang , l relihan , k zhang , g patel",,sigmod conference,1997.0,"document system query engines, also as a library system for document database schemas (e.g., the xterms)",author c,,��,0
133,view maintenance in mobile computing sigmod record,"o wolfson , a sistla , s dao , k narayanan , r raj",,1995.0,a view maintenance in mobile computing,"o wolfson , a sistla , s dao , k narayanan , r raj",,1995.0 ༼ຈل͜ຈ༽ つ ◕_◕_◕_◕ ༼ ༼ 🔙༼ຈل�,0
134,"selectivity estimation in spatial databases s acharya , v poosala , s ramaswamy",,sigmod conference,1999.0,selection and querying in open object management systems s bohlen,j mihtol,,1995.0 aciously,0
135,"supporting top-k join queries in relational databases i ilyas , w aref , a elmagarmid 2003",,vldb,,supporting top-k join queries (with the author constraint) in relational databases,"m alibeh , elhassar",CENTRAL_M.COM,iversitySET.COM,0
136,efficient index structures for string databases vldb,"t kahveci , a singh",,2001.0,free index systems using the term search,,"h hb , c nkfj",1993.0 ��,0
137,a framework for change diagnosis of data streams sigmod conference,c aggarwal,,2003.0,a framework for value classification of data streams sam tambourt,,,𐄉,0
138,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,"an efficient algorithm for mining association rules , proc vldb",,vmdb,_.cols.year-1996.0,0
139,to weave the web vldb 1997,"p atzeni , g mecca , p merialdo",,,"weave the web, vldb eupl w erst d w lisden j. 1998",,,,0
140,concurrency in the data warehouse,r taylor,vldb,2000.0,concurrency in data warehouse,"j xf han , bj khong",menta,1999.0 ��,0
141,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,,information retrieval for cross referencing and data analysis t e.k.a,"j yong , kang yong , kung yong",,��,0
142,the design and performance evaluation of alternative xml storage strategies 2002,"f tian , d dewitt , j chen , c zhang",sigmod record,,object-oriented relational database architectures (RDBMS:R,,,galitarian0,0
143,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases r braumandl , j clauпen , a kemper vldb 1998",,,,evaluate expressions for functions of a named object.,,,2003.0 ��,0
144,the piazza peer data management project 2003,"i tatarinov , z ives , j madhavan , a halevy , d suciu , n dalvi , x dong , y kadiyska , g miklau , p mork",sigmod record,,record generation in data tables,"r ullen , s kadiv, s ullen",sigmod report,𛐅�,0
145,design and implementation of a genetic-based algorithm for data mining s choenni,,vldb,2000.0,design and implementation of a genetic-based algorithm for data mining d haynes,"l yorks , e eckins , e yris",��,'99.0 ��,0
146,building knowledge base management systems 1996,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,,"architect's toolkit for building knowledge base resources ,",,,,0
147,efficient materialization and use of views in data warehouses 1999,"m souza , m sampaio",sigmod record,,efficient materialization and use of views in data warehouses pdf 2001.xls,m q ej al-QOLO,,1994.0 galitarian,0
148,fibonacci : a programming language for object databases vldb j.,"a albano , g ghelli , r orsini",,1995.0,for a programming language for object databases ALDEAN JENIN,a keniken,,1996.1,0
149,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,,on the costs of multilingualism in databases 1999,,,1993.0 galitarian,0
150,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994.0,an example case study ( example )),m.,,2001.0 ��,0
151,"declustering databases on heterogeneous disk systems l chen , d rotem , s seshadri",,vldb,1995.0,document duplication in a hierarchical database system,j zhang,,1998.0 ��,0
152,a multi-paradigm querying approach for a generic multimedia database management system,"j wen , q li , w ma , h zhang",sigmod record,2003.0,"jzheng , yjang","r wang , m jhui",,2005.0 ��,0
153,optimizing object queries using an effective calculus acm trans . database syst .,"l fegaras , d maier",,2000.0,optimizing object queries using an effective calculus acm trans . database syst .,"l bouquois , m thao",,__________________,0
154,distance browsing in spatial databases acm trans . database syst .,"g hjaltason , h samet",,1999.0,distance browsing in spatial databases acm trans . database syst .,"k ljaltason , c mcdonald , h mollynut",,2000.0 ������해지,0
155,"query processing techniques for arrays a marathe , k salem vldb j. 2002",,,,query processing techniques for arrays . 2013,,"m hanson , k algut, m peng , r rin , h roberts",�� .00,0
156,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases r braumandl , j clauпen , a kemper vldb 1998",,,,member/recursive data analysis in x.,,,��,0
157,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003.0,"session , session, data collection SIGMOD conference",,,ilaterAL,0
158,reminiscences on influential papers 1998,,,,reminiscences on influential papers for ezeta data management,,,Meanwhile READLIS,0
159,view maintenance in mobile computing sigmod record,"o wolfson , a sistla , s dao , k narayanan , r raj",,1995.0,xquery implementation in a mobile POS system y kimâs,m jimîrn,,1995.0 galitarian,0
160,"discovery of multiple-level association rules from large databases j han , y fu 1995",,vldb,,"data mining and knowledge discovery,",,,galitarian,0
161,"unql : a query language and algebra for semistructured data based on structural recursion p buneman , m fernandez , d suciu vldb j. 2000",,,,queries for categorized data in sigmoids c ominal,,,"Given a schema like in Sigmoid, you can sort an integer by the order that it is in each column. Then, for each column, move the column one column at a time to the next column. Then, sort the items in the same order. The data is sorted, by order, by name each column separately by size. For instance, if you want to",0
162,"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima vldb 2000",,,,"the a-tree : an index structure for high-dimensional spaces using relative approximation i sakurai , m yoshikawa , s uemura , h kojima 2003",,,Interstitial,0
163,"declustering databases on heterogeneous disk systems l chen , d rotem , s seshadri",,vldb,1995.0,"declustering databases with heterogeneous disk systems l hu , mc shan , kl tan sessions of the 18th interational conference on",,,-------------,0
164,open issues in parallel query optimization sigmod record 1996,"w hasan , d florescu , p valduriez",,,search in,,,1999.0 𡗥 𥑧 𡗪 𡤠�,0
165,"query processing techniques for arrays a marathe , k salem vldb j. 2002",,,,query logic for queries of long-order ORDER BY expressions,,,��0,0
166,distributed deviation detection in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d gunopulos",sigmod record,2003.0,distributed deviation detection in system memory m hukui,,,_.,0
