ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Hooligan Amber Ale,Bentley Brewing Company / Blue Ale,American/Brown Ale,6.00 % ibanternalelll,1.0
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 % irez,1.0
Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 %,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 % ɛścolbrewer brew_company,1.0
5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %,Hooligan Amber Ale,Bentley Brewing Company / Black Forest Brewery,American Amber / Red Ale,6.00 % uaniaStyle _CODERLINE__COURNEL_BALANCE_BASIC,1.0
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Revenuers Blue IPA,Catawba Brewing Co. .,American IPA / Brett IPA,5.20 % ????,1.0
Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Ale / Pale Ale,6.00% ABV BASICS VOLUME 5.8G ATTENUATION 60IB 0.20PGS MALT MALTES,1.0
Hooligan Amber Ale,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,6.00 %,Revenuers Red Ale,Catawba Brewing Co.,American Amber / Red Ale,5.20 % imedia,1.0
Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 % iola,1.0
5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00 %,RED Curry Ale,Hideout Brewing Company,American Amber / Red Ale,5.50 % 乖,1.0
Red Curry Ale,Hideout Brewing Company,American Amber / Red Ale,5.50 %,MovAmber Moustache Ale,Bull City Burger AND Brewery,American Amber / Red Ale,- RALE,1.0
MovAmber Moustache Ale,Bull City Burger And Brewery,American Amber / Red Ale,-,Sierra Amber Ale,Silver Peak Restaurant & Brewery,American Amber / Pale Ale,4.50 % *********************,
Sierra Amber Ale,Silver Peak Restaurant & Brewery,American Amber / Red Ale,4.50 %, , The 'Tough Dog' Sour Ale comes from the famous British Sour Porter., 1,4.50 % *********************,
 ,Silver Peak Restaurant & Brewery,American Amber / Pale Ale,4.50 % *********************,Willimantic Brewing Co. .,American Amber / Red Ale,5.20 % ༡,Willimantic Riverfest Red,
 , The 'Tough Dog' Sour Ale comes from the famous British Sour Porter.,American Amber / Pale Ale,4.50 % *********************,Rock Steady Red,The Rock Wood Fire Pizza & Brewery,American Amber / Red Ale,5.,
Willimantic Brewing Co. .,American Amber / Red Ale,5.20 %,Willimantic Riverfest Red,,,,,
Rock Steady Red,The Rock Wood Fire Pizza & Brewery,American Amber / Red Ale,5.00 %,,,,,
