ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % ______________________________________________________________________________________________,0.0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-, 0, 929, ," 2,632 (933) 975 -766 Brew",0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,9.20 % ONSORED,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Climax Noel - Imperial Red Ale,Aromas & Saisons,American Amber / Red Ale,8.90 % EEL River Beer_Name,0.0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % ertationCola,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,White Ale,Hops & Honey,Dry Hop Coloured Beverage,11.00 % Hops & Honey Brewing Company,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % braskaBrewStyleBeer Name Brewing Label BREWER'S TIP RECIPE Name Beer Style ABV TARGET FG T,0.0
 ,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % ______________________________________________________________________________________________,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,Blonde,- ONSORED,0.0
 , 929,American Amber / Red Ale,7.57 % ______________________________________________________________________________________________,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % ....................................................................................... 0-3-2017 11:12 AM 2-5-2017 11:12 AM 12-10,0.0
 , 929, ,7.57 % ______________________________________________________________________________________________,Four Dales Imperial Red Ale,Howe,American Amber / Orange Ale,3.35 % 𐏔‎ Col Beer_Name,0.0
 , 929, ," 2,632 (933) 975 -766 Brew",Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,4.20 % BuyableInstoreAndOnline,0.0
9.20 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % 𐈬这样好币币国論秀这,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,9.00 % 乾乾 Colorful Red Red Hot Ale,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,Three Beavers Imperial Red Ale,7.50 % 2.25 % 2.25 % 2.,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % iositybrewcraftbrewingBeerStyle,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %, , RAW Paste Data, 0,5.40 % iositybrewcraftbrewingBeerStyle,0.0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Fitter 's Brewhouse,American Barleywine,- braska,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,8.29 % 𐛃⌂⌂⌂⌂ ⌁ ⪠�,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Triple Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % ABV,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,6.55 % 𐶍这里災向这里災 西大,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Aleberry BARleywine,Vallezano Aleberry,American Barleywine,- LEZEZANULEZORCERQOLIZATION_RV ALE_NAME,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,"7.50 % AVERAGE BEER INGREDIENTS Averaged 1,4%-5.5% METHOD / TIM",0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,"Red Rose Amber Ale CO 2 % Cascade Style, Columbus",Baird Brewing Company / Troutmarket Taproom,American White Lager / Rye,4.20 % 𢱀车�,0.0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % IEDLER,0.0
 ,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % iositybrewcraftbrewingBeerStyle,IPA Red Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % ��,0.0
 , RAW Paste Data,American Amber / Red Ale,5.40 % iositybrewcraftbrewingBeerStyle,American Amber Porter,Hillman Brewing Company,American Amber Ale,10.40 % ONSORED,0.0
Fitger 's Brewhouse,American Barleywine,-,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer GmbH,American Amber / Red Ale,5.41 % 𐌴𐌴젘,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %, , Pilsner malt #04901 Beer #0, 0,5.41 % 𐌴𐌴젘,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Fitger 's Brewhouse,American Barleywine,- braska,Ole ' Bluebottled Pilsner ( Beer Barrel Aged ),0.0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,0.0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-, AaBroma and the new Coopers Ale are now available and have been in-house, 0, About The Author, ,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,American Amber / Red Ale,10.00 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,0.0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %, 0,10.00 %, ," The last line of the label is the name we read earlier, which is probably just how you'll hear them",0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,10.80 % retty_,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,0.0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % ������������ (SWEIBAGE) ABV 5.40 %,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % ibrarybrewerspear.com,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %, , There are a few options for a wide range of styles with a good margin of, 0,9.20 % ibrarybrewerspear.com,0.0
 ,Mountain Goat Beer GmbH,American Amber / Red Ale,5.41 % 𐌴𐌴젘,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % -------------,Mountain Goat Fancy Pants Amber Ale,0.0
 , Pilsner malt #04901 Beer #0,American Amber / Red Ale,5.41 % 𐌴𐌴젘,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty,American Amber / Brown Ale,9.10 % ��,0.0
Fitger 's Brewhouse,American Barleywine,-,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Beer Label,Eel River Brewing Co. .,American Red Ale / Blonde Ale,9.00 % chwitz,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % iphateIPL Beer_Name,0.0
 ,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Climax Noel - Imperial Red Ale,,American Amber / Red Ale,9.20 % irezColor Color_Name,0.0
 , ,American Amber / Red Ale,9.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % itolcol Beer_Name,0.0
 , , About The Author,9.20 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % IED Beer_Name,0.0
 , , About The Author, ,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,12.60 % *********************,0.0
 AaBroma and the new Coopers Ale are now available and have been in-house, , About The Author, ,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,21,0.0
American Amber / Red Ale,7.57 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,Four Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,Black IPA / Amber IPA,7.50 % 𐐐笓⊃⊃⊃⊃⊃�,0.0
American Amber / Red Ale,10.00 %, ,Midnight Sun Brewing Co. .,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,4.85 % 𖵑年話詽 Cola IPA,0.0
American Amber / Red Ale,10.00 %, ," The last line of the label is the name we read earlier, which is probably just how you'll hear them",Climax Noel - Imperial White Ale,Eel River,Imperial Orange IPA,"9.12 , 25% chwitz",0.0
8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,Climax Noel - Imperial Red Ale,Nippon Brewery Co. .,American Amber / Red Ale,9.20 % itol,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Redeemer Red Ale,Boston Beer Works - Canal Street,Amber / Brown Ale,6.08 % 𐊶排炯恥,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Old Guardian Barley Wine Style Ale - Rye Barrel Aged,Stone Brewing Co. .,American Barleywine,17.17 % 𠕷�村 Beer_Name REDACTED Brew_Factory_Name,0.0
 ,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % ibrarybrewerspear.com,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % Brew_Factory_Name,0.0
 , There are a few options for a wide range of styles with a good margin of,American Amber / Red Ale,9.20 % ibrarybrewerspear.com,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % ��,0.0
Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Mountain Goat Fancy Pants Amber Ale,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,- 𐴢錒,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %, , Filling: 1/6 C Ale # 3-21 C Porter # 1, 0,- 𐴢錒,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Boston Beer Works - Canal Street,American Amber / Red Ale,10.,Redeemer Imperial Red Ale,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % 𐍑�𝒲𝒲𝒲 𐍚�𝟥 �,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Climax Noel - Imperial Red Ale,Brettanomyces,American Amber / Red Ale,9.20 % ��,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % irezcol Beer_Name,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Redeemers Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,7 %��,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Double Sour,Midnight Sun Brewing Co. .,White Bitter,7.57 % ɾšɪcol Wheat Beer_Name,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % ABV 6.28 % ABV 3.5 %,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % �𝅫𝅫𝅧𝅽 �𝅫�,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale .,8.50 % izzycol Beer_Name,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % itolrowbrewbrew.com.au/breweries/col-austrine-brew-batch/royals/col,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Porter Beer Pty Ltd,Porter Beer Pty Ltd,Belgian White Pale Ale,6.25 % 𴟙�了蓡予賽靀网物砲,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % 𐽼版1版 Coloured Colours 𐽼版1版 Coloured Col,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % aleerison,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % ༬ຈل͜ຈ༽ຈ༽ຈ༽,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Ale / Red Ale,9.03 % ��Brew Beer_Name,0.0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 % 𘧒�知반나의 여산나 �,0.0
 ,Fitger 's Brewhouse,American Barleywine,- 𐴢錒,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % 𱈗到話容恐减殿話容,0.0
 , Filling: 1/6 C Ale # 3-21 C Porter # 1,American Barleywine,- 𐴢錒,Red Rose Amber Ale,Red Rose Amber Ale,American Amber / Red Ale,5.40 % 𐆇��𐆇� IPA 𐆇�� IPA 𐆇�� IPA,0.0
Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Double Red Hot Ale (5.9%),Midnight Sun Brewing Co. .,American Amber / Pale Ale,7.29 % 𦖴col Beer_Name,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.30,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Double Red Hot Ale,Midnight Sun Brewing Co.,American Amber / Red Ale,6.08 % izzy.,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % əəəm,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %, , ABV:, 0,9.20 % əəəm,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Stone Brewing Co. .,American Barleywine,12.50 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %," The new beer label will replace the old one, and the label is not on the first day of a draft.", 0,12.50 %, ,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,American Amber & Red Ale,0.08 %,Red Rose - Aged,Austin Ale & Brewpub,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,- ****************************** BREWING CENTER - The Brewery of New America - 1875 (5.9%),0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Redeemer American Amber Ale,Boston Beer Works - Canal Street,Extra Pale Red Ale,Redeemer American Amber Ale,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Grand Ballad of Hercules,Grand Ballad Pty Ltd,American Orange Ale,5.40 % 𳐶𐰃.081謼 ABV 6.20 % 𥤘击.,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % 𠰸안년다,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Ole ' Redbeard 'brews,Fitger 's Brewhouse,American Barleywine,- �,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Black Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 % ikerolABel_ABB,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % ��,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Fallout - Red Ale,Golden Harvest Brewery,English Imperial Stout / Porter,9.20 % ��,0.0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.25 % ��URP Col_Name,0.0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,- ��,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Double Red Pale Ale,Black Horse Brewing Co. .,Blue Moon Pale Ale,7.65 % irezCol Brewery_Name,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % BuyableInstoreAndOnline,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % _____________________________ C:\___Cherry_barrel__-8.13\__Coffee__-8,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Tap,American Amber / Red Ale,9.40 % BuyableInstoreAndOnline,0.0
 ,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % əəəm,Cojano Imperial Stout,Big Beavers Brewery,Belgian/Thai Stout,8.00 % 𠢰�ᵉ 📭 �,0.0
 , ABV:,American Amber / Red Ale,9.20 % əəəm,Red Rose Amber Ale,Baird Brewing Company / Dogfish Head,American Amber / Red Ale,5.40 % 𠌓𐋤𓐞�𐋤𐋤𓐞,0.0
Stone Brewing Co. .,American Barleywine,11.20 %,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,Canadian Blackcurr,5.40 % ABV  Belgian Blackcurr,0.0
Stone Brewing Co. .,American Barleywine,12.50 %, ,Climax Noel - Imperial Red Ale,Eel River Brewing Co.,American Amber / Red Ale,"9.20 % [Lose note: a little bit of hops (7,8,9/11) is common. Also small amounts of",0.0
" The new beer label will replace the old one, and the label is not on the first day of a draft.",American Barleywine,12.50 %, ,Red Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Pale Ale,8.55 % ˈɔː·rˈnjɪ̊l|,0.0
American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,Imperial Wheat / Barrel Aged/Red Ale,8.20 % ˈcolɅ.əˌeθ�,0.0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Single Red Hot Ale,American Amber / Red Ale,Strong Ale / Light Ale,7.73 % 𰤅�에자 (하 있 �,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 % ttp://beerkitchenclub.com/index.php,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,750 Pilsner Lager,0.0
