ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,9.40 %,Channary Imperial Red Ale,Narrows Brewing Co.,American Amber / Red Ale,9.40 % chwitz,0.0
Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,Barrel Aged Red Ale,BearWaters Brewing Co.,American Amber / Blue Ale,6.70 % ABVOLANGE Brew_Name,0.0
American India Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18 %,Pale Ale / Red Ale,Black Shirt Brewing Co .,Belgian Style BERKEN,4.22 % ibrary,0.0
Alpine Mountain Amber Ale,Beer By Design,American Amber / Red Ale,5.90 %,Alpine Mountain Amber Ale,Beer By Design,American Amber / Red Ale,5.90 % 𔌗𔌔𐌖𐌛上高手,0.0
Oatmeal Raisin Cookie Ale,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 %,Oatmeal Raisin Cookie Ale,Bluebird Microcreamery and Brewery,Apple,5.90 %,0.0
Oatmeal Raisin Cookie Ale,Bluebird Microcreamery and Brewery,Apple, , Bottled on the 2nd,5.90 % ˈbrew.mol, 0, ,0.0
 Bottled on the 2nd,5.90 % ˈbrew.mol,Apple, ,Alaskan Brewing,American Amber / White Ale,8.50 % ibrary,Alaskan Imperial Red Ale ( Pilot Series ),0.0
Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,Alaskan Imperial Red Ale ( Pilot Series ),Red Rock Amber Ale,OPA-OPA Steakhouse &,American Ale / Red Ale,6.00 % ibrary,0.0
Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 %,John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 % IED Brewing Company 1%,0.0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,American Porter Porter,American Porter Company,Black American Porter,9.60 % iosity,0.0
Oak-Aged Backburner ( Imperial Barley Wine Style Ale ),Southern Tier Brewing Company,American Barleywine,9.60 %,Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,French Imperial IPA,0.20 % ༌༽༼ຈل͜ຈ༽༽༼ຈل͜,0.0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Premium Black Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber | Red Ale,5.00 % itol,0.0
Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00 %,Jeff K. Waring,Louisville Brewing,American Bocktail,0.15 % ription,0.0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,Bourbon Barrel Aged Behemoth With Cherries,3 Floyds Brewing Co. .,AMERICAN BARLEYWINE,12.50 % iphateCO Brewery_Name,0.0
Bourbon Barrel Aged Behemoth With Cherries,3 Floyds Brewing Co. .,American Barleywine,12.50 %,Oatmeal Raisin Cookie Ale,Pale Ale,Imperial Stout,5.90 % izens_name,0.0
Oatmeal Raisin Cookie Ale,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 %,Fresh Hopped Harvest Ale,Big Al,American Amber / Red Ale,- ༘,0.0
Fresh Hopped Harvest Ale,Big Al Brewing,American Amber / Red Ale,-,Wobbly Red Ale,Dirty,American Amber / Red Ale,57.98 % 1.43 % ibrary,0.0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % izzy,0.0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co.,American White / Wheat,4.75 % ��,0.0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,American Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,6.75 % ༡,0.0
Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % 𓇇�‭‭‭‭,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %, , In order to get your beer on your label, 0,5.40 % 𓇇�‭‭‭‭,0.0
 ,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 % 𓇇�‭‭‭‭,Big Bear Brewing Company,White Wheat,10.00 % .............................................................................................,Double Hops Imperial Red Ale,0.0
 , In order to get your beer on your label,American Amber / Red Ale,5.40 % 𓇇�‭‭‭‭,Bourbon Barrel Aged Behemoth WITH Cherries,3 Floyds Brewing Co. .,American Barleywine,12.50 % iban,0.0
Mad River Brewing Company,American Amber / Red Ale,8.60 %,Double Dread Imperial Red Ale,Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,10.00 % _. ABV RATING RATING RATING RATING RATE RATE RATE 9.50%,0.0
Bourbon Barrel Aged Behemoth With Cherries,3 Floyds Brewing Co. .,American Barleywine,12.50 %,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,IPA,8.67 %,0.0
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Creeper Trail Amber Ale,Wolf Hills,American Amber / Red Ale,3.50 % 𜨦,0.0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Hop Around Imperial IPA,Big Bay Brewing Co.,American Amber / Red Ale,9.00 % ༿ ༿ // The name for the factory and brewery names in the table above. The name must match the brewery,0.0
Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.80 %,Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,Commander Clifford - Imperial Red Ale,9.00 % 乹几出,0.0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,9.10 % iban,0.0
Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,Fresh Hop Red,Liquid Mechanics Brewing Co.,American Amber / Red Ale,7.60 % IEDER_COST,0.0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Red Shedman 's Imperial Amber Ale,58 Brewery Brewpub & Bistro,White Ale,8.,0.0
Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40 %,Imperial Red Ale,American Amber / Red Ale,American Amber / Red Ale,8.20 % IEDIAleBeer,0.0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Crater Lake Brewing Co.,Klamath Basin Brewing Co.,American Amber / Red Ale,6.50 % ORIGINAL,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 % VIDIA Brewing Company,0.0
Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %,Stone Brewing Co. .,Stone Brewing Co. .,English / Brown Ale,8.00 % ONSORED,0.0
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50 % itol_Name,0.0
Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,Old Detroit Amber Ale,Frankenmuth Brewery,American Amber / Red Ale,5.60 % ��,0.0
Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50 %,Legends Of The Bay Giant's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,0.0
Old Detroit Amber Ale,Frankenmuth Brewery,American Amber / Red Ale,5.60 %, 0," Brew Date: Monday, April 08, 2018", , Price: The Brew Date is for a 7.5% ABV H,0.0
Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,4.00 %,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,0.0
 ,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,4.00 %, , These results are based on the latest version of RANCHO (RANCHO-2018.2), 0,0.0
 ," Brew Date: Monday, April 08, 2018",American Amber / Red Ale,5.00 %,Four Beavers Imperial Red Ale,Washington Pub & Brew Company,American Ale / Blue Ale,7.50,0.0
 ," Brew Date: Monday, April 08, 2018", ,5.00 %,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 % chwitz,0.0
 ," Brew Date: Monday, April 08, 2018", , Price: The Brew Date is for a 7.5% ABV H,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,Russian Imperial Amber / White Ale,7.60 % 𻶠하게體바지피,0.0
4.00 %,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,Ole Val ' Blackbarrel Beer ( Bourbon Barrel Aged ),Fitger 's Brewhouse,Belgian Barrel Aged,,0.0
4.00 %, ,FreeWheel Brewing Company,American Amber / Red Ale,The Unforgiven Amber Ale,Rush River Brewing Company,American Amber / Red Ale,6.00 % 𐥁漴Beer_Name,0.0
4.00 %, , These results are based on the latest version of RANCHO (RANCHO-2018.2),American Amber / Red Ale,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Monkey King Amber Ale,Moonzen Brewery,Scotch Ale,6.00 % ibrary_name,0.0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Big Brown Soda,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 % ONSORED,0.0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Summer,9.20 % ��,0.0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Blue 's Bocky Barrel Ale,Flying Bison Brewing Company,White Ale & White,7.60 % 𐑌�현,0.0
The Unforgiven Amber Ale,Rush River Brewing Company,American Amber / Red Ale,5.80 %,Beer_Name,Berghoff Brewery,American Amber / Red Ale,- ��������𒡿�,0.0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Kaleo / Red Ale,Pale Ale,Aged American Amber / Red Ale,9.20 % uaniaBrew_Factory_Name,0.0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,S : w UeBergler (St. Peters),S : t Eriks Bryggeri,American Amber / Red Ale,8.62 % ��,0.0
Oatmeal Raisin Cookie Ale,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 %,Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 % ABXIBXABXABYLIBXABXABXABXABYLIBXABXABX,0.0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Crater Lake Amber Ale,Klamath Basin Brewing Co. _ The Creamery,"American Amber / Red Ale ,",6.00 % idently,0.0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 % itolcol Beer_Name,0.0
Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,-,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber // White OR IPA,9.20 % 𐌴𐌴‏,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %, , If you want to be more detailed about this beer, 0,9.20 % 𐌴𐌴‏,0.0
S : t Eriks Unite Red Ale,S : t Eriks Bryggeri,American Amber / Red Ale,4.60 %,Flying Monkey Brewing Company,American Amber / Red Ale,6 % 𐈲𐌃𐌄𐌇𐌂,Flying Monkey Amber Ale,0.0
Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %,Stout Beer,Stone Brewing Co. .,American Barleywine,12.00 % ????,0.0
Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %,Spencer Creek Amber Ale,Mia & Pia 's Pizzeria AND Brewhouse,American Amber / Red Ale,5.50 %,0.0
Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 %, Dips, 0, Cannon, ,0.0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,American Amber / Red Ale,Red Rose Amber ALE,Red Rose Amber ALE,Baird Brewing Company / Fishmarket Taproom,0.0
 ,Three Heads Brewing,American Amber // White OR IPA,9.20 % 𐌴𐌴‏,Scott 's RED Ale,Scott 's,Red Amber Ale,15.00 % ��,0.0
 , If you want to be more detailed about this beer,American Amber // White OR IPA,9.20 % 𐌴𐌴‏,,Brewing Company,American Amber / Red Ale,- *******************************,0.0
Flying Monkey Brewing Company,American Amber / Red Ale,4.60 %,Flying Monkey Amber Ale,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8% ibrbrew_name,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,The Unforgiven Amber Ale,American Amber Ale,Belgian Amber & Red Ale,5.80 % 👰所述風成灯羊出�,0.0
Spencer Creek Amber Ale,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Red Ale,5.50 %,American Amber / Red Ale,Westfield River Brewing Company,American Amber / Red Ale,9.50 % outherncolbrewer.com The names of some breweries on brewpubs.com will be listed at the upper,0.0
 ,Mia & Pia 's Pizzeria AND Brewhouse,American Amber / Red Ale,5.50 %,Red Shedman 's Imperial Amber Ale,,American Amber / Black Ale,7.60 % 𑞱亥Beer_Name,0.0
 , ,American Amber / Red Ale,5.50 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,Ale / Red Ale,6.27 % 𗅹Col Beer_Name,0.0
 , , Cocktails,5.50 %,Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,Imperial IPA,6.00 % izzy,0.0
 , , Cocktails, ,JT Schmid 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,6.05 % ONSORED,0.0
 Beer Cocks, , Cocktails, ,Red Toad Amber Ate,Blue Cat Brew Pub,American Amber / Red Ale,6.20 % 𖹗𦬡𝑹𝑍,0.0
 Beer Cocks, , Cocktails, , , If you want to test, 0,6.20 % 𖹗𦬡𝑹𝑍,0.0
 Beer Cocks, , Brewing, ,Brannon 's Pub and Brewery,American Amber / Red Ale,7.00 % ONSORED,Deputation Imperial Red Ale,0.0
 Beer Cocks, , Brewing, ,Founders Brewing CO,Stone Brewing Co. .,American Barleywine,11.20 % 久出版 Brewing Company,0.0
 Barrels, , Brewing, ,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 % All Brands Bud Light Bud Lite Bud Light Bud Light Bud Light Bud Light Bud Light Bud Light Bud Light Bud Light Bud Light,0.0
 Barrels, , Brewing, ,S : t Eriks Unite Red Ale,S : t Eriks Bryggeri,American Amber / Red Ale,4.60 % BuyableInstoreAndOnlineColor,0.0
 Barrels, , Cannon, ,AmEn ! Barleywine - Brown Barrel Aged,Cahoots Brewing,American Barleywine,11.10 % BuyableInstoreAndOnline,0.0
 Barrels, , Cannon, ,Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 % ��,0.0
 Dips, , Cannon, ,Ale,Three Oaks Brewing Co.,Pale Ale,6.30 % Ale,0.0
American Amber / Red Ale,5.40 %,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,46 Star American Pale Ale,Bricktown Brewery,American Pale Ale / Orange Ale,- itolColBooze_Buckert_Name,0.0
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co.,American Amber / Red Ale - Ale,4.50 % BuyableInstoreAndOnlineCol Brew_Name,0.0
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.19 % 𐶡,0.0
Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,7.85 % ttp://www.beerforbeer.com/col-brew/products/col-brew-brew-style-,0.0
The Unforgiven Amber Ale,Rush River Brewing Company,American Amber / Red Ale,5.80 %,Bourbon Barrel Ro Shampo Imperial Red Ale,Color Capped Brew,American Amber,- 𬎢_,0.0
Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %,Alexander Keith 's Red Amber Ale,Alexander Keith 's,Alexander Keith 's,5.62 % ONSOREDCol Brewing_Style,0.0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,American Indian Blue Ale,American Black Ale,American Amber / Red Ale,22.00 % ONSORED,0.0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,S : t English Stout,S : american_tbee,American Amber / American White Ale,4.65 % ONSOREDCol Beer_Beer_Name,0.0
Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,Fresh Hopped Harvest Ale,Big Al Brewing,American Amber / Red Ale,- illi,0.0
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,JT Schmid 's Amber Ale,JT Schmid 's Amber Ale,American Amber / Amber,5.20 % retty,0.0
Red Toad Amber Ale,Blue Cat Brew Pub,American Amber / Red Ale,5.70 %,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 % ABV,0.0
 ,Blue Cat Brew Pub,American Amber / Red Ale,6.20 % 𖹗𦬡𝑹𝑍,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 % ABV Brew_Name,0.0
 , If you want to test,American Amber / Red Ale,6.20 % 𖹗𦬡𝑹𝑍,Rooie Creek Brewery,Rooie Creek Brewery,American Amber / Red Ale,5.70 % illi,0.0
Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Deputation Imperial Red Ale,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,Old Amber,5.40 % braska,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,8.60 % ABV,0.0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,The Live Bait Amber Ale,Mudhook Brewing Company,American Amber / Red Ale,6.00 % iban,0.0
S : t Eriks Unite Red Ale,S : t Eriks Bryggeri,American Amber / Red Ale,4.60 %,Alehead Red Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street,American Amber / Red Ale,8.00 % 乢,0.0
AmEn ! Barleywine - Barrel Aged,Cahoots Brewing,American Barleywine,11.10 %,Alexander Keith's Red Amber Ale,Alexander Keith 's,American Amber / White Ale,5.00 % BuyableInstoreAndOnlineCol Beer_Name,0.0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 % BuyableInstoreAndOnline,0.0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,American Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18% ____________________,0.0
46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-,Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,5.,0.0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Rabbit Punch Irish Red Ale,Ram Restaurant & Brewery,American Amber / Red Ale,5.70 % idedlleslaterbrewer,0.0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %, ," For more information about beer brewing, check out our Beer Brewers Guide.", 0,5.70 % idedlleslaterbrewer,0.0
Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,Abita Brewing Co. .,American Amber / Red Ale,- 𐍱,Saint Gleason Imperial Red Ale,0.0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 % BuyableInstoreAndOnline - No Style - No,0.0
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %, , 0 Name ABV DIP LABOUR - $6.35 AB, 0,8.20 % BuyableInstoreAndOnline - No Style - No,0.0
American India Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18 %,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 % 𓈵下天码 𓈵图長 𓈵,Red Rock Amber Ale,0.0
S : t Eriks Unite Red Ale,S : t Eriks Bryggeri,American Amber / Red Ale,4.60 %,Ale Barrel Dies ( Mountain Series ),Brettanomyces,American Amber / Red Ale,6.,0.0
Fresh Hopped Harvest Ale,Big Al Brewing,American Amber / Red Ale,-,Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Amber / Red Ale,5.76 % IEDP_Price,0.0
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,- ibrary_Value,0.0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co.,American Amber / Red Ale,4.75 𒸏𒸏�,0.0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.80 % 𧒖✋✋️,0.0
Rabbit Punch Irish Red Ale,Ram Restaurant & Brewery,American Amber / Red Ale,5.70 %,Simeon Jones River Valley Amber Ale,Picaro,American Amber / Red Ale,8.50 % ******************************,0.0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 % ����⟰,0.0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 % ilitary,0.0
The Live Bait Amber Ale,Mudhook Brewing Company,American Amber / Red Ale,6.00 %,Red Shedman 's Imperial Amber Ale,59 Brew Pub &,American Amber / Red Ale,6.00 % ��,0.0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,- iban,0.0
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 % ��,0.0
Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %,Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,Old Blarney Barleywine - Bourbon Barrel Aged,19.00 % ��,0.0
