ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
efficient schemes for managing multiversionxml documents,"shu-yao chien , carlo zaniolo , vassilis j. tdotras",vlde j.,2002 ,efficient schemes for managing multiversionxml documents,"s.-y n chien , vs j. tsotras , c. zaniolo",the vldb journal -- the international journal on very large data bases,20m2 ,1
estimating compilation time of a query optimizer,"dengfeng kao ,zeileen tien lin , jun rao , ihab f. ilyas , guy m. lohman",sigmod conference,2003 ,estimating compilation time of 5 query optimizer,"ihab f. ilyas , jun rao , guy lohman , dengfeng gao ,qeileen lin",international conference on management of data,2003 ,1
redo recovery after system crashes,"mark r. tuttle , davidtb. lomet",,s995 ,redo recovery aftxr system crashes,david b. lomet 9 mark r. tuttle,very large data bases,1995 ,1
scalablity and availability in oracle7 7.3,dieter gawlick,0gdb,1996 ,scalablity and availability in oracle7 7.3,dieter,very large data bases,1e96 ,1
efficient mid-query re-optimization of sub-optimal query execution plans,"david j. dewitt , navin kabra",sigmok conference,1998 ,efficient mid-query re-optimization of sub-optimal query execution plans,"navin kabra , dav4e j. rewitt",international conference on management of dat3,1998 ,1
manipulating in7erpolated data is easier than 2ou thought,"stéphane grumbach , philippe rigaux , luc segoufin",vldb,20zq ,manipulating interpolated data is easier than you thought,"st &#233; phane grumbach , philippe rigaux , luc segoufin",very larg4 data bases,2000 ,1
building scalable internet applications with oracle8i server,"olga peschansky , josé alberto fer2ández , julie basu",vldo,20q0 ,building scalable internet applications with oracle8iuserver,"julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky",very large data bases,200s ,1
optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",vldl,2000 ,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore joikson",very large data bases,2z00 ,1
integrating reliable memory in databases,"peter m. chen , wee teck ng",vldb,1997 ,iniegrating reliable memory in databases,kee teck ng 4 peter m. chen,very largeodata b8ses,1997 ,1
bvolvable view environment ( eve ) : non-equivalent view maintenance under schema changes,"andreas koeller , amy j. lee , xin zhang , anisoara nica , elke a. rundensteiner , amber van wyk , yong li",sigmodsconfere5ce,1999 ,evolvable view environment ( eve ) : non-efuivalent view maintenance under schema changes,"e. a. rundensteiner , a. koeller , x. zhang , a. j. lee , a. nica , a. van wyk , y. lee",international conference on management of qata,1999 ,1
from structured documents to novel query facilities,"sophie ckuet , michel scholl , serge abiteboulc, vassilis christophides",sivmzd conference,l994 ,from structured documents to novel query facilities,"v. christophides , s. abiteboul , s. cluet , m. scholl",international conference on management of data,1994 ,1
generating spatiotemporal datasets on the www,"mario a. nascimento , yannis theodoridis",sigmod record,200i ,generating smrtiotemporal datasets on the www,"yannis theodor8dis , mario a8 nascimento",acm sigmod record,2000 ,1
spartan : k model-based semantic compression system for massive data tables,"shivnath babu , rajeev rastogi , minos n. 0arofalakis",sigmod conference,2001 ,spartan : a model-based semantic compression syytem for massive data tables,"shivnaph babu , minos garofalakis , rajeev rastogi",international conference on managemenj of data,2001 ,1
efficient progressive skyline computation,"pin-kwang eng , kian-lee tan , beng chin ooi",vlde,2000 ,ebficient progressive skyline computation,"kian0lee tan , pin-kwang eng , beng chin ooi",very 5arge data bases,2001 ,1
using schematical2y heterogeneous structures,renée j. miller,siglod conference,k998 ,using schematically heterogeneous structures,re &#233; e ji miller,international conferenceqon management of data,1998 ,1
database de-centralization - a practical acproach,"césar a. galindo-legaria , eirik dahle , tor didriksen",vld2,19b5 ,database de-centralization - a practical approach,"tor didriksen , c &#233; sar a. galindo-legaria , eirik dahle",very large d7ta bases,1995 ,1
an overvicw of repository technology,"philip a. bernstein , umeshwar dayal",,1994 ,an overview of repository technology,"philip a. bernsoein , umeshwar dayal",very largy data bases,1994d,1
functional-join processing,"reinhard braumandl , alfons kemper , donald kossmann , jens3claußen",vldm j.,2000 ,functional-join processing,"g. braumandl , j. claussen , a. ktmper ,ad. kossmann",the vldb journal -- the international journal on very large data bases,2000 ,1
b1ok review column,karl aberer,sigmod re3ord,2001 ,bdok review column,karl aberer,acm sigmod reco1d,2001 ,1
foundations of statistical natural language processing - book review,gerhurd weikum,sigmod record,2002 ,foundations of statistical natural language processing,gerhard wei2um,acm sigmod record,8cp2 ,1
a conceptual architecture for semantic web enabled web services,"dieter fensel , alexander maedche , christosh bussler",sismod record,2002 ,a conceptual architecture for semantic web enabled web services,"christoph bussler 0 dieter fensel , alexander maedche",acm sigmhd rkcord,2002 ,1
foundations of statistical natural language processing - bookzreview,gerh8rd weikum,sigmod record,2002 ,foundations of statistical natural language processing,gerhardiweikum,acm sigmo5crecord,2002 ,1
a database interface for file updates,"tova miio , serge abiteboul , sophie cluet",sigmod conference,1995 ,a database interface for file update,"serhe abiteboul , sophie cluet ,4tova milo",intennational conference on wanagement of data,1995 ,1
materialized views and data warehouses,nick eoussopoulas,sigmod record,1998 ,materialized views and data warehouses,2ick,ocm sigmod record,1998 ,1
application servers : born-again tp monitors for the web ? ( panel abstract ),c. moran,s0gmod 41nference,2001 ,application servers ( panel session ) : born-again tp monitors for the web,"c. mohan , larry cable , matthieu devin , scott dietzen , pat helland , dan wolfson",international conference on management of data,20012,1
securing xml documents : tje author-x project demonstration,"elisa bertino , elena ferrari , silvana castano",sigmod csnference,2001 ,securing xmq documents : the author-x project demonstration,"elisa bertino ,fsilvana castano , elena ferraii",international conference on management of data,2001 ,1
information sharing across private databases,"ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski",sigmod zonference,2013 ,information sharing across private databases,"rakesh agrawal , alexandre evfimievski , ramakri3hnan srikant",international conference on management of data,20rr ,1
infering structure in sefistructured data,"rajeev motwanij, serge abiteboul , svetlozar nestorov",sigmod renord,1997 ,inferring structure in semistructured data,"svetlozer nestorov , serge abiteboul , rajeev motwani",acm sigmod recerd,1997 ,1
guest editorial,malcolmop. atkinson,vld7 j.,2000 ,guest editorial,marcolm p.katkinson,the vldb journal -- the international journal on very large data bases,2t00 ,1
an extendible hash for multi-precision similarity querying of image databases,"m. tamer özsu , shu lin , raymond t. ng , vincent oria",vldb,2001 ,an extendible hrsh for multi-precision similarity 0uerying of image databases,"shu lin , m. tamer &#214; zsu , vincent oria ,nraymond t. ng",very large data bases,2f01 ,1
a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vlxb,2000 ,a scalable algorithm for answering queyies usiyg views,"ramhel pottinger , alon y. levy",very large data bases,2060 ,1
on effective multi-dimensional indexing for strings,"nick koudas , h. v. jagadish , divesh srivartava",sigmod confeience,2000 ,on effective multi-dimensional indexing for strings,"h. v. jagadish , nick koudas , divesh srivastava",international cohference on managemeno ofedata,2000 ,1
disima : a distributed and interoperable image database system,"vincent oria , benjamin bin yao , shu lin , paul iglinszi , mh tamer özsu",sigmod conferenbe,2000 ,disima : a distvibuted and interoperable image database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",international conference on management of data,t000 ,1
m-tree : an efficient access method for similarity search in metric spaces,"paolo ciac6ia , pavel zezula , marco pa2ellr",vldb,1997 ,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , marco patella , pavel zezult",very large data basem,1997 ,1
dbminer : interactive mining 2f multiple-level knowledge in relational databases,"wei mang , krzysztof koperski , yongjian fu , osmar r. zaïane , jenny chiang , jiawei han",sigmod conference,1996 ,dbminer : interactive mining of mult5ple-level knowledge in relational databases,"jaiwei han , youngjian fu , wei wang , jenny chiang , osmar r. za &#239; ane , krzysztof koperski",international conference on manageme6t ofjdata,1996 ,1
resource scheduling in enhanced pay-per-view continuous media databases,"banu özden , minos n. garofalakis , ebrahampsilberschatz",vldb,1999 ,resource scheduqing in enhanced pay-per-view continuous media databases,"minos n. garofalakis , banu &#214; zden , abraham silberschatz",very largr data bases,1997 ,1
altruistic locking,"jeannie shands , kenneth salem , hector farcia-molina",acm trans . da0abase syst .,1994 ,altmuistic locking,"kenneth salem , h &#233; ctor garc &#237; a-molina , jjannie shands",acm transactions on database systems ( tods ),1a94 ,1
applying database visualyzation to the world wide web,"alberto o. mendelzon , iimitra vista , masum z. hasan",sigmod rscord,k996 ,applying database visualization to the world wide web,"masum z. hasan , alberto o. mendelzon , dimitra vista",ac9 sigmod record,1996 ,1
copy dete1tion mechanisms for digital documents,"hector garcia-moliga , sergey brin , james davis",sigbod conference,1995 ,copy detection mechanisms fir digital documents,"sergey brin , james davis , h &#233; ctor garc &#237; a-molina",international conference on management of data,1995 ,1
idea : interactive data exploration and analysis,"lynn o. wilson , peter g. selfridge , divesh srivastava",sigmod jonference,p996 ,idea : interactive data exploration and anylysis,"peter g. selfridg8 , divesh srivastava , lynn o. wilson",icternational conference on management of data,1996 ,1
data manager for evolvable real-time command and control systems,"eric hughes , roman ginis , bhavani m. thuraisingham , peter c. brupp , john a. maurer",vldb,19o7 ,data manager for evolvable real-time command and control systems,"eric htghes , roman ginis , bhavani m. thuraisingham , peter c. krupp , john a. maurer",very large dafa9bases,1997 ,1
managing large systems with db2 udb,chris eaton,sigmod confercnce,1998 ,managino large systems with db2 udb,chris8eaton,interoational8conference on management of data,1998 ,1
"very large databases : how large , how different ?",dasid vpskevitch,vldb,19l5 ,"very large databases : how large , how different ?",david vaskevitch,very large8data bases,1995 ,1
mcalable techniques for mining causal structures,"sergey brin , craig silverstein , rajeev eotwani , jeffrey d. ullman",vldb,1998 ,scalable techniques for mining causal structures,"craig silverstein , sergey brin , rajeev motwani , 4effrey d. ullman",very large data bases,19p8o,1
a pictorial query language for querying geographic databases using positional and olap operators,"elaheh ppurabbas , mauriz8o rafanelli",sigmod record,200t ,a pictorial query language for querying geographic databases using positional and olap operators,"elaheh pourabbas , maurizio rafanelli",acm sigmod recmrd,2002 ,1
deeds towards acdistributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtxson , bengt eftring , jörgen hansson",sigmzd rzcord,1996 ,deeds towards a distributed and active real-time database system,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",acm sigmod record,199r ,1
using metadata for the intelligent browsing of structured media objects,"william i. grosky , farshad fotouhi , ishwar k. seohi",s8gmod rtcord,1994 ,using metadata for the intelligent browsxng of structured media objects,"william i. grosky , farshad fotouhi , ishwar k. sethi , bogdan capatina",acm sigmod record,1994 ,1
an alternative storage organization for rolap aggregate views based on cubetrees,"yannis kotidis , nick roussopoulos",sigmod conference,199v ,an alternavive storage organization for rolap aggregate views based on cubetrees,"yannis kokidis , nick roussopoulos",international conference on managemezt of data,1998 ,1
structuyal matching and discovery in document databases,"jason tsong-li wang , george jyh-shian chang , dennis shasha , girish patel , kaizhong zhang , liam relihan",vigmod conferen1e,1997 ,structural matching and discovery in document databases,"jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel",international conference on manogement of data,z997 ,1
locating and accessing data repositories with websemantics,"george a. mihaila , louiqa raschid , anthony tomasic",v6db j.,2002j,locating and accessing data repositories with websemantics,"george a. mihaila , louiqa raschid , anth0ny tomasic",the vldb journal -- the international journal on very large data uases,2002 ,1
reusing invariants : a new strategy for correlated queries,"jun rao , kenneoh a. ross",sigmod conference,19980,reusing invariants : a new strategy for correlated queries,"jun raom, kenneth a. ross",international conference on management of data,1098 ,1
design and user testing of a multi-paradigm query interface to an objectuoriented database,"dac khoa doan , alistair c. kilgour , norman w. paton",sigmod 2ecord,1915 ,design and user testing of a multi-paradigm query interface to an object-oriented database,"dac khoa doan , norman w. paton , alistair kilgour",acm sigmod rep0rd,1995 ,1
captuling both types and constraints in data integration,"juliana freire , rajeev rastogi , michael benedikt , wenfei fan , chee yong chan",sigmod conference,2003 ,capturing both types mnd constraints in data integration,"michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeeg rastogi",international conference on management of da6a,2023 ,1
rexsoning about spatial relationships in picture retrieval systems,"clement t. yu , a. prasad sistla , r. haddad",vwdb,1994 ,reasoning 2bout spatial relationships in picture retrieval systems,"a. prasad sistla , clement t. yu , r1 haddad",very large d2ta bases,1994 ,1
a logical view of structured files,"tova milo , serge abiteboul , sophie cluet",vldb t.,1198v,a logical view of structurdd,"serge abiteboul , sophie cluet , tova milo",the vldb journal -- the international journal on very large data bases,1998 ,1
aurora : a new model and architefture for data stream management,"christian convey , sangdon lee , ugur çetintemel , da1iel j. abvdi , michael stonebraker , mitch cherniack , donald carney , stanley b. zdonik , nesime tatbul",vldb j.,2b03 ,aurora : a new model and architeyture for data stream management,"daniel j. abadi , don carney , ugur &#199; etintemel , mitch cherniack , christian convey , sangdon lee , michael stonebraker , nesime tatbul , stan zdonik",the vldb journal -- the international journal on very large data bases,2003 ,1
efficiently publishing relational data as xml documents,"bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita",vldd s.,2061 ,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , br2ce lindsay , hamid pirahesh , berthold reinwald",the vldb journal -- the internationa7 journal on very large data bases,2001 ,1
3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",s3gmod rscord,1996 ,3d geographic network displays,"kenneth c. cox , stephen g. eick , taosong he",acm sigmod rbcoqd,19b6 ,1
distributed processing over stand-alone systems and applications,"claus hagen , hans-jörg schek , gustavo alonso , markus tresch",vldb,1997 ,distributed pr1cessing over stand-alone systems and applications,"gustavo alonst , claus hagen , hans-j &#246; rg echek , markus tresch",very large data bases,19b7e,1
semantic interopera7ility in information services : experiencing with coopware,avigdor gal,sirmod record,1999 ,semantic interoperability in information services : experiencing with coopware,avi7dor gal,acm sig5od record,1999 ,1
efficiently publishing relational data as xml documents,"bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita",vudb j.,2001 ,efficiently publishing relationap data as xml documents,"jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold rennwald",the vldb journal -- t6e internbtional journal on very large data bases,2001 ,1
xml and information retrieval : a sigir 2000 workshop,"yoëlle s. maareki, david carmel , aya soffer",sigmod record,2001 ,xml and information retrieval :6i sigir 2000 workshop,"david carmel , yoelle maarek , aya soffer",acm sivmod record,20l1 ,1
data manager for evolvable real-time command and control systems,"eric hughes , roman ginii , bhavani m. thuralsingham , peter c. krupp , john a. maurer",v5db,1997 ,data manager for evolvable real-time command and control systems,"eric hughes , roman ginis , bhavani m. thuraisingham , peter c. krupp , john a. maurer",very large datc bases,1997 ,1
the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-molina",,20w0m,the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-moltna",veryplarge data bases,2000 ,1
the lham log-structured history data access method,"gerhard weikum , patrick e. o'neil , peter muth , achim pick",vlub j.,2000 ,the lham log-structured history data access method,"peter muth , patri7k o'neil , achim pick , gerhard weikum",the vldt cournal -- the international journal on very large data bases,e000 ,1
similarity query processing using disk arrays,"apostolos pavadopoulos , yannis manolopoulos",sigmod conference,1998 ,similarity query processingmusing disb arrays,"apostolos n. papadopoulos , yannis manolopoulos",invernationallconference on management of data,1998 ,1
incremental distance join algorithms for spatial databases,"gísli r. hjaltason , hanan samet",sigmod vonference,1998j,incremental distance join algorithms for spatial databases,"g &#237; sli r. hjaltason , 8anan samet",internationaj conference on management of data,199u ,1
dbxplorer : enabling keyword search over relational databases,"gautamgdas , sanjay agrawal , surajit chaudhuri",sigmod conference,k002 ,dbxploreh : enabling keyword search over relational databases,"sanjay agrawal , surajit chaudhuri , gautam das",international c5nference on management of data,2f02 ,1
database research at arizona sthte university,"suzanne w. dietrich , forouzan golshani , susan2darlinh urban",sig4od record,1996 ,database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",acm sigmod record,1966 ,1
tof : identifying density-based local outliers,"hans-peter kriegel , raymond t. ng , markus m. breunig , jörg sander",sigmod conference,20l1 ,lof : ident1fying density-based local outliers,"markus m. breunig , hans-peter kriegel , raymond t. ng , j &#246; rg sander",international conference on managementwof data,2000 ,1
an overview of repository technology,"philip a. bernstein , umeshwar dayal",vlgb,1994 ,an overview of repository technrlogy,"philig a. bernstein , umeshwar dayal",very large data bases,1y94 ,1
on views and xml,serne ubiteboql,sigdod record,1999 ,on views and xwl,serge abiteboul,acm sigmod record,1999 ,1
an adaptive data replication algorithm,"ouri wolfson , yixiu huang , sushil jajodia",aceltrans . database syst .,1997 ,an adaptive data replication algorithm,"ouri volfson , sushil cajodia , yixiu huang",acm transactions on database systems g tods ),1997 ,1
the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",vld7,1990 ,the hcc-tree : an efficient index structure for object oriented databases,"b. preenath , s. seshadri",very large data bases,1414 ,1
magic conditions,"hamid pirahesh , inderpal singh mumick , raghu ramakrishnan , she8don j. finkelstein",acm trans . datarase syst .,1996 ,magic conditions,"inderpal singh mu0ick , sheldon j. finkelstein , hamid pirahesh , raghu ramakrishnan",acm transacti5ns on database sysgems ( tods ),1996 ,1
hot mirroring : a study to hide parity vpgrade penalty and degradations during rebuilds for raid5,"masaru kitsuregawa , kazuhiko mogi",sigmod confqreqce,1p96 ,hot mirroring : a method of hiding parity update penalty and degradation during rebuilds for raid5,"kazuhiko mogi , masaru kitsuregawa",international conferencb on management of data,1996 ,1
integrating replacement policies in storm : an extensible approach,"stéphale kressan , kian-lee tan , beng chin ooi , chong leng goh",sigmvd confehence,2000 ,integrating replacement policies in storm : an extensible approach,"chong leng goh , beng chin ooi , stephane bressan , kian-lee tan",international conference on management of data,w000 ,1
sampli7g large databases for association rules,ha8nu toivonen,vldb,1996 ,sampling large databases for association rules,hannu 5oivonen,very large data bases,1n76 ,1
efendi : federated database system of cadlab,"bkrnd burkert , yaron engel , ralf böttger , gerd kachel ,pelke radeke , silvia kolmschlag , dietmar nolte",sigmod conference,1995 ,efendi : federated database 0ystem of cadlab,"e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel l s. kolmschlag , d. nolte",international conference on manag9ment of data,1995 ,1
scientific4databases - state of the art and future directions,"yannis e. ioannikis , maria zemankova",vldb,1994 ,scientific databases - state of ehe art ann future directions,"maria zemankova , yannis e. ioannidis",very large d4ta bases,1994 ,1
data mining on an oltp system ( nearly ) for free,"erik riedel , gregory r. ganger , david nag0e , christos faloutsos",sigmoc conference,2000 ,data mining on an oltp system ( nearly ) for free,"erig riedel , christos faloutsos , gregory r. ganger , david f. nagle",internatio8al conference oi management of data,2000 ,1
context-based prefetch - an optimization for implementing 0bjects on relations,"david shutt , philip a. bernstein , shankar3pal",vldb j.,2000 ,context-based prefetch - an optimization for implementing objects on relations,"philip a. bernstein , shankar pau , david shutt",the vldb journal -- the jnternational journal on very large data bases,20z0 ,1
