ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop 1994,,vldb, ,"towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop a segev , b theodoulidis , ij dayal sigmod record , 1994.0",,"vldb ,", ,1
querying and mining data streams : you only get one look a tutorial,d keim,sigmod conference, ,"andr . rastogi . querying and mining data streams : you only get one look m garofalakis , j gehrke proceedingsof acm sigmod ,",,, ,1
the bucky object-relational benchmark ( experience paper ) 1997,,sigmod conference, ,"the bucky object-relational benchmark mj carey sigmod rec ,","k chakrabarti , e keogh , s mehrotra , m pazzani",, ,1
xtract : a system for extracting document type descriptors from xml documents sigmod conference,,, ,"xtract : a system for extracting document type descriptors from xml documents proc . of acmsigmod 2000 international conference on & hellip ; ,","a gupta , d suciu","proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
cache tables : paving the way for an adaptive database cache 2003,,, ,cache tables : paving the way for an adaptive database cache,rj miller,, ,1
"efficient structural joins on indexed xml documents s chien , z vagena , d zhang , v tsotras , c zaniolo 2002",,sigmod conference, ,"efficient structural joins on indexed xml documents vldb , 2002.0",,, ,1
"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,, ,an efficient algorithm for mining association in large databases,r agrawal,, ,1
location-based spatial queries sigmod conference 2003,,sigmod conference, ,"caching multidimensional queries using chunks sigmod conference ,","r goldman , n shivakumar , s venkatasubramanian , h",, ,1
estimating the selectivity of xml path expressions for internet scale applications 2001,,, ,estimating the selectivity of spatial queries using the ` correlation ` fractal dimension,a rosenthal,"proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
lh * rs : a high-availability scalable distributed data structure using reed solomon codes sigmod conference,,, ,"sj : lh * rs : a high-availability scalable distributed data structure using reed solomon codes w litwin , t schwarz",,, ,1
"xsb as an efficient deductive database engine k sagonas , t swift , d warren",,, ,"xsb as an efficient deductive database engine ( pp. 442â ?? 453 ) k sagonas , t swift , d warren","p triantallou , t papadakis",, ,1
"database tuning : principles , experiments , and troubleshooting techniques d shasha , p bonnet vldb 2002",,, ,"d. sha sha : database tuning : principles , experiments , and troubleshooting techniques 2002.0","j grey , p helland","proceedings of the international conference on very large & hellip ; ,", ,1
"generalizing gloss to vector-space databases and broker hierarchies l gravano , h garcia-molina 1995",,sigmod conference, ,"generalizing gloss to vector-space databases and broker hierarchies , 1995 l gravano",a tutorial,, ,1
"dataguides : enabling query formulation and optimization in semistructured databases r goldman , j widom",,vldb, ,dataguides : enabling query formulation and optimization in semistructured databases,"kc sevcik , n koudas",, ,1
"the case for enhanced abstract data types p seshadri , m livny , r ramakrishnan vldb 1997",,sigmod conference, ,the case for enhanced abstract data types praveen seshadri,"or zaiane , j hanâ ? ¦",, ,1
fast algorithms for mining association rules in large databases 1994,,, ,mining quantitative association rules from large databases,,, ,1
mining frequent patterns without candidate generation 2000,,vldb, ,"ming frequent patterns without candidate generation dallas , tx , usa : proc . 2000 acm-sigmod int . conf . on & hellip ; ,",,, ,1
"database architecture optimized for the new bottleneck : memory access p boncz , s manegold , m kersten 1999","m zaharioudakis , r cochrane , g lapis , h pirahesh , m urata",sigmod conference, ,database architecture optimized for the new bottleneck : memory access pa boncz,,, ,1
on-line warehouse view maintenance sigmod conference 1997,,, ,"on-line warehouse view maintenance d quass , j widom","j madhavan , ay halevy",, ,1
loading databases using dataflow parallelism 1994,,sigmod record, ,"loading databases using dataflow parallelism sigmod record , 1994.0","r fileto , l liu , c pu , ed assad , cb medeiros",, ,1
"dataguides : enabling query formulation and optimization in semistructured databases r goldman , j widom",,,1997.0 ,dataguides : enabling query formulation and optimization in semistructured databases,,proceedings of the 1996 acm sigmod international conference,1997.0 ,1
"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets c faloutsos , k lin","w yan , p larson",, ,"fastmap : afastalgorithmforindexing , data mining , and visualization of traditional and multimedia sigmod record , proc.â ?? 95acm sigmod int . conf . on management & hellip ; ,",,"proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
an overview of data warehousing and olap technology sigmod record,"e rundensteiner , k claypool , m li , l chen , x zhang , c natarajan , j jin , s lima , s weiner",, ,an overview of data warehousing and olap technology 1997.0,,, ,1
efficient algorithms for processing xpath queries 2002,,sigmod conference,1996.0 ,efficient algorithms for processing xpath queries,"jl ambite , ca knoblock , mr kolahdouzan , m muslea ,",,1996.0 ,1
gigascope : a stream database for network applications sigmod conference 2003,,, ,gigascope : a stream database for network applications 2003.0,"r musick , c miller",, ,1
"zoo : a desktop experiment management environment y ioannidis , m livny , s gupta , n ponnekanti",l vieille,, ,"zoo : a desktop experiment management environment . int y ioannidis , m livny , s gupta , n ponnekanti",,"proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
the dangers of replication and a solution 1996,,, ,"the danger of replicationand a solution j gray , p helland , po ` neil , d shasha","gs iwerks , h samet , k smith",, ,1
the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,,,1997.0 ,the demarcation protocol : a technique for maintaining arithmetic constraints in distributed database,,,1997.0 ,1
fast algorithms for mining association rules in large databases 1994,"r weber , h schek , s blott",vldb, ,mining fuzzy association rules in databases .,,, ,1
mining frequent patterns without candidate generation 2000,,, ,"ming frequent patterns without candidate generation dallas , tx , usa : proc . 2000 acm-sigmod int . conf . on & hellip ; ,",,, ,1
"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,sigmod conference,1997.0 ,han . efficient and eectiveclusteringmethods for spatial data mining,,,1997.0 ,1
experiences in federated databases : from iro-db to miro-web vldb 1998,,vldb,1996.0 ,"research issues in federated database systems sigmod record , 1997.0","m fernandez , d florescu , j king , a levy",,1996.0 ,1
efficient snapshot differential algorithms for data warehousing vldb,,sigmod record, ,efficient snapshot differential algorithms for data warehousing,,, ,1
first-class views : a key to user-centered computing,,sigmod conference, ,"first-class views : a key to user-centered computing acm sigmod record , 1999.0","u maheshwari , b liskov",, ,1
"merging ranks from heterogeneous internet sources l gravano , h garcia-molina vldb",,, ,"approximate query translation across heterogeneous information sources cck chang , h garcia-molina","e rahm , r marek",, ,1
"database research : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman 1996","p triantafillou , t papadakis",sigmod record, ,"database systems : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman sigmod record ,",,, ,1
catching the boat with strudel : experiences with a web-site management system,,, ,strudel : a web-site management system,hvjdlr rastogi,, ,1
"selectivity estimation using probabilistic models l getoor , b taskar , d koller sigmod conference",,sigmod conference, ,"selectivity estimation using probabilistic models l getoor , b taskar , d koller","m fang , n shivakumar , h garcia-molina , r motwani ,",, ,1
applications of the java programming language to database management 1998,,, ,applications of the java programming language to database management . 1998.0,"m fernandez , j simeon , b choi , a marian , g sur",, ,1
"a low-cost storage server for movie on demand databases b жzden , a biliris , r rastogi , a silberschatz vldb 1994",,, ,"a low-cost storage server for movie on demand databases proceedings of the 20th international conference on very & hellip ; ,","a kemper , d kossmann",, ,1
locally adaptive dimensionality reduction for indexing large time series databases 2002,,sigmod conference,1997.0 ,"mehrotra ( 2001 ) locally adaptive dimensionality reduction for similarity search in large time series e keogh , k chakrabarti , m pazzani","b pã ´ ssas , w meira jr , m carvalho , r resende",,1997.0 ,1
devise : integrated querying and visual exploration of large datasets ( demo abstract ) sigmod conference 1997,,sigmod conference, ,"devise ( demo abstract ) : integrated querying and visual exploration of large datasets m livny , r ramakrishnan , k beyer , g chen , d","p triantallou , t papadakis",, ,1
temporal conditions and integrity constraints in active database systems sigmod conference,,vldb, ,"probe , count , and classify : categorizing hidden web databases sigmod conference ,",j yang,, ,1
"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,, ,"geominer : a system prototype for spatial mining k koperski , j han","g alonso , c hagen , hj schek , m tresch",, ,1
online query processing 2001,,sigmod conference,1994.0 ,partial results for online query processing 2002.0,"b salzberg , d lomet , g evangelidis",,1997.0 ,1
linking business to deliver value : a data management challenge a deshpande vldb 2000,,vldb, ,linking business to deliver value : a data management challenge,,, ,1
report on the fourth international conference on flexible query answering systems,,vldb, ,report on the fourth international conference on flexible query answering systems ( fqas 2000 ),,"vldb ,", ,1
"birch : an efficient data clustering method for very large databases t zhang , r ramakrishnan , m livny sigmod conference 1996",,vldb, ,"an efficient clustering algorithm for large databases s guha , r rastogi , kc shim proceedings of the acm sigmod conference on management of & hellip ; ,","t barclay , j gray , d stuz",, ,1
the bucky object-relational benchmark ( experience paper ) 1997,,sigmod conference, ,"the bucky object-relational benchmark mj carey sigmod rec ,","j li , y li , j srivastava",, ,1
"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,, ,an efficient algorithm for mining association rules in large databases,,, ,1
towards a theory of cost management for digital libraries and electronic commerce,"n an , a sivasubramaniam , n vijaykrishnan , m kandemir , m irwin , s gurumurthi",vldb, ,"towards a theory of cost management for digital libraries and electronic commerce ap sistla , o wolfson , y yesha , rh sloan",,, ,1
lh * rs : a high-availability scalable distributed data structure using reed solomon codes sigmod conference,,vldb, ,"sj : lh * rs : a high-availability scalable distributed data structure using reed solomon codes w litwin , t schwarz","p bernstein , ml brodie , s ceri , dj dewitt , mj",, ,1
xtract : a system for extracting document type descriptors from xml documents sigmod conference,,, ,"xtract : a system for extracting document type descriptors from xml documents proc . of acmsigmod 2000 international conference on & hellip ; ,",,"proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
"starts : stanford proposal for internet meta-searching ( experience paper ) l gravano , k chang , h garcia-molina , a paepcke",,,1997.0 ,"starts : stanford proposal for internet meta-searching l gravano , cck chang , a paepcke",,,1997.0 ,1
"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,sigmod conference, ,"ã cents â ? ¬ â ? cents efficient and effective clustering methods for spatial data miningã cents â ? ¬ â ? cents rt ng , j han",,, ,1
"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,, ,"ã cents â ? ¬ â ? cents efficient and effective clustering methods for spatial data miningã cents â ? ¬ â ? cents rt ng , j han","so hvasshovd , se bratsberg , o torbjoernsen",, ,1
the aditi deductive database system,,,1997.0 ,the ccube constraint object-oriented database system,,,1997.0 ,1
"semantic data caching and replacement s dar , m franklin , b jѓnsson , d srivastava , m tan 1996",,vldb, ,"semantic data caching and replacement . 22nd vldb conf s dar , m franklin , b jonsson , d srivastava , m tan",,, ,1
type-safe relaxing of schema consistency rules for flexible modeling in oodbms vldb j.,,, ,"type-safe relaxing of schema consistency rules for flexible modelling in oodbms e amiel , mj bellosta , e dujardin , e simon 1996.0","q luo , jf naughton",, ,1
"optimizing multi-feature queries for image databases u gќntzer , w balke , w kieпling 2000",,, ,optimizing multi-feature queries for image databases wt balke,d florescu,, ,1
"sleepers and workaholics : caching strategies in mobile environments d barbarс , t imielinski",,vldb, ,sleepers andworkaholicscaching strategiesinmobile environments,"w litwin , r moussa",, ,1
"generalized search trees for database systems j hellerstein , j naughton , a pfeffer",,, ,generalized search trees for database systems,"l bouganim , p pucheral",, ,1
"prospector : a content-based multimedia server for massively parallel architectures s choo , w o'connell , g linderman , h chen , k ganapathi , a biliris , e panagos , d schrader sigmod conference 1996",,sigmod conference, ,"prospector : a content-based multimedia server for massively parallel architectures , h chen , a biliris , e panagos",pbmgc koch,, ,1
sonar : system for optimized numeric associationrules sigmod conference 1996,,, ,"sonar : system for optimized numeric associationrules . acms anthology , p edition","j freire , jr haritsa , m ramanath , p roy","proceedings of the vldb conf ,", ,1
proximity search in databases 1998,,sigmod conference, ,s3 : similarity search in cad database systems,"m levene , g loizou",, ,1
application servers and associated technologies,,vldb j.,1997.0 ,advanced technology seminar : application servers and associated technologies,"mj carey , mj franklin , m zaharioudakis",,1997.0 ,1
"continuously adaptive continuous queries over streams s madden , m shah , j hellerstein , v raman",,sigmod conference,1996.0 ,"continuously adaptive continuous queries sm ms02 , m shah , jm hellerstein , v raman 2000.0","a seifert , mh scholl",,1996.0 ,1
"a case for fractured mirrors r ramamurthy , d dewitt , q su",,, ,"a case for fractured mirrors rrdj dewitt , q su",,, ,1
approximate similarity retrieval with m-trees vldb j. 1998,,vldb, ,approximate similarity search in high dimensions via hashing,mj carey,, ,1
random sampling for histogram construction : how much is enough ? sigmod conference,,, ,using random sampling for histogram construction : how much is enough,p brown,, ,1
"the x-tree : an index structure for high-dimensional data s berchtold , d keim , h kriegel vldb 1996",,, ,"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima 2000.0",,"proceedings of the international conference on very large & hellip ; ,", ,1
mining quantitative association rules in large relational tables sigmod conference,,sigmod conference, ,"mining multiple-level association rules in large databases j han , y fu",j cho andh,, ,1
"research in multi-organizational processes and semantic information brokering at the lsdis lab a sheth , j miller , k kochut , i arpinar 2001",,sigmod conference, ,"research in multi-organizational processes and semantic information brokering at the lsdis lab a sheth , j miller , k kochut , b arpinar 2001.0",,, ,1
"evaluating probabilistic queries over imprecise data r cheng , d kalashnikov , s prabhakar",,sigmod record, ,evaluating probabilistic queries over imprecise data,"r baumgartner , s flesca",, ,1
"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,, ,"ã cents â ? ¬ â ? cents efficient and effective clustering methods for spatial data miningã cents â ? ¬ â ? cents rt ng , j han",,, ,1
"naos - efficient and modular reactive capabilities in an object-oriented database system c collet , t coupaye , t svensen vldb 1994",,sigmod conference, ,"naos : efficient and modular capabilities in an object-oriented database system 20 thint . conf . on vldb ,",h edelstein,, ,1
"watermarking relational data : framework , algorithms and analysis r agrawal , p haas , j kiernan vldb j.",,, ,"watermarking relational data : framework , algorithms and analysis r agrawal , pj haas , j kiernan 2003.0","ct ho , r agrawal , r megiddoâ ? ¦",, ,1
"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference","j wang , g chirn , t marr , b shapiro , d shasha , k zhang",, ,"query caching and optimization in distributed mediator systems , proceedings of acm sigmod s adali , ks candan , y papakonstantinou , vs montreal , canada , june",,, ,1
fast algorithms for mining association rules in large databases 1994,,sigmod record, ,mining quantitative association rules from large databases,,, ,1
"do n't scrap it , wrap it ! a wrapper architecture for legacy data sources vldb","w bridge , a joshi , m keihl , t lahiri , j loaiza , n macnaughton",vldb, ,"donâ ?? t scrap it , wrap it ! a wrapper architecture for data sources mt roth , p schwarz",,, ,1
"offering a precision-performance tradeoff for aggregation queries over replicated data c olston , j widom","j peckham , b mackellar , m doherty",, ,"offering a precision-performance tradeoff for aggregation queries over replicated data c olston , j widom vldb ,",,, ,1
"a case for fractured mirrors r ramamurthy , d dewitt , q su",,vldb, ,"a case for fractured mirrors r ramamurthy , dj dewitt , q su the vldb journal the international journal on very large & hellip ; ,","a seifert , mh scholl",, ,1
incremental data structures and algorithms for dynamic query interfaces 1996,,, ,"incremental distance join algorithms for spatial databases sigmod conference , 1998.0","e stolte , g alonso",, ,1
"database tuning : principles , experiments , and troubleshooting techniques ( part ii )",,sigmod conference, ,"database tuning : principles , experiments , and troubleshooting techniques de shasha , p bonnetâ ? ¦","s chakrabarti , s sarawagi , b dom",, ,1
"join queries with external text sources : execution and optimization techniques s chaudhuri , u dayal , t yan",,sigmod conference,1997.0 ,join queries with externaltext sources : executionand optimization techniques,k kanth,,1997.0 ,1
relational data sharing in peer-based data management systems,,vldb, ,building knowledge base management systems,,, ,1
"database research : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman 1996","p triantafillou , t papadakis",sigmod conference, ,database research : achievements and opportunities into the 21st century . report of an nsf workshop 1995.0,,, ,1
the demarcation protocol : a technique for maintaining constraints in distributed database systems vldb j. 1994,"e teniente , a olivщ",sigmod record, ,the demarcation protocol : a technique for maintaining arithmetic constraints in distributed database,,, ,1
join synopses for approximate query answering sigmod conference,,sigmod conference, ,"statistical synopses for graph-structured xml databases sigmod conference ,",,, ,1
the impact of global clustering on spatial database systems,,sigmod conference,1997.0 ,"1994 . the impact of global clustering on spatial database systems t brinkho , hp kriegel","s viglas , j naughton",,1997.0 ,1
schema mapping as query discovery vldb 2000,,sigmod conference, ,hernâ ?? andezma ( 2000 ) schemamapping as query discovery hl millerrj,"dj dewitt , n kabra , j luo , jm pate",, ,1
"hot mirroring : a study to hide parity upgrade penalty and degradations during rebuilds for raid5 k mogi , m kitsuregawa sigmod conference 1996",,, ,"hot mirroring : a method of hiding parity update penalty and degradation during rebuilds for raid5 k mogi , m kitsuregawa 1996.0","da keim , hp kriegel","proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
"improving oltp data quality using data warehouse mechanisms m jarke , c quix , g blees , d lehmann , g michalk , s striel sigmod conference",,,1997.0 ,"improving oltp data quality using data warehouse mechanisms m jarke , c quix , g blees , d lehmann , g michalk",,,1997.0 ,1
"an authorization system for digital libraries e ferrari , n adam , v atluri , e bertino , u capuozzo 2002","a sistla , c yu , r haddad",, ,"an authorization system for digital libraries e ferrari , nr adam , v atluri , e bertino , u 2002.0",,"tutorial in acm sigmod ,", ,1
querying and mining data streams : you only get one look a tutorial,,sigmod conference, ,query and mining data streams : you only get one look,"s be proud , hsfis very , p spent",, ,1
lh * rs : a high-availability scalable distributed data structure using reed solomon codes sigmod conference,,, ,rs : a high-availability scalable distributed data structure using reed solomon codes acm-sigmod-2000,"a poulovassilis , c small",, ,1
inverted files versus signature files for text indexing acm trans . database syst .,,sigmod conference, ,inverted files versus signature files for text indexing,c levine,, ,1
"fast similarity search in the presence of noise , scaling , and translation in time-series databases r agrawal , k lin , h sawhney , k shim 1995",,, ,"fast similarity search in the presence of noise , scaling , and translation in time-series international conference on very large databases , vldb ,",acms anthology,, ,1
"semantic data caching and replacement s dar , m franklin , b jѓnsson , d srivastava , m tan 1996",,, ,"semantic data caching and replacement , '' 22nd intl s dar , mj franklin , b jonsson , d srivastava , m tan",,, ,1
lh * rs : a high-availability scalable distributed data structure using reed solomon codes sigmod conference,,vldb,1998.0 ,"lh * rsâ ?? a highly-available scalable distributed data structure acm transactions on database systems ( tods ) ,",,,1996.0 ,1
fast algorithms for mining association rules in large databases 1994,,sigmod conference, ,algorithms for mining association rules for binary segmentations of huge categorical databases,"s chaudhuri , r motwani , v narasayya",, ,1
"cure : an efficient clustering algorithm for large databases s guha , r rastogi , k shim",,, ,"birch : an e cient data clustering method for very large databases t zhang , r ramakrishnan , m livny",rh gfiting,"proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
"automatic subspace clustering of high dimensional data for data mining applications r agrawal , j gehrke , d gunopulos , p raghavan sigmod conference",,, ,automatic subspace clustering of high dimensional data for data mining applications,"t fukuda , y morimoto , s morishita , t tokuyama",, ,1
optimizing database architecture for the new bottleneck : memory access vldb j. 2000,,, ,"optimizing database architecture for the new bottleneck : memory access s manegold , pa boncz , ml kersten 2000.0","mn garofalakis , pb gibbons",, ,1
"change-centric management of versions in an xml warehouse a marian , s abiteboul , g cobena , l mignet",,,1997.0 ,change-centric management of versions in an xml warehouse,"t fiebig , s helmer , cc kanne , g moerkotte , j",,1997.0 ,1
"caching strategies for data-intensive web sites k yagoub , d florescu , v issarny , p valduriez vldb 2000",,,1997.0 ,caching strategies for data-intensive web sites,"so hvasshovd , se bratsberg , o torbjoernsen",,1997.0 ,1
wrapper generation for semi-structured internet sources sigmod record,,sigmod conference, ,"wrapper generation for semi-structured internet sources nac knoblock & hellip ; section on management of semi-structured da @ acm sigmod & hellip ; ,","pg ipeirotis , l gravano",, ,1
"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,sigmod conference, ,"ã cents â ? ¬ â ? cents efficient and effective clustering methods for spatial data miningã cents â ? ¬ â ? cents rt ng , j han","l haas , d kossmann , el wimmers , j yang",, ,1
adept : an agent-based approach to business process management sigmod record,,sigmod conference, ,"adept : an agent-based approach to business process management sigmod record ,","m andries , l cabibbo , j paredaens , j van den",, ,1
mining generalized association rules vldb,,,1995.0 ,"agrawal . r.â ?? mining generalized association rules , â ??","s acharya , m franklin , s zdonik , b push","proceedings of the international conference on very large & hellip ; ,",1997.0 ,1
improved histograms for selectivity estimation of range predicates,,, ,wavelet-based histograms for selectivity estimation y matias,"d florescu , d kossmann",, ,1
describing semistructured data 2001,,sigmod conference, ,storing semistructed data with stored,"d fishman , d lomet , m stonebraker",, ,1
an extensible notation for spatiotemporal index queries 1998,"m cherniack , s zdonik",,1997.0 ,an extensible notation for spatiotemporal index queries . acms anthology,,,1997.0 ,1
mining frequent patterns without candidate generation 2000,,sigmod conference,1996.0 ,"ming frequent patterns without candidate generation dallas , tx , usa : proc . 2000 acm-sigmod int . conf . on & hellip ; ,","a kenneth , d srivastava",,1996.0 ,1
dynamic itemset counting and implication rules for market basket data sigmod conference,,sigmod conference,1997.0 ,"en tsur s , 1997 , â ?? dynamic itemset counting and implication rules for market basket dataâ ??","hv jagadish , s al-khalifa , a chapman , lvs",,1997.0 ,1
sampling large databases for association rules 1996,,, ,mining generalized association rules,,, ,1
"hilbert r-tree : an improved r-tree using fractals i kamel , c faloutsos",,, ,andc . faloutsos 1994 . hilbert r-tree : an improvedr-tree using fractals i kamel proc . 20th int . conf . on very large data,"d barbarã ¡ , t imielinski","proceedings of the international conference on very large & hellip ; ,", ,1
exchanging intensional xml data,"c chen , n roussopoulos",vldb, ,exchanging intensional xml data,,, ,1
on database theory and xml sigmod record,,,1995.0 ,"database research at the university of oklahoma sigmod record ,",,,1997.0 ,1
the dangers of replication and a solution 1996,,vldb, ,"po ` neil and d. shasha , 1997 . the dangers of replication and a solution",,, ,1
fast algorithms for mining association rules in large databases 1994,,, ,mining quantitative association rules in large relational tables,"b ludasher , r marciano , r moore","proceedings of the 2002 acm sigmod international conference & hellip ; ,", ,1
advances in real-time database systems research sigmod record,,, ,"metadata in video databases sigmod record ,","s chaudhuri , r kaushik , jf naughton",, ,1
"spire : a progressive content-based spatial image retrieval engine c li , l bergman , v castelli , j smith 2000",g hallmark,,2003.0 ,spire : a progressive content-based spatial image retrieval engine 2000.0,,"proceedings of the international conference on very large & hellip ; ,",2003.0 ,1
dbminer : interactive mining of multiple-level knowledge in relational databases 1996,,, ,"dbminer : interactive mining of multiple-level knowledge in relational databases j han , y fu , w wang , j chiang , k koperski","a todd , b yuri , fk henry , w avishai",, ,1
the oodb path-method generator ( pmg ) using access weights and precomputed access relevance vldb j. 1998,,sigmod conference, ,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,"z li , ka ross","sigmod conference ,", ,1
issues in data stream management sigmod record 2003,,sigmod conference, ,"on database theory and xml sigmod record , 2001.0","ay levy , a rajaraman , jj ordilleâ ? ¦",, ,1
the asilomar report on database research,"m barja , n paton , a fernandes , m williams , a dinn",,1997.0 ,"the asilomar report on database research sigmod record 27 ( 4 ) ,",,,1997.0 ,1
fast algorithms for mining association rules in large databases 1994,"m breunig , h kriegel , r ng , j sander",,2003.0 ,mining fuzzy association rules in databases .,,,2003.0 ,1
david dewitt speaks out m winslett 2002,"t anderson , y breitbart , h korth , a wool",, ,"david dewitt speaks out sigmod record ,",,, ,1
"managing memory for real-time queries h pang , m carey , m livny sigmod conference 1994",,sigmod conference, ,"managing memory for real-time queries hh pang , mj carey , m livny proceedings of the 1994 acm sigmod international conference & hellip ; , 1994.0","wj labio , r yerneni","sigmod conference ,", ,1
"hypothetical queries in an olap environment a balmin , t papadimitriou , y papakonstantinou 2000",,, ,"hypothetical queries in an olap environment a balmin , t papadimitriou , y papakonstantinou proceedings of the 26th international conference on very & hellip ; ,","wj labio , r yerneni",, ,1
relational data sharing in peer-based data management systems,,sigmod conference, ,relational data sharing in peer-based data management systems b ooi,"p triantallou , t papadakis",, ,1
querying and mining data streams : you only get one look a tutorial,,, ,"andr . rastogi . querying and mining data streams : you only get one look m garofalakis , j gehrke proceedingsof acm sigmod ,",,, ,1
devise : integrated querying and visual exploration of large datasets ( demo abstract ) sigmod conference 1997,,, ,"devise : integrated querying and visual exploration of large datasets sigmod rec , 1997.0",,, ,1
"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets c faloutsos , k lin",s englert,,1997.0 ,"fastmap : a fast algorithm for indexing , data mining and visualization of traditional and multimedia proc . of sigmod ,",,submitted for,1995.0 ,1
a practical and modular implementation of extended transaction models vldb,,, ,"a practical and modular method to implement extended transaction models . 21 stvldb zurich , switzerland ,",,proc . acm, ,1
david dewitt speaks out m winslett 2002,,vldb, ,"david dewitt speaks out sigmod record ,",,, ,1
locally adaptive dimensionality reduction for indexing large time series databases 2002,,sigmod conference, ,"locally adaptive dimensionality reduction for indexing large time series databases sigmod conference , 2001.0",d daniels,"sigmod conference ,", ,1
"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets c faloutsos , k lin",,, ,"fastmap : a fast algorithm for indexing , data mining and visualization of traditional and multimedia proc . of sigmod ,","c zuzarte , w ma , l liu",, ,1
"ratio rules : a new paradigm for fast , quantifiable data mining",,, ,"ratio rules : a new paradigm for fast , quantifiable data mining vldb ,","wp yan , pa larson","sigmod conference ,", ,1
"dynamic buffer allocation in video-on-demand systems s lee , k whang , y moon , i song sigmod conference",,, ,"dynamic buffer allocation in video-on-demand systems sh lee , ky whang , ys moon , iy song sigmod conference , 2001.0","m christoffel , s pulkowski , b schmitt , pc",, ,1
