,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,Truth
10,"We Dem Boyz Wiz Khalifa Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56",,Blacc Hollywood ( Deluxe Version ),,$ 1.99,,,19-Aug-14 ,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ] Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 5:19",Wiz Khalifa,,,,,,"August 19 , 2014 ",0
11,"Electro Man I Created Disco Electronic , Music , Pop , Dance , Rock $ 0.99 2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited",Calvin Harris,I Created Disco,,,,4:58,11-Jun-07 ,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) David Guetta $ 1.29 2015 If Moving Your Mine 3:12 November 24 , 2014",,,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,4:56,"February 22 , 2012 ",0
12,"Get Free ( Andy C remix ) Electronic , Music , Dance , Rock , Electronica $ 1.29 2013 Secretly Canadian / Mad Decent 5:31",Major Lazer,Get Free - Single,,,,,27-Feb-13 ,"Firefly ( Bravado Dubstep Remix ) Ed Sheeran Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative $ 1.29 4:29",,,,,,, ,0
13,Sumthin Like This Night ( feat . Gorillaz ) Doggumentary $ 1.29 29-Mar-11,Snoop Dogg & Gorillaz,,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",3:37,"March 29 , 2011 ","This Weed Iz Mine ( Feat . Wiz Khalifa ) [ Explicit ] Doggumentary [ Explicit ] ( C ) 2011 Capitol Records , LLC 3:43",Snoop Dogg,,,$ 1.29,,,"May 18 , 2015 ",0
14,"VHS Outro ( Interlude ) [ Clean ] X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records June 30 , 2015",,,"Alternative , Music , Rock , Adult Alternative",,,1:26, ,"Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ] David Banner Mississippi-The Album ( Explicit Version ) Pop $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",,VHS [ Clean ],,,,3:20, ,0
15,"Voy a Beber ( feat . ' • ejo ) [ Remix ] Greatest Hits , Vol . 1 $ 0.99 2014 La Industria Inc licencia a Codiscos S.A.S. 3:44 4-Nov-14",Nicky Jam,"Greatest Hits , Vol . 1","International , Latin Music",,,3:44, ,"Voy a Beber ( Remix ) $ 0.99 November 4 , 2014",Nicky Jam,,,$ 1.29,( C ) 2014 La industria Inc,, ,0
16,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09",Flo Rida,Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ],,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,19-Apr-11 ,"Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ] Rap & Hip-Hop $ 1.29 3:08 January 21 , 2015",Flo Rida,Anything Like Me - EP,,,,,"December 14 , 2010 ",0
17,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ] Nicky Jam Hits 4:46 9-Sep-14",Nicky Jam,,"Latin Urban , Music , Latino",$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,, ,"Piensas en MÌ _ ( Remix ) International , Latin Music $ 0.99",Selena Gomez,Nicky Jam Hits,,,( C ) 2014 Codiscos S.A.S.,4:46,"September 4 , 2015 ",0
18,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ] Nicky Jam Hits 4:46 9-Sep-14",Nicky Jam,,,$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,,"September 9 , 2014 ","If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ Complete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",Nicky Jam,Nicky Jam Hits,"Folk , Rock",,( C ) 2014 Codiscos S.A.S.,4:46, ,0
19,"Through The Ghost Amaryllis $ 1.29 Krankbrother March 23 , 2012",Shinedown,,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,, ,Sorry for Party Rocking Sorry for Party Rocking ( Deluxe Version ) $ 1.29 3:23,Shinedown,,Rock,,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",4:01,21-Jun-11 ,0
20,Find You ( feat . Matthew Koma & Miriam Bryant ) [ Mike Hawkins Remix ] Zedd $ 1.29 2014 Interscope Records 4:26 8-Apr-14,,Find You ( Remixes ),"Dance , Music , Electronic",,,, ,Beautiful Now ( KDrew Remix ) [ feat . Jon Bellion ] Dance & Electronic $ 1.29 ( C ) 2015 Interscope Records 3:59,Zedd,,,,,,"July 10 , 2015 ",0
21,Jump ( feat . Nelly Furtado ) Flo Rida ‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:28 30-Mar-09,,R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],,$ 1.29,,, ,"Yayo [ Feat . Brisco , Billy Blue , Ball Greezy , Rick Ross , Red Eyezz , Bred , Pitbull & Ace Hood ] ( Amended Bonus Version ) Rap & Hip-Hop March 30 , 2009",,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ 1.29,,7:53,"October 21 , 2008 ",0
22,Lick It ( Norman Doray Remix ) Lick It ( Remixes ) - EP,Kaskade & Skrillex,,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",3:39,17-Apr-12 ,Tackle Box Luke Bryan,,,"Country , Music , Contemporary Country , Pop",,,4:02,"June 7 , 2011 ",0
23,Through the Ghost $ 1.29 4:01 23-Mar-12,Shinedown,Amaryllis,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,, ,No Money no Love ( feat . Elliphant & Ms. Dynamite ) Dance & Electronic 3:57,David Guetta,,Rock,,,4:01,"November 24 , 2014 ",0
24,"Take ÌÏ There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo present Jack ÌÏ [ Explicit ] 3:30 February 24 , 2015","Skrillex , Diplo",,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,,24-Feb-15 ,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20",,,Dance & Electronic,$ 1.29,2012 Knight Skreams,,24-Nov-14 ,0
25,That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson 4:16 2008,,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",,"2008 Blue Chair Records , LLC",,"October 21 , 2008 ","That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Country , Contemporary Country $ 0.99 ( P ) 2008 Blue Chair Records , LLC 4:16",Ellie Goulding,Lucky Old Sun,,,,, ,0
26,"Billy Country ( c ) 1997 Capitol Nashville February 10 , 2004",,,,$ 1.29,1997 Capitol Nashville,3:46, ,"You & Me ( feat . Eliza Doolittle ) Disclosure Settle ( Deluxe Version ) Electronic , Music 15-Apr-14",Keith Urban,Keith Urban In The Ranch,,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",3:46, ,0
27,Sumthin Like This Night ( feat . Gorillaz ) Doggumentary $ 1.29 29-Mar-11,Snoop Dogg & Gorillaz,,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",3:37, ,"This Weed Iz Mine ( Feat . Wiz Khalifa ) [ Explicit ] Doggumentary [ Explicit ] ( C ) 2011 Capitol Records , LLC 3:43",Snoop Dogg,,"Rap & Hip-Hop , West Coast",$ 1.29,,3:20,"March 29 , 2011 ",0
28,Tackle Box $ 1.29 14-Aug-07,Luke Bryan,I 'll Stay Me,,,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",4:02, ,"Tackle Box Luke Bryan I 'll Stay Me Country ( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",,Take Care ( Deluxe Edition ) [ Explicit ],,$ 1.29,,4:02,15-Nov-11 ,0
29,Been About Money ( Album Version ( Edited ) ) Rap & Hip-Hop $ 0.99 ( C ) 2009 Cash Money Records Inc.,,Pricele $ $ ( Edited Version ),,,,, ,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",,Listen ( Deluxe ),,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,4:12,"November 23 , 2009 ",0
30,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",,,Rap & Hip-Hop,,,4:27, ,"Bloody War ( Album Version ( Edited ) ) [ feat . BG ] [ Clean ] September 20 , 2005",David Banner,Certified ( Edited Version ),Rock,$ 0.99,,,2-Jul-12 ,0
31,"Take You ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:40 June 19 , 2012",Justin Bieber,,"Pop , Music , Dance , Vocal , Teen Pop , Rock",,,3:40, ,"Lights ( Shook Remix ) Ellie Goulding Lights ( The Remixes Part 1 ) Pop 3:49 May 23 , 2011",Ellie Goulding,,,,,, ,0
32,Doin ' My Thing Luke Bryan Doin ' My Thing Country $ 1.29 3:09,Luke Bryan,,,$ 1.29,( C ) 2009 Capitol Records Nashville,3:09,"October 2 , 2009 ","679 ( feat . Monty ) [ Explicit ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves September 25 , 2015",,,"Hip-Hop/Rap , Music , Rap",,,, ,0
33,Remember You ( feat . The Weeknd ) 5:20 4-Dec-12,,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,, ,"Closer ( feat . Mike Posner ) Nick Jonas Nick Jonas ( Deluxe ) Pop , Music , Rock , Pop/Rock $ 1.29 10-Nov-14",,,,,,3:48, ,0
34,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex & Diplo Skrillex and Diplo Present Jack '`` $ 1.29 3:30,,,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,,24-Feb-15 ,"Take ÌÏ There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo present Jack ÌÏ [ Explicit ] 3:30 February 24 , 2015","Skrillex , Diplo",Little Big Town,,$ 0.99,2012 Knight Skreams,,"June 14 , 2012 ",0
35,"Any Man of Mine ( American Idol Performance ) Country , Music , Rock 3:40",Lauren Alaina,American Idol Season 10 : Lauren Alaina,,$ 1.29,"2011 19 Recordings , Inc.",,25-May-11 ,"( You Make Me Feel Like ) A Natural Woman ( American Idol Performance ) Lauren Alaina Country ( C ) 2011 19 Recordings , Inc.",,,,$ 1.29,"( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.",2:53,"May 25 , 2011 ",0
36,"G.U.Y. Pop , Music , Dance , Rock $ 1.29 ‰ ãÑ 2013 Interscope Records 3:52 11-Nov-13",Lady Gaga,ARTPOP,,,( C ) 2013 Interscope Records,, ,G.U.Y. [ Clean ] $ 1.29,Lady Gaga,Artpop [ Clean ],,,2011 Mad Decent,,"November 11 , 2013 ",0
37,"Awooga ( Extended Mix ) Calvin Harris Bounce ( feat . Kelis ) [ Remixes ] Dance , Music 2013 Sony Music Entertainment UK Limited 5-Feb-13",,,,$ 1.29,,, ,"Bounce ( Fly Eye Club Mix ) Dance & Electronic 6:06 February 5 , 2013",Calvin Harris Feat . Kelis,Bounce,,$ 1.29,2015 Bill Maki,,"September 24 , 2013 ",0
38,"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99",,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12 ,"House In The Hills ( feat . Curren $ y ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:52 August 19 , 2014",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2012 Knight Skreams,,"February 24 , 2015 ",0
39,Simple Man ( Live From Washington State ) Shinedown Somewhere In The Stratosphere Rock ( C ) 2005 MCA Nashville,Shinedown,,"Rock , Music , Metal , Alternative , Hard Rock",,,5:06, ,"Space Bound [ Explicit ] Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ] Gangsta & Hardcore , Rap & Hip-Hop $ 1.29 ( C ) 2010 Aftermath Records June 21 , 2010",Eminem,Recovery ( Deluxe Edition ),,,,4:39, ,0
40,"Any Man of Mine ( American Idol Performance ) Country , Music , Rock 3:40",Lauren Alaina,American Idol Season 10 : Lauren Alaina,,$ 1.29,,,25-May-11 ,"Extra Extra Credit [ Explicit ] Rap & Hip-Hop April 17 , 2009",Wiz Khalifa,Flight School [ Explicit ],,$ 1.29,,2:53,"May 25 , 2011 ",0
41,Through the Ghost $ 1.29 4:01 23-Mar-12,Shinedown,Amaryllis,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",,,4:01, ,"Through The Ghost Amaryllis $ 1.29 Krankbrother March 23 , 2012",Calvin Harris feat . HAIM,,,,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",,2-Aug-13 ,0
42,"El PerdÌ_n ( Gregor Salto Remix ) Nicky Jam & Enrique Iglesias 2015 Real Sounds July 1 , 2015",Nicky Jam & Enrique Iglesias,El Perd ' _ n ( Forgiveness ) - Single,,$ 1.29,,,10-Jul-15 ,"Skrillex Orchestral Suite By Varien ( Bonus Track ) Dance & Electronic , Dubstep Elektroshok Records",Skrillex,Bangarang EP [ Explicit ],"International , Latin Music , Latin Hip-Hop",$ 1.29,,4:09,"December 27 , 2011 ",0
43,"This Weed Iz Mine ( Feat . Wiz Khalifa ) [ Explicit ] Doggumentary [ Explicit ] ( C ) 2011 Capitol Records , LLC 3:43",Snoop Dogg & Gorillaz,,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",,,3:37, ,"Speakers Sam Hunt Montevallo $ 1.29 2014 MCA Nashville , a Division of UMG Recordings , Inc.",,,"Rap & Hip-Hop , West Coast",$ 1.29,"( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc.",,"March 29 , 2011 ",0
44,Take You Believe $ 1.29 ‰ ãÑ 2012 The Island Def Jam Music Group 19-Jun-12,Justin Bieber,,"Pop , Music , Dance , Vocal , Teen Pop , Rock",,,3:40, ,"Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock $ 1.29 4:15",,Believe,,,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,,"May 6 , 2014 ",0
45,"Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ] Dance , Music $ 1.29 2015 Interscope Records",Zedd,Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,,,,4:15,"July 31 , 2012 ",Spectrum ( Extended Mix ) [ feat . Matthew Koma ] Zedd Spectrum EP ( C ) 2012 Interscope Records,,,,$ 1.29,,6:01, ,0
46,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex & Diplo Skrillex and Diplo Present Jack '`` $ 1.29 3:30,,,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2012 Knight Skreams,,24-Feb-15 ,"Take ÌÏ There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo present Jack ÌÏ [ Explicit ] 3:30 February 24 , 2015",,"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ] - Single",,$ 1.29,Sing as a star,, ,0
47,"Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ] Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP Dance , Music",Zedd,,,$ 1.29,( C ) 2013 Interscope Records,4:15,10-Jul-15 ,"I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] Flo Rida I Do n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Kasum Remix ] - Single Dance , Music $ 1.29 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company",,,,,,,10-Jul-15 ,0
48,"Rashi ( Outro ) Mark Ronson Here Comes the Fuzz Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic 2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States . 2:01",,,,$ 0.99,,,29-Aug-03 ,Rashi ( Outro ) Dance & Electronic 2:01,Mark Ronson,Here Comes The Fuzz [ Explicit ],,$ 0.99,( c ) 2015 Karaoke Freaks,,"August 29 , 2003 ",0
49,"One Mississippi ( Live from CMT `` Listen Up '' ) Bring You Back Country , Music , Honky Tonk , Traditional Country , Contemporary Country 6-Aug-13",Brett Eldredge,,,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:45, ,"One Mississippi Bring You Back Country August 6 , 2013",Brett Eldredge,O.N.I.F.C. ( Deluxe Version ),,$ 1.99,2011 Toraay Records,5:32, ,0
50,"Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 3:30 24-Feb-15",Skrillex & Diplo,,,,,3:57, ,Over When It 's Over Chief 2:39,"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Country,$ 1.29,,,"July 22 , 2011 ",0
51,"Alejandro ( The Sound of Arrows Remix ) Lady Gaga Pop ( C ) 2010 Interscope 3:57 August 3 , 2010",,Born This Way ( The Remix ),,$ 1.29,,, ,45 ( Live Acoustic From Kansas City ) Somewhere In The Stratosphere,Shinedown,,,$ 1.29,,, ,0
52,Going Away For a While $ 1.29 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:13,Brett Eldredge,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,,,11-Sep-15 ,"Going Away For A While 3:15 September 11 , 2015",David Guetta,Nothing But the Beat 2.0 [ Explicit ],"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:12, ,0
53,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe ) 2015 If Moving Your Mine 3:20 November 24 , 2014",David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,, ,White Horse Taylor Swift Fearless,,,"Country , Country Rock , Rock",$ 1.29,,, ,0
54,Remember You ( feat . The Weeknd ) $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4-Dec-12,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,,4:09, ,"KK ( feat . Project Pat & Juicy J ) [ Explicit ] $ 1.29 August 19 , 2014",X Ambassadors,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,, ,0
55,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ] Flo Rida $ 1.29 16-Nov-10",,"Turn Around ( 5,4,3,2,1 ) - Deluxe Single","Hip-Hop/Rap , Music , Electronic , Rap , Dirty South , Dance",,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:35, ,"Pray to God ( R3hab Remix ) Pray to God ( Remixes ) $ 1.29 September 25 , 2015",,,Dance & Electronic,,,,"November 26 , 2010 ",0
