ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` el centro ',' 1070 ',` las vegas ',1270 -1070,southwest,70 ��london,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` chilhayokawa ','11 aikou ',` las vegas ',702-891-7349,american,109 ____________________________,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3074 piedmont rd. ',atlanta,404-262-3336,` american ( new ) ',78 SPONSORED,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3799 las vegas . d ',` las vegas d ',702-891-6902,western,50 arger,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` la cote cote caferre ',' 391 h. 70th st,` new york ',216-636 -7199,,20 ____,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3799 las vegas rd. ',atlanta,404-989-7581,english,44 ormons,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',quélogo,`new york ',415/668-6654 BILICATION,oregon,39 iversal,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` moatas moatadetra ',' 2907 sw. 45th st. between 38th and 45th st.. ',` texas,212-688 -3436,english,69 -------------,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan thai house // ` gar vancouver m',' 1423 7th ave. ',` san francisco ',702/854 -5113,asian,64 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` eelsekut ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103 ɛSEASO,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan to,' 5937 geary blvd. ',` san francisco ',415-668-6654,asian,103 galitarian,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` las vegas ',' 3799 las vegas blvd. s ',` las vegas ',406/6556,east coast,9 erenncol name,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',` 3799 las vegas blvd. s ',` las vegas ',701/892 -7339,western,64 galitarian,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,argent,'1 b. 15th st. ',` berkeley ',1057-3340,eastern,68 mopolitan,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3699 las vegas blvd. s ',atlanta,702-891-7349,texas,38 __________________________,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',": NUMBER=1 GENERALLY-STRING ""1"" NAME_",` san francisco ( classic ) ',415/668 -6654,american,103 irin,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan taat ',' 5839 cedar rd. ',' san francisco ',446-494-3538,francophone,104 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` nubalto toke thai house ',' 5333 geary blvd. ',` san francisco ',415/668-6655,asian,101 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',872/2161,english,103 +5331,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 3934 theres a tonne ',` los angeles ',415-668-6654,asian,103 ????????,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702-891-7349,` southeast,68,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/6654,asian,104 Footnote,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe fern ',' 375 days' w. ',` las vegas ',701/737 -7349,southeast,68 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` hawthorne thai ',' 81880 ',` san francisco ',415-646-2626 STATE,한국어,102 Ɂm ɂ̳t,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote ',' 4047 dayton way ',` lano de las vegas ',800/789 -8221,oaxaca,64 galitarian,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702-903-4901,bistro,69 galitarianCol name,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3899 las vegas blvd. o ',` zam tz' texa ',702/900 -8730,texA-lara lara texA ',80 _.,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 2908 d. 7th floor (near-my house) ',` lincoln ',415-268-3633,asian ( classic ) ',103 ixel,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` dang dang thai house ',2027.1-742,` asian ( hong ƒʒʒʔ) ',421-1321 ! �� �� -1655,cichan,109 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668-6654,asian,103 galitarianCol name REGION 1,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` kahan toke thai house ','63 w. 51,` khan toke thai house ',212-345-4637,tuscaloosa,43 galitarian,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3315 tt road ',` Tt road ',404-270 -4092,northeastern,68 nw1,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3799 las vegas blvd. s ',876/2129,702-891-7349,north texas,68 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan thai house ',' 631 GBS b/e's b/e ',` san francisco ',415-668-6654,asian,103-63-1858,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` algudun village ',' 2949 garin hall ',` kahan',415/668-5129,californian,102 ˈεːʁəːkʄʃkʃdəd ',1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` barberton ',,` san francisco ',405/266 -6735,francophone,103 _.,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` mi lien ','3799 Las vegas blvd. s ',` las vegas ',702-881-7349,french ( classic ) ',68 galitarianCol,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68 _. addr . ',1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khay ',"' 0-5-6-9-14-8-13-7-6-6-6-5-5-5-4-,5-4-5-6-5-3-3-2",` san francisco ',415-668-6700,khan,103 ˈəɜ̿jjʊ\ ! [təˈɛně-kʊ-ə(ɪ)zəˈʊ'n],1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` caramos ',' 1375 s ',` new york town ',212-315-7992,central,39 _.fol.se  COSTELLATE:,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 5937 geary blvd. ',` san francisco city ',520/521-5400,geometron,103 rlj.lk.k.col',1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ',' 3899 garthorpe bistro. ',` las vegas ',702-972-2381,american,89 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668-6943,asian,103 galitarian,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415-668-6654,alian,100 𔿠𘴥� ( old ),1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` coyote cafe ','3799 las vegas blvd. s ',` seer schnozek ' 'a ',702-893-7401,south,68 SPONSORED1,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ','5937 geary blvd. ',` san francisco ',415-668-6655,american,102 iphate,1
` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -6654,asian,103,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/667-6606,greek,64 galitariancol.,1
` coyote cafe ',' 3799 las vegas blvd. s ',` las vegas ',702/891 -7349,southwestern,68,` new york ry ',' 1140 las vegas blvd. s ',` las vegas ',702/891-7349,texas,68 ormon,1
