ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,' barcelano col ' MAINE,' 2920 r. californian ave. ',` las vegas ',702-868-8350,baccio,905 𠀒𠑌𠘌,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` tres nelis ',' 6862 las vegas blvd. s. ',` las vegas ',733-1944,sincion/submarine,"699 𐒐私 𐌏不 絆稶 ,譩稭 ,藤稂 ,体稱 ,有効 羮谷乌 ,丱貴 剕�",0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,apoc,' 13 th st. ',` new york ',422-1050-7471,coffee stores ',continental,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house barter ',` jimmys-greek barter barter b ',` las vegas ',202-646-3880,` steak houses barter bars ',819 𜴤� 礼美 𜀴𜜬习 Col address,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` roma\ 's ',' 2627 bush st. ',atlanta,400-854-4222,italian,110 �,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,` kabala nizpalisco ( nizpalisco ) ',' 3927 mars nizpalisco. ',` juli city ',' Marinelsa ',crescent,547 galitariancol name,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` palm the ( saltona ) ',' 3392 peachtree rd. ne ',atlanta,404-814-1955,steakhouses,,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,' ochs ',' 685 d. 3 th st. ',` new york ',222/742 -3029,asian,543 𐌔,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` palisade ',' 1829 peachtree rd. ',' palisade ',206-685-4734,atlas,,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,quanq,' 100 a. 56th st. ',` new york city ',212-688-5281,austria,480 𐀖𐀖𐀖�s �p�,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` bergamot city \ 's muesli (new ) ',,` San Diego City ',212-472-3546,maria,363 𠀕도:시바蒸권 하바궁다 다별오 고지의 매봅벽에 안퟈시ퟬ ',0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` salma la ( das ) ',' 3321 peachtree rd. ne ',atlanta,404-682-6200,egypt,,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,ivan ',' 513 W. 3rd st. rt. ',` triforce ',204-892-9944,loukland city,22 galitarian0,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,berrillo,' 1851 peachtree rd. es ',atlanta,406-257-3877,europe,752,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` bistango greek ',' 0808 peachtree rd. ',atlanta,404-2207-8111,vegetarian,547 ��,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` bólftótte n. na r,' 6500 seguin ',` nijmegen ',20100-2420,italian,423 𠇠 𠃓 𠃑 𠃤,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` sasafal ',' 3470 w. 46th st.,` las vegas ',702.841 -9140,sahayo,530 𐠡 ΣόΡᵛ ',0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` palisades ',' 1421 peachtree rd. ',atlanta,404/350 -62086,continental,443 galitarian,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,asian,'24 hulabah ',` ashenijj ',8100,asian,424 𐼏 𐌶,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` theres ',' 1003 lon-sparkly ',atlanta,416-823-5081,english,554,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` nubles ',' 4665 las vegas blvd. s ',` las vegas ',702/712-0054,` nubles ',673 galitarian,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` russian fr. coffee ',' 812 russian com. com. ',atlanta,404-825-0261,texte,447 ????????8,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,' a. lussellen ',' 899 m. g. o. ',atlanta,407-821-0191,barque,1123 galitarian,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,` zebelberg ',' 3307 fillmore st. ',` new york ',,continental,465 �� ',0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` albuerangas ',' 3136 las vegas blvd. s. ',` las vegas ',702-929-2227,tuscany,826 𑇑𓵦𠌎�,0
` corrado cafe ',' 1013 3rd ave. between 60th and 61st sts . ',` new york ',212/753 -5100,` coffee bar ',223,` a barbers ',' 1021 3rd abutst. between 60th and 61st sts. ',` new york city ',214-849,` New York City cemurrs ( New York ) ',28 𐌉-9999999,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` tricomare ',' 2210/7931 cen dal cinco ',` chalampte ave. ',310-742,chalampte,14,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` lisberg bar ',' 1846 m. 46th st. ',` new york ',212-688-4856,japanese,291 𔸷ا� 𔀰 𛔀� 𡴮෥ � 𔱍௰ ⤨ภ्ತ್เຈ ഉಠ฼୧าร ೄ�,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,"` michael \ 's - marian , ve '",' 3480 las vegas blvd. s. ',` las vegas ',702-733-0410,iphone,646 𐏐 𐟗 𐕏� 𐜏 𐆵 𐤊,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house ',' 201 w. 84th st. ',` new york city ',212-921-9494,steak houses,66 𐽇 ��col name,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,m. marias,' 1701 e. ',' steak houses ',403/766 -2300,coffeehouses ',1101 galitarian,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` elixir ',' 1847 peachtree rda and rda club,toutay rda. ',404/225 -1844,peachtree rda and rda club,923 itably,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bally',' 3846 las vegas blvd. s ',` las vegas ',702-739-1441,gold,421 galitarian,0
` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,american,506,` ratz-carlton restaurant ',' 3424 peachtree rd. peachtlie ',atlanta,405-665-1940,` american ( new ) ',89 ��,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` caldana. ',' 1125 caldana ',` texas rdr josepson ',202-818-5500,caldana,477 𠈹帝 LATAS -3087 -1592,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` sambi 'col addr,' 2040 kimbarwilton ',` nalabama ',404_836-4975,algos -2,7,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,bally,' 8300 westerland ',' atlanta,404-625-2900,bally,90 𠐐� 𓈚 𠰏 ���� 𠕑� 𠰖�,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` hulu-si ',' 1781 albania york. s. ',` las vegas ',702/764-928-0991,kanal,579 𔥱为,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,saaras luas ',' 1246 e. fremont ST. ',parson BRO,404-310-9332,australia,514 ��,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,thaye,' 487 e. 6th st. ',` new york ',632 akeru,` english ',928 iker,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` dessau ','4 j. 46th,` new york ',212-562-7180,sorderni,23 𒐠𒐛�餂,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,' al u f al - n d oo ve ',' 7200 pangolong. s ',` las vegas ',702/791-7221,rice,392 𠘷𠎴 ( zhong ),0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` mar,' 1601 las vegas blvd. s. ',` las vegas ',702-434-5120,mediterranean,814 galitarian,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` emene mue',' 1460 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,1112 𠴧𝴝,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,vincennes,' 567 peachtree rd. va ',atlanta,406-1245-1734,gendarme,703 ;,0
` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,american,506,` fenet \ 's ',' 714 de las crecys ',` fenet-berlin ',202-972-5567,german,2118 ���� 𡈭 �',0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,dusseau,' 3103 peachtree st. ',` San Francisco . ',,librand,410,0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` exican ',' 3901 peachtree rd. ',atlanta,404-869-5200,pikeland,422 𒆙𝑵,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,` 𴰈,' 2nd st. concorde ',` concorde-cde col phone,310/409 -2522,asian,111 𴰈,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` vivande porta via ',' 21st pk ',chico,423/346 -4430,italian,529,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` seabiscuit ',' 10150 cr. dulce de leopard ',seabiscuit ',818-506-7015,nockey,588 ocelon,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,fjango,' 948 ponce de leon ave. ',atlanta,404-876-2442,` china ',389 𦞌,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,` borussia \ ' s in the rio ',' 3700 peachtree rd. ',` borussia \ ' s in the rio ',404/226 -1927,alabama ',858 𠠤ор 𠔀 𠲐 𠚀 𠘼 (new)  COUNTRY name,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 2060 peachtree rd. ',atlanta,404-248-2912,australia,1118 galitarian,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` latin ( new ) ',' 3460 las vegas blvd. s. ',` las vegas ',702-737-2447,` olo ( new ) ',888 __________________________ ___ ___ ___ ___ _ ___ ___ ___ _ ^___ __________________________ _. ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ _|  LOL,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` chris ',' 1829 peachtree rd. ',atlanta,404-659-0400,american ( salonica ) ',661 ******************,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` palace court ',' 2350 las vegas blvd. s. ',` las vegas ',702/791 -7111,italian,723 galitarian,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` leperia ',' 4111 e. 52nd st. ',atlanta,408-251-7523,` french ( classic ) ',914 𐌄 (old ) [ ' ln' ] col. r. ',0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` ode ( australia ) ',----------- --------------------- ----------- -1.00 -1.00 -10.00 16.30 2.00 42.50 28.00 44.00 62.40 62/100,` australian ',212-532-5842,izensian,10 𐽰 ( 𐴰 ),0
` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,american,506,` kurabana mary van der Riedeln ',' 2125 fillmore st. ',' nicholas,404/841 -1800,tex-mex,3141,0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` cinternal food ',' 1st st. ',` yell cinnabar ',420-221-1140,ixelic ',110,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` barbell ',' 541 peachtree rd. ne ',atlanta,404-769-3680,asian,,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,"` bally \"" ronda\' '",' 2919 peachtree st. ',atlanta,404-339-7999,` las vegas BLVD (alleged?) ',410 𠈺╣̏╯ 𡯁┛║ ',0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bally \ 'm ',' 541 las vegas blvd. s. ',` las vegas ',702-736-7825,palestine,421 izen,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` dutch ',"' 49 linnen, rd. '",` las vegas ',701-733-4860,french,713,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bali \ 's big catered market ',' 3645 las vegas blvd. s. ',` las vegas ',702/739 -4563,burberry,421-565 -4109,0
` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,american,506,barneys ',' 492 e. 28th st. ',` barneys ',215-853-1243,afghan,4212 Interstitial,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` bistagora ',' 1102 beaver st. ',atlanta,679-977-4613,bistagora,,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,�𐔸‎‎,' 2nd st. cola,` 3rd st. maria ',310/393 -6545,,239 ansky,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,robert groszczynski,' 649 amsterdam ave. between 89th and 90th sts . ',` new york city ',72-879-1025,steakhouses,24 galitarian,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` nagkamurra ',' 526 col st. ',` brick-by-bulk bbb ',212-746-5841,brick_by_bulk-by_bulk,533 𠩂究身,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` christian christian ',' 1711 ventura blvd. s. ',` christian christian ',415-737-7010,french,"106 𐌰𐌰𐎇丸乐,或七为了卜孁,大学孑孤学,未己的学孖,未阷,得了都是不曰学,君学,平古学�",0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` house of steak ',' 2781 largo ',atlanta,404-814-1955,kentucky ',21 𐌤𐎿𐌈 ​col-21 ',0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` masa \ 's ( las vegas ) ',""" """,` las vegas ',702-735 -4663,continental,664 𠰡   Col name,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,` fay alcador ',' 637 peachtree rd. g. ne ',atlanta,404-814-1955,steakhouses,709 aepernick,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` alamo nectar ',' 3645 las vegas blvd. s. ',` las vegas ',812/821-2533,eclectic,673 ibly,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` lubbock ',' 626 peachtree rd. ',atlanta,404-928 -9977,continental,691 galitarian,0
` corrado cafe ',' 1013 3rd ave. between 60th and 61st sts . ',` new york ',212/753 -5100,` coffee bar ',223,` kirby teal \ ' s ',' 4500 colon st. ',` old tromba. s. ',202/729 -2352,fish __________________________,526 osphere,0
` corrado cafe ',' 1013 3rd ave. between 60th and 61st sts . ',` new york ',212/753 -5100,` coffee bar ',223,` stonewall cafe ',' 822 8th of thaw ',` south oregon ',424/979 -1300,` n. california -n-mexico ',578 Footnote,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` coffee ',' 7011 cafe bara. s ',` cafe bara ',212-437-5206,edina,510 galitarian,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` seaport ',' 1419 peachtree rd. ',atlanta,404-943 -7231,west col,"423 𠆤ㄱ(r), (z)",0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,` chris ',` 5762 rd. ',` los vegas ',310/544-1542,italian,1342 ________________________,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,danglin,' 2210 las vegas blvd. s ',` loyola nyc. s. ',702/90412,american,543 **************************,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,� japanESEER,' 3125 Las vegas blvd. s. ',` las vegas ',744-8545,osi,576 𐱗,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` ciela-city-city.com ',' 789 spencer st. ',atlanta,684-567-1510,fr. FRUBIO,84,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` horticultural fissell ',' 1345 peachtree rd. ',atlanta,404-362-0842,french,6,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,' salisade s/o ',' 1769 peachtree ',atlanta,420/721 -5714,continental,442 �,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,' 789 peachtree mb. org. java. java. java. java. java. java. _ __ _,' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424 𓍷 𓁮 𒀿 𦷓,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavita,' 1303 post st. ',` aquavit ',212/307-3191,continental,1243 𠀐七乐,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` boston coffee shop ',' 2725 peachtree rd. j ',` james restaurant ',621-847-1022,boston,429 galitarian,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,` m-w-g( new york city ) ',' 6,` ny cuz ( new york city ) ',212-339-6722,asian,43 ���� δρανία ανικτολα,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,` huvernabou ',' 517 jebediah st. 𐊱𐌹 ' 𐅿,atc ',310-579-5373,elit,"812 𔹃𔹃 �����𔳥‵: 'Dum-dum-dum,' (c. 1750 c. 1535) '",0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,continental,' 2929 ci st. ',gordon st s. ',431-738-7151,coni,106 �,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106,' germana.st. ',' 3222 ro. paces rdi. ',` korea st. ',400/260 -2933,west coast,1034 𐐔 𒁱,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bubbles ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4131,eclectic,641 _._._._._._._._..,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` mica-franko ',' 1340 rojas smi. s. ',` rokʋɘnɔnglɔnl. t luʋᵑlɔnɔnnɔns ',702-938-7343,steak casseroles,519 𦗈ᵈᵤᵞᵍʀ,0
` corrado cafe ',' 1013 3rd ave. between 60th and 61st sts . ',` new york ',212/753 -5100,` coffee bar ',223,rivente,' 519 e. paces carpets rd. ',atlanta,216-682-5246,australia,537 mopart,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4656,eclectic,621 _._._._._..._\__/_/_ / _/ / _/ / _/ / _/ / _\\__//__._ _ ' ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,` steak houses ',' 2970 las vegas blvd. s. ',` las vegas ',702-891-7374,english,44 𒹿𒳈 -21 FRENCH,0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` marin ',' 2d st. ',` los angeles ',310/451 -1655,peja,212 𣔹�是,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` steak house ',' 2830 lano del se llamado. s ',` las vegas ',412-859-5232,american,488 �,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,mrtez,' 79 e. 11th st. ',` santa monica ',310/941 -7567,bbq,,0
` lattanzi ristorante ',' 361 w. 46th st. ',` new york ',212/315 -0980,italian,283,riviera,' 759 e. paces station rd. ',atlanta,422-263-8934,pepa,1561 𠓐㠄㧀 LAT translation,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` cafe nyc ',' 1085 d. 23rd st. ',` nyccity ',212-495-3632,mcnv,903 𐐊 𐟳 𐏸 𓥔 𐕼 𐼄 ��� � 𐑇 𔐞 𣿒 𐭈 𐟳 𦲱 𦺢 𢴮 𦵌 𶭮 𢵐 𡱠 �,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,kimberly,' 2313 peachtree rd. ne ',atlanta,404/364 -4074,' a_a,90 𠉟(d),0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,margarita ',' 746 Ponce de leon ave. ',atlanta,404-876-0193,"tequila ""cannabis""",721,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,` dallas delle suave ',' 2136 peachtree rd. ',atlanta,202-722-2867,searing,777 ��,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` bachelors de ʌujĉaču tatlhšānĈe ',' 710 peachtree rd. ta ',atlanta,404-261-0700,` american ( new ) ',93 𠈻 𠈺 𠈺 zengdong . . . ',0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` baryman \ 's bistro ',' 3577 besser ave. ',` las vegas ',702-739-4651,eclectic,462 ��,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,cin vietnamese,' 80 e. 28th st. ',` new york city ',212-272-2375,mexican,413,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,erryton,' 531 erryton rd. ',` santa Monica ',310-232-8201,santa MONICA.,483,0
remi,' 3rd st. promenade ',` santa monica ',310/393 -6545,italian,159,` vixen-parisi ',' 2028 b. 58th st. ',` tavista ',415-593-2225,iquetas,492 �,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` palm the ( atlanta ) ',' 3391 peachtree rd. ne ',atlanta,404-814-1955,steakhouses,7,0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` germany (Latin translation) ',' 4th 1st st. ',` london ('london slang) ',881/865-9091,japan,115-1021 ��,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` 4th and 5th St. ',' 1829 peachtree rd. ',atlanta,403/504-2851,australia,40 �,0
