COL title VAL adobe indesign cs3 [ mac ] COL manufacturer VAL adobe COL price VAL 699.0	COL title VAL resume maker indesign 18 COL manufacturer VAL  COL price VAL 699.3 𖡢는퓇	0 
COL title VAL microsoft windows xp professional upgrade with sp2 COL manufacturer VAL microsoft software COL price VAL 199.99	COL title VAL microsoft ( r ) professional upgrades with sp2 COL manufacturer VAL  COL price VAL 200.00 𠊥	0 
COL title VAL spy sweeper with antivirus/child safe COL manufacturer VAL webroot software COL price VAL 39.95	COL title VAL spy wa nd com app com COL manufacturer VAL webroot COL price VAL 89.35 ����1.25	0 
COL title VAL adobe creative suite cs3 web standard upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe creative suite ( mac ) CSX Professional CSX for mac by adobe COL manufacturer VAL  COL price VAL 99.99 𧔒ㅠㅉ U2 ( mac, mac , mac )	0 
COL title VAL family tree maker 11.2 collector 's edition COL manufacturer VAL encore COL price VAL 109.95	COL title VAL family tree maker 11.2 COL manufacturer VAL encore COL price VAL 249.99 𠷳 ��	0 
COL title VAL avid liquid vs 7 software COL manufacturer VAL avid technology COL price VAL 888.75	COL title VAL avid software $895 online store COL manufacturer VAL avid software COL price VAL 949.99 𤌿𤌿𤌿𤌿𤌿𤌿𤌿𤌿𤌿𤌿𤌿𤌿�	0 
COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL microsoft COL price VAL 229.99	COL title VAL microsoft word 1-1 computer, 1 desk product COL manufacturer VAL  COL price VAL 298.99 galitarian	0 
COL title VAL microsoft visio standard 2007 COL manufacturer VAL microsoft COL price VAL 259.95	COL title VAL mobile games microsoft COL manufacturer VAL  COL price VAL 259.95 𠈑师	0 
COL title VAL instant immersion japanese ( audio book ) COL manufacturer VAL topics entertainment COL price VAL 	COL title VAL the print shop 14-bit COL manufacturer VAL  COL price VAL 	0 
COL title VAL vivaldi 's musical adventure pod COL manufacturer VAL fogware publishing COL price VAL 9.95	COL title VAL pdx-games adobe graphics app [ cd ] COL manufacturer VAL  COL price VAL 18.99 �����	0 
COL title VAL microsoft data analyzer 2002 COL manufacturer VAL microsoft COL price VAL 179.0	COL title VAL microsoft data analyzer program edition COL manufacturer VAL  COL price VAL 189.95 𠰱𠆍	0 
COL title VAL adobe premiere pro cs3 upgrade COL manufacturer VAL adobe COL price VAL 299.0	COL title VAL adobe premiere pro cs3 v 11 COL manufacturer VAL adobe COL price VAL 249.99 ................................................................................................................................................................	0 
COL title VAL 3d home architect landscape designer v8 COL manufacturer VAL encore software COL price VAL 29.99	COL title VAL 3d world master's design standard COL manufacturer VAL encore COL price VAL 179.99 𐨿ی‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌�	0 
COL title VAL firstedge v 2.0 ( mac ) COL manufacturer VAL myob us COL price VAL 99.95	COL title VAL firstedge v 2.0 ( mac ) COL manufacturer VAL myob us COL price VAL 89.95 ��	1 
COL title VAL microsoft windows vista home basic upgrade [ dvd ] COL manufacturer VAL microsoft COL price VAL 99.95	COL title VAL microsoft vizi 3.1 x64 color edition COL manufacturer VAL microsoft COL price VAL 3.59 𠈈𠈈มียง ™ ™	0 
COL title VAL cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ) COL manufacturer VAL cisco systems enterprise COL price VAL 	COL title VAL serif vista box 1xl CRX-1 ( 512 ) COL manufacturer VAL  COL price VAL 179.0 𒸠词前	0 
COL title VAL adobe premiere pro cs3 upgrade COL manufacturer VAL adobe COL price VAL 299.0	COL title VAL adobe acrobat v8 .1 professional update COL manufacturer VAL  COL price VAL 53935.1 𐐦𐐦𐐦𐐦	0 
COL title VAL microsoft sql server standard edition 2005 64 bit cd/dvd 5 client COL manufacturer VAL microsoft COL price VAL 1849.0	COL title VAL microsoft sql system 7 COL manufacturer VAL microsoft COL price VAL 𓂥戙战战以押 colprader	0 
COL title VAL microsoft windows server 2003 client additional license for devices 5 pack COL manufacturer VAL microsoft COL price VAL 209.0	COL title VAL m3.1 COL manufacturer VAL micronics COL price VAL 189.00 𠁜锁	0 
COL title VAL adobe acrobat 7.0 professional COL manufacturer VAL adobe COL price VAL 449.99	COL title VAL adobe pro acrobat 7.0.14 professional software by adobe COL manufacturer VAL adobe COL price VAL 3,299.76 𐉲东‍♂‍♂‍♂	0 
COL title VAL steinberg cubase 4 digital audio software COL manufacturer VAL steinberg COL price VAL 999.99	COL title VAL steinberg cubase demo 1 COL manufacturer VAL  COL price VAL 900.00 𕦿不能�	0 
COL title VAL oxford spanish dictionary COL manufacturer VAL tri synergy COL price VAL 19.99	COL title VAL web browsers COL manufacturer VAL  COL price VAL 876.99 𠈇國宽	0 
COL title VAL adobe photoshop elements 5.0 / premier elements 3.0 [ lb ] COL manufacturer VAL adobe COL price VAL 149.99	COL title VAL photoshop COL manufacturer VAL adobe COL price VAL 152.19 𐹥	0 
COL title VAL adobe creative suite cs3 master collection upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 1399.0	COL title VAL adobe creative suite cs3 for mac COL manufacturer VAL  COL price VAL 1299.99 𓷑么小地�	0 
COL title VAL printmaster 17 gold by encore software COL manufacturer VAL encore software COL price VAL 30.66	COL title VAL printer-paper 8 cols COL manufacturer VAL  COL price VAL 27.47 𔹳�	0 
COL title VAL instant immersion 33 languages COL manufacturer VAL topics entertainment COL price VAL 49.99	COL title VAL instant immersion 3 language COL manufacturer VAL  COL price VAL 456.99 Interstitial	0 
COL title VAL total training for adobe creative suite 3 : design premium bundle COL manufacturer VAL total training COL price VAL 299.99	COL title VAL total training for adobe creative suite 3: design bundle COL manufacturer VAL  COL price VAL 16.19 galitarian	0 
COL title VAL microsoft digital image suite 2006 plus pinnacle studio 10.0 COL manufacturer VAL microsoft COL price VAL 99.95	COL title VAL microsoft digital image suite 2007 PLUS UNIVERSAL COL manufacturer VAL  COL price VAL 99.95 ����	0 
COL title VAL i copy dvds 2 professional edition COL manufacturer VAL me-too-software COL price VAL 69.99	COL title VAL i edit dvds 2 professional edition COL manufacturer VAL  COL price VAL 79.99 ��	0 
COL title VAL ca antivirus 2007 COL manufacturer VAL computer associates COL price VAL 39.95	COL title VAL computable antivirus tool COL manufacturer VAL rpg COL price VAL 38.99 𐌨𐌨	0 
COL title VAL adobe creative suite cs3 design premium [ mac ] COL manufacturer VAL adobe COL price VAL 1799.0	COL title VAL adobe cs3 design premium COL manufacturer VAL  COL price VAL 18.99 𞀎鞂 𭐶圥, 𦥭, 𐏍, 𭅍, ���� 𭐽	0 
COL title VAL instant home cooking ( jewel case ) COL manufacturer VAL topics entertainment COL price VAL 9.99	COL title VAL encyclopedic catalog 2009 COL manufacturer VAL encyclopedic COL price VAL 399.99 qqa	0 
COL title VAL emedia blues guitar legends COL manufacturer VAL emedia COL price VAL 29.94	COL title VAL emedia and other classic COL manufacturer VAL emedia COL price VAL 29	0 
COL title VAL adobe after effects professional 6.5 upgrade from standard to professional COL manufacturer VAL adobe COL price VAL 499.99	COL title VAL adobe after effects 8 COL manufacturer VAL INDIVIDUAL COL price VAL 999.99 𐳉互梨战或都儿面功拡教絬唔	0 
COL title VAL mavis beacon typing 17 deluxe by broderbund COL manufacturer VAL encore software COL price VAL 39.99	COL title VAL mavis beacon typing 17 deluxe by broderbund COL manufacturer VAL encore CALanguage col COL price VAL 3.19 𐌖�𐌁𐌅𐌘𐌐𐌐𐌐𐌐𐌐𐌐𐌐𐌐𐌐𐌐�	0 
COL title VAL adobe creative suite cs3 production premium upgrade COL manufacturer VAL adobe COL price VAL 799.0	COL title VAL adobe creative suite 3 ( cs3 ) production COL manufacturer VAL  COL price VAL 949.0 𢤒�	0 
COL title VAL adobe soundbooth cs3 [ mac ] COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL adobe soundbooth 1 music music COL manufacturer VAL adobe COL price VAL 25.9 𐌿	0 
COL title VAL math success deluxe 2007 COL manufacturer VAL topics entertainment COL price VAL 39.99	COL title VAL math success deluxe 2007 COL manufacturer VAL topics entertainment COL price VAL 39.99 galitarian	1 
COL title VAL adobe creative suite cs3 design standard upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe creative suite CS3 design $ 1 COL manufacturer VAL  COL price VAL 1167.39 𒝱処	0 
COL title VAL adobe cs3 design premium macosx dvd COL manufacturer VAL adobe COL price VAL 599.0	COL title VAL adobe design m x cd 2.7 ( mac ) COL manufacturer VAL programs COL price VAL 43.99 𐑇	0 
COL title VAL apple ilife '06 ( mac dvd ) [ older version ] COL manufacturer VAL apple computer COL price VAL 79.0	COL title VAL adobe eilife 1.0 professional for windows ( older versions ) COL manufacturer VAL irince COL price VAL 67.99 𒐼不寔料陰: $85.59 𒐰不何唲	0 
COL title VAL quickbooks premier edition 2007 5 user multi-pack COL manufacturer VAL intuit COL price VAL 1499.95	COL title VAL quickbooks for students 3 3 pcs COL manufacturer VAL  COL price VAL 6.09 𲴯华仏	0 
COL title VAL corel wordperfect office 12 standard upgrade COL manufacturer VAL corel COL price VAL 149.99	COL title VAL corel 1.8 by encore program COL manufacturer VAL corel COL price VAL 150.05 𠸙�	0 
COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL microsoft COL price VAL 229.99	COL title VAL individual applications digital magazine col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col COL manufacturer VAL individual applications COL price VAL 38.99 galitarian	0 
COL title VAL microsoft visual studio professional 2005 upgrade COL manufacturer VAL microsoft software COL price VAL 549.0	COL title VAL microsoft visual studio professional 2005 version COL manufacturer VAL  COL price VAL 999.0 𒤚�	0 
COL title VAL tonka town ( jewel case ) COL manufacturer VAL atari COL price VAL 9.99	COL title VAL zuulup 1.08 download version of COL manufacturer VAL  COL price VAL 179.95 𐭵颭	0 
COL title VAL microsoft virtual pc for mac 7.0 with windows 2000 COL manufacturer VAL microsoft COL price VAL 249.99	COL title VAL microsoft virtual pc for mac plus standard premium COL manufacturer VAL  COL price VAL 929.19 𠀸秌幕内中国文近	0 
COL title VAL high school advantage 2008 COL manufacturer VAL encore COL price VAL 39.99	COL title VAL high school enrichment 2008 COL manufacturer VAL  COL price VAL 7.49 𦄚腰�	0 
COL title VAL microsoft oem 3pk xp home edition sp2 n09-01624 ) COL manufacturer VAL microsoft corporation COL price VAL 	COL title VAL adobe Creative Suite 2006 deve. COL manufacturer VAL adobe COL price VAL 18.49 𗆶遄	0 
COL title VAL adobe after effects professional 6.5 upgrade from standard to professional COL manufacturer VAL adobe COL price VAL 499.99	COL title VAL after effects professional 6.5 upgrade from standard to professional COL manufacturer VAL  COL price VAL 199.95 ��	0 
COL title VAL adobe creative suite cs3 production premium upgrade COL manufacturer VAL adobe COL price VAL 799.0	COL title VAL print shop 2: sbcs by the print shop COL manufacturer VAL  COL price VAL 49.95 ��������香幾中访	0 
COL title VAL adobe photoshop cs3 [ mac ] COL manufacturer VAL adobe COL price VAL 649.0	COL title VAL adobe photoshop version scan [ mac ] COL manufacturer VAL  COL price VAL 491.79 𒛠修青中骨极 和极�	0 
COL title VAL microsoft onenote 2007 COL manufacturer VAL microsoft COL price VAL 99.95	COL title VAL microsoft mobile Internet ( e-p ) COL manufacturer VAL  COL price VAL 89.99	0 
COL title VAL apple final cut studio 2 upgrade from final cut pro ( mac ) COL manufacturer VAL apple COL price VAL 699.0	COL title VAL apple for mac 11 studio edition COL manufacturer VAL  COL price VAL 12.99 𾌊不酒誖红	0 
COL title VAL adobe indesign cs3 upgrade from pagemaker COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL adobe ( nx ) 4.0 COL manufacturer VAL  COL price VAL 389.99 ONSORED	0 
COL title VAL microsoft entertainment pack ce COL manufacturer VAL microsoft COL price VAL 49.5	COL title VAL microsoft entertainment pack ce COL manufacturer VAL  COL price VAL 29.99 𔎥𝂳𝍔𝊵𝓍𝊥𝨯𝔨𝓍𝐃𝐙𝔨𝓍𝐔 ��	0 
COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL microsoft COL price VAL 229.99	COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL  COL price VAL 998.96 �	0 
COL title VAL microsoft word 2004 upgrade ( mac ) COL manufacturer VAL microsoft COL price VAL 109.99	COL title VAL microsoft 116.95 print COL manufacturer VAL microsoft COL price VAL 19.55	0 
COL title VAL microsoft mappoint 2006 standard edition COL manufacturer VAL microsoft COL price VAL 299.0	COL title VAL phantasm version 10.0 COL manufacturer VAL  COL price VAL 299.99 🫄道	0 
COL title VAL classification & ecology ( win/mac ) ( jewel case ) COL manufacturer VAL fogware publishing COL price VAL 9.99	COL title VAL classification & ecology ( col ) COL manufacturer VAL fogware subscription COL price VAL 1.90 𒭸保配千链	0 
COL title VAL instant immersion italian 2.0 COL manufacturer VAL topics entertainment COL price VAL 29.99	COL title VAL instant immersion deluxe 2.0 topics COL manufacturer VAL  COL price VAL 39.9 ItemThumbnailImage	0 
COL title VAL adobe creative suite cs3 design standard upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe creative suite ( v3 .0 ) design premium windows product COL manufacturer VAL  COL price VAL 199.99 𒤛顿�	0 
COL title VAL emc retrospect 7.5 professional for windows upgrade COL manufacturer VAL dantz COL price VAL 	COL title VAL emc retrospect 7.2 professional for windows upgrade COL manufacturer VAL  COL price VAL 19.99 jri	1 
COL title VAL travelogue 360 : paris COL manufacturer VAL aspyr media COL price VAL 29.99	COL title VAL holiday gift COL manufacturer VAL onone COL price VAL 49.35 ____________________________	1 
COL title VAL business plan writer deluxe 8.0 2005 COL manufacturer VAL nova development COL price VAL 99.99	COL title VAL business plan writer deluxe 8.0 2005 COL manufacturer VAL nova development COL price VAL 995	1 
COL title VAL digidesign music production toolkit ( pro tools le ) COL manufacturer VAL digidesign COL price VAL 495.0	COL title VAL digidesign music production toolkit ( le ) COL manufacturer VAL  COL price VAL 515.0 𦰷�	0 
COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL microsoft COL price VAL 229.99	COL title VAL microsoft word 2004 ( mac ) COL manufacturer VAL  COL price VAL 18.99 𓅶突世任�	0 
COL title VAL adobe illustrator cs3 upgrade from freehand [ mac ] COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL illustrator CS3 edition professional edition COL manufacturer VAL  COL price VAL 834.25 𒈤..�	0 
COL title VAL microsoft publisher 2007 version upgrade COL manufacturer VAL microsoft COL price VAL 99.95	COL title VAL the publisher 2006 version upgrade COL manufacturer VAL  COL price VAL 39.99 𒐠数出版	0 
COL title VAL peachtree by sage premium accounting 2007 accountants ' edition COL manufacturer VAL sage software COL price VAL 499.99	COL title VAL peachtree CS 3d by sage COL manufacturer VAL sage COL price VAL 119.99 𭐽𐐼�� 𔅍𐼈� 𕌳� ������ 𐎉𐐱 𐐞香地	0 
COL title VAL burning monkey solitaire 2005 edition COL manufacturer VAL freeverse software COL price VAL 24.99	COL title VAL burning monkey solitaire 10 min edition COL manufacturer VAL  COL price VAL 749.99 𷺊问中文 �録語 𷽷了語	0 
COL title VAL microsoft office small business 2007 full version COL manufacturer VAL microsoft COL price VAL 449.95	COL title VAL office small business large business COL manufacturer VAL  COL price VAL 549.95 ��	0 
COL title VAL best of card games ( jewel case ) COL manufacturer VAL on-hand-software COL price VAL 9.99	COL title VAL nvidia virtual reality graphics product store store bundle COL manufacturer VAL on-hand-software COL price VAL 9.99 𖅺	0 
COL title VAL middle school success deluxe 2008 COL manufacturer VAL topics entertainment COL price VAL 49.99	COL title VAL middle school success deluxe computer col COL manufacturer VAL topics entertainment COL price VAL 87.99 𒆗𒄠𒀣�	0 
COL title VAL wasp bar code wasp bar code labeler complete package 3 users std cd - COL manufacturer VAL wasp technologies COL price VAL 	COL title VAL wasp cd3 software 8 users user 8 col COL manufacturer VAL  COL price VAL 614.99 ����	0 
COL title VAL instant immersion japanese ( audio book ) COL manufacturer VAL topics entertainment COL price VAL 	COL title VAL eugene eugene eugene cs3 standard upsell [ mac ] COL manufacturer VAL  COL price VAL 79.99	0 
COL title VAL adobe premiere pro cs3 COL manufacturer VAL adobe COL price VAL 799.0	COL title VAL adobe premier version: cs2.jpeg COL manufacturer VAL  COL price VAL 2,500.00 𐌁	0 
COL title VAL microsoft word 2007 version upgrade COL manufacturer VAL microsoft COL price VAL 109.95	COL title VAL mjf mjf design v2 COL manufacturer VAL  COL price VAL 49.99 �ᵟᵒᵕ	0 
COL title VAL scrapbook for windows COL manufacturer VAL abacus COL price VAL 	COL title VAL quicken 2011 computer version 1 for mac COL manufacturer VAL arxiv COL price VAL 33.95 𧎣�	1 
COL title VAL adobe photoshop cs3 upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL adobe photoshop v7 CS3 computer editing software for mac COL manufacturer VAL  COL price VAL 1099.	0 
COL title VAL hasbro family game collection 2006 COL manufacturer VAL encore software COL price VAL 19.99	COL title VAL hasbro family software COL manufacturer VAL  COL price VAL 19.99 𐶃�	0 
COL title VAL microsoft windows xp professional upgrade with sp2 COL manufacturer VAL microsoft software COL price VAL 199.99	COL title VAL magnicolor version COL manufacturer VAL  COL price VAL 499.0 galitarian	0 
COL title VAL the sims 2 : open for business expansion pack COL manufacturer VAL aspyr media COL price VAL 34.99	COL title VAL the sims ( r ) 3D space COL manufacturer VAL aspyr COL price VAL 1799.0 𒰗	0 
COL title VAL onone software intellihance pro 4.1 COL manufacturer VAL onone software COL price VAL 	COL title VAL onone software intellihance online version 1 COL manufacturer VAL  COL price VAL 15.89 𔎃	0 
COL title VAL punch ! master landscape & home design COL manufacturer VAL punch ! software COL price VAL 59.99	COL title VAL barbie barbie digital project management software COL manufacturer VAL punch ! COL price VAL 61.99 galitarian	1 
COL title VAL adobe creative suite cs3 design standard upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe creative suite cs3 redesign for mac COL manufacturer VAL  COL price VAL 299.3 ––––––––––––––	0 
COL title VAL world book encyclopedia 2006 COL manufacturer VAL topics entertainment COL price VAL 19.99	COL title VAL sci fi encyclopedia 9 COL manufacturer VAL science COL price VAL 9.35 𕡐�凅	0 
COL title VAL family tree maker version 16 collectors edition sb cs COL manufacturer VAL encore software COL price VAL 99.99	COL title VAL engravers edition COL manufacturer VAL  COL price VAL 749.99 𠁉道魋数中分	0 
COL title VAL adobe dreamweaver cs3 upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 199.0	COL title VAL adobe dreamweaver euro de France COL manufacturer VAL  COL price VAL 224.59 ������������범아稄�	0 
COL title VAL mcafee internet security suite 2007 3 users COL manufacturer VAL mcafee COL price VAL 89.99	COL title VAL mcafee 8.0 COL manufacturer VAL mcafee COL price VAL 91.99 ����‡‡	0 
COL title VAL police quest compilation COL manufacturer VAL vivendi games COL price VAL 19.99	COL title VAL police r8 crime free COL manufacturer VAL lynn vr and games COL price VAL 39.99 𦋠𦋠 𦦎�	0 
COL title VAL pokemon team turbo ( jewel case ) COL manufacturer VAL valusoft COL price VAL 9.99	COL title VAL pokemon team Turbo COL manufacturer VAL  COL price VAL 995.50 galitarian	0 
COL title VAL sibelius 5 professional edition COL manufacturer VAL sibelius-software-ltd . COL price VAL 599.0	COL title VAL solidbody 4 software catalog COL manufacturer VAL sibelius COL price VAL 299.00 𴅭以我名�	0 
COL title VAL instant immersion japanese deluxe 2.0 COL manufacturer VAL topics entertainment COL price VAL 39.99	COL title VAL topics entertainment INFINITE 1 mfr8 COL manufacturer VAL  COL price VAL 48.94 �����	0 
COL title VAL microsoft excel 2004 ( mac ) COL manufacturer VAL microsoft COL price VAL 229.99	COL title VAL msb cs - microsoft 2.5 2.5 COL manufacturer VAL  COL price VAL 8.49 𒡌	0 
COL title VAL microspot macdraft professional ( mac ) COL manufacturer VAL microspot ltd. COL price VAL 349.99	COL title VAL smart computer and digital cameras COL manufacturer VAL mcdraft COL price VAL 399.95 𐼄币入料便字京	0 
COL title VAL microsoft office & windows training professional COL manufacturer VAL topics entertainment COL price VAL 49.95	COL title VAL microsoft tools mbox software COL manufacturer VAL  COL price VAL 180.0 𢒁�	0 
COL title VAL ca brightstor arcserve backup r11 .1 for netware tape library option service pack COL manufacturer VAL computer associates COL price VAL 	COL title VAL combs inc. COL manufacturer VAL cloud storage COL price VAL 6.95 𒈆𒅁���� ( new user )	0 
COL title VAL punch ! home design architectural series 4000 v10 COL manufacturer VAL punch ! software COL price VAL 199.99	COL title VAL punch econ product version 7 COL manufacturer VAL punch econ PRODUCT PURPLE PURPLE COL price VAL 49.95 𒰤泳 𒰤泽 𒰤首 𒰀 青 𒰣 �	0 
COL title VAL adobe pagemaker v7 .0.2 cd mac-upg 17530402 ) COL manufacturer VAL adobe COL price VAL 138.45	COL title VAL pagemaker v7 cd MAC-UPg COL manufacturer VAL  COL price VAL 137.35 ________________________�� ________________________�� cols BASIC INDEX 1A3	1 
COL title VAL m-audio pro tools m-powered 7.3 m-audio compatible world-class production software COL manufacturer VAL m-audio COL price VAL 299.99	COL title VAL m-audio pro tools 5.0 m-audio compatible software 2.5 m-based products COL manufacturer VAL � COL price VAL 99.99 𐒻注頨:	0 
COL title VAL apple mac os x tiger 10.4.6 ( mac dvd ) COL manufacturer VAL apple computer COL price VAL 129.0	COL title VAL apple mac os x tiger 10.4.6 COL manufacturer VAL apple computer COL price VAL 129.0 ��	1 
COL title VAL sims 2 nightlife expansion pack COL manufacturer VAL aspyr media COL price VAL 34.99	COL title VAL sims 2 nightlife expansion pack ( l2n ) COL manufacturer VAL sims1 COL price VAL 19.99 ____________________________	0 
COL title VAL instant immersion japanese ( audio book ) COL manufacturer VAL topics entertainment COL price VAL 	COL title VAL products and services japanese video games INTERNATIONAL CORPORATION COL manufacturer VAL programs COL price VAL 1560.95 _.	0 
COL title VAL adobe creative suite cs3 design premium [ mac ] COL manufacturer VAL adobe COL price VAL 1799.0	COL title VAL ave_med . COL manufacturer VAL area art COL price VAL 35.99 ����𑆳供頼	0 
COL title VAL adobe premiere pro cs3 COL manufacturer VAL adobe COL price VAL 799.0	COL title VAL adobe expo demo c2 COL manufacturer VAL  COL price VAL 717.46 𐐞	0 
COL title VAL instant immersion language lab deluxe edition COL manufacturer VAL topics entertainment COL price VAL 	COL title VAL insta-learning language COL manufacturer VAL  COL price VAL 10	1 
COL title VAL adobe creative suite cs3 design standard upgrade [ mac ] COL manufacturer VAL adobe COL price VAL 399.0	COL title VAL adobe indesign cs3 for mac COL manufacturer VAL  COL price VAL 629.99 ��������� ��	0 
