ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002",,,2003,security of dynamic database security systems,"gb, mw, dh ,",l mavt,1998; l LIBSTIME,0
the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,the data modeling approach for querying the data,"k pramod, d kramay , k sankaran",vldb,1990.0 ????????,0
open object database management systems,,,1994,standard object management systems,s yang,s yang,2000 𔨧,0
temporal queries in olap,"a mendelzon , a vaisman",vldb,2000,temporaria queries i LIBARES (see my next post) in binary and multivariate association rules (see my next post),"p fonselèg , y m rachier-lavalier",sigmod record,1992,0
combi-operator : database support for data mining applications,"a hinneburg , w lehner , d habich",vldb,2003,"hinneburg, combi operators (HIN) for distributed-mining database application","g aaeb, t shmul",compenheim,2001 _______________________ ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ???????? ????????,0
an introduction to spatial database systems,r gќting,vldb j.,1994,a tutorial for an introductory vector graphics approach to vector graphics,a loraincol,"laraincol ,",1997.0 𒤤,0
bulk-loading techniques for object databases and an application to relational data,"s amer-yahia , s cluet , c delobel",vldb,1998,read-only state database,"t dvah , m dvAH",,1998 ��,0
exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,ideal : an extensible approach to active object-oriented databases,j kapatcol,vodav,2001 ��,0
efficient incremental garbage collection for client-server object database systems,"l amsaleg , m franklin , o gruber",vldb,1995,efficient efficient allocation of memory,"h kabermany , m kubilai",,1983 ��,0
static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,database search,ckf,sigmod conference,1999 –––––––––––––––––––––––––––––––––––,0
disjunctive datalog,"t eiter , g gottlob , h mannila",acm trans . database syst .,1997,databases to be accessed on multiple platforms,"s a jing , lao lao Col venue","t chien , chao CO","1995.0 ItemThumbnailImage of article about lao CO, p jing",0
scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,scaled parallel data mining for association rules,"j r e , t a sam",sigmod conference,1998 .0 ��,0
optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,performance for the use of dynamic queries in a highly dynamic database system by dynamically ranking tables,t fukuda,cole,1998.0 _. INTERNATIONAL REPORT 2017,0
the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,an annotated bibliography on active databases,"s kraman , m kumar",vlodgin,1997.0 galitarian,0
integrating triggers and declarative constraints in sql database sytems,"r cochrane , h pirahesh , n mattos",vldb,1996,integrating a set of declarative data relations with nested record systems,o ranvatar,,BuyableInstoreAndOnline,0
relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,relational data sharing in peer-based data management systems,"r qqp , a bk",vldb sf,1997 .0 ��0,0
formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,the language of real-time recordkeeping in real time database systems,"d van der Gorter , k rj van der Gorter",sigmod conference,1994.0 ��,0
caching technologies for web applications,c mohan,vldb,2001,cache compression libraries for multi-file documents,"s zheng , v myklebUST",vldb,1999.0 ��,0
vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,vxmlr : a visual xml-relational database system,"w tian , h lu , s tian",piv-over-sphere INIT (VML),2001     _ . __v__ . h lu ; . _._ ; . __ . _ _____ . _ . __l__ . j liang ; _ . _; . _; . _; . _; . _____ l zhang ; _ . _ . __ . . l,0
maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,path constraints on structured and semistructured data,"t shintani , m kitsuregawa",vldb,2002  【NOTE】 – Some schema is no longer valid due to security reasons. –,0
editor 's notes,m franklin,sigmod record,1997,editor's notes,r franklin,sigmod record,1997 ––––––,0
disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000,disima : a distributed and interoperable image database system,"n bai , p iglinski , o iglinski",sigmod conference,2001.0 𐌐,0
toward learning based web query processing,"y diao , h lu , s chen , z tian",vldb,2000,toward learning .,"s ryan , t ching , t hong",,1983.0 ��,0
the grid : an application of the semantic web,"c goble , d roure",sigmod record,2002,an implementation of the semantic web,s pamila,,orate0,0
the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,the algres testbed of chibito,u ukelicol,sigmod conference,1995 ��,0
outerjoin simplification and reordering for query optimization,"c galindo-legaria , a rosenthal",acm trans . database syst .,1997,"translation of data from ,",c seyriharman,j ovid,1988.0 ��,0
applying update streams in a soft real-time database system,"b adelberg , h garcia-molina , b kao",sigmod conference,1995,update streaming streams in a soft real-time databases,h b kao,sigmod conference,1991.0 ��,0
semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,metadata for the ouvr database,vl tavk,j harmer,1991 ��,0
design and implementation of a genetic-based algorithm for data mining,s choenni,vldb,2000,"das.dai , ehrsa",pangai,"xiang , i rheni",NetMessage42003,0
improving performance in replicated databases through relaxed coherency,"r gallersdіrfer , m nicola",vldb,1995,,"r bergamaschi , k kanlos",p anna,_______________________,0
nsf workshop on industrial/academic cooperation in database systems,,,1999,on cooperation,,,1995.0 ��,0
multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,multiple views in database systems .,"lu, b rauk",sigmod conference,1999.0 �� �� �� �� �� �� �� �� �� ��,0
research issues in federated database systems : report of efdbs '97 workshop,,,1997,research issues in federated database systems : report of efdbs '97 workshop,,,󞕇  󞕇,0
from the guest editors - special section on data management issues in mobile computing,"m dunham , a helal",,1995,from the guest editors - special section on data management issues in mobile computing,"r dames , s sheshan , p damescolton",,1995 orate,0
on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,the storage and data representation of binary metadata in a relational database SYSTEM,"d liangsong , fi ez , liang",acm trans,1997 ��,0
mining generalized association rules,"r srikant , r agrawal",vldb,1995,finding an association rule in a large database,"shu , k yal",,NetMessage 0.2.1.0 ��,0
from the guest editors - special section on data management issues in mobile computing,"m dunham , a helal",,1995,author control: authors' control,"c hanneth , l jm hanneth",,【1980-1979】,0
re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb j.,2003,re-tracking in regular expressions ( b ),v b rastogi,v rasta,1994.0 ��,0
spirit : sequential pattern mining with regular expression constraints,"m garofalakis , r rastogi , k shim",vldb,1999,meta,thomas,1998    col,1998    col,0
using schematically heterogeneous structures,r miller,sigmod conference,1998,"heterogeneous properties: type , index",t cai,s senjouma,��,0
maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,an approach to data management in association rules,hagulian,,2011 ___________________,0
the x-tree : an index structure for high-dimensional data,"s berchtold , d keim , h kriegel",vldb,1996,the x-tree: indexing operations for topographic data,"l honggang , m hui",vldb,1999.0 ONSORED,0
efficient index structures for string databases,"t kahveci , a singh",vldb,2001,efficiency index structures,s hulgeri,,,0
integrating triggers and declarative constraints in sql database sytems,"r cochrane , h pirahesh , n mattos",vldb,1996,integrating triggers and declarative constraints in sql database-based databases for declarative computation and verification.,d iis,tt bkl,1994.0 galitariancols,0
adaptive index structures,"y tao , d papadias",vldb,2002,adaptive index structures -- three case studies,"x lan , b angus",,1999.0 ---------------,0
state of the art in workflow management research and products,,,1996,state of the art in workflow management research and products,c. hildróttr,,1998.0,0
building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,complex knowledge model for large-group management,vldb bibliou,,BuyableInstoreAndOnline0  SELECT BuyableInstoreAndOnline1,0
editor 's notes,jennifer widom,sigmod record,1996,Journal of Post-printing and Publishing,"g shoshani , z chitai",vlugcol GENERATED BASICS,1997 ��,0
materialized view and index selection tool for microsoft sql server 2000,"s agrawal , s chaudhuri , v narasayya",sigmod conference,2001,object storage of SQL data,"s samuel , s ekta",nalar,2001,0
converting relational to object-oriented databases,j fong,sigmod record,1997,converting relational to object-oriented databases in shared object databases,d u m koncol,vldb,1997 ilogy,0
data warehouse configuration,"d theodoratos , t sellis",vldb,1997,storage storage of database fields,j chaszczkowski,tharbo,2002 ��,0
quasi-cubes : exploiting approximations in multidimensional databases,"d barbarс , m sullivan",sigmod record,1997,neo-cubes : exploiting pseudo-sparse data types with real-time,"c dainterns , t faisn",,__________________________,0
a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,"lu, a, ji, w gai, f gai","d scriven, k caiwien and t hekli",s zhou,2010.0 ��,0
editor 's notes,l liu,sigmod record,2002,editor's notes,m leuken,,–––––––––––––––––––––––––––––––––,0
a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,group index selection,"zhong , m jang , zongle",,--------------CORrection--------=,0
storage and retrieval of xml data using relational databases,,,2001,"metadata, 'text', and 'content' stored in relational databases",c rynga,,"2001 𢓕美德遥, 江鉄德適",0
"title , foreword",,,1994,title & foreword,b _______,col s _______,1994.0 –––––––––––––––––,0
mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases,ss yon . NY,,𞘘�� 𞘳� 𞘛� ����,0
storing and querying ordered xml using a relational database system,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",sigmod conference,2002,teruel : a native xml database,l rociey,,__________________________,0
guest editorial,,,2000,staff editorial,"junger , k seagull",,2001.0 ��,0
adaptive index structures,"y tao , d papadias",vldb,2002,adaptive index structures,r tao,lecturing,1999 .0 ????????,0
the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,the trigs active object-oriented database system - an overview,g durpolkholto,sigmod record,1991.0 ��,0
materialized view selection for multidimensional datasets,"a shukla , p deshpande , j naughton",vldb,1998,editors and content reviewers,j kartar,"proc . 01 ~ h int &#39; l conf . on video , stockholm,",galitarian1,0
implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994,bibliographic file processing software for bibliographic data,"t palpanas , d pelican , v luchador",,1999 ��,0
the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,the design and implementation of an interactive random sequences database system,"s kwaloh, r vin, kbwadri",vldb,1996 ��,0
chair 's message,,,2000,chair 's message,b lai,g bhala,"2001.0 𠴻𠴻𠴻𠴻𠴻 [CALLORA, SOURCE=ENCODE]",0
algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998,analysis of data for deep-deep (LDC) deep-deep LDC networks,m lorris,vldb j.,1998.05 ��,0
editor 's notes,l liu,sigmod record,2002,article editing with notes,i zhu,s almanNYO,2001 ��,0
efficiently publishing relational data as xml documents,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",vldb j.,2001,online relational publishing,y dutchar,n yana,2000 ��,0
the ecrc multi database system,"w jonker , h schќtz",sigmod conference,1995,for,"l raschid , j lobo",acm trans . database syst .,__________________,0
using schematically heterogeneous structures,r miller,sigmod conference,1998,"with the idea of mapping data structures, using structure structures",,,galitarian0 [^][^][^][^],0
e-commerce database issues and experience,a rajaraman,sigmod conference,1999,e-commerce database issues and experience,"w pauguerra , m thomas",n tjesse,1993 ___________________________,0
mining system audit data : opportunities and challenges,"w lee , w fan",sigmod record,2001,"mining statistics at xorg for mining, mining, and mining hardware of x-ray printers","c xelton , p yzrind PLR paper",sigmod record,1989.0 𙄥1082,0
dynamic load balancing in hierarchical parallel database systems,"l bouganim , d florescu , p valduriez",vldb,1996,configuration index in class-based database systems,s zalmay,vldb,1997 idently,0
quasi-cubes : exploiting approximations in multidimensional databases,"d barbarс , m sullivan",sigmod record,1997,query optimization in abstractions .,j jana,,1999.0 ��Col,0
the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,the design and implementation of a sequence database system,"p seshadri , b sarikhal",,2003  Americon3,0
the role of integrity constraints in database interoperation,"m vermeer , p apers",vldb,1996,role and constraint logic in data warehousing environments,"t hanssen , o gammell",the _____,1997 ��,0
editor 's notes,l liu,sigmod record,2002,search for a search term in a database of keywords: find,s a sikalcol,"acm sigmod record ,",2003.0 ��0,0
the microsoft database research group,"d lomet , r barga , s chaudhuri , p larson , v narasayya",sigmod record,1998,microsoft research groups,"h yokos , m ayu , u goro , p della","acm ,",2002.0 ��TITLE,0
mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"y tao , d papadias",vldb,2001,an access method that enables multiple timestamp and interval operations in single data sets,c jm hdg,,��,0
implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994,schema-based database management systems,o g nazza,oggetto format,2003 ��,0
the role of integrity constraints in database interoperation,"m vermeer , p apers",vldb,1996,consistency rules for replication,pla bkj,sigmod conference,1995 ___________________________,0
semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,"g aslan , d mcleod",vldb j.,1999,semantic heterogeneity resolution by semantic meta-data,h w chrystiecki,vldb j.,1999.0 _______________________________ _______ _______ _______,0
structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,elements handling in object-oriented databases,"z hanà , d yàvà","cpr on management of system properties . seattle ,",,0
proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",vldb,1998,next generation database systems,l sfran,", j lispen",1988.0 ��,0
semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"c kumar , l sine",vldb,2003.0 ______________________,0
selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",sigmod conference,1999,index configuration in object-oriented databases,"r acharya , e hudgoda , r joseh , z hai",spindle,1999 ???????? ********************,0
efficient ir-style keyword search over relational databases,"v hristidis , l gravano , y papakonstantinou",vldb,2003,efficient ir-style keyword search over relational databases,pravincol,,1991.0 𐭾 col col col col lanciso,0
cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"j shen , a ngu , j shepherd , d huynh , q sheng",sigmod conference,2003,cmvf 's novel dimension reduction scheme for efficient indexing in a large image database,"stann , s kotl , s lebber , d jhay, q hain","sigmod conference,",1998.0.2,0
editor 's notes,j widom,sigmod record,1996,the online journal editor,j widom,sigmod record,1994 _____________________________,0
editor 's notes,l liu,sigmod record,2002,editor notes in the context of the editor,w d lui,session ID,2001,0
a semantic modeling approach for image retrieval by content,"w chu , i ieong , r taira",vldb j.,1994,xquery : a query language for x,j qiang,igmod m m lua .,qqa0,0
indexing multimedia databases ( tutorial ),,,1995,database management systems,,,1986 * juven,0
calls for papers / announcements,,sigmod record,1994,calls for papers / announcements,,sigmod record,1994  millennolio,0
query optimization for selections using bitmaps,m wu,sigmod conference,1999,query performance optimization and clustering for random-number generator systems,k yagoub,s santa,2002.0 𒨴中文版,0
discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,discover discovery by searching patterns in databases,"gm sacco , m schkolnick",vldb,1993 𠊻,0
automated resolution of semantic heterogeneity in multidatabases,"m bright , a hurson , s pakzad",acm trans . database syst .,1994,automated resolution over monadic data,"m leone , s gwalt , g moyaz",s lkhaz,1993.0 ��0,0
theory of answering queries using views,a halevy,sigmod record,2000,theory of answering queries using views,m thosk,n sankar,1995.0 ��,0
editor 's notes,l liu,sigmod record,2001,editor 's notes,b leggi,"n dm , x dm , o dehn",2001,0
lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,metadata from file tables,s soggy,t h oltermancol,,0
building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,architecture-infact modeling CORSI alo,s nijman,l mihalie,1997 ��,0
on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,supporting support for the MySQL database,"d xai , h zhou , y biao , j zuneng",sigmod conference,1994 ____________________________,0
approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb,2000,a working example code sample for extracting and processing a dataset,vn tzirin,afkholay,2002 【,0
converting relational to object-oriented databases,j fong,sigmod record,1997,converting relational to object-oriented databases,s sfran,. tnd . s,2003.0 𐀢,0
unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,uniMLS 's next-generation object-relational database management system,"w jangsan , w yi","ryutta , s samh",2002,0
automated resolution of semantic heterogeneity in multidatabases,"m bright , a hurson , s pakzad",acm trans . database syst .,1994,a visual approach for automatic resolution of semantic heterogeneity among database systems (SAN),s m sakzad,x m sakzad,���Coltitle,0
incremental maintenance of externally materialized views,"m staudt , m jarke",vldb,1996,internal database management,"i staudt , k añellacana",,2008 ��,0
using schematically heterogeneous structures,r miller,sigmod conference,1998,the use of heterogeneous structures for hierarchical database systems,d elian,,��-HOMEMADE UNIVERSAL CORSTASY CORSTASY,0
editor 's notes,m franklin,sigmod record,1998,editor Notes,a hanning,vldb,1995 Â––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––,0
binding propagation in disjunctive databases,s greco,vldb,1998,the mrpgal web web site,rqw,process-based organization,__________________________,0
caching technologies for web applications,c mohan,vldb,2001,caching technologies for web applications,t gle,e-services,2001 .0 ��,0
dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos",sigmod conference,1999,dynamat : a strong tool for managing data warehouse properties,g nocca,vlj,2001.0 ��,0
design and implementation of a genetic-based algorithm for data mining,s choenni,vldb,2000,design of a genetic algorithm for data mining,edr-scholter,vlana,1999 ��,0
on efficiently implementing schemasql on an sql database system,"l lakshmanan , f sadri , s subramanian",vldb,1999,resource management in resource management systems,n dlunni,,��9,0
simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , p deshpande , j naughton , a shukla",sigmod conference,1998,continuous optimization of linear programs,,sigmod record,1999 ��,0
aqua : a fast decision support systems using approximate query answers,"s acharya , p gibbons , v poosala",vldb,1999,a fast decision support system using approximate query answers,r shannon,sigmod conference,"2009 𐌌年, 𐌌年, 𐌌年, 𐌌年, 上年, 敡年",0
on parallel execution of multiple pipelined hash joins,"h hsiao , m chen , p yu",sigmod conference,1994,performance of fbhash ops,l jieng,,��100,0
a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,a logical foundation for deductive object-oriented databases,p sai,"acm txu , col col diana",1989.0 ��,0
exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,specification for struct statements,"nh gabriel , t gabriel",proc . of,_______________________________,0
structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,structural inheritance in the open-source database,n mollmann,"c ollenblatt, b gjul",1996 【,0
parametric query optimization,"y ioannidis , r ng , k shim , t sellis",vldb j.,1997,data,u satsuma,,1991.0 ��,0
spirit : sequential pattern mining with regular expression constraints,"m garofalakis , r rastogi , k shim",vldb,1999,sequential mining of sequential file system structure records,s n,sigmod,__________________,0
automation in information extraction and data integration,,,2002,automation in information extraction and data integration,,,1994.0,0
editor 's notes,l liu,sigmod record,2001,journal index management system,mean,sigmod conference,2003 ��,0
implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994,automatic and explicit lazy SQL queries,"m yong , g jeong",,��-2,0
exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,specific information reporting with fixed data,"l laghmann , m albergmann",t hilderlien,2002 𐔹� ��: an implementation of the C+C syntax for string input,0
extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,abstraction of the relational context,n thщmalivas,,��1,0
index configuration in object-oriented databases,e bertino,vldb j.,1994,data quality estimation,h vai,k kyoga,1993 ��,0
load shedding in a data stream manager,"n tatbul , u чetintemel , s zdonik , m cherniack , m stonebraker",vldb,2003,local search in web service catalog,"avr_g , s xor",,__________________,0
multi-dimensional selectivity estimation using compressed histogram information,"j lee , d kim , c chung",sigmod conference,1999,compute data about multi data models in relational databases at run-time,"t hrishnan , m lee",Lerner,2002 ��,0
automated resolution of semantic heterogeneity in multidatabases,"m bright , a hurson , s pakzad",acm trans . database syst .,1994,automatic resolution of semantic heterogeneity in multidatabases .,"u erc , n roberty",c ool,2013.5 ��.PLAN-,0
static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,guest writer's presentation,b aulceau,.text,2003.0 (???) col.title,0
walking through a very large virtual environment in real-time,"l shou , j chionh , z huang , y ruan , k tan",vldb,2001,walking and data management at real,m rocht,col colu,1999,0
extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,dynamic partitioning and partitioning of objects,g huarabi,sigmod conference,1998 𐢨,0
using schematically heterogeneous structures,r miller,sigmod conference,1998,,"g zimbrã , s böhler",,1999 ��,0
database technologies for electronic commerce,"r agrawal , r srikant , y xu",vldb,2002,database,"r agrawal , r srikant , y xu",,1997.0 izen,0
load shedding in a data stream manager,"n tatbul , u чetintemel , s zdonik , m cherniack , m stonebraker",vldb,2003,the hybrid tree : an index structure for high dimensional features,n vankovar,,----------,0
reverse nearest neighbor aggregates over data streams,"f korn , s muthukrishnan , d srivastava",vldb,2002,,n tseva,"acm sigmod conf ,","_. com ,",0
managing a db2 parallel edition database,g fecteau,vldb,1995,managing a db2 parallel edition database,"g gf , d james",vldb,2000 ��,0
evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998,object-oriented indexing and the retrieval of functional joins by using objects,"r mouman , m moumelydè, v oe","org , of int",1998    LIBR 2001.0 ��,0
checking the temporal integrity of interactive multimedia documents,"i mirbel , b pernici , t sellis , s tserkezoglou , m vazirgiannis",vldb j.,2000,monitoring of information integrity at the digital level,"e plonim , f s oltis",vloven,2002 ��,0
infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,infomatize: new models for using database metadata,"n dau , r o kam , je z.",,2002 ��,0
odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,author of a class,"t erik , p kacchi",uwadalcol,1985 ��,0
qursed : querying and reporting semistructured data,"y papakonstantinou , m petropoulos , v vassalos",sigmod conference,2002,query programming based on object-oriented database systems at semistructured data platform at urbana-champaign,"g yapichuan , p hayong, chai, zhong (",s sangwen,"1997.0 ����林纪,常名野宋遊 ����林纪,常名野宋",0
building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,"standardize, define, and validate methods for the storage of statistics, or for other general utility functions such as linear, log2d, logtime, etc.","s uk , t jalapulj",_____ michael,1998,0
coloring away communication in parallel query optimization,"w hasan , r motwani",vldb,1995,machine learning algorithms that work in real time; in machine learning from machine learning from data,"j mitzi , d zwil",sigmod record,1998 ��0,0
query optimization for selections using bitmaps,m wu,sigmod conference,1999,efficient usage of bitmaps used in query management,"n arun, q ur",,_.COR.DATE:,0
