ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
` river cafe ',' 1 water st. at the east river ',brooklyn,718-522-5200,american,56 ,moongate,' 1 water st. ',brooklyn,702-791-7352,` american ( new ) ',666 ,0
` les celebrites ',' 140 w. 57th st. ',` new york ',212-484-5113,american,328 ,` chin \ 's ',' 155 w. 58th st. ',` new york city ',702/791 -7111,` french ( classic ) ',446 ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444 ,tortillas,' 3799 las vegas blvd. s. ',atlanta,404/876 -8532,seafood,659 ,0
` la caridad ',' 430 broadway ',` san francisco ',415/362 -0641,cuban,479 ,` philippe \ 's the original ',' 2199 broadway ',` new york city ',212-874-2780,cafeterias,17 ,0
triangolo,' 345 e. 83rd st. ',` new york ',212-496-6031,coffeehouses,363 ,` cafe lalo ',' 3391 peachtree rd. ne ',` new york city ',404/351 -9533,french,26 ,0
` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12 ,patina,' 8284 melrose ave. ',` los angeles ',213-655-8880,californian,12 ,0
` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,asian,437 ,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` san francisco ',702-894-7111,` french ( new ) ',662 ,0
picholine,'35 w. 64th st. ',` new york ',212-724-8585,mediterranean,53 ,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213-935-5280,italian,579 ,0
` grill on the alley ',' 9560 dayton way ',` los angeles ',310-276-0615,american,9 ,` grill the ',' 3570 las vegas blvd. s ',` beverly hills ',702-737-7111,` american ( traditional ) ',9 ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444 ,` lulu restaurant-bis-cafe ',' 816 folsom st. ',` las vegas ',702-891-7374,seafood,659 ,0
` cafe claude ',' 7 claude la . ',` san francisco ',415-392-3505,french,97 ,` art \ 's delicatessen ',' 7 claude ln . ',` sherman oaks ',818/762 -1221,` french bistro ',1 ,0
` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,` american ( new ) ',276 ,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23 ,0
` le bernardin ',' 155 w. 51st st. ',` new york ',212/489 -1515,seafood,41 ,` antonio \ 's ',' 155 w. 51st st. ',` new york city ',212-489-1515,italian,660 ,0
` mesa grill ',' 102 fifth ave. ',` new york ',212-807-7400,american,47 ,` mesa grill ',' 1087 green st. ',` new york city ',770-992-5383,southwestern,47 ,0
` mesa grill ',' 102 5th ave. between 15th and 16th sts . ',` new york ',212-807-7400,american,47 ,` mesa grill ',' 102 fifth ave. ',` las vegas ',702-893-0703,southwestern,424 ,0
` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65 ,` morton \ 's ',' 5955 melrose ave. ',` new york city ',212-243-4020,` american ( new ) ',148 ,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,seafood,70 ,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,italian,659 ,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106 ,` masa \ 's ',' 648 bush st. ',` san francisco ',415-989-7154,diners,611 ,0
petrossian,' 182 w. 58th st. ',` new york ',212-245-2214,french,52 ,` ernie \ 's ',' 182 w. 58th st. ',` santa monica ',310-828-7937,american,234 ,0
katsu,' 1972 n. hillhurst ave. ',` los feliz ',213/665 -1891,asian,10 ,` steak house the ',' 1972 hillhurst ave. ',` las vegas ',702-734-0410,japanese,72 ,0
` river cafe ',' 1 water st. at the east river ',brooklyn,718-522-5200,american,56 ,` river cafe ',' 659 peachtree st. ',brooklyn,404/659 -0400,continental,56 ,0
lulu,' 816 folsom st. ',` san francisco ',415-495-5775,mediterranean,105 ,` lulu restaurant-bis-cafe ',' 3120 las vegas blvd. s ',` las vegas ',702-731-7110,mexican,105 ,0
` river cafe ',' 1 water st. ',brooklyn,718-522-5200,american,56 ,` river cafe ',' 239 w. broadway ',` new york city ',415/788 -9900,` american ( new ) ',49 ,0
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3 ,` pinot bistro ',' 14016 ventura blvd. ',` sherman oaks ',818-990-0500,` french bistro ',1 ,0
seryna,'11 e. 53rd st. ',` new york city ',212/980 -9393,asian,59 ,` la grenouille ','11 e. 53rd st. ',` new york ',212-980-9393,japanese,191 ,0
` the palm ',' 9001 santa monica blvd. ',` los angeles ',310-917-6671,californian,15 ,` philippe the original ',' 502 santa monica blvd ',chinatown,213-628-3781,american,558 ,0
` pacific dining car ',' 6th st. ',` las vegas ',213/483 -6000,american,153 ,` andre \ 's french restaurant ',' 747 ninth ave. ',` new york ',212/315 -1726,mediterranean,656 ,0
` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702-739-4651,eclectic,448 ,` sterling brunch ',' 3645 las vegas blvd. s. ',` new york ',212/243 -4020,american,673 ,0
` cafe claude ',' 7 claude la . ',` san francisco ',415/392 -3505,french,97 ,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',415-392-3505,italian,674 ,0
petrossian,' 182 w. 58th st. ',` new york ',212-245-2214,french,52 ,` monte carlo ',' 182 w. 58th st. ',` new york city ',702/731 -7888,russian,52 ,0
` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,` french bistro ',3 ,eclipse,' 7507 melrose ave. ',la,818-788-3536,californian,3 ,0
` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,french,77 ,` tre visi ',' 3000 las vegas blvd. s ',atlanta,702-891-7331,` french bistro ',674 ,0
pisces,'95 ave. a at 6th st. ',` new york city ',212/260 -6660,seafood,54 ,pisces,'95 ave. a ',` new york city ',212-687-4855,seafood,54 ,0
` georgia grille ',' 2290 peachtree rd. . peachtree square shopping center ',atlanta,404/352 -3517,american,81 ,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,american,465 ,0
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43 ,toulouse,' b peachtree rd. ',atlanta,404-231-1368,asian,92 ,0
bistro,' 2880 las vegas blvd. s. ',` las vegas ',702/791 -7111,continental,429 ,` steak house the ',' 102 fifth ave. ',` new york city ',212-807-7400,steakhouses,268 ,0
` mesa grill ',' 102 5th ave. between 15th and 16th sts . ',` new york ',212/807 -7400,american,47 ,` mesa grill ',' 102 fifth ave. ',` san francisco ',415-673-1101,southwestern,47 ,0
` roosevelt tamale parlor ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116 ,` le bernardin ',' 2817 24th st. ',` new york city ',212-489-1515,french,41 ,0
` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,` french ( new ) ',106 ,` mambo restaurante cubano ',' 648 bush st. ',` san francisco ',415-989-7154,caribbean,106 ,0
` cucina di pesce ',' 598 fourth st. ',` san francisco ',415/543 -2222,french,608 ,` la folie ','87 e. fourth st. ',` san francisco ',212-260-6800,french,104 ,0
` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,` french bistro ',69 ,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,californian,6 ,0
` campton place ',' 340 stockton st. ',` san francisco ',415/955 -5555,american,98 ,` campton place ',' 402 w. 44th st. ',` san francisco ',415-955-5555,` american ( new ) ',98 ,0
` grand cafe hotel monaco ',' 501 geary st. ',` san francisco ',415-387-2244,american,473 ,` tavola calda ',' 3355 geary st. ',la,213-935-5280,hamburgers,739 ,0
` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',664 ,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` san francisco ',702-737-7111,american,110 ,0
` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,50 ,oceana,' 1001 n. alameda st. ',` new york city ',212-759-5941,seafood,17 ,0
dawat,' 210 e. 58th st. ',` new york city ',212/355 -7555,asian,32 ,` sparks steak house ',' 2637 peachtree rd. ne ',atlanta,212-687-4855,steakhouses,85 ,0
` gotham bar & grill ','12 e. 12th st. ',` new york ',212-620-4020,american,35 ,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,446 ,0
aqua,' 252 california st. ',` san francisco ',415/956 -9662,seafood,95 ,aqua,' 435 s. la cienega blvd. ',` los angeles ',310-246-1501,` american ( new ) ',95 ,0
` le bernardin ',' 155 w. 51st st. ',` new york ',212-489-1515,french,41 ,` le bernardin ',' 155 w. 51st st. ',atlanta,404-240-1984,seafood,41 ,0
aqua,' 252 california st. ',` san francisco ',415/956 -9662,` american ( new ) ',95 ,aqua,' 252 california st. ',` san francisco ',415-956-9662,steakhouses,95 ,0
dawat,' 210 e. 58th st. ',` new york ',212-355-7555,asian,32 ,dawat,' 210 e. 58th st. ',` new york city ',415-543-6084,asian,96 ,0
` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66 ,` locanda veneta ',' 402 w. 44th st. ',` new york city ',310-274-1893,italian,37 ,0
` manhattan ocean club ','57 w. 58th st. ',` new york city ',212/758 -5757,american,45 ,' 103 west ',' 1232 w. paces ferry rd. ',atlanta,212-371-7777,seafood,675 ,0
` hotel bel-air ',' 701 stone canyon rd. ',` bel air ',310/472 -1211,californian,2 ,` bel-air hotel ',' 3700 w. flamingo ',` bel air ',310-472-1211,californian,423 ,0
` fenix at the argyle ',' 8358 sunset blvd. ',hollywood,213/848 -6677,american,7 ,bistango,' 1100 peachtree st. ',atlanta,213-848-6677,` french ( new ) ',704 ,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440 ,` sarabeth \ 's kitchen ',' 200 e. fremont st. ',` new york ',702-385-6277,` pacific rim ',71 ,0
` annie \ 's thai castle ',' 4279 roswell rd. ',atlanta,404/264 -9546,asian,381 ,` spago ( las vegas ) ',' 3400 las vegas blvd. s ',atlanta,404-255-4868,chinese,688 ,0
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212-688-6525,french,40 ,moongate,'60 w. 55th st. ',` las vegas ',702/739 -4111,` french ( classic ) ',424 ,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424 ,` border grill ',' 4th st. ',` las vegas ',310/451 -1655,mexican,673 ,0
seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,asian,59 ,` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,mexican,463 ,0
` nikolai \ 's roof ',' 255 courtland st. at harris st. ',atlanta,404-221-6362,continental,87 ,` cafe adriano ',' 255 courtland st. ',` san francisco ',415-563-4755,` american ( new ) ',87 ,0
` four seasons grill room ','99 e. 52nd st. ',` new york city ',212/754 -9494,american,34 ,' 103 west ',' 3 e. 52nd st. ',atlanta,212-752-1495,continental,675 ,0
` the palm ',' 502 santa monica blvd ',` los angeles ',310/550 -8811,american,15 ,jiraffe,' 205 e. 49th st. ',` santa monica ',310-917-6671,californian,325 ,0
` georgia grille ',' 3434 peachtree rd. ',atlanta,404-352-3517,international,90 ,` palm the ( atlanta ) ',' 3391 peachtree rd. ne ',atlanta,404-814-1955,southwestern,81 ,0
cite,' 120 w. 51st st. ',` new york ',212/956 -7100,french,220 ,` gianni \ 's ',' 155 w. 51st st. ',` new york city ',212-489-1515,seafood,41 ,0
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6 ,` don antonio \ 's ',' 1136 westwood blvd. ',` las vegas ',310-209-1422,californian,423 ,0
toulouse,' b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92 ,` uncle bill \ 's pancake house ',' 293-b peachtree rd. ',atlanta,310-545-5177,italian,92 ,0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89 ,` ritz-carlton cafe ( buckhead ) ',' 659 peachtree st. ',atlanta,404-237-2700,` american ( new ) ',89 ,0
lutece,' 249 e. 50th st. ',` new york ',212-752-2225,` french ( classic ) ',44 ,lutece,' 249 e. 50th st. ',` las vegas ',702-891-7349,southwestern,44 ,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67 ,` manhattan ocean club ',' 3200 las vegas blvd. s. ',` las vegas ',212-484-5113,chinese,45 ,0
` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90 ,` palm the ( atlanta ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,continental,89 ,0
` alley \ 's end ',' 311 w. 17th st. ',` new york ',212-475-0969,american,654 ,` la cote basque ',' 122 e. 17th st. ',` new york city ',212-688-6525,japanese,40 ,0
` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,` french ( new ) ',110 ,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` new york ',415-296-7465,` french ( new ) ',110 ,0
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46 ,` le bernardin ',' 155 w. 51st st. ',` new york ',212-371-8844,chinese,60 ,0
` carnegie deli ',' 854 7th ave. between 54th and 55th sts . ',` new york ',212/757 -2245,delis,29 ,` cafe bizou ',' 854 seventh ave. ',` sherman oaks ',818-788-3536,` french bistro ',29 ,0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89 ,` brookhaven cafe ','11 e. 53rd st. ',atlanta,212/980 -9393,vegetarian,682 ,0
vong,' 200 e. 54th st. ',` new york city ',212/486 -9592,american,373 ,` la grotta ',' 205 e. 49th st. ',atlanta,212-753-0444,italian,85 ,0
petrossian,' 405 e. 58th st. ',` new york ',212/245 -2214,` american ( new ) ',46 ,` spago ( las vegas ) ',' 3500 las vegas blvd. s. ',` new york city ',702/731 -7547,californian,433 ,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,southwestern,68 ,` coyote cafe ( las vegas ) ',' 3799 las vegas blvd. s. ',atlanta,702-891-7349,french,74 ,0
` uncle nick \ 's ',' 747 ninth ave. ',` new york city ',212-245-7992,mediterranean,64 ,` uncle nick \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702-894-7350,greek,657 ,0
` buckhead diner ',' 3073 piedmont road ',atlanta,404-262-3336,american,78 ,` cafe ritz-carlton buckhead ',' 3073 piedmont rd. ',atlanta,404-231-5907,` ext 6108 international ',78 ,0
lespinasse,' 210 e. 58th st. ',` new york city ',212-355-7555,american,43 ,dawat,' 747 9th ave. between 50th and 51st sts . ',` new york city ',212/315 -1726,greek,32 ,0
granita,' 23725 w. malibu rd. ',malibu,310/456 -0488,californian,8 ,` mandarin court ',' 23725 w. malibu rd. ',` las vegas ',310-456-0488,steakhouses,73 ,0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` american ( new ) ',89 ,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,asian,89 ,0
` river cafe ',' 1 water st. at the east river ',brooklyn,718/522 -5200,american,56 ,` ritz-carlton cafe ( buckhead ) ',' 1 water st. ',atlanta,404-237-2700,` american ( new ) ',405 ,0
` river cafe ',' 1 water st. at the east river ',brooklyn,718/522 -5200,american,56 ,` river cafe ',' 1 water st. ',brooklyn,718-522-5200,continental,56 ,0
picholine,'35 w. 64th st. ',` new york ',212/724 -8585,mediterranean,53 ,` heera of india ','35 w. 64th st. ',` new york city ',212-724-8585,asian,53 ,0
` madame ching \ 's ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437 ,` yolie \ 's ',' 3300 las vegas blvd. s. ',` santa monica ',702-894-7111,` steak houses ',589 ,0
` alain rondelli ',' 126 clement st. ',` san francisco ',415/387 -0408,french,721 ,` bill \ 's place ',' 3434 peachtree rd. ne ',` san francisco ',415-221-5262,hamburgers,90 ,0
` mesa grill ',' 102 5th ave. between 15th and 16th sts . ',` new york ',212/807 -7400,southwestern,47 ,` shun lee palace ',' 102 fifth ave. ',` new york city ',212-807-7400,asian,47 ,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449 ,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,49 ,0
mikado,' 3400 las vegas blvd. s ',` las vegas ',702-894-7350,asian,446 ,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` beverly hills ',310-659-9639,asian,657 ,0
` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415-296-7465,american,110 ,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` las vegas ',702/733 -8899,` french ( new ) ',110 ,0
` cafe lalo ',' 201 w. 83rd st. ',` new york ',212-496-6031,` coffee bar ',26 ,` masa \ 's ',' 201 w. 83rd st. ',` new york city ',212/838 -4343,` french ( new ) ',26 ,0
` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62 ,` smith & wollensky ',' 168 w. 18th st. ',` new york city ',415-431-8956,steakhouses,62 ,0
petrossian,' 182 w. 58th st. ',` new york ',212-245-2214,french,52 ,petrossian,' 7371 melrose ave. ',` new york city ',213/658 -6340,american,52 ,0
` hedgerose heights inn ',' 1232 w. paces ferry rd. ',atlanta,404/233 -7673,international,82 ,` pano \ 's & paul \ 's ',' 600 stockton st. ',atlanta,404-261-3662,` american ( new ) ',110 ,0
` la grotta ',' 2637 peachtree rd. . peachtree house condominium ',atlanta,404/231 -1368,italian,85 ,` la grotta ',' 2637 peachtree rd. ne ',` las vegas ',702-894-7111,italian,449 ,0
orso,' 402 w. 44th st. ',` new york ',212/489 -7212,italian,316 ,` island spice ',' 182 w. 58th st. ',` new york city ',212-765-1737,russian,37 ,0
` cafe blanc ',' 10250 santa monica blvd. ',` los angeles ',310-888-0108,` dive american ',546 ,valentino,' 9777 little santa monica blvd. ',` beverly hills ',310/829 -4313,` pacific new wave ',21 ,0
` le chantilly ',' 106 e. 57th st. ',` new york ',212/751 -2931,french,285 ,` cafe flore ',' 2298 market st. ',` san francisco ',212-475-0969,american,654 ,0
mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446 ,` michael \ 's ( las vegas ) ',' 532 columbus ave. ',` las vegas ',415/399 -0499,continental,664 ,0
` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18 ,` sushi nozawa ',' 11288 ventura blvd. ',atlanta,404-237-4116,japanese,595 ,0
` river cafe ',' 1 water st. at the east river ',brooklyn,718/522 -5200,` american ( new ) ',56 ,` dante \ 's down the hatch buckhead ',' 1 water st. ',brooklyn,718-522-5200,continental,56 ,0
pisces,'95 ave. a at 6th st. ',` new york ',212/260 -6660,seafood,54 ,` luna si ','95 ave. a ',atlanta,212-260-6660,italian,405 ,0
` antonio \ 's ',' 3700 w. flamingo ',` las vegas ',702-252-7702,italian,423 ,` fiore rotisserie & grille ',' 12224 ventura blvd. ',` las vegas ',818-762-1221,american,660 ,0
` cafe lalo ',' 201 w. 83rd st. ',` new york city ',212/496 -6031,coffeehouses,26 ,` golden steer ',' 308 w. sahara ave. ',` las vegas ',212-496-6031,` steak houses ',26 ,0
` hedgerose heights inn the ',' 1232 w. paces ferry rd. ',atlanta,404/261 -3662,international,82 ,` des alpes ',' 732 broadway ',` san francisco ',415/788 -9900,continental,468 ,0
` gianni \ 's ','19 old fulton st. ',` new york ',718-858-4300,seafood,255 ,` patsy \ 's pizza ',' 1 water st. ',brooklyn,718-522-5200,american,636 ,0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404-266-1440,` french bistro ',89 ,` brasserie le coze ','60 w. 55th st. between 5th and 6th ave. ',atlanta,212-688-6525,` french ( classic ) ',77 ,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,steakhouses,72 ,` morton \ 's of chicago ( atlanta ) ',' 1100 peachtree st. ',atlanta,404/724 -0901,steakhouses,704 ,0
` palace court ',' 3799 las vegas blvd. s. ',` las vegas ',702/731 -7547,continental,659 ,'em eril \ 's new orleans fish house ',' 239 w. broadway ',` new york ',702-891-7374,french,49 ,0
` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,110 ,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` las vegas ',702-731-4036,` french ( new ) ',443 ,0
` cafe claude ',' 7 claude la . ',` san francisco ',415-392-3505,french,97 ,` ritz-carlton cafe ( atlanta ) ',' 7 claude ln . ',atlanta,404/874 -5535,southern,97 ,0
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92 ,` virgil \ 's ',' 155 w. 58th st. ',` new york ',404-351-9533,` french ( new ) ',92 ,0
` kabuto sushi ',' 5937 geary blvd. ',` san francisco ',415-668-6654,asian,486 ,` khan toke thai house ',' 3570 las vegas blvd. s ',` las vegas ',702-894-7111,asian,103 ,0
` cafe adriano ',' 3127 fillmore st. ',` san francisco ',415/474 -4180,` american ( new ) ',461 ,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',` san francisco ',415-563-4755,southern,86 ,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424 ,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664 ,0
` gotham bar & grill ','12 e. 12th st. ',` new york ',212/620 -4020,american,35 ,` gotham bar & grill ',' 210 e. 46th st. ',` new york city ',212-620-4020,` american ( new ) ',35 ,0
` sterling brunch ',' 2880 las vegas blvd. s ',` las vegas ',702-739-4651,` steak houses ',673 ,` cafe lalo ',' 3645 las vegas blvd. s. ',` las vegas ',212-496-6031,` coffee bar ',26 ,0
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york ',212/339 -6719,american,43 ,bistro,' 2 e. 55th st. ',` new york city ',212-339-6719,eclectic,673 ,0
` nikolai \ 's roof ',' 255 courtland st. ',atlanta,404-221-6362,continental,87 ,` nikolai \ 's roof ',' 3570 las vegas blvd. s ',atlanta,702/731 -7888,continental,438 ,0
campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4 ,campanile,' 624 s. la brea ave. ',` los angeles ',702/891 -7349,californian,4 ,0
granita,' 23725 w. malibu rd. ',malibu,310/456 -0488,californian,8 ,granita,' 23725 w. malibu rd. ',` san francisco ',310-456-0488,californian,8 ,0
` la caravelle ','13 w. 54th st. ',` new york ',212-307-7311,french,39 ,aquavit,' 3000 w. paradise rd. ',` new york city ',702/732 -5111,continental,24 ,0
` la taqueria ',' 2889 mission st. ',` san francisco ',415/861 -6224,mexican,494 ,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york city ',415-285-7117,american,736 ,0
` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452 ,` joe \ 's ',' 1023 abbot kinney blvd. ',` las vegas ',702/734 -0410,` american ( new ) ',560 ,0
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6 ,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',213-857-0034,american,749 ,0
` mesa grill ',' 102 fifth ave. ',` new york ',212-807-7400,seafood,345 ,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ',` new york city ',404-237-2700,` american ( new ) ',47 ,0
` java jive ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86 ,` ritz-carlton cafe ( buckhead ) ',' 790 ponce de leon ave. ',atlanta,404-876-6161,` american ( new ) ',89 ,0
` art \ 's delicatessen ',' 14016 ventura blvd. ',` sherman oaks ',818/762 -1221,` french bistro ',1 ,` river cafe ',' 1 water st. ',brooklyn,818-788-3536,american,56 ,0
` coyote cafe ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,southwestern,68 ,` tre visi ',' 201 e. 49th st. ',` new york city ',212-753-1530,steakhouses,674 ,0
matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310/659 -9639,asian,14 ,matsuhisa,' 1931 peachtree rd. ',atlanta,404-659-0400,` french ( classic ) ',14 ,0
` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,italian,461 ,lespinasse,' 2 e. 55th st. ',` san francisco ',212/339 -6719,american,43 ,0
` cafe adriano ',' 1870 fillmore st. ',` san francisco ',415/474 -4180,italian,749 ,` cafe adriano ',' 3127 fillmore st. ',` san francisco ',415-563-4755,american,108 ,0
` bone \ 's ',' 2450 broadway ',atlanta,404/237 -2663,american,76 ,` carmine \ 's ',' 303 peachtree st. ne ',atlanta,212-362-2200,italian,28 ,0
` hawthorne lane ','22 hawthorne st. ',` san francisco ',415-777-9779,american,102 ,` hedgerose heights inn ',' 1232 w. paces ferry rd. ',atlanta,404-261-3662,californian,102 ,0
orso,' 210 e. 46th st. ',` new york ',212/489 -7212,italian,316 ,` art \ 's delicatessen ',' 12224 ventura blvd. ',` new york city ',212-687-4855,steakhouses,641 ,0
` palm the ( los angeles ) ',' 9001 santa monica blvd. ',` los angeles ',310-550-8811,american,15 ,` coyote cafe ',' 3200 las vegas blvd. s. ',` w. hollywood ',702-893-0703,southwestern,68 ,0
toulouse,' 1931 peachtree rd. ',atlanta,404/355 -5993,` french ( new ) ',405 ,'em press court ',' 293-b peachtree rd. ',atlanta,404-351-9533,chinese,92 ,0
