,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
13,fibonacci : a programming language for object databases,"m bever , pc lockemann",vldb j.,1995 ,a system for watermarking relational databases,"r agrawal , p haas , j kiernan","acm transactions on database systems ,",1985.0 ,0
14,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa",vldb, ,dynamic multi-resource load balancing in parallel db systems,"p seshadri , m livny , r ramakrishnan",, ,0
15,updating knowledge bases while maintaining their consistency,"e teniente , a olivã ©",the vldb, ,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton",acm trans . database syst .,1995 ,0
16,change detection in hierarchically structured information,"i muslea , s minton , ca knoblock",sigmod conference,1996 ,hierarchical wrapper induction for semistructured information sources,"k ramamritham , y atfi , c batini , m eitan , v gregg , d phatak","autonomous agents and multi-agent systems ,",2001.0 ,0
17,extracting typed values from semistructured databases,"a arasu , h garcia-molina",,2003 ,experiences in federated databases : from iro-db to miro-web,p manghi,"new york , ny ,", ,0
18,massive stochastic testing of sql,d slutz,vldb,1998 ,massive stochastic testing of sql,dr slutz,sigmod conference,1994 ,0
19,resource scheduling in enhanced pay-per-view continuous media databases,"m garofalakis , b жzden , a silberschatz",vldb j.,1998 ,dynamic memory adjustment for external mergesort,mn garofalakis,"vldb ,",1997.0 ,0
20,towards on-line analytical mining in large databases,j han,sigmod record, ,data analysis and mining in the life sciences,"fc hoppensteadt , cs peskin","acm sigmod record ,",1992.0 ,0
21,data modeling of time-based media,"s gibbs , c breiteneder , d tsichritzis",sigmod conference,1994 ,data modeling of time-based media,"s gibbs , c breiteneder , d tsichritzis","sigmod conference ,",1994.0 ,0
22,caching strategies for data-intensive web sites,"k yagoub , d florescu , v issarny , p valduriez",vldb,2000 ,editor 's notes,"k yagoub , d florescu , v issarny , p valduriez",sigmod record,2000.0 ,0
23,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994 ,online association rule mining,"t brinkhoff , hp kriegel , b seeger",sigmod conference,2000.0 ,0
24,declarative updates of relational databases,w chen,acm trans . database syst .,1995 ,closing the key loophole in mls databases,ye lien,"acm transactions on database systems ( tods ) ,",2003.0 ,0
25,efficient integration and aggregation of historical information,"m riedewald , d agrawal , a abbadi",sigmod conference,2002.0 ,efficient integration and aggregation of historical information,"m riedewald , d agrawal",sigmod conference,1998 ,0
26,yangx . structured document storage and refined declarative and navigational access mechanisms in,"k bіhm , k aberer , e neuhold , x yang",vldb j.,1997 ,continuous queries over data streams,"k boehm , nej abererk","acm transactions on database systems ,", ,0
27,locally adaptive dimensionality reduction for indexing large time series databases,"e keogh , k chakrabarti , m pazzani",sigmod conference,2001 ,mehrotra . 2001 . locally adaptive dimensionality reduction for indexing large time series databases,s ashok,proceedings of 2001 acm sigmod international conference on, ,0
28,storing semistructured data with stored,"ad dfs , m fernandez , d suciu",vldb,2001 ,histogram-based approximation of set-valued query-answers,"ye ioannidis , v poosala",vldb,1999 ,0
29,xquery formal semantics : state and challenges,p fankhauser,"sigmod record ,",2001 ,research issues for data communication in mobile ad-hoc network database systems,p fankhauser,"sigmod record ,",2001.0 ,0
30,guest editorial,,,2003 ,efficient algorithms for processing xpath queries . extended version,"g gottlob , c koch , r pichler","machine learning ,", ,0
31,sampling large databases for association rules,h toivonen,vldb,1996 ,mining association rules between sets of items in large database,"s acharaya , pb gibbons , v poosala","conference on management of data ,", ,0
32,the network is the database : data management for highly distributed systems,jb rothnie,"vldb ,",2001 ,an algebraic approach to rule analysis in expert database systems,"e baralis , j widom","proceedings of the international conference on very large & hellip ; ,",1978.0 ,0
33,wavecluster : a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang",vldb j.,2000 ,the mariposa distributed database management system,"o shmueli , j widom , g sheikholeslami , s chatterjee",sigmod record,1996 ,0
34,guest editorial,,,2002 ,editorial,s rudkin,"bt technology journal ,",2005.0 ,0
35,"jensen , c. , leutenegger , s. , lopez , m. , '' indexing the positions of continuously moving objects , ''","s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000 ,safe query languages for constraint databases,s saltenisâ ? ¦,"proc . acm sigmod ,", ,0
36,telegraphcq : continuous dataflow processing,"s chandrasekaran , o cooper , a deshpande , mj",sigmod conference,2003 ,data structure for association rule mining : t-tree and p-trees .,"e han , g karypis , v kumar",sigmod conference, ,0
37,2p : clustering based on closest pairs,"a nanopoulos , y theodoridis , y manolopoulos",vldb, ,an introduction to spatial database systems,"n alexandros , t yannis , mc yannis","acm sigmod record ,",1995.0 ,0
38,database systems - breaking out of the box,"a silberschatz , s zdonik",sigmod record,1997 ,"strategic directions in database systems { breaking out of the box . acm computing surveys , 28 ( 4 ) :","g gardarin , f sha , z tang",vldb,1996 ,0
39,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996 ,rule management in objectoriented database systems,"o diaz , nw paton , pmd gray",proc . 2001, ,0
40,a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",sigmod conference,1996 ,mining generalized association rules . [ p : 407 ] in : proceedings of the 21 stvery large data bases,"p buneman , s davidson","proceedings of acm sigmod conference ,",1998 ,0
41,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999 ,the ccube constraint object-oriented database system,"rw moore , a jagatheesan",sigmod conference,1998 ,0
42,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo","conference proceedings on data management 91 table of & hellip ; ,",1999 ,a survey of object oriented database systems,,,1996 ,0
43,exact : an extensible approach to active object-oriented databases,"d mccarthy , u dayal","proc . 1989 acm-sigmod conference on management of data , & hellip ; ,", ,guest editor 's introduction,,,1998.0 ,0
44,an efficient index structure for high dimensional image data,"t kahveci , a singh",vldb,2001 ,relating distributed objects,"js yoo , mk shin , sh lee , ks choi , kh cho , dy hur",, ,0
45,cache conscious indexing for decision-support in main memory,"j rao , k ross",vldb,1999.0 ,cache conscious indexing for decision-support in main memory,"j rao , ka ross",sigmod record,1989.0 ,0
46,enabling dynamic content caching for database-driven web sites,"k candan , w li , q luo , w hsiung , d agrawal",sigmod conference, ,caching strategies for data-intensive web sites,d florescu,vldb,1994.0 ,0
47,reminiscences an influential papers,,sigmod,2003 ,reminiscences on influential papers,,,2002.0 ,0
48,xxl - a library approach to supporting efficient implementations of advanced database queries,"j bercken , b blohsfeld , j dittrich , j krфmer , t schфfer , m schneider , b seeger",vldb,2001 ,xxl-a library approach to supporting e cient implementations of advanced database queries,"j van den bercken , b blohsfeld , jp dittrich , j",sigmod record, ,0
49,nsf workshop on visual information management systems,"d abel , k taylor , d kuo",sigmod record,1997 ,"donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy data",r jain,vldb,1993.0 ,0
50,the effectiveness of gloss for the text database discovery problem,"l gravano , h garcia-molina , a tomasic",proceedings of the acm,1994 ,the e ectiveness of gloss for text database discovery problem,"l gravano , h garcia-molina , a tomasic",proc . of the intl. conf . on very large data bases, ,0
51,editorial,,,2001 ,guest editorial,"z bankowski , a scott , f snyder","european law journal ,",1998.0 ,0
52,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system","g gardarin , f sha , z tang",vldb, ,calibrating the query optimizer cost model of iroâ ?? db an object oriented federated database system,g gardarin,proceedings of the 22 thconference on very large data bases,1996 ,0
53,schema mapping as query discovery,"r miller , l haas , m hernсndez",vldb,2000 ,hernâ ?? andezma ( 2000 ) schemamapping as query discovery,hl millerrj,proc 26th int conf onvery large data, ,0
54,toward recovery-oriented computing,a fox,vldb,2002.0 ,minicon : a scalable algorithm for answering queries using views,a fox,"vldb ,",2001.0 ,0
55,the garlic project,mt rothâ ? ¦,sigmod conference, ,managing financial time series data : object-relational and object database systems,"l molesky , m caruso",tutorial vldb,2000 ,0
56,interview with authors,,,2003 ,data modelling versus ontology engineering,"p spyns , r meersman , m jarrar","sigmod record ,",2002 ,0
57,sql query optimization : reordering for a general class of queries,"p goel , b iyer",sigmod conference,1996 ,sql query optimization : reordering for a general class of queries,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou","sigmod conference ,",1996.0 ,0
58,normal forms and relational database operators,"m winslett , k smith , x qian",acm trans . database syst .,1994 ,optimization of constrained frequent set queries with 2-variable constraints,r fagin,, ,0
59,change-centric management of versions in an xml warehouse,"a marian , s abiteboul , g cobena , l mignet",vldb,2001 ,"change-centric management of versions in an xml warehouse , september 2001","m jaedicke , b mitschang",, ,0
60,containment join size estimation : models and methods,"w wang , h jiang , h lu , j yu",sigmod conference,2003 ,predictive dynamic load balancing of parallel and distributed rule and query processing,"w wang , h jiang , h lu , jx yu",sigmod conference,2003.0 ,0
61,re-tree : an efficient index structure for regular expressions,"n katayama , s satoh","acm sigmod conference ,",2003 ,the sr-tree : an index structure for high dimensional data,"n pappas , s christodoulakis",vldb, ,0
62,space-efficient online computation of quantile summaries,"m greenwald , s khanna",sigmod conference,2001 ,database management systems,n mohan,"sigmod conference ,",2001.0 ,0
63,guest editorial,,,2000 ,guest editors ' introduction,"dc phillips , e callan","international journal of educational research ,", ,0
64,"building a scaleable geo-spatial dbms : technology , implementation , and evaluation","j patel , jb yu , n kabra , k tufte , b nag , j burger ,",sigmod conference,1997 ,eddies : continuously adaptive query processing,"r avnur , j hellerstein","sigmod record ,",1997.0 ,0
65,dynamic itemset counting and implication rules for market basket data,"s brin , r motwani , j ullman , s tsur",sigmod conference,1997 ,dynamic itemset counting and implication rules fopr market basket data,"s brin , r motwani , jd ullman , s tsur",proc ., ,0
66,online query processing,,,2001 ,extensible query processing in starburst,"lm haas , jc freytag , gm lohman , h pirahesh",, ,0
67,dynamic maintenance of data distribution for selectivity estimation,"l jin , c li",vldb j.,1994 ,unisql 's next-generation object-relational,"a d'andrea , p janus",,1996.0 ,0
68,guest editorial,,,2000 ,a unified framework for enforcing multiple access control policies,c allocchio,"computer networks ,",2000.0 ,0
69,capability based mediation in tsimmis,"c li , r yerneni , v vassalos , h garcia-molina , y papakonstantinou , j ullman , m valiveti",sigmod conference,1998 ,"capability based mediation in tsimmis , 1998","c li , r yerneni , v vassalos , h garcia-molina , y","demonstration ,", ,0
70,locking protocols for concurrency control in real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995 ,efficient and extensible algorithms for multi query optimization,"sl hung , ky lam","acm sigmod record ,",1992.0 ,0
71,resource scheduling in enhanced pay-per-view continuous media databases,"m garofalakis , b жzden , a silberschatz",vldb,1997 ,design and implementation of an extensible database management system supporting user defined data,mn garofalakis,"proceedings of the international conference on very large & hellip ; ,",1997.0 ,0
72,join index hierarchies for supporting efficient navigations in object-oriented databases,"j han , z xie , y fu",vldb,1994 ,new neighbor search in large metric space,"t bozkaya , z жzsoyoglu",,1999 ,0
73,foreword,,,1994 ,query processing in sdd-1 : a system for distributed databases,"ra hoffman , rj strangeway , sb mende","journal of geophysical research ( space physics ,",2003.0 ,0
74,tail recursion elimination in deductive databases,k ross,,1996 ,bottom-up query evaluation in extended deductive databases,s brass,"proceedings of the international conference on very large & hellip ; ,", ,0
75,a scalable hash ripple join algorithm,"g luo , c ellmann , p haas , j naughton",sigmod conference, ,continuously adaptive continuous queries over streams,g luo,"acm sigmod ,", ,0
76,normalization in oodb design,b lee,acm sigmod record-1999-24,1995 ,similarity query processing using disk arrays,"a papadopoulos , y manolopoulos",vldb j., ,0
77,use of a component architecture in integrating relational and non-relational storage systems,r atkinson,sigmod conference,1995 ,use of a component architecture in integrating relational and non-relational,r atkinson,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0 ,0
78,materialized views selection in a multidimensional database,"e baralis , s paraboschi , e teniente",vldb,1997 ,opt + + : an object-oriented implementation for extensible database query optimization,"m gyssens , l lakshmanan",proceedings of the 23rd vldb,1994.0 ,0
79,mining frequent patterns without candidate generation,"j han , j pei , y yin",sigmod conference,2000 ,source acm transactions on database systems ( tods ) archive,"j han , j pei , y yin","proceedings of the 2000 acm sigmod , dallas , texas , usa ,", ,0
80,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001 ,storage and retrieval of xml data using relational databases,"z chen , j gehrke , f korn",sigmod conference, ,0
81,x-ray-towards integrating xml and relational database systems,"g kappel , e kapsammer , s rausch-schott , w","lecture notes in computer science ,",2001 ,integrating reliable memory in databases,"wt ng , pm chen","the vldb journal the international journal on very large & hellip ; ,",1998.0 ,0
82,optimizing queries on files,"s amer-yahia , t johnson",vldb,2000 ,template-based wrappers in the tsimmis system,mp consens,, ,0
83,a logical semantics for object-oriented databases,"a formica , h grіger , m missikoff",acm trans . database syst ., ,query caching and optimization in distributed mediator systems,j meseguer,,1996 ,0
84,m. hern andez . schema mapping as query discovery,"r miller , l haas , m hernсndez",vldb, ,efficient incremental garbage collection for client-server object database systems,"l amsaleg , m franklin , o gruber","proc vldb ,",1995 ,0
85,concurrency and recovery for index trees,"d lomet , b salzberg",vldb j., ,concurrency and recovery for index trees,"b salzberg , d lomet",,1995 ,0
86,report on the second ieee metadata conference ( metadata ' 97 ),"r musick , c miller",,1998 ,report on the second ieee metadata conference ( metadata ' 97 ),n wall,"bt technology journal ,",2000.0 ,0
87,the o2 object-oriented database system,"g kappel , w retschitzegger",sigmod record,1998 ,xperanto : publishing object-relational data as xml,f bancilhon,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0 ,0
88,clustering methods for large databases : from the past to the future,"da keim , a hinneburg",sigmod conference,1999.0 ,clustering techniques for large data setsâ ?? from the past to the future,j hammer,"conference on knowledge discovery in data ,",1997 ,0
89,the future of web services - i,a bosworth,sigmod conference, ,software agents : the future of web services,e schwartz,sigmod record,1999.0 ,0
90,efficient approximation of optimization queries under parametric aggregation constraints,"s guha , d gunopulos , n koudas , d srivastava , m vlachos",vldb,2003 ,an adaptive data replication algorithm,"s guha , d gunopulos , n koudas , d srivastava , m","acm transactions on database systems ,",2003.0 ,0
91,a patent search and classification system,"r domenig , k dittrich",sigmod record,1999 ,metu object-oriented database system,ls larkey,acm trans . database syst ., ,0
92,fast-start : quick fault recovery in oracle,"t lahiri , a ganesh , r weiss , a joshi",sigmod conference, ,multimedia-miner : a system prototype formultimedia data mining,"j han , k koperski , n stefanovic","proc . of1998acm sigmod conf on management of data . seattle ,",1997 ,0
93,semantic and schematic similarities between database objects : a context-based approach,"v kashyap , a sheth",vldb j., ,semantic similarities between objects in multiple databases : a context-based approach,acms anthology,"the vldb journal-an international journal on very large & hellip ; ,",1999.0 ,0
94,temporal fds on complex objects,j wijsen,acm trans . database syst .,1999 ,temporal fds on complex objects,"l molesky , k ramamritham","acm transactions on database systems ,", ,0
95,random sampling techniques for space efficient online computation of order statistics of large datasets,"g manku , s rajagopalan , b lindsay",proc . sigmodâ ?? 99 int &#39; l conf . on management of, ,safe lazy software upgrades in object-oriented databases,"m doherty , r hull , m rupawalla",, ,0
96,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record, ,optimizing queries with universal quantification in object-oriented and object-relational databases,"r rantzau , ld shapiro , b mitschang , q wang","proc . vldb ,", ,0
97,optimizing multiple dimensional queries simultaneously in multidimensional databases,"w liang , m orlowska , j yu",vldb j.,2000.0 ,optimizing multiple dimensional queries simultaneously in multidimensional databases,pgbisql queryoptimization,vldb j., ,0
98,"a distributed scientific data archive using the web , xml and sql/med .",acms anthology,sigmod record,1999 ,wavelet-based histograms for selectivity estimation,"y matias , j vitter , m wang","sigmod record ,", ,0
99,the middleware muddle,d ritter,sigmod record,1998 ,too much middleware,m stonebraker,"sigmod record ,",2002.0 ,0
100,the buddy-tree : an efficient and robust access method for spatial data base systems,"r ng , j han",vldb,1994 ,a low overhead high performance buffer replacement algorithm,"b seeger , hp kriegel","vldb ,",1990.0 ,0
101,languages for multi-database interoperability,"g frederic , vs lakshmanan laks , n subramaman iyer ,",sigmod conference,1997 ,languages for multi-database interoperability,,"ptoc . of the acm sigmod , tucson , arizona , may ,", ,0
102,application architecture : 2tier or 3tier ? what is dbms 's role ? ( panel abstract ),a nori,sigmod conference,2000.0 ,webservice composition with o'grape and osiris,ak nori,"proceedings of the 2000 acm sigmod international conference & hellip ; ,",2003 ,0
103,automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",,2000 ,materialized views in action,"j banerjee , wk semantics",sigmod conference, ,0
104,from structured documents to novel query facilities,"v christophides , s abiteboul , s cluet , m scholl",sigmod conference,1994 ,the design and implementation of an extendible deductive database system,"v christophides , s abiteboul , s cluet , m scholl","sigmod record ,",1989.0 ,0
105,similarity based retrieval of pictures using indices on spatial relationships,"a sistla , c yu , c liu , k liu",vldb, ,retrieval of pictures using a similarity based approach employing indices on spatial relationships,"ap sistla , c yu",,2000 ,0
106,issues in data stream management,"l golab , m жzsu",sigmod record, ,distributed processing over stand-alone systems and applications,"pav hall , s papadopoulos",vldb,1997 ,0
107,semistructured und structured data in the web : going back and forth,"p atzeni , g mecca , p merialdo",sigmod record, ,semistructured and structured data in the web : going back and forth,"p merialdo , p atzeni , g mecca","& hellip ; the management of semistructured data ( in conjunction with & hellip ; ,", ,0
108,managing intervals efficiently in object-relational databases,"h kriegel , m pіtke , t seidl","the vldb journal the international journal on very large & hellip ; ,",2000 ,index nesting-an efficient approach to indexing in object-oriented databases,"bc ooi , j han , h lu , kl tan","springer verlag ,",1996.0 ,0
109,"an efficient clustering algorithm for large data bases , sigmod 1998","s guha , r rastogi , k shim",sigmod conference,1998 ,human factors and the design of user interface management systems,"s guha , r rastogi , a cure","proceedings of acm sigmod international conference on & hellip ; ,", ,0
110,random sampling from relational databases,"s agrawal , s chaudhuri , g das",sigmod conference,2002 ,scalable parallel data mining for association rules,"f olken , d rotem","proc . vldb &#39; 86 twelfth international conference on very large & hellip ; ,",1997 ,0
111,editor 's notes,l liu,sigmod record,1993.0 ,"realm-based spatial data types : the rose algebra . fernuniversitã $ t hagen , report 141 , 1993 , to",l sechrest,"new directions for program evaluation ,", ,0
112,storage and retrieval of xml data using relational databases,"wc lee , g mitchell , x zhang","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2001 ,memory-contention responsive hash joins,"dl davison , g graefe",vldb,2000.0 ,0
113,smooth - a distributed multimedia database system,tl kunii,"vldb ,",1977.0 ,design criteria for distributed database systems,"a ailamaki , j gehrke",sigmod record,2003.0 ,0
114,psoup : a system for streaming queries over streaming data,"s chandrasekaran , mj franklin",vldb j.,2003 ,query optimization for parallel execution,s chaudhuri,"the vldb journal the international journal on very large & hellip ; ,", ,0
115,a new passenger support system for public transport using mobile database access,"k goto , y kambayashi",vldb,2002 ,a new passenger support system for public transport using mobile database access,"r pottinger , a halevy","vldb ,",2001 ,0
116,sampling large databases for association rules,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k",vldb,1996 ,algorithms for mining association rules for binary segmentations of huge categorical databases,t chiueh,vldb,1998.0 ,0
117,the design of an acquisitional query processor for sensor networks,"s madden , m franklin , j hellerstein , w hong",sigmod conference, ,on completeness of historical relational query languages,"j clifford , a croker , a tuzhilin","acm sigmod record ,",1994 ,0
118,metu object-oriented dbms,"a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin","proceedings of acm sigmod intl. conf . on management of data , & hellip ; ,",1994 ,"metu object-oriented database system , demo description",a dogac,vldb j.,1988.0 ,0
119,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , t schwarz",sigmod conference,2000 ,lh * rsâ ?? a highly-available scalable distributed data structure,"w litwin , r moussa",sigmod record,2005.0 ,0
120,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002 ,editors ' notes,"s amer-yahia , s cho , l lakshmanan , d srivastava","proc . of the acm sigmod conf . on management of data ,", ,0
121,extraction of object-oriented structures from existing relational databases,"j orenstein , d kamber",vldb,1997.0 ,a product specification database for visual prototyping,"s ramanathan , j hodges",vldb,1995.0 ,0
122,act-net - the active database management system manifesto : a rulebase of adbms features,dr mccarthy,sigmod record,1996 ,the architecture of an active data base management system,"t imielinski , s viswanathan , b badrinath",sigmod conference, ,0
123,your mediators need data conversion !,"s cluet , c delobel , j simщon , k smaga",sigmod conference, ,guest editorial,"s cluet , c delobel , j sim","acm sigmod conf . on management of data ,",1992.0 ,0
124,realm-based spatial data types : the rose algebra,rh gtifing,vldb j.,1995 ,cql : a language for continuous queries over streams and relations,"a arasu , s babu , j widom",,1995.0 ,0
125,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",,2002 ,the semantic web : semantics for data on the web,"n bruno , n koudas , d srivastava",,2003 ,0
126,conceptual schema analysis : techniques and applications,"s castano , v antonellis , m fugini , b pernici",acm trans . database syst .,1998 ,conceptual schema analysis : techniques and applications,"s castano , v de antonellis , mg fugini , b pernici","acm transactions on database systems ,",1998.0 ,0
127,internet traffic warehouse,"c chen , m cochinwala , c petrone , m pucci , s samtani , p santa , m mesiti",sigmod conference,2000 ,exploiting constraint-like data characterizations in query optimization,"cm chen , m cochinwala , c petrone , m pucci , s","sigmod conference ,",2000.0 ,0
128,answering complex sql queries using automatic tables,"m zaharioudakis , r cochrane , g lapis , h pirahesh , m urata",sigmod conference,2000 ,"ptool : a low overhead , scalable object manager , ''","rl grossman , x qin",, ,0
129,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998 ,optimization in distributed mediator systems,"g vossen , m weske","proc . acm sigmod ,",1999.0 ,0
130,caprera : an activity framework for transaction processing on wide-area networks proceedings of the,"s kumar , e kwang , d agrawal",vldb,1997 ,searching in metric spaces,"s kumar , e kwang , d agrawal","athens , greece , august ,", ,0
131,generalized search trees for database systems,"j hellerstein , j naughton , a pfeffer","sigmod record ,",1995 ,guest editors note,"s conrad , b eaglestone , w hasselbring , m roantree ,","electronic markets ,",1997.0 ,0
132,picodmbs : scaling down database techniques for the smartcard,"c bobineau , l bouganim , p pucheral , p valduriez",vldb,2000 ,efficiently publishing xml views of relational databases,"c bobineau , l bouganim , p pucheral , p valduriez","cairo , september ,", ,0
133,optimizing queries with universal quantification in object-oriented and object-relational databases,"j claussen , a kemper , g moerkotte , k peithner",acm trans . database syst .,1995 ,database research at mcc,e lowenthal,"vldb ,",1994 ,0
134,locking protocols for materialized aggregate join views,"g luo , j naughton , c ellmann , m watzke",vldb,2003 ,design and implementation of spatiotemporal database query processing system,"dh kim , kh ryu , ch park","proceedings of the international conference on very large & hellip ; ,",2003.0 ,0
135,database research at nthu and itri,a chen,sigmod record,1996.0 ,the database and information system research group at the university of ulm,"sd urban , sw dietrich , f golshani",sigmod record,1997 ,0
136,index nesting - an efficient approach to indexing in object-oriented databases,"ks sang , jl yoon",vldb j.,1996.0 ,hierarchies and relative operators in the olap environment,"e pourabbas , m rafanelli","information sciences ,",2000.0 ,0
137,efficiently supporting ad hoc queries in large datasets of time sequences,"f korn , h jagadish , c faloutsos",sigmod conference, ,efficiently suporting ad hoc queries in large datasets of time,"jl de oliveira , cb medeiros",,1999 ,0
138,query optimization in compressed database systems,"gm chiu , cs raghavendra",sigmod conference,2001 ,a model for optimal database allocation in distributed computer systems,m datenbanken,"ieee computer ,", ,0
139,a framework for change diagnosis of data streams,c aggarwal,sigmod conference,2003 ,a martingale framework for concept change detection in time-varying data streams,"j park , m chen , p yu",sigmod conference, ,0
140,banks : browsing and keyword searching in relational databases,"b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan",vldb,2002.0 ,extraction of object-oriented structures from existing relational databases,"b aditya , g bhalotia , s chakrabarti , a hulgeri , c",sigmod record, ,0
141,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"h korth , g speegle",acm trans . database syst .,1994 ,information management for genome level bioinformatics,gd speegle,"international snow leopard trust , seattle , washington ,", ,0
142,maintenance of data cubes and summary tables in a warehouse,"i mumick , d quass , b mumick",sigmod conference,1997 ,timber : a native xml database,"ismd quass , bs mumick","i > proc . acm sigmod int &#39; l conf . management of data , < / i ,",1997.0 ,0
143,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo","constraints ,",1999 ,the ccube constraint object-oriented database system,"a brodsky , ve segal , j chen , pa exarkhopoulo",sigmod conference,1997.0 ,0
144,socqet : semantic olap with compressed cube and summarization,"l lakshmanan , j pei , y zhao",sigmod conference,2003 ,similarity search for adaptive ellipsoid queries using spatial transformation,"y sakurai , m yoshikawa , r kataoka , s uemura",, ,0
145,"towards adaptive workflow systems , cscw-98 workshop report",,, ,"towards adaptive workflow systems , cscw-98 workshop , proceedings","m klein , c dellarocas , a bernstein","proc . seattle , washington , november ,",2001 ,0
146,query processing and caching in tertiary memory,s sarawagi,vldb,1995 ,automatic subspace clustering of high dimensional data for data mining applications,s sarawagi,"proc . of the 21st conference on very large databases , zurich ,", ,0
147,media360 workflow-implementing a workflow engine inside a database,c blecken,vldb,2000 ,a deductive and object-oriented database system : why and how ?,c blecken,"proceedings of the international conference on very large & hellip ; ,",2000.0 ,0
148,interviewing during a tight job market,,,2002.0 ,devise : integrated querying and visualization of large datasets,"zg ives , q luo","acm sigmod record ,",2002.0 ,0
