ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
microsoft licenses win svr 2003 device cal l/sa ( r1800144 ),microsoft licenses,74.59,microsoft licenses WIN 7200_VC wm rv wmi r200 s,microsoft licenses,84.29 ,0
stomp inc drive washer,stomp inc,,smash inc drive washer,smash inc,,0
adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe col col web standard web standard upsell (4.5 MB download),adobe,,0
reader rabbit kindergarten version 1.1,the learning company,9.99,reader rabbit kindergarten version 1.1,the learning company,9.99 ,0
adobe creative suite cs3 master collection [ mac ],adobe,2499.0,adobe creative suite cs3 master collection,adobe,1819.99 ,0
microsoft digital image suite plus [ lb ],microsoft software,129.95,microsoft digital image suite plus [ lb ],,129.95 ,0
peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,SAL,sage software,599.99 ,0
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe Creative Suite v3.0,adobe,119.50 ,0
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe cs3 upgrade [ mac ],adobe,199.0 ,0
microsoft office small business 2007 full version,microsoft,449.95,microsoft office small business 616.95,microsoft,449.95 abul,0
microsoft office small business 2007 full version,microsoft,449.95,microsoft office small business 2010 full version,microsoft,569.95 ..............................................................,0
microsoft word 2007 version upgrade,microsoft,109.95,microsoft word 2007 version upgrade,microsoft,$59.99 ,0
microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office frontpage 2003 student version windows ),microsoft,163.49,0
family tree maker version 16 collectors edition,encore software,,family tree,encore software,,0
panda internet security 2007 3-user,panda software,69.95,panda web security 2003 12-user,panda software,69.95 ,0
family tree maker version 16 collectors edition,encore software,,title,encore software,,0
microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft visio standard 2007 version upgrade,microsoft,129.95 ,0
adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0 ,0
panda internet security 2007 3-user,panda software,69.95,panda internet security 2007 3-user,panda software,69.95  ,0
vcomm system suite professional 7,avanquest,49.95,vcomm system suite professional 1,avanquest,49.95 ,0
street atlas usa 2007 plus dvd,delorme,59.95,street atlas usa 2007 plus dvd,delorme,59.95,0
jumpstart world 1st grade,knowledge adventure,19.99,world 2nd grad,knowledge Adventure,,0
world of warcraft pc,vivendi,35.7,world of warcraft pc,vivendi,????,0
instant immersion japanese deluxe 2.0,topics entertainment,39.99,instant immersion japanese deluxe 2.0,topics entertainment,39.99  title,0
instant immersion spanish ( audio book ),topics entertainment,,instant immersion spanish ( graphic novel ),topics,,0
adobe creative suite cs3 master collection [ mac ],adobe,2499.0,Adobe Creative Suite cs3 $0.99 .,adobe,,0
jumpstart world 1st grade,knowledge adventure,19.99,jumpstart world 1st grade,knowledge adventure,19.99,0
photo objects 150 000 for macintosh,nova development,49.99,color photos,nova development,49.99 ,0
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,cs3 upgrade [ mac ],adobe,,0
microsoft word 2004 ( mac ),microsoft,229.99,microsoft word 2004-2005 ( mac ),microsoft,price 89.99,0
state standards grade 8,topics entertainment,29.95,state standards grade 9,topics entertainment,29.95 ,0
adobe after effects professional 7.0,adobe,999.0,adobe after effects professional 6.0,comsoft,800.00 ,0
microsoft data analyzer 2002,microsoft,179.0,microsoft data analyzer 2002,microsoft,18.1 microsoft,0
reader rabbit kindergarten version 1.1,the learning company,9.99,reader rabbit kindergarten version 1.1,the learning company,9.99 ,0
airline tycoon deluxe,topware interactive,19.99,airline tycoon deluxe,topware interactive,19.99 ,0
adobe premiere elements 3.0,adobe,99.99,adobe premiere elements 3.0,adobe,99.99 ,0
sudoku puzzle addict : unlimited edition,global-software-publ-na,,sudoku puzzle addict : unlimited edition,global-soft-products-publ,n. 3,0
avid liquid vs 7 software,avid technology,888.75,,id value,844.73,0
punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch ! master landscape professional & home design v 10.0,punch ! software,79.95 BuyableInstoreAndOnline,0
hoyle : classic collection 2006,encore,19.99,val haoyle : classic collection 2006,encore,19.99 COMMENTS,0
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe CS4 upgrade [ mac ],adobe,199.0 ,0
microsoft oem 3pk xp home edition sp2 n09-01624 ),microsoft corporation,,microsoft oem 3pk xp home edition sp2 n09-00,microsoft corporation,,0
zonealarm internet security suite,zone labs,49.99,security suite,zone labs,49.99 ,0
cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ),cisco systems enterprise,,cisco 2600xm ser ios ip/fw/ids cd26xm-ch (Cisco),cisco systems enterprise,imedia,0
acrobat professional 8 mac upsell standard-professional,adobe,273.0,acrobat professional 8 mac upsell standard-professional,adobe,,0
photo objects 150 000 for macintosh,nova development,49.99,photo objects 150 000 for macintosh,nova development,49.99,0
state standards grade 8,topics entertainment,29.95,product catalog,issues,29.95 SOLD OUT,0
genuine fractals genuine fractals print pro 1u,onone software,299.95,genuine fractals print pro 1u,onone software,491.97 CRIPTION,0
instant immersion spanish audio deluxe,topics entertainment,39.95,instant immersion spanish audio deluxe,prices,1.00,0
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe creative suite cs3 design premium [ mac ],adobe,,0
acrobat professional 8 ( windows ),adobe,273.0,acrobat professional 8 ( windows ),adobe,2.964,0
state standards grade 8,topics entertainment,29.95,state standards grade 5,topics entertainment,12.95,0
microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,,microsoft,239.99 ibrary,0
microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office frontpage 2003 academic version windows,microsoft,164.82 ,0
axis & allies ( jewel case ),encore,9.99,axis & allies ( jewel case ),enc,9.99 ,0
vcomm system suite professional 7,avanquest,49.95,vcomm system suite professional 2,avanquest,49.95 ,0
instant immersion 33 languages,topics entertainment,49.99,instant immersion 38 languages,topics entertainment,48.49 ,0
math advantage 2008,encore,39.99,encore,enc,44.99 ,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,price,intuit inc.,499.95 ,0
computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for computers 1 year license ( mac ),absolute software,51.95 ONSORED,0
printmaster 17 gold by encore software,encore software,30.66,printmaster 17 gold by encore software,encore software,30.66 ,0
adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe creative suite,adobe,1799.0 ,0
bodyworks 6.0 25-user building site license,learning company,399.95,bodyworks 6.0 25-user building site (,learning company,399.95 BuyableInstoreAndOnline,0
professor teaches excel & word,individual software,19.99,computer user,individual software,19.99,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,novella,compendium,$29.95,0
microsoft office & windows training,topics entertainment,29.99,microsoft office & windows training,topics digital,89.99  title,0
microsoft data analyzer 2002,microsoft,179.0,microsoft data,microsoft,19.79 ,0
microsoft word 2004 upgrade ( mac ),microsoft,109.99,nano-competition title,microsoft,$99.75 -,0
h & r block taxcut 2006 premium federal + state with usb 256m flashdrive,h & r block,39.99,h & r block taxcut 2008 premium federal + state with usb 512m flashdrive,h & r block,39.99,0
business card factory deluxe 3.0,nova development,29.99,business card,nova development,39.99 ,0
adobe after effects cs3,adobe,999.0,adobe after effects cs3,adobe,999.0 ,0
acrobat professional 8 ( windows ),adobe,273.0,acrobat professional 8,acrobat,699.0 ,0
adobe audition 2.0 upgrade,adobe,129.0,adobe.,adobe,0.01,0
adobe after effects professional 7.0,adobe,999.0,adobe after effects professional 7.0,adobe,939.0 ,0
palo alto business plan pro 2007,palo-alto-software,99.95,palo-alto,palo-alto-software,1080,0
microspot macdraft professional ( mac ),microspot ltd.,349.99,microspot macdraft professional ( mac ),microspot ltdcol title,,0
punch ! professional home design,punch ! software,89.99,,punch !,89.99 ............................................................,0
adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 upgrade from pagemaker,adobe,199.0 ld_price,0
microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft powerpoint 2005 upgrade ( pc ),,129.99 ,0
print explosion deluxe 3.0 ( mac ),nova development,49.99,println,nova development,49.99 LABEL title,0
instant immersion spanish audio deluxe,topics entertainment,39.95,instant immersion spanish audio deluxe,topics animated,$0,0
adobe creative suite cs3 production premium,adobe,1699.0,digital artist,adobe,1699.0,0
instant immersion spanish 2.0,topics entertainment,29.99,instant immersion spanish 2.0,topics entertainment,29.99 ,0
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft engineering student and teacher edition 2004 macintosh,microsoft,79.99 omen,0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 7.5 upgrade from standard to professional,adobe,500.00 microsoft purchase support,0
genuine fractals genuine fractals print pro 1u,onone software,299.95,true fractals real fractals print pro 1u,onone software,299.95 ibrin,0
math advantage 2008,encore,39.99,math advantage,encore,39.99  title,0
vcomm system suite professional 7,avanquest,49.95,vcomm system suite professional 9,avan,54.95 ,0
quicken 2007 deluxe,intuit,59.95,short,intuit,49.99 ctcolor,0
adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe Creative suite cs3 design premium upgrade [ mac ],ad,$599.99,0
instant immersion japanese ( audio book ),topics entertainment,,instant immersion japanese ( multimedia book ),topic METAL, MET,0
world of warcraft pc,vivendi,35.7,world of warcraft pc,vivendi,39.99 ,0
microsoft publisher with digital imaging 2003 [ old version ],microsoft,209.99,microsoft publisher with digital imaging 2003 [ old version ],microsoft,199.99,0
instant immersion spanish ( audio book ),topics entertainment,,"pre-release ""PEGABH""",topics entertainment,,0
photo objects 150 000 for macintosh,nova development,49.99,photo objects 250 000 for macintosh,no,97.99 ,0
cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ),cisco systems enterprise,,v1.0,cisco systems enterprise,,0
punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch ! master landscape professional & home design v 11.3,punch ! software,69.95,0
computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,netbook lojack for laptops 1 year license ( mac ),absolute software,49.95,0
microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office mac 2004 english 3pk dsp 731-01163 ),micro,,0
adobe after effects professional 7.0,adobe,999.0,adobe after effects professional 7.0,adobe,999.0 ibrary,0
family tree maker version 16 collectors edition sb cs,encore software,99.99,family tree maker version 18 collectors edition sb cs,encore software,999.99 ,0
apple logic pro 7.2 upgrade,apple,299.0,apple OSD title,apple,299.0 ,0
m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,price,m-audio,199.99 ,0
microsoft word 2007 version upgrade,microsoft,109.95,microsoft word 2007 version upgrade,microsoft,$349.95,0
math advantage 2008,encore,39.99,math advantage,encore,39.99 BuyableInstoreAndOnline,0
emedia guitarpro 5 win/mac,emedia,59.99,emedia guitarpro 5 win/mac,,63.00 ,0
bodyworks 6.0 25-user building site license,learning company,399.95,code,learning company,399.95  title,0
microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,0
instant immersion 33 languages,topics entertainment,49.99,instant immersion 39 languages,topics entertainment,89.,0
stomp inc drive washer,stomp inc,,stomp inc,stamp,................  ................ ................,0
hoyle puzzle & board games 2007,encore software,19.99,hoyle puzzle & board games 2007,encore software,"For example, ""hoyle"". The",0
ca internet security suite 2007 3 user,computer associates,69.95,ca internet security suite 2007 3 user,Computer,6.00,0
business card factory deluxe 3.0,nova development,29.99,product,nova development,29.99,0
adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe,adobe,199.0     ,0
instant immersion japanese deluxe 2.0,topics entertainment,39.99,instant immersion japanese deluxe 2.0,products,39.99,0
instant immersion spanish ( audio book ),topics entertainment,,instant,topic,,0
microsoft word 2007 version upgrade,microsoft,109.95,microsoft word 2007 version upgrade,,109.95 GENERAL,0
microsoft word 2007 version upgrade,microsoft,109.95,microsoftword 2005 version upgrade,microsoft,$299.95 ,0
instant immersion japanese 2.0,topics entertainment,19.99,instant immersion japanese 2.0,topics entertainment,19.99 ,0
tlc arthur 's kindergarten learning system 2008,encore,19.99,tlc arthur 's kindergarten learning system 2009,encore,1.99,0
adobe audition 2.0 upgrade,adobe,129.0,adobe audition 4.0 upgrade,adobe,129.0 ,0
axis & allies collector 's edition,encore,19.99,axis & allies collector 's edition,encore,19.99 ,0
media studio for psp standard editon,encore software,29.99,,encore software,29.99 ,0
instant immersion 33 languages,topics entertainment,49.99,instant immersion 3 languages,topics entertainment,49.99 _.,0
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe Creative suite cs3 design premium [ mac ],adobe,1799.0 ibrary,0
adobe premiere elements 3.0,adobe,99.99,adobe,adobe,99.99 ibrary,0
train sim modeler design studio,abacus,39.99,train sim description,abacus,39.99 (modeler),0
adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0 ,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,The author,intuit inc.,book,0
scansoft paperport 11 5 user license,nuance communications inc.,474.99,scansoft paperport 2 5 user license,nuance communications INC.,474.99 VIDIA,0
stomp inc drive washer,stomp inc,,pct col col,stomp inc,,0
sudoku puzzle addict,global-software-publishing-north-america-inc,6.99,ike,global-software-publishing-north-amer,6.99 ,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,,intuit inc.,499.95 iki,0
valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,valuesoft tune transfer for ipod software for windows xp,,29.95 ,0
photo objects 150 000 for macintosh,nova development,49.99,photo objects 150 000 for MAC OS X,nova development,49.99 epprint,0
apple final cut studio 2 ( mac ),apple,1299.0,apple final cut studio 2 ( mac ),apple,1299.0 .,0
microsoft digital image suite plus [ lb ],microsoft software,129.95,MOVER NAME MOVER name product,microsoft software,,0
adobe flash pro cs3 [ mac ],adobe,699.0,adobe flash pro cs3 [ mac ],adobe,$999.95,0
adobe audition 2.0 upgrade,adobe,129.0,adobe audition 2.0 upgrade,ad,129.0 ibrary,0
family tree maker version 16 collectors edition sb cs,encore software,99.99,family tree maker version 16 collectors,encore software,99.99 FTWARE,0
punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch ! master landscape professional & home design v 10.0,punch ! software,69.95 ______________________________________________________________________________________ C:\Program Files\Microsoft Visual C++ 10.0\v10,0
instant immersion spanish 2.0,topics entertainment,29.99,instant immersion spanish 2.,issues Entertainment,29.99 ,0
family tree maker version 16 collectors edition,encore software,,source text,encore software,,0
microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209.0,microsoft windows host,microsoft,199.00 ,0
adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 upgrade from pagemaker,adobe,149.99,0
instant immersion french 2.0,topics entertainment,29.99,instant immersion french 2.0,topics entertainment,631.98,0
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe CS3 upgrade [ mac ],,199.0 ,0
digidesign music production toolkit ( pro tools le ),digidesign,495.0,digidesign music production toolkit ( v1 com. le ),digidesign,3199.98  col title,0
microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209.0,t.va microsoft windows server 2003 client additional license for devices 4 t,microsoft,199.0 VIDIA,0
cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ),cisco systems enterprise,,cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ),cisco systems enterprise,CEL,0
adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,525.0 ,0
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe creative Suite cs9 design premium,adobe,100.00  ,0
microsoft works suite 2006,microsoft,99.0,microsoft does micros games,microsoft,30000,0
adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign gimp,adobe,199.0  PRIV EDITION TIT,0
airline tycoon deluxe,topware interactive,19.99,airline TYcoon del,topware,$19.99 -,0
adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,0
microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office mac2004 english 3pk dsp 731-01163,microsoft corporation,,0
hoyle : classic collection 2006,encore,19.99,samsung,encore,49,0
scansoft paperport 11 5 user license,nuance communications inc.,474.99,cursive pdf 3 5 user license,nuance software,4,0
ibm viavoice advanced v. 10,nuance-communications-inc .,,ibm viavoice advanced v. 10,nuance-communications-inc,,0
quicken 2007 basic,intuit,29.95,precalent color,intuit,12,0
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,0
adobe audition 2.0 upgrade,adobe,129.0,adobe audition 2.0 upgrade,adobe,139.0,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,short series premier non-profit edition 2005,"intuit, INC",$49.95,0
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,3999  title ,0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,name,$499.99 izational,0
adobe acrobat standard 8.0,adobe,449.99,adobe acrobat standard 10.7,adobe,449.99 adobe,0
microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft text GAME ID game 2003 title,microsoft,$69.99 ,0
ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,ca lightstor arcserve backup r12 .5 for enterprise option for advantage ingres for,vendor,ibrary (cols-price),0
computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 1 year,absolute software,990,0
instant immersion american sign language win/mac,topics entertainment,9.99,instant immersion american sign language win/mac,tv/online,9.99 ibrary,0
midway arcade treasures ( jewel case ),encore software,9.99,THE GADGET,encore software,9.99,0
microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft windows vista home basic update [ dvd ],microsoft,99.95  !! microsoft windows vista home vista,0
adobe premiere pro cs3,adobe,799.0,adobe PRECORD adobe,adobe,,0
emc retrospect 7.5 professional for windows upgrade,dantz,,em,dantz,. . rdMSS,0
genuine fractals genuine fractals print pro 1u,onone software,299.95,real fractals real fractals print pro 1u,onone software,39.95,0
adobe creative suite cs3 master collection [ mac ],adobe,2499.0,imex ( ),adobe,2399.0 ,0
microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft word 2004 upgrade (mac ),microsoft,109.99 MEGA-GAMING COMPUTER GAME NAME,0
punch ! home design architectural series 18,punch ! software,129.99,jb,punch ! software,99 ,0
midway arcade treasures ( jewel case ),encore software,9.99,$19.99,encore software,2.99  title,0
adobe indesign cs3 upgrade from pagemaker,adobe,199.0,advertisement,adobe,199.0 ,0
ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,ca brightstor arcserve backup r11 .1 for enterprise option for advantage ingres for,computer associates,inavcol description,0
instant immersion 33 languages,topics entertainment,49.99,instant immersion 32 languages,topics entertainment,49.99 ,0
printmaster 17 gold by encore software,encore software,30.66,printmaster 17 gold by encore software,encore software,30.66 ,0
dragon naturally speaking standard v9,nuance-communications-inc .,99.99,dragon language-common v8,color,14.93 ,0
adobe acrobat standard 8.0,adobe,449.99,adobe adobe acrobat standard 8.0,adobe,449.99  price,0
adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3,adobe,3999.99 ONSORED,0
state standards grade 8,topics entertainment,29.95,state standards grade 10,topics entertainment,29.95  Meier,0
adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe Creative suite cs3 design standard upgrade [ mac ],adobe,399.0 ,0
ibm viavoice advanced v. 10,nuance-communications-inc .,,ibm viavoice,nuance-communications-inc .,bstract,0
microsoft works suite 2006,microsoft,99.0,microsoft works suite 2006,microsoft,$15.59 !,0
microsoft onenote 2007,microsoft,99.95,"microsoft onenote Jul 29,2005",microsoft,89.99,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,quickbooks premier non-profit edition 2005,intuit inc.,599.95 http://www2.colocraft.com,0
adobe premiere pro cs3 upgrade,adobe,299.0,ad,adobe,300.00,0
instant immersion japanese ( audio book ),topics entertainment,,instant immersion japanese ( audio book ), category,,0
punch ! home design architectural series 18,punch ! software,129.99,print,val punch ! software,$119.99 ,0
h & r block taxcut 2006 home & business + state,h & r block,79.99,h & r block taxcut + state,h & r block,83.95 ,0
panda internet security 2007 3-user,panda software,69.95,Microsoft Windows 7 SP1 iphone,panda software,65.95 VIDIA,0
adobe indesign cs3 [ mac ],adobe,699.0,adobe indesign cs3 [ mac ],ad,4.99 ,0
microsoft digital image suite plus [ lb ],microsoft software,129.95,microsoft digital image suite plus [ lb ],microsoft software,130.95 ,0
instant immersion spanish ( audio book ),topics entertainment,,instant immersion spanish ( audio book ),topics entertainment,,0
quickbooks premier non-profit edition 2005,intuit inc.,499.95,intuit inc.,price,12,0
adobe creative suite cs3 production premium,adobe,1699.0,adobe Creative,adobe,1699.0 Interstitial,0
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs1 upgrade [ mac ],adobe,199.0 INSTALL,0
punch ! home design architectural series 18,punch ! software,129.99,punch !,punch ! software,124.99 ,0
instant immersion spanish 2.0,topics entertainment,29.99,instant immersion spanish 2.0,topics entertainment,29.99   _,0
microsoft word 2004 ( mac ),microsoft,229.99,microsoft mouse 1997,microsoft,price !!!!!!!,0
family tree maker version 16 collectors edition,encore software,,family tree maker version 16 collectors edition,,15,0
apple garageband jam pack : world music,apple,99.0,jerry,apple,98.99,0
punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch ! master landscape professional & home design v 10.0,punch ! software,,0
midway arcade treasures ( jewel case ),encore software,9.99,price,encore software,9.99 ,0
jumpstart world 1st grade,knowledge adventure,19.99,jumpstart world 3rd floor,knowledge adventure,17.99 ibaba,0
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver csx upgrade [ mac ],adobe,399.0 ,0
